A,Z,az_order,exc_keV,spin_parity,isomer_char
192,81,2,447.0,(8-),n
192,82,0,,0+, 
192,82,1,2581.1,10+,m
192,82,2,2625.1,12+,n
192,82,3,2743.5,11-,p
192,83,0,,(3+)*, 
192,83,1,140.0,10-*,m
192,84,0,,0+, 
192,84,1,2294.6,11-,m
192,85,0,,3+#, 
192,85,1,0.0,"(9-,10-)",m
193,75,0,,5/2+#, 
193,76,0,,3/2-, 
193,76,1,315.6,(9/2-),m
193,77,0,,3/2+*, 
193,77,1,80.238,11/2-,m
193,77,2,2278.9,31/2+,n
193,78,0,,1/2-*, 
193,78,1,149.78,13/2+*,m
193,79,0,,3/2+*, 
193,79,1,290.2,11/2-*,m
193,79,2,2486.7,31/2+,n
193,80,0,,3/2-*, 
193,80,1,140.76,13/2+*,m
193,81,0,,1/2+*, 
193,81,1,372.0,9/2-*,m
193,82,0,,3/2-#, 
193,82,1,93.0,13/2+*,m
193,83,0,,9/2-*, 
193,83,1,305.0,1/2+*,m
193,83,2,605.53,13/2+,n
193,83,3,2349.6,29/2+,p
193,83,4,2405.1,(29/2-),q
193,84,0,,3/2-*, 
193,84,1,100.0,13/2+*,m
193,85,0,,1/2+, 
193,85,1,8.0,7/2-,m
193,85,2,42.0,13/2+,n
193,86,0,,(3/2-), 
194,75,0,,1-#, 
194,75,1,150.0,4-#,m
194,75,2,285.0,11-#,n
194,75,3,833.0,,p
194,76,0,,0+, 
194,77,0,,1-*, 
194,77,1,147.072,4+,m
194,77,2,370.0,(11-),n
194,78,0,,0+, 
194,79,0,,1-*, 
194,79,1,107.4,5+,m
194,79,2,475.8,11-,n
194,80,0,,0+, 
194,81,0,,2-*, 
194,81,1,260.0,7+*,m
194,82,0,,0+, 
194,82,1,2628.1,12+,m
194,82,2,2933.0,11-,n
194,83,0,,3+*, 
194,83,1,150.0,"(6+,7+)",m
194,83,2,163.0,10-*,n
194,84,0,,0+, 
194,84,1,2313.4,(10-),m
194,85,0,,(5-), 
194,85,1,-20.0,10-,m
194,86,0,,0+, 
195,75,0,,5/2+#, 
195,76,0,,(3/2-), 
195,76,1,427.8,(13/2+),m
195,77,0,,3/2+, 
195,77,1,100.0,11/2-,m
195,77,2,2354.0,(27/2+),n
195,78,0,,1/2-*, 
195,78,1,259.077,13/2+*,m
195,79,0,,3/2+*, 
195,79,1,318.58,11/2-*,m
195,79,2,2501.0,31/2(-),n
195,80,0,,1/2-*, 
195,80,1,176.07,13/2+*,m
195,81,0,,1/2+*, 
195,81,1,482.63,9/2-*,m
195,82,0,,3/2-, 
195,82,1,202.9,13/2+,m
195,82,2,1759.0,21/2-,n
195,82,3,2901.7,33/2+,p
195,83,0,,9/2-*, 
195,83,1,399.0,1/2+*,m
195,83,2,2381.0,(29/2-),n
195,83,3,2615.9,29/2+,p
195,84,0,,3/2-*, 
195,84,1,148.0,13/2+*,m
195,85,0,,1/2+*, 
195,85,1,29.0,7/2-*,m
195,86,0,,3/2-, 
195,86,1,80.0,13/2+,m
196,75,0,,, 
196,75,1,120.0,,m
196,76,0,,0+, 
196,77,0,,"(1,2-)", 
196,77,1,210.0,11-#,m
196,78,0,,0+, 
196,79,0,,2-*, 
196,79,1,84.656,5+,m
196,79,2,595.66,12-*,n
196,80,0,,0+, 
196,81,0,,2-*, 
196,81,1,394.2,7+*,m
196,82,0,,0+, 
196,82,1,,4+,m
196,82,2,1797.51,5-,n
196,83,0,,(3+), 
196,83,1,166.4,(7+),m
196,83,2,272.0,(10-),n
196,84,0,,0+, 
196,84,1,2493.9,11-,m
196,85,0,,(3+)*, 
196,85,1,-40.0,10-#,m
196,86,0,,0+, 
197,76,0,,5/2-#, 
197,77,0,,3/2+, 
197,77,1,115.0,11/2-,m
197,77,2,1700.0,,n
197,77,3,2800.0,,p
197,78,0,,1/2-*, 
197,78,1,399.59,13/2+,m
197,79,0,,3/2+*, 
197,79,1,409.15,11/2-,m
197,79,2,2532.5,27/2+#,n
197,80,0,,1/2-*, 
197,80,1,298.93,13/2+*,m
197,81,0,,1/2+*, 
197,81,1,608.22,9/2-*,m
197,82,0,,3/2-, 
197,82,1,319.31,13/2+*,m
197,82,2,1914.1,21/2-,n
197,83,0,,9/2-*, 
197,83,1,533.0,1/2+*,m
197,83,2,,(23/2-),n
197,83,3,2403.0,(29/2-),p
197,83,4,2929.5,(31/2-),q
197,84,0,,(3/2-)*, 
197,84,1,196.0,13/2+*,m
197,85,0,,9/2-*, 
197,85,1,45.0,1/2+*,m
197,85,2,310.7,13/2+,n
197,86,0,,3/2-, 
197,86,1,199.0,13/2+,m
197,87,0,,(7/2-), 
198,76,0,,0+, 
198,77,0,,1-, 
198,78,0,,0+, 
198,79,0,,2-*, 
198,79,1,312.2227,5+,m
198,79,2,811.9,12-,n
198,80,0,,0+, 
198,81,0,,2-*, 
198,81,1,543.6,7+*,m
198,81,2,686.8,(5)+,n
198,81,3,742.4,10-,p
198,82,0,,0+, 
198,82,1,2141.4,7-,m
198,82,2,2231.4,9-,n
198,82,3,2821.7,12+,p
198,83,0,,3+*, 
198,83,1,290.0,7+*,m
198,83,2,540.0,10-*,n
198,84,0,,0+, 
198,84,1,2565.92,11-,m
198,84,2,2740.0,12+,n
198,85,0,,3+*, 
198,85,1,266.6,10-*,m
198,86,0,,0+, 
198,87,0,,3+#, 
198,87,1,0.0,(10-),m
199,76,0,,5/2-#, 
199,77,0,,3/2+#, 
199,78,0,,5/2-*, 
199,78,1,424.0,13/2+*,m
199,79,0,,3/2+, 
199,79,1,548.9405,11/2-,m
199,80,0,,1/2-*, 
199,80,1,532.48,13/2+*,m
199,81,0,,1/2+*, 
199,81,1,748.87,9/2-*,m
199,82,0,,3/2-, 
199,82,1,429.5,(13/2+),m
199,82,2,2563.8,(29/2-),n
199,83,0,,9/2-*, 
199,83,1,667.0,(1/2+),m
199,83,2,1962.0,25/2+#,n
199,83,3,2548.0,29/2-#,p
199,84,0,,3/2-*, 
199,84,1,311.7,13/2+*,m
199,85,0,,9/2-*, 
199,85,1,244.0,1/2+*,m
199,85,2,572.9,13/2+,n
199,85,3,2293.4,(29/2+),p
199,86,0,,3/2-, 
199,86,1,220.0,13/2+,m
199,87,0,,1/2+#, 
199,87,1,45.0,7/2-#,m
199,87,2,250.0,13/2+#,n
200,76,0,,0+, 
200,77,0,,"(2-,3-)", 
200,78,0,,0+, 
200,79,0,,(1-), 
200,79,1,1010.0,12-*,m
200,80,0,,0+, 
200,81,0,,2-*, 
200,81,1,753.6,7+,m
200,81,2,762.0,5+,n
200,82,0,,0+, 
200,82,1,2183.3,(9-),m
200,82,2,3005.8,(12+),n
200,83,0,,7+*, 
200,83,1,100.0,(2+),m
200,83,2,428.2,(10-),n
200,84,0,,0+, 
200,84,1,2596.1,11-,m
200,84,2,2817.0,12+,n
200,85,0,,(3+)*, 
200,85,1,112.9,(7+)*,m
200,85,2,343.8,(10-)*,n
200,86,0,,0+, 
200,86,1,2320.0,,m
200,87,0,,(3+), 
200,87,1,50.0,10-#,m
200,87,2,150.0,,n
201,77,0,,(3/2+), 
201,78,0,,(5/2-), 
201,79,0,,3/2+, 
201,79,1,594.0,11/2-,m
201,79,2,1610.0,19/2+#,n
201,80,0,,3/2-*, 
201,80,1,766.22,13/2+,m
201,81,0,,1/2+*, 
201,81,1,919.16,9/2-,m
201,82,0,,5/2-*, 
201,82,1,629.1,13/2+,m
201,82,2,2953.0,(29/2-),n
201,83,0,,9/2-*, 
201,83,1,846.35,1/2+,m
201,83,2,1973.0,25/2+#,n
201,83,3,2012.0,27/2+#,p
201,83,4,2781.0,29/2-#,q
201,84,0,,3/2-*, 
201,84,1,423.8,13/2+*,m
201,85,0,,9/2-*, 
201,85,1,459.0,1/2+,m
201,85,2,2319.7,29/2+,n
201,86,0,,3/2-, 
201,86,1,245.0,13/2+,m
201,87,0,,9/2-, 
201,87,1,129.0,1/2+,m
201,87,2,289.5,13/2+,n
201,88,0,,(3/2-), 
201,88,1,263.0,13/2+,m
202,77,0,,(2-), 
202,77,1,2600.0,,m
202,78,0,,0+, 
202,78,1,1788.5,(7-),m
202,79,0,,(1-), 
202,80,0,,0+, 
202,81,0,,2-*, 
202,81,1,950.19,7+,m
202,82,0,,0+, 
202,82,1,2169.85,9-,m
202,82,2,4140.0,16+,n
202,82,3,5300.0,19-,p
202,83,0,,5+*, 
202,83,1,625.0,10-#,m
202,83,2,2617.0,(17+),n
202,84,0,,0+, 
202,84,1,1712.0,8+,m
202,85,0,,3+*, 
202,85,1,190.0,7+*,m
202,85,2,590.0,10-,n
202,86,0,,0+, 
202,86,1,2310.0,11-#,m
202,87,0,,3+*, 
202,87,1,257.0,10-*,m
202,88,0,,0+, 
203,77,0,,3/2+#, 
203,78,0,,(1/2-), 
203,78,1,1367.0,13/2+#,m
203,78,2,1420.0,27/2-#,n
203,79,0,,3/2+, 
203,79,1,641.0,11/2-#,m
203,80,0,,5/2-*, 
203,80,1,933.14,(13/2+),m
203,80,2,8281.3,(53/2+),n
203,81,0,,1/2+*, 
203,81,1,1483.7,(9/2-),m
203,82,0,,5/2-, 
203,82,1,825.2,13/2+,m
203,82,2,2949.2,29/2-,n
203,82,3,2970.0,25/2-#,p
203,83,0,,9/2-*, 
203,83,1,1098.21,1/2+,m
203,83,2,2041.5,25/2+,n
203,84,0,,5/2-*, 
203,84,1,641.68,13/2+*,m
203,85,0,,9/2-*, 
203,85,1,683.4,1/2+,m
203,85,2,2330.1,29/2+,n
203,86,0,,3/2-, 
203,86,1,362.0,13/2+*,m
203,87,0,,9/2-*, 
203,87,1,361.0,1/2+,m
203,87,2,426.0,13/2+,n
203,88,0,,3/2-, 
203,88,1,246.0,13/2+,m
204,78,0,,0+, 
204,78,1,1995.1,(5-),m
204,78,2,2035.0,(7-),n
204,78,3,3193.0,(10+),p
204,79,0,,(2-), 
204,79,1,3816.0,16+#,m
204,80,0,,0+, 
204,81,0,,2-*, 
204,81,1,1104.1,7+,m
204,81,2,2319.0,12-,n
204,81,3,4391.6,18+,p
204,81,4,6239.4,22-,q
204,82,0,,0+, 
204,82,1,1274.13,4+,m
204,82,2,2185.88,9-,n
204,82,3,2264.42,7-,p
204,83,0,,6+*, 
204,83,1,805.5,10-,m
204,83,2,2833.4,17+,n
204,84,0,,0+, 
204,84,1,1639.03,8+,m
204,85,0,,7+*, 
204,85,1,587.3,10-,m
204,86,0,,0+, 
204,87,0,,3+*, 
204,87,1,50.0,7+*,m
204,87,2,326.0,10-*,n
204,88,0,,0+, 
205,79,0,,3/2+#, 
205,79,1,907.0,11/2-#,m
205,79,2,2849.7,19/2+#,n
205,80,0,,1/2-*, 
205,80,1,1556.4,13/2+,m
205,80,2,3316.6,(23/2-),n
205,81,0,,1/2+*, 
205,81,1,3290.61,25/2+,m
205,81,2,4835.6,(35/2-),n
205,82,0,,5/2-, 
205,82,1,2.329,1/2-,m
205,82,2,1013.85,13/2+,n
205,82,3,3195.8,25/2-,p
205,83,0,,9/2-*, 
205,83,1,1497.17,1/2+,m
205,83,2,2064.7,21/2+,n
205,83,3,2139.0,25/2+,p
205,84,0,,5/2-*, 
205,84,1,143.166,1/2-,m
205,84,2,880.31,13/2+,n
205,84,3,1461.21,19/2-,p
205,84,4,3087.2,29/2-,q
205,85,0,,9/2-*, 
205,85,1,2339.64,29/2+,m
205,86,0,,5/2-*, 
205,87,0,,9/2-*, 
205,87,1,544.0,13/2+,m
205,87,2,609.0,(1/2+),n
205,88,0,,3/2-, 
205,88,1,263.0,13/2+,m
205,89,0,,9/2-, 
206,79,0,,6+#, 
206,80,0,,0+, 
206,80,1,2102.4,5-,m
206,80,2,3722.3,(10+),n
206,81,0,,0-*, 
206,81,1,2643.1,(12)-,m
206,82,0,,0+, 
206,82,1,2200.16,7-,m
206,82,2,4027.3,12+,n
206,83,0,,6+*, 
206,83,1,59.897,4+,m
206,83,2,1044.8,10-,n
206,83,3,9233.3,(28-),p
206,84,0,,0+, 
206,84,1,1585.9,8+,m
206,84,2,2262.09,9-,n
206,85,0,,(6)+*, 
206,85,1,810.0,(10)-,m
206,86,0,,0+, 
206,87,0,,3+*, 
206,88,0,,0+, 
206,89,0,,3+, 
206,89,1,200.0,10-,m
207,80,0,,9/2+, 
207,81,0,,1/2+*, 
207,81,1,1348.18,11/2-,m
207,82,0,,1/2-*, 
207,82,1,1633.356,13/2+,m
207,83,0,,9/2-, 
207,83,1,2101.61,21/2+,m
207,84,0,,5/2-*, 
207,84,1,68.557,1/2-,m
207,84,2,1115.076,13/2+,n
207,84,3,1383.16,19/2-,p
207,85,0,,9/2-*, 
207,85,1,2117.3,25/2+,m
207,86,0,,5/2-*, 
207,86,1,899.1,13/2+,m
207,87,0,,9/2-*, 
207,88,0,,5/2-#, 
207,88,1,560.0,13/2+,m
207,89,0,,9/2-, 
208,80,0,,0+, 
208,80,1,1338.0,(8+),m
208,81,0,,5+, 
208,81,1,1807.0,(0-),m
208,82,0,,0+, 
208,82,1,4895.23,10+,m
208,83,0,,5+*, 
208,83,1,1571.1,10-,m
208,84,0,,0+, 
208,84,1,1528.22,8+,m
208,85,0,,6+*, 
208,85,1,2276.4,16-,m
208,86,0,,0+, 
208,86,1,1828.3,8+,m
208,87,0,,7+*, 
208,87,1,826.3,10-,m
208,88,0,,0+, 
208,88,1,2147.4,(8+),m
208,89,0,,3+, 
208,89,1,500.0,10-,m
208,90,0,,0+, 
209,80,0,,9/2+#, 
209,81,0,,1/2+, 
209,81,1,1228.1,17/2+,m
209,82,0,,9/2+, 
209,83,0,,9/2-*, 
209,84,0,,1/2-*, 
209,84,1,4265.4,31/2-,m
209,85,0,,9/2-*, 
209,85,1,2429.32,29/2+,m
209,86,0,,5/2-*, 
209,86,1,1174.01,13/2+,m
209,86,2,3636.81,35/2+,n
209,87,0,,9/2-*, 
209,87,1,4659.8,45/2-,m
209,88,0,,5/2-*, 
209,88,1,882.4,13/2+,m
209,89,0,,9/2-, 
209,90,0,,5/2-#, 
210,80,0,,0+, 
210,80,1,663.0,(3-),m
210,80,2,1406.0,8+#,n
210,81,0,,5+#, 
210,82,0,,0+, 
210,82,1,1194.61,6+,m
210,82,2,1274.8,8+,n
210,83,0,,1-*, 
210,83,1,271.31,9-,m
210,84,0,,0+, 
210,84,1,1556.97,8+,m
210,84,2,5057.65,16+,n
210,85,0,,(5)+*, 
210,85,1,2549.6,(15)-,m
210,85,2,4027.7,(19)+,n
210,86,0,,0+, 
210,86,1,1710.0,8+,m
210,86,2,3857.0,17-,n
210,86,3,6514.0,23+,p
210,87,0,,6+*, 
210,87,1,4417.2,(23)+,m
210,88,0,,0+, 
210,88,1,2050.9,8+,m
210,89,0,,7+#, 
210,90,0,,0+, 
211,80,0,,9/2+#, 
211,81,0,,1/2+, 
211,81,1,1244.0,17/2+#,m
211,82,0,,9/2+*, 
211,82,1,1719.0,(27/2+),m
211,83,0,,9/2-*, 
211,83,1,1257.0,(25/2-),m
211,84,0,,9/2+*, 
211,84,1,1462.0,(25/2+),m
211,84,2,2135.0,(31/2-),n
211,84,3,4872.0,(43/2+),p
211,85,0,,9/2-*, 
211,85,1,4814.5,(39/2-),m
211,86,0,,1/2-*, 
211,86,1,1603.0,17/2-,m
211,86,2,8905.0,63/2-,n
211,87,0,,9/2-*, 
211,87,1,2423.16,29/2+,m
211,87,2,4657.3,45/2-,n
211,88,0,,5/2-*, 
211,88,1,1198.1,13/2+,m
211,89,0,,9/2-, 
211,90,0,,5/2-#, 
211,91,0,,9/2-, 
212,81,0,,(5+), 
212,82,0,,0+, 
212,82,1,1335.0,8+#,m
212,83,0,,1-*, 
212,83,1,250.0,"(8-,9-)",m
212,83,2,1479.0,(18-),n
212,84,0,,0+, 
212,84,1,2923.0,(18+),m
212,85,0,,(1-), 
212,85,1,222.9,(9-),m
212,85,2,4771.4,(25-),n
212,86,0,,0+, 
212,86,1,1639.68,6+,m
212,86,2,1694.1,8+,n
212,86,3,6174.2,22+,p
212,86,4,8579.2,30+,q
212,87,0,,5+*, 
212,87,1,1551.4,11+,m
212,87,2,2492.2,15-,n
212,87,3,5854.7,27-,p
212,87,4,8533.4,34+#,q
212,88,0,,0+, 
212,88,1,1958.4,8+,m
212,88,2,2613.3,11-,n
212,89,0,,7+*, 
212,90,0,,0+, 
212,91,0,,3+#, 
213,81,0,,1/2+#, 
213,81,1,680.0,,m
213,81,2,1250.0,17/2+#,n
213,82,0,,(9/2+), 
213,82,1,1331.0,(21/2+),m
213,83,0,,9/2-*, 
213,84,0,,9/2+, 
213,85,0,,9/2-, 
213,85,1,1358.0,25/2-#,m
213,85,2,2998.0,49/2+#,n
213,86,0,,9/2+#, 
213,86,1,1682.0,(25/2+),m
213,86,2,2205.0,(31/2-),n
213,86,3,5965.0,(55/2+),p
213,87,0,,9/2-*, 
213,87,1,1590.41,21/2-,m
213,87,2,2537.62,29/2+,n
213,87,3,8094.8,(65/2-),p
213,88,0,,1/2-*, 
213,88,1,1768.0,(17/2-),m
213,89,0,,9/2-*, 
213,90,0,,5/2-, 
213,90,1,1180.0,(13/2)+,m
213,91,0,,9/2-, 
214,81,0,,5+#, 
214,82,0,,0+, 
214,82,1,1420.0,8+#,m
214,83,0,,1-, 
214,84,0,,0+, 
214,85,0,,1-, 
214,85,1,59.0,,m
214,85,2,232.0,9-,n
214,86,0,,0+, 
214,86,1,4595.4,(22+),m
214,87,0,,(1-)*, 
214,87,1,121.0,(8-),m
214,87,2,638.0,(11+),n
214,87,3,6577.0,(33+),p
214,88,0,,0+, 
214,88,1,1819.7,6+,m
214,88,2,1865.2,8+,n
214,88,3,2683.2,11-,p
214,88,4,3478.4,14+,q
214,88,5,4146.8,17-,r
214,88,6,6577.0,(25-),x
214,89,0,,5+*, 
214,90,0,,0+, 
214,90,1,2181.0,8+#,m
214,91,0,,7+#, 
215,81,0,,1/2+#, 
215,82,0,,9/2+#, 
215,83,0,,(9/2-), 
215,83,1,1367.0,(25/2-),m
215,84,0,,9/2+, 
215,85,0,,9/2-, 
215,86,0,,9/2+, 
215,87,0,,9/2-, 
215,88,0,,9/2+#, 
215,88,1,1877.8,(25/2+),m
215,88,2,2246.9,(29/2-),n
215,88,3,3807.0,(43/2-),p
215,89,0,,9/2-*, 
215,89,1,1796.0,(21/2-),m
215,89,2,2488.0,(29/2+),n
215,90,0,,(1/2-), 
215,90,1,1471.0,9/2+#,m
215,91,0,,9/2-, 
215,92,0,,5/2-#, 
216,81,0,,5+#, 
216,82,0,,0+, 
216,82,1,1514.0,8+#,m
216,83,0,,"(6-,7-)", 
216,83,1,24.0,3-#,m
216,84,0,,0+, 
216,85,0,,1-, 
216,86,0,,0+, 
216,87,0,,(1-), 
216,87,1,219.0,(9-),m
216,88,0,,0+, 
216,89,0,,(1-), 
216,89,1,38.0,(9-),m
216,90,0,,0+, 
216,90,1,2041.0,8+,m
216,90,2,2648.0,(11-),n
216,90,3,3682.0,(14+),p
216,91,0,,5+#, 
216,92,0,,0+, 
216,92,1,2250.0,8+#,m
217,82,0,,9/2+#, 
217,83,0,,9/2-#, 
217,83,1,1491.0,25/2-#,m
217,84,0,,(9/2+)*, 
217,86,0,,9/2+, 
217,87,0,,9/2-, 
217,88,0,,(9/2+), 
217,89,0,,9/2-, 
217,89,1,2012.0,29/2+,m
217,90,0,,9/2+#, 
217,90,1,673.3,(15/2-),m
217,90,2,2307.0,(25/2+),n
217,91,0,,9/2-, 
217,91,1,1860.0,(23/2-),m
217,92,0,,1/2-#, 
218,82,0,,0+, 
218,83,0,,8-#, 
218,84,0,,0+, 
218,85,0,,"(2-,3-)*", 
218,86,0,,0+, 
218,87,0,,1-, 
218,87,1,87.0,(8-),m
218,88,0,,0+, 
218,89,0,,(1-), 
218,89,1,50.0,8-#,m
218,90,0,,0+, 
218,91,0,,8-#, 
218,91,1,81.0,1-#,m
218,92,0,,0+, 
218,92,1,2109.0,8+#,m
219,83,0,,9/2-#, 
219,84,0,,9/2+#, 
219,85,0,,(9/2-)*, 
219,86,0,,5/2+*, 
219,87,0,,9/2-*, 
219,88,0,,(7/2)+, 
219,88,1,16.7,(11/2)+,m
219,89,0,,9/2-, 
219,90,0,,9/2+#, 
219,91,0,,9/2-, 
219,92,0,,9/2+#, 
219,93,0,,9/2-#, 
220,83,0,,1-#, 
220,85,0,,3-#, 
220,86,0,,0+, 
220,87,0,,1+*, 
220,88,0,,0+, 
220,89,0,,(3-), 
220,90,0,,0+, 
220,91,0,,1-#, 
220,91,1,26.0,,m
220,91,2,290.0,,n
220,93,0,,1-#, 
221,84,0,,9/2+#, 
221,85,0,,3/2-#, 
221,86,0,,7/2+*, 
221,87,0,,5/2-*, 
221,88,0,,5/2+*, 
221,89,0,,9/2-#, 
221,90,0,,7/2+#, 
221,91,0,,9/2-, 
221,92,0,,9/2+#, 
222,84,0,,0+, 
222,85,0,,, 
222,86,0,,0+, 
222,87,0,,2-*, 
222,88,0,,0+, 
222,89,0,,1-, 
222,89,1,78.0,5+#,m
222,90,0,,0+, 
222,91,0,,1-#, 
222,92,0,,0+, 
222,93,0,,1-#, 
223,85,0,,3/2-#, 
223,86,0,,7/2+*, 
223,87,0,,3/2-*, 
223,88,0,,3/2+*, 
223,89,0,,(5/2-), 
223,90,0,,(5/2)+, 
223,91,0,,9/2-, 
223,92,0,,7/2+#, 
223,93,0,,(9/2-), 
223,95,0,,9/2-#, 
224,85,0,,2+#, 
224,86,0,,0+, 
224,87,0,,1-*, 
224,88,0,,0+, 
224,89,0,,(0-), 
224,90,0,,0+, 
224,91,0,,(5-), 
224,92,0,,0+, 
224,93,0,,2-#, 
225,86,0,,7/2-*, 
225,87,0,,3/2-*, 
225,88,0,,1/2+*, 
225,89,0,,3/2-, 
225,90,0,,3/2+, 
225,91,0,,5/2-#, 
225,92,0,,5/2+#, 
225,93,0,,9/2-#, 
226,86,0,,0+, 
226,87,0,,1-*, 
226,88,0,,0+, 
226,89,0,,(1-), 
226,90,0,,0+, 
226,91,0,,1-#, 
226,92,0,,0+, 
226,93,0,,, 
227,86,0,,(3/2+)*, 
227,87,0,,1/2+*, 
227,88,0,,3/2+*, 
227,89,0,,3/2-*, 
227,90,0,,(1/2+), 
227,91,0,,(5/2-), 
227,92,0,,(3/2+), 
227,93,0,,5/2+#, 
228,86,0,,0+, 
228,87,0,,2-*, 
228,87,1,1004.0,,m
228,88,0,,0+, 
228,89,0,,3+*, 
228,89,1,539.0,,m
228,90,0,,0+, 
228,91,0,,3+, 
228,92,0,,0+, 
228,93,0,,4+#, 
228,94,0,,0+, 
229,86,0,,(5/2+)*, 
229,87,0,,(1/2+), 
229,88,0,,5/2+*, 
229,89,0,,3/2+, 
229,90,0,,5/2+*, 
229,90,1,0.00815,(3/2+),m
229,91,0,,5/2+, 
229,91,1,12.2,3/2-,m
229,92,0,,3/2+, 
229,93,0,,5/2+#, 
229,94,0,,3/2+#, 
229,95,0,,5/2-#, 
230,87,0,,2+#, 
230,88,0,,0+, 
230,89,0,,(1+), 
230,90,0,,0+, 
230,91,0,,2-, 
230,92,0,,0+, 
230,93,0,,4+#, 
230,94,0,,0+, 
230,95,0,,1-#, 
231,87,0,,(1/2+), 
231,88,0,,(5/2+)*, 
231,89,0,,1/2+, 
231,90,0,,5/2+, 
231,91,0,,3/2-*, 
231,92,0,,5/2+#, 
231,93,0,,5/2+#, 
231,94,0,,(3/2+), 
232,87,0,,(5), 
232,88,0,,0+, 
232,89,0,,(1+), 
232,90,0,,0+, 
232,91,0,,(2-), 
232,92,0,,0+, 
232,93,0,,(5-), 
232,94,0,,0+, 
232,95,0,,1-#, 
233,87,0,,1/2+#, 
233,88,0,,1/2+#, 
233,89,0,,(1/2+), 
233,90,0,,1/2+, 
233,91,0,,3/2-*, 
233,92,0,,5/2+*, 
233,93,0,,5/2+#, 
233,94,0,,5/2+#, 
233,95,0,,5/2-#, 
233,96,0,,3/2+#, 
233,97,0,,3/2-#, 
234,88,0,,0+, 
234,89,0,,1+#, 
234,89,1,140.0,,m
234,90,0,,0+, 
234,91,0,,4+, 
234,91,1,79.0,(0-),m
234,92,0,,0+, 
234,92,1,1421.257,6-,m
234,93,0,,(0+), 
234,94,0,,0+, 
234,95,0,,0-#, 
234,96,0,,0+, 
234,97,0,,3-#, 
235,89,0,,1/2+#, 
235,90,0,,1/2+#, 
235,91,0,,3/2-, 
235,92,0,,7/2-*, 
235,92,1,0.076737,1/2+,m
235,92,2,2500.0,,n
235,93,0,,5/2+, 
235,94,0,,(5/2+), 
235,95,0,,5/2-#, 
235,96,0,,5/2+#, 
236,89,0,,3+#, 
236,90,0,,0+, 
236,91,0,,1(-), 
236,92,0,,0+, 
236,92,1,1052.5,4-,m
236,92,2,2750.0,(0+),n
236,93,0,,(6-), 
236,93,1,60.0,(1-),m
236,94,0,,0+, 
236,94,1,1185.45,5-,m
236,95,0,,5-, 
236,95,1,50.0,(1-),m
236,96,0,,0+, 
236,97,0,,4+#, 
237,90,0,,5/2+#, 
237,91,0,,1/2+, 
237,92,0,,1/2+, 
237,92,1,274.0,7/2-,m
237,93,0,,5/2+*, 
237,93,1,945.2,13/2-,m
237,94,0,,7/2-, 
237,94,1,145.543,1/2+,m
237,94,2,2900.0,,n
237,95,0,,5/2-, 
237,98,0,,5/2+#, 
238,90,0,,0+, 
238,91,0,,3-#, 
238,92,0,,0+, 
238,92,1,2557.9,0+,m
238,93,0,,2+*, 
238,93,1,2300.0,,m
238,94,0,,0+, 
238,95,0,,1+, 
238,95,1,2500.0,,m
238,96,0,,0+, 
238,97,0,,1#, 
238,98,0,,0+, 
239,91,0,,1/2+#, 
239,92,0,,5/2+, 
239,92,1,133.7991,1/2+,m
239,93,0,,5/2+*, 
239,94,0,,1/2+*, 
239,94,1,391.584,7/2-,m
239,94,2,3100.0,(5/2+),n
239,95,0,,5/2-, 
239,95,1,2500.0,(7/2+),m
239,96,0,,7/2-#, 
239,98,0,,5/2+#, 
240,92,0,,0+, 
240,93,0,,(5+), 
240,93,1,18.0,(1+),m
240,94,0,,0+, 
240,94,1,1308.74,5-,m
240,95,0,,(3-), 
240,95,1,3000.0,,m
240,96,0,,0+, 
240,97,0,,7-#, 
240,98,0,,0+, 
240,99,0,,4-#, 
241,93,0,,(5/2+), 
241,94,0,,5/2+*, 
241,94,1,161.6853,1/2+,m
241,94,2,2200.0,,n
241,95,0,,5/2-*, 
241,95,1,2200.0,,m
241,96,0,,1/2+, 
241,97,0,,(7/2+), 
241,98,0,,7/2-#, 
241,99,0,,3/2-#, 
241,100,0,,5/2+#, 
242,92,0,,0+, 
242,93,0,,(1+), 
242,93,1,50.0,(6+),m
242,94,0,,0+, 
242,95,0,,1-*, 
242,95,1,48.6,5-,m
242,95,2,2200.0,"(2+,3-)",n
242,96,0,,0+, 
242,96,1,2800.0,,m
242,97,0,,3+#, 
242,97,1,2000.0,,m
242,98,0,,0+, 
242,99,0,,2+#, 
242,100,0,,0+, 
243,93,0,,5/2+#, 
243,94,0,,7/2+, 
243,94,1,383.64,(1/2+),m
243,95,0,,5/2-*, 
243,95,1,2300.0,,m
243,96,0,,5/2+*, 
243,96,1,87.4,1/2+,m
243,97,0,,3/2-, 
243,98,0,,(1/2+), 
243,99,0,,(7/2+), 
243,100,0,,7/2-#, 
244,93,0,,7-#, 
244,94,0,,0+, 
244,94,1,1216.0,8-,m
244,95,0,,(6-), 
244,95,1,89.3,1+,m
244,95,2,2000.0,,n
244,96,0,,0+, 
244,96,1,1040.181,6+,m
244,97,0,,4-, 
244,97,1,1500.0,,m
244,98,0,,0+, 
244,99,0,,6+#, 
244,100,0,,0+, 
244,101,0,,3+#, 
245,94,0,,(9/2-), 
245,94,1,264.5,(5/2+),m
245,94,2,2000.0,,n
245,95,0,,5/2+, 
245,95,1,2400.0,,m
245,96,0,,7/2+*, 
