A,Z,N,element,species,clean_species,is_platypus,az_order,parity,epsilon,log_hl,exc_keV,transition_energy_keV,correct_deltaJ,correct_lambda,Q_keV,V_coulomb_keV,tracking_bin
1,1,0,H,stable,stable,False,0,eo,2.227046055224762,,,0.0,,,,,stable
2,1,1,H,stable,stable,False,0,oo,1.4222448593428465,,,0.0,,,,,stable
3,1,2,H,beta-,beta-,False,0,eo,0.7076046061021812,8.589705757070906,,0.0,,,18.592020000000048,,tracked
3,2,1,He,stable,stable,False,0,eo,1.7076046061021812,,,0.0,,,,,stable
4,1,3,H,neutron,neutron,False,0,oo,0.043342402953594,-21.856985199745903,,0.0,,,,,ephemeral
4,2,2,He,stable,stable,False,0,ee,1.043342402953594,,,0.0,,,,,stable
4,3,1,Li,proton,proton,False,0,oo,2.043342402953594,-22.040958607678903,,0.0,,,,,ephemeral
5,1,4,H,neutron,neutron,False,0,eo,-0.5870492085609413,-22.06550154875644,,0.0,,,,,ephemeral
5,2,3,He,neutron,neutron,False,0,eo,0.4129507914390586,-21.220403508742177,,0.0,,,,,ephemeral
5,3,2,Li,proton,proton,False,0,eo,1.4129507914390589,-21.431798275933005,,0.0,,,,,ephemeral
6,1,5,H,neutron,neutron,False,0,oo,-1.19243847824049,-21.53165266958784,,0.0,,,,,ephemeral
6,2,4,He,beta-,beta-,False,0,ee,-0.1924384782404899,-0.0931695201487791,,0.0,,,3505.2145600000003,,tracked
6,3,3,Li,stable,stable,False,0,oo,0.80756152175951,,,0.0,,,,,stable
6,3,3,Li,IT,IT,False,1,oo,0.80756152175951,-16.2518119729938,3562.88,3562.88,1.0,1.0,3562.88,,ephemeral
6,4,2,Be,proton,proton,False,0,ee,1.80756152175951,-20.30102999566398,,0.0,,,,,ephemeral
7,1,6,H,neutron,neutron,False,0,eo,-1.7782845429139469,-21.18575240426808,,0.0,,,,,ephemeral
7,2,5,He,neutron,neutron,False,0,eo,-0.7782845429139469,-20.600326278518963,,0.0,,,,,ephemeral
7,3,4,Li,stable,stable,False,0,eo,0.2217154570860531,,,0.0,,,,,stable
7,4,3,Be,beta+,beta+,False,0,eo,1.2217154570860531,6.662588612694264,,0.0,,,-160.10463000000027,,tracked
7,5,2,B,proton,proton,False,0,eo,2.221715457086053,-21.24412514432751,,0.0,,,,,ephemeral
8,2,6,He,beta-,beta-,False,0,ee,-1.3482491897223037,-0.9226320947158436,,0.0,,,10663.878,,tracked
8,3,5,Li,beta-,beta-,False,0,oo,-0.3482491897223037,-0.0763933569825408,,0.0,,,16004.133000000002,,tracked
8,4,4,Be,alpha,alpha,False,0,ee,0.6517508102776963,-16.08671609823958,,0.0,,,91.8401299999996,1511.905259873848,ephemeral
8,5,3,B,beta+,beta+,False,0,oo,1.6517508102776963,-0.1124389590699909,,0.0,,,16957.899,,tracked
8,6,2,C,proton,proton,False,0,ee,2.6517508102776963,-20.455931955649724,,0.0,,,,,ephemeral
9,2,7,He,neutron,neutron,False,0,eo,-1.904939244323983,-20.602059991327963,,0.0,,,,,ephemeral
9,3,6,Li,beta-,beta-,False,0,eo,-0.904939244323983,-0.749092300299144,,0.0,,,13606.454,,tracked
9,4,5,Be,stable,stable,False,0,eo,0.095060755676017,,,0.0,,,,,stable
9,4,5,Be,rare,rare,False,1,eo,0.095060755676017,-17.903089986991944,14390.3,,,,,,rare
9,5,4,B,proton,proton,False,0,eo,1.095060755676017,-18.096910013008056,,0.0,,,,,ephemeral
9,6,3,C,beta+,beta+,False,0,eo,2.095060755676017,-0.8979094744881633,,0.0,,,15472.487,,tracked
10,2,8,He,neutron,neutron,False,0,ee,-2.4502936884134385,-21.585026652029185,,0.0,,,,,ephemeral
10,3,7,Li,neutron,neutron,False,0,oo,-1.4502936884134383,-20.69897000433602,,0.0,,,,,ephemeral
10,3,7,Li,IT,IT,False,1,oo,-1.4502936884134383,-20.431798275933005,200.0,200.0,0.0,,200.0,,ephemeral
10,3,7,Li,IT,IT_platypus,True,2,oo,-1.4502936884134383,-20.869666231505,480.0,280.0,1.0,1.0,280.0,,ephemeral
10,4,6,Be,beta-,beta-,False,0,ee,-0.4502936884134385,0.1420764610732848,,0.0,,,556.8759999999984,,tracked
10,5,5,B,stable,stable,False,0,oo,0.5497063115865615,,,0.0,,,,,stable
10,6,4,C,beta+,beta+,False,0,ee,1.5497063115865617,1.2855820608376556,,0.0,,,2626.064,,tracked
10,7,3,N,proton,proton,False,0,oo,2.549706311586561,-21.844663962534938,,0.0,,,,,ephemeral
11,3,8,Li,beta-,beta-,False,0,eo,-1.985804197872372,-2.057991946977687,,0.0,,,20551.09,,tracked
11,4,7,Be,beta-,beta-,False,0,eo,-0.9858041978723716,1.1386184338994925,,0.0,,,11509.461,,tracked
11,4,7,Be,IT,IT,False,1,eo,-0.9858041978723716,-21.031517051446063,21158.0,21158.0,1.0,1.0,21158.0,,ephemeral
11,5,6,B,stable,stable,False,0,eo,0.0141958021276282,,,0.0,,,,,stable
11,6,5,C,beta+,beta+,False,0,eo,1.0141958021276285,3.086506469298263,,0.0,,,959.6910000000004,,tracked
11,7,4,N,proton,proton,False,0,eo,2.0141958021276283,-21.23284413391782,,0.0,,,,,ephemeral
11,7,4,N,proton,proton_iso,False,1,eo,2.0141958021276283,-21.161150909262744,740.0,,,,,,ephemeral
11,8,3,O,proton,proton,False,0,eo,3.0141958021276283,-21.703334809738468,,0.0,,,,,ephemeral
12,4,8,Be,beta-,beta-,False,0,ee,-1.5126494433740465,-1.6683702823700677,,0.0,,,11708.363,,tracked
12,4,8,Be,IT,IT,False,1,ee,-1.5126494433740465,-6.632644078973981,2251.0,2251.0,0.0,,2251.0,,ephemeral
12,5,7,B,beta-,beta-,False,0,oo,-0.5126494433740465,-1.6946486305533763,,0.0,,,13369.398,,tracked
12,6,6,C,stable,stable,False,0,ee,0.4873505566259535,,,0.0,,,,,stable
12,7,5,N,beta+,beta+,False,0,oo,1.4873505566259535,-1.958607314841775,,0.0,,,16316.07,,tracked
12,8,4,O,proton,proton,False,0,ee,2.487350556625953,-20.05060999335509,,0.0,,,,,ephemeral
13,3,10,Li,neutron,neutron,False,0,eo,-3.031781257480982,-20.481486060122112,,0.0,,,,,ephemeral
13,4,9,Be,neutron,neutron,False,0,eo,-2.031781257480982,-21.0,,0.0,,,,,ephemeral
13,5,8,B,beta-,beta-,False,0,eo,-1.031781257480982,-1.7654827164873133,,0.0,,,13436.93867,,tracked
13,6,7,C,stable,stable,False,0,eo,-0.0317812574809819,,,0.0,,,,,stable
13,7,6,N,beta+,beta+,False,0,eo,0.968218742519018,2.77662855342015,,0.0,,,1198.47367,,tracked
13,8,5,O,beta+,beta+,False,0,eo,1.968218742519018,-2.0665127121512947,,0.0,,,16747.953,,tracked
14,4,10,Be,beta-,beta-,False,0,ee,-2.5439822941491554,-2.343901797987168,,0.0,,,16290.816,,tracked
14,5,9,B,beta-,beta-,False,0,oo,-1.5439822941491554,-1.9079815292472029,,0.0,,,20643.79272,,tracked
14,5,9,B,IT,IT,False,1,oo,-1.5439822941491554,-20.381951903287906,17065.0,17065.0,2.0,2.0,17065.0,,ephemeral
14,6,8,C,beta-,beta-,False,0,ee,-0.5439822941491554,0.7558748556724915,,0.0,,,156.47644999999966,,tracked
14,7,7,N,stable,stable,False,0,oo,0.4560177058508445,,,0.0,,,,,stable
14,8,6,O,beta+,beta+,False,0,ee,1.4560177058508446,1.848933862921316,,0.0,,,4122.366169999999,,tracked
14,9,5,F,proton,proton,False,0,oo,2.456017705850845,-21.30102999566398,,0.0,,,,,ephemeral
15,4,11,Be,neutron,neutron,False,0,eo,-3.0499059726889213,-21.10237290870956,,0.0,,,,,ephemeral
15,5,10,B,beta-,beta-,False,0,eo,-2.0499059726889213,-1.99225222199926,,0.0,,,19084.234,,tracked
15,6,9,C,beta-,beta-,False,0,eo,-1.0499059726889213,0.3889887851247141,,0.0,,,9771.70691,,tracked
15,7,8,N,stable,stable,False,0,eo,-0.0499059726889212,,,0.0,,,,,stable
15,8,7,O,beta+,beta+,False,0,eo,0.9500940273110788,2.0873057042539704,,0.0,,,1732.1859099999997,,tracked
15,9,6,F,proton,proton,False,0,eo,1.9500940273110787,-20.95860731484177,,0.0,,,,,ephemeral
15,10,5,Ne,proton,proton,False,0,eo,2.9500940273110787,-21.11350927482752,,0.0,,,,,ephemeral
16,4,12,Be,neutron,neutron,False,0,ee,-3.5501049654984547,-21.187086643357144,,0.0,,,,,ephemeral
16,6,10,C,beta-,beta-,False,0,ee,-1.550104965498455,-0.1249387366082999,,0.0,,,8010.226,,tracked
16,7,9,N,beta-,beta-,False,0,oo,-0.5501049654984547,0.8530895298518656,,0.0,,,10420.90917,,tracked
16,7,9,N,IT,IT,False,1,oo,-0.5501049654984547,-5.279840696594043,120.42,120.42,2.0,2.0,120.42,,tracked
16,8,8,O,stable,stable,False,0,ee,0.4498950345015453,,,0.0,,,,,stable
16,9,7,F,proton,proton,False,0,oo,1.449895034501545,-19.67778070526608,,0.0,,,,,ephemeral
17,5,12,B,beta-,beta-,False,0,eo,-3.0450520245224304,-2.2941362877160807,,0.0,,,22684.442,,tracked
17,6,11,C,beta-,beta-,False,0,eo,-2.0450520245224304,-0.7144426909922262,,0.0,,,13161.801,,tracked
17,7,10,N,beta-,beta-,False,0,eo,-1.0450520245224304,0.6204483847117088,,0.0,,,8678.843209999999,,tracked
17,8,9,O,stable,stable,False,0,eo,-0.0450520245224304,,,0.0,,,,,stable
17,9,8,F,beta+,beta+,False,0,eo,0.9549479754775696,1.8086835091289688,,0.0,,,1738.4672100000005,,tracked
17,10,7,Ne,beta+,beta+,False,0,eo,1.9549479754775696,-0.9617773616312816,,0.0,,,13526.753,,tracked
18,6,12,C,beta-,beta-,False,0,ee,-2.535155535214429,-1.0362121726544449,,0.0,,,11806.099,,tracked
18,7,11,N,beta-,beta-,False,0,oo,-1.5351555352144288,-0.2081690523251637,,0.0,,,13895.98334,,tracked
18,8,10,O,stable,stable,False,0,ee,-0.5351555352144288,,,0.0,,,,,stable
18,9,9,F,beta+,beta+,False,0,oo,0.4648444647855712,3.818492460680293,,0.0,,,633.9303399999999,,tracked
18,9,9,F,IT,IT,False,1,oo,0.4648444647855712,-6.790484985457369,1121.36,1121.36,4.0,4.0,1121.36,,ephemeral
18,10,8,Ne,beta+,beta+,False,0,ee,1.4648444647855712,0.2212055176740039,,0.0,,,3422.507,,tracked
18,11,7,Na,proton,proton,False,0,oo,2.464844464785571,-20.886056647693163,,0.0,,,,,ephemeral
19,5,14,B,beta-,beta-,False,0,eo,-4.020771350810264,-2.5346171485515816,,0.0,,,27356.497,,tracked
19,6,13,C,beta-,beta-,False,0,eo,-3.0207713508102643,-1.3353580244438743,,0.0,,,16557.499000000003,,tracked
19,7,12,N,beta-,beta-,False,0,eo,-2.0207713508102643,-0.4736607226101559,,0.0,,,12523.397,,tracked
19,8,11,O,beta-,beta-,False,0,eo,-1.0207713508102645,1.422753941301348,,0.0,,,4820.3031200000005,,tracked
19,9,10,F,stable,stable,False,0,eo,-0.0207713508102642,,,0.0,,,,,stable
19,10,9,Ne,beta+,beta+,False,0,eo,0.9792286491897356,1.2369627824677578,,0.0,,,2217.5011200000004,,tracked
19,12,7,Mg,proton,proton,False,0,eo,2.979228649189736,-11.30102999566398,,0.0,,,,,ephemeral
20,6,14,C,beta-,beta-,False,0,ee,-3.502211944878596,-1.7958800173440752,,0.0,,,15737.069000000003,,tracked
20,7,13,N,beta-,beta-,False,0,oo,-2.502211944878596,-0.8664610916297825,,0.0,,,17970.326,,tracked
20,8,12,O,beta-,beta-,False,0,ee,-1.5022119448785958,1.1306553490220306,,0.0,,,3813.635,,tracked
20,9,11,F,beta-,beta-,False,0,oo,-0.5022119448785958,1.0416374003620352,,0.0,,,7024.46917,,tracked
20,10,10,Ne,stable,stable,False,0,ee,0.4977880551214042,,,0.0,,,,,stable
20,11,9,Na,beta+,beta+,False,0,oo,1.4977880551214042,-0.3488189375553122,,0.0,,,12870.42317,,tracked
20,12,8,Mg,beta+,beta+,False,0,ee,2.497788055121404,-1.0438315695246367,,0.0,,,9605.207,,tracked
21,7,14,N,beta-,beta-,False,0,eo,-2.9797535931561754,-1.0705810742857071,,0.0,,,17169.881,,tracked
21,8,13,O,beta-,beta-,False,0,eo,-1.979753593156176,0.534026106056135,,0.0,,,8109.638999999999,,tracked
21,9,12,F,beta-,beta-,False,0,eo,-0.9797535931561754,0.6188844849954505,,0.0,,,5684.171,,tracked
21,10,11,Ne,stable,stable,False,0,eo,0.0202464068438246,,,0.0,,,,,stable
21,11,10,Na,beta+,beta+,False,0,eo,1.0202464068438246,1.3513130593987337,,0.0,,,2524.921,,tracked
21,12,9,Mg,beta+,beta+,False,0,eo,2.0202464068438246,-0.9208187539523752,,0.0,,,12066.71,,tracked
22,6,16,C,beta-,beta-,False,0,ee,-4.453642082354765,-2.207608310501746,,0.0,,,21846.398,,tracked
22,7,15,N,beta-,beta-,False,0,oo,-3.453642082354765,-1.6382721639824072,,0.0,,,22481.773,,tracked
22,8,14,O,beta-,beta-,False,0,ee,-2.453642082354765,0.3521825181113625,,0.0,,,6489.655999999999,,tracked
22,9,13,F,beta-,beta-,False,0,oo,-1.453642082354765,0.6263403673750424,,0.0,,,10818.092,,tracked
22,10,12,Ne,stable,stable,False,0,ee,-0.4536420823547651,,,0.0,,,,,stable
22,11,11,Na,beta+,beta+,False,0,oo,0.5463579176452349,7.914385650352482,,0.0,,,1821.327000000001,,tracked
22,11,11,Na,IT,IT,False,1,oo,0.5463579176452349,-6.614393726401688,583.05,583.05,2.0,2.0,583.05,,ephemeral
22,11,11,Na,IT,IT_platypus,True,2,oo,0.5463579176452349,-10.707743928643524,657.0,73.95000000000005,1.0,1.0,73.95000000000005,,ephemeral
22,12,10,Mg,beta+,beta+,False,0,ee,1.546357917645235,0.5882156652289984,,0.0,,,3759.407,,tracked
22,13,9,Al,beta+,beta+,False,0,oo,2.546357917645235,-1.0404816230270018,,0.0,,,17578.988,,tracked
22,14,8,Si,beta+,beta+,False,0,ee,3.546357917645235,-1.5421181032660076,,0.0,,,14417.002,,tracked
23,7,16,N,beta-,beta-,False,0,eo,-3.92409730108156,-1.856985199745905,,0.0,,,22099.058,,tracked
23,8,15,O,beta-,beta-,False,0,eo,-2.9240973010815594,-1.0132282657337552,,0.0,,,11336.108,,tracked
23,9,14,F,beta-,beta-,False,0,eo,-1.92409730108156,0.3483048630481606,,0.0,,,8439.308,,tracked
23,10,13,Ne,beta-,beta-,False,0,eo,-0.9240973010815594,1.569958818096594,,0.0,,,4375.8085200000005,,tracked
23,11,12,Na,stable,stable,False,0,eo,0.0759026989184405,,,0.0,,,,,stable
23,11,12,Na,rare,rare,False,1,eo,0.0759026989184405,-18.6197887582884,7891.2,,,,,,rare
23,12,11,Mg,beta+,beta+,False,0,eo,1.0759026989184406,1.053228306869493,,0.0,,,3034.1805200000003,,tracked
23,13,10,Al,beta+,beta+,False,0,eo,2.0759026989184406,-0.3506651412878581,,0.0,,,11199.748,,tracked
23,14,9,Si,beta+,beta+,False,0,eo,3.0759026989184406,-1.3736596326249575,,0.0,,,16179.931,,tracked
24,8,16,O,beta-,beta-,False,0,ee,-3.391316970709603,-1.1112590393171071,,0.0,,,10955.888,,tracked
24,9,15,F,beta-,beta-,False,0,oo,-2.391316970709603,-0.4156687756324692,,0.0,,,13496.158,,tracked
24,10,14,Ne,beta-,beta-,False,0,ee,-1.3913169707096031,2.3070679506612985,,0.0,,,2466.259,,tracked
24,11,13,Na,beta-,beta-,False,0,oo,-0.3913169707096031,4.731117957249469,,0.0,,,5515.677,,tracked
24,11,13,Na,IT,IT,False,1,oo,-0.3913169707096031,-1.6950788380991082,472.2074,472.2074,3.0,3.0,472.2074,,tracked
24,12,12,Mg,stable,stable,False,0,ee,0.6086830292903969,,,0.0,,,,,stable
24,13,11,Al,beta+,beta+,False,0,oo,1.6086830292903969,0.3123889493705918,,0.0,,,12862.768,,tracked
24,13,11,Al,IT,IT,False,1,oo,1.6086830292903969,-0.8860566476931632,425.8,425.8,3.0,3.0,425.8,,tracked
24,14,10,Si,beta+,beta+,False,0,ee,2.608683029290397,-0.8440569820281633,,0.0,,,9772.0,,tracked
25,8,17,O,neutron,neutron,False,0,eo,-3.8554797063265376,-20.285670240254767,,0.0,,,,,ephemeral
25,9,16,F,beta-,beta-,False,0,eo,-2.8554797063265376,-1.0969100130080565,,0.0,,,13369.67,,tracked
25,10,15,Ne,beta-,beta-,False,0,eo,-1.8554797063265376,-0.2204035087421754,,0.0,,,7322.311000000001,,tracked
25,11,14,Na,beta-,beta-,False,0,eo,-0.8554797063265376,1.7715874808812553,,0.0,,,3834.967999999999,,tracked
25,12,13,Mg,stable,stable,False,0,eo,0.1445202936734624,,,0.0,,,,,stable
25,13,12,Al,beta+,beta+,False,0,eo,1.1445202936734624,0.8553131652284834,,0.0,,,3254.809999999999,,tracked
25,14,11,Si,beta+,beta+,False,0,eo,2.1445202936734624,-0.6563944918958282,,0.0,,,11721.298,,tracked
26,8,18,O,neutron,neutron,False,0,ee,-4.316747549954144,-11.3767507096021,,0.0,,,,,ephemeral
26,9,17,F,beta-,beta-,False,0,oo,-3.316747549954144,-2.0861861476162886,,0.0,,,18193.541,,tracked
26,9,17,F,IT,IT,False,1,oo,-3.316747549954144,-2.657577319177794,643.4,643.4,3.0,3.0,643.4,,tracked
26,10,16,Ne,beta-,beta-,False,0,ee,-2.316747549954144,-0.7055337738384071,,0.0,,,7341.893999999999,,tracked
26,11,15,Na,beta-,beta-,False,0,oo,-1.316747549954144,0.0299029970334962,,0.0,,,9353.764,,tracked
26,11,15,Na,IT,IT,False,1,oo,-1.316747549954144,-5.361510743045363,82.4,82.4,2.0,2.0,82.4,,tracked
26,12,14,Mg,stable,stable,False,0,ee,-0.3167475499541439,,,0.0,,,,,stable
26,13,13,Al,beta+,beta+,False,0,oo,0.6832524500458561,2.8555191556678,,0.0,,,2982.4070000000006,,tracked
26,13,13,Al,beta+,beta+_iso,False,1,oo,0.6832524500458561,0.8025000677643934,228.306,,,,3210.713000000001,,tracked
26,14,12,Si,beta+,beta+,False,0,ee,1.683252450045856,0.3512743763594363,,0.0,,,4047.138,,tracked
26,15,11,P,beta+,beta+,False,0,oo,2.683252450045856,-1.360513510731414,,0.0,,,17092.005,,tracked
26,15,11,P,IT,IT,False,1,oo,2.683252450045856,-6.939302159646388,164.4,164.4,2.0,2.0,164.4,,ephemeral
27,9,18,F,beta-,beta-,False,0,eo,-3.7752680837563055,-2.3010299956639813,,0.0,,,18082.568,,tracked
27,10,17,Ne,beta-,beta-,False,0,eo,-2.775268083756305,-1.5100415205751654,,0.0,,,12568.701,,tracked
27,11,16,Na,beta-,beta-,False,0,eo,-1.7752680837563055,-0.5214335044061567,,0.0,,,9068.803,,tracked
27,12,15,Mg,beta-,beta-,False,0,eo,-0.7752680837563055,2.752893154884594,,0.0,,,2610.2700000000023,,tracked
27,13,14,Al,stable,stable,False,0,eo,0.2247319162436944,,,0.0,,,,,stable
27,14,13,Si,beta+,beta+,False,0,eo,1.2247319162436945,0.614580866997486,,0.0,,,3790.361000000002,,tracked
27,15,12,P,beta+,beta+,False,0,eo,2.2247319162436945,-0.585026652029182,,0.0,,,10703.475,,tracked
27,16,11,S,beta+,beta+,False,0,eo,3.2247319162436945,-1.7878123955960423,,0.0,,,17128.034,,tracked
28,9,19,F,neutron,neutron,False,0,oo,-4.231176205801436,-19.337242168318426,,0.0,,,,,ephemeral
28,10,18,Ne,beta-,beta-,False,0,ee,-3.231176205801436,-1.7258421507363202,,0.0,,,12288.053,,tracked
28,11,17,Na,beta-,beta-,False,0,oo,-2.231176205801436,-1.4801720062242814,,0.0,,,14031.631,,tracked
28,12,16,Mg,beta-,beta-,False,0,ee,-1.231176205801436,4.876760369683936,,0.0,,,1830.773000000001,,tracked
28,13,15,Al,beta-,beta-,False,0,oo,-0.2311762058014359,2.129367595722986,,0.0,,,4642.078109999999,,tracked
28,14,14,Si,stable,stable,False,0,ee,0.7688237941985641,,,0.0,,,,,stable
28,14,14,Si,rare,rare,False,1,ee,0.7688237941985641,-14.82390874094432,12541.04,,,,,,rare
28,15,13,P,beta+,beta+,False,0,oo,1.768823794198564,-0.5681539543012746,,0.0,,,13322.94311,,tracked
28,16,12,S,beta+,beta+,False,0,ee,2.768823794198564,-0.9030899869919436,,0.0,,,10199.061,,tracked
29,9,20,F,beta-,beta-,False,0,eo,-4.684595632353062,-2.6020599913279625,,0.0,,,21750.387,,tracked
29,10,19,Ne,beta-,beta-,False,0,eo,-3.684595632353062,-1.832682665251824,,0.0,,,15719.809,,tracked
29,11,18,Na,beta-,beta-,False,0,eo,-2.684595632353062,-1.3645162531850878,,0.0,,,13292.354,,tracked
29,12,17,Mg,beta-,beta-,False,0,eo,-1.6845956323530622,0.1139433523068367,,0.0,,,7595.401999999998,,tracked
29,13,16,Al,beta-,beta-,False,0,eo,-0.6845956323530622,2.595055089759304,,0.0,,,3687.31954,,tracked
29,14,15,Si,stable,stable,False,0,eo,0.3154043676469378,,,0.0,,,,,stable
29,15,14,P,beta+,beta+,False,0,eo,1.3154043676469378,0.6129956560323475,,0.0,,,3920.234540000001,,tracked
29,16,13,S,beta+,beta+,False,0,eo,2.315404367646938,-0.7258421507363202,,0.0,,,12836.428,,tracked
29,17,12,Cl,proton,proton,False,0,eo,3.315404367646938,-20.26760624017703,,0.0,,,,,ephemeral
30,10,20,Ne,beta-,beta-,False,0,ee,-4.135640176752116,-2.141462802430361,,0.0,,,14805.45,,tracked
30,11,19,Na,beta-,beta-,False,0,oo,-3.135640176752116,-1.3381873144627396,,0.0,,,17356.042999999998,,tracked
30,12,18,Mg,beta-,beta-,False,0,ee,-2.135640176752116,-0.4989407377822485,,0.0,,,6982.743,,tracked
30,13,17,Al,beta-,beta-,False,0,oo,-1.1356401767521156,0.5587085705331657,,0.0,,,8568.846,,tracked
30,14,16,Si,stable,stable,False,0,ee,-0.1356401767521156,,,0.0,,,,,stable
30,15,15,P,beta+,beta+,False,0,oo,0.8643598232478844,2.1760912590556813,,0.0,,,3210.108,,tracked
30,16,14,S,beta+,beta+,False,0,ee,1.8643598232478844,0.0718083918331288,,0.0,,,5119.603999999999,,tracked
31,10,21,Ne,beta-,beta-,False,0,eo,-4.584414844430658,-2.468521082957745,,0.0,,,18935.563,,tracked
31,11,20,Na,beta-,beta-,False,0,eo,-3.5844148444306576,-1.7746907182741372,,0.0,,,15368.183,,tracked
31,12,19,Mg,beta-,beta-,False,0,eo,-2.5844148444306576,-0.5686362358410126,,0.0,,,11828.557,,tracked
31,13,18,Al,beta-,beta-,False,0,eo,-1.5844148444306576,-0.1911141326401879,,0.0,,,7998.327999999999,,tracked
31,14,17,Si,beta-,beta-,False,0,eo,-0.5844148444306576,3.974493270523412,,0.0,,,1491.507419999998,,tracked
31,15,16,P,stable,stable,False,0,eo,0.4155851555693424,,,0.0,,,,,stable
31,16,15,S,beta+,beta+,False,0,eo,1.4155851555693424,0.4071188540464235,,0.0,,,4376.01542,,tracked
31,17,14,Cl,beta+,beta+,False,0,eo,2.4155851555693424,-0.721246399047171,,0.0,,,10985.981,,tracked
31,18,13,Ar,beta+,beta+,False,0,eo,3.4155851555693424,-1.8239087409443189,,0.0,,,17337.554,,tracked
32,10,22,Ne,beta-,beta-,False,0,ee,-5.031016775552434,-2.4559319556497243,,0.0,,,18358.848,,tracked
32,11,21,Na,beta-,beta-,False,0,oo,-4.031016775552434,-1.889410289700751,,0.0,,,19469.053,,tracked
32,12,20,Mg,beta-,beta-,False,0,ee,-3.031016775552434,-1.0947439512515489,,0.0,,,10270.467,,tracked
32,13,19,Al,beta-,beta-,False,0,oo,-2.031016775552434,-1.486782399932061,,0.0,,,12978.320999999998,,tracked
32,13,19,Al,IT,IT,False,1,oo,-2.031016775552434,-6.698970004336019,956.6,956.6,3.0,3.0,956.6,,ephemeral
32,14,18,Si,beta-,beta-,False,0,ee,-1.031016775552434,9.694994701651732,,0.0,,,227.1870000000017,,tracked
32,15,17,P,beta-,beta-,False,0,oo,-0.0310167755524339,6.090907280435891,,0.0,,,1710.6611400000002,,tracked
32,16,16,S,stable,stable,False,0,ee,0.968983224447566,,,0.0,,,,,stable
32,17,15,Cl,beta+,beta+,False,0,oo,1.968983224447566,-0.5257837359237448,,0.0,,,11658.83314,,tracked
32,18,14,Ar,beta+,beta+,False,0,ee,2.968983224447566,-1.0087739243075051,,0.0,,,10112.356,,tracked
33,11,22,Na,beta-,beta-,False,0,eo,-4.475536060567801,-2.0861861476162886,,0.0,,,18817.24,,tracked
33,12,21,Mg,beta-,beta-,False,0,eo,-3.4755360605678014,-1.0362121726544449,,0.0,,,13460.255,,tracked
33,13,20,Al,beta-,beta-,False,0,eo,-2.4755360605678014,-1.382370702242158,,0.0,,,12016.946000000002,,tracked
33,14,19,Si,beta-,beta-,False,0,eo,-1.4755360605678014,0.7909884750888159,,0.0,,,5823.021999999997,,tracked
33,15,18,P,beta-,beta-,False,0,eo,-0.4755360605678014,6.340491706148248,,0.0,,,248.50830000000133,,tracked
33,16,17,S,stable,stable,False,0,eo,0.5244639394321986,,,0.0,,,,,stable
33,17,16,Cl,beta+,beta+,False,0,eo,1.5244639394321986,0.3985996350953525,,0.0,,,4560.5203,,tracked
33,18,15,Ar,beta+,beta+,False,0,eo,2.5244639394321986,-0.7619538968712046,,0.0,,,10597.047,,tracked
34,11,23,Na,beta-,beta-,False,0,oo,-4.918056449136696,-2.2596373105057563,,0.0,,,23356.79,,tracked
34,12,22,Mg,beta-,beta-,False,0,ee,-3.918056449136696,-1.3477536589966768,,0.0,,,11320.943,,tracked
34,13,21,Al,beta-,beta-,False,0,oo,-2.918056449136696,-1.269783159431306,,0.0,,,16994.065000000002,,tracked
34,13,21,Al,beta-,beta-_iso,False,1,oo,-2.918056449136696,-1.6556077263148892,46.47,,,,17040.535,,tracked
34,14,20,Si,beta-,beta-,False,0,ee,-1.918056449136696,0.4424797690644486,,0.0,,,4557.018,,tracked
34,15,19,P,beta-,beta-,False,0,oo,-0.9180564491366958,1.0944711286416449,,0.0,,,5382.986999999997,,tracked
34,16,18,S,stable,stable,False,0,ee,0.0819435508633041,,,0.0,,,,,stable
34,17,17,Cl,beta+,beta+,False,0,oo,1.0819435508633042,0.1837537055929571,,0.0,,,4469.605,,tracked
34,17,17,Cl,beta+,beta+_iso,False,1,oo,1.0819435508633042,3.2831654904677507,146.36,,,,4615.965,,tracked
34,18,16,Ar,beta+,beta+,False,0,ee,2.081943550863304,-0.0723935599292063,,0.0,,,5039.794999999998,,tracked
35,11,24,Na,beta-,beta-,False,0,eo,-5.358655969078352,-2.8239087409443187,,0.0,,,22191.214,,tracked
35,12,23,Mg,beta-,beta-,False,0,eo,-4.358655969078352,-1.9469215565165805,,0.0,,,15863.516,,tracked
35,13,22,Al,beta-,beta-,False,0,eo,-3.3586559690783524,-1.4183916339679423,,0.0,,,14167.75,,tracked
35,14,21,Si,beta-,beta-,False,0,eo,-2.3586559690783524,-0.1079053973095195,,0.0,,,10466.329000000002,,tracked
35,15,20,P,beta-,beta-,False,0,eo,-1.3586559690783524,1.6748611407378116,,0.0,,,3988.400999999998,,tracked
35,16,19,S,beta-,beta-,False,0,eo,-0.3586559690783524,6.877876078190655,,0.0,,,167.32200000000012,,tracked
35,17,18,Cl,stable,stable,False,0,eo,0.6413440309216476,,,0.0,,,,,stable
35,18,17,Ar,beta+,beta+,False,0,eo,1.6413440309216476,0.249345136353329,,0.0,,,4944.244999999999,,tracked
35,19,16,K,beta+,beta+,False,0,eo,2.641344030921648,-0.7564658981679381,,0.0,,,10852.398,,tracked
35,20,15,Ca,beta+,beta+,False,0,eo,3.641344030921648,-1.5900668766687054,,0.0,,,15340.895,,tracked
