A,Z,N,element,species,clean_species,is_platypus,az_order,parity,epsilon,log_hl,exc_keV,transition_energy_keV,correct_deltaJ,correct_lambda,Q_keV,V_coulomb_keV,tracking_bin
138,50,88,Sn,beta-,beta-,False,0,ee,-6.896581094830879,-0.8297382846050426,,0.0,,,9140.0,,tracked
138,50,88,Sn,IT,IT,False,1,ee,-6.896581094830879,-6.6777807052660805,1344.0,1344.0,6.0,6.0,1344.0,,ephemeral
138,51,87,Sb,beta-,beta-,False,0,oo,-5.896581094830879,-0.4775557664936801,,0.0,,,11045.994999999995,,tracked
138,52,86,Te,beta-,beta-,False,0,ee,-4.896581094830879,0.1643528557844371,,0.0,,,6283.915000000008,,tracked
138,53,85,I,beta-,beta-,False,0,oo,-3.896581094830879,0.7965743332104297,,0.0,,,7992.334000000003,,tracked
138,53,85,I,IT,IT,False,1,oo,-3.896581094830879,-5.8996294548824375,67.9,67.9,2.0,2.0,67.9,,tracked
138,54,84,Xe,beta-,beta-,False,0,ee,-2.8965810948308786,2.928600659844524,,0.0,,,2914.784,,tracked
138,55,83,Cs,beta-,beta-,False,0,oo,-1.8965810948308783,3.303196057420489,,0.0,,,5374.777999999991,,tracked
138,55,83,Cs,IT,IT,False,1,oo,-1.8965810948308783,2.2420442393695508,79.9,79.9,3.0,3.0,79.9,,tracked
138,56,82,Ba,stable,stable,False,0,ee,-0.8965810948308786,,,0.0,,,,,stable
138,56,82,Ba,IT,IT,False,1,ee,-0.8965810948308786,-6.070581074285707,2090.536,2090.536,6.0,6.0,2090.536,,ephemeral
138,57,81,La,stable,stable,False,0,oo,0.1034189051691214,2.012837224705172,,0.0,,,,,stable
138,57,81,La,IT,IT,False,1,oo,0.1034189051691214,-6.935542010773082,72.57,72.57,2.0,2.0,72.57,,ephemeral
138,57,81,La,IT,IT_platypus,True,2,oo,0.1034189051691214,-5.698970004336019,738.8,666.23,4.0,4.0,666.23,,suspect
138,58,80,Ce,stable,stable,False,0,ee,1.1034189051691214,,,0.0,,,,,stable
138,58,80,Ce,IT,IT,False,1,ee,1.1034189051691214,-2.0589857562944305,2129.28,2129.28,7.0,7.0,2129.28,,tracked
138,59,79,Pr,beta+,beta+,False,0,oo,2.103418905169121,1.9395192526186185,,0.0,,,3415.002,,tracked
138,59,79,Pr,beta+,beta+_iso,False,1,oo,2.103418905169121,3.88263836169604,350.0,,,,3765.002,,tracked
138,60,78,Nd,beta+,beta+,False,0,ee,3.103418905169121,4.258733037212813,,0.0,,,89.68699999999762,,tracked
138,60,78,Nd,IT,IT,False,1,ee,3.103418905169121,-6.431798275933005,3174.5,3174.5,10.0,10.0,3174.5,,ephemeral
138,61,77,Pm,beta+,beta+,False,0,oo,4.1034189051691214,2.288696260590256,,0.0,,,6080.814000000006,,tracked
138,61,77,Pm,beta+,beta+_iso,False,1,oo,4.1034189051691214,1.0,,,,,6080.814000000006,,tracked
138,62,76,Sm,beta+,beta+,False,0,ee,5.1034189051691214,2.2695129442179165,,0.0,,,2394.599999999998,,tracked
138,63,75,Eu,beta+,beta+,False,0,oo,6.1034189051691214,1.08278537031645,,0.0,,,8726.097999999998,,tracked
138,64,74,Gd,beta+,beta+,False,0,ee,7.1034189051691214,0.6720978579357175,,0.0,,,5067.678,,tracked
138,64,74,Gd,IT,IT,False,1,ee,7.1034189051691214,-5.2076083105017466,2232.6,2232.6,8.0,8.0,2232.6,,tracked
139,50,89,Sn,beta-,beta-,False,0,eo,-7.264896569071361,-0.9208187539523752,,0.0,,,10740.0,,tracked
139,51,88,Sb,beta-,beta-,False,0,eo,-6.264896569071361,-0.7399286120149252,,0.0,,,10155.080000000002,,tracked
139,52,87,Te,beta-,beta-,False,0,eo,-5.264896569071361,-0.1402614338028531,,0.0,,,8265.884000000005,,tracked
139,53,86,I,beta-,beta-,False,0,eo,-4.264896569071361,0.3579348470004537,,0.0,,,7173.6219999999885,,tracked
139,54,85,Xe,beta-,beta-,False,0,eo,-3.264896569071361,1.598571663482141,,0.0,,,5056.502000000008,,tracked
139,55,84,Cs,beta-,beta-,False,0,eo,-2.264896569071361,2.7452309845281406,,0.0,,,4212.830000000002,,tracked
139,56,83,Ba,beta-,beta-,False,0,eo,-1.264896569071361,3.6968629157659647,,0.0,,,2308.462999999989,,tracked
139,57,82,La,stable,stable,False,0,eo,-0.2648965690713609,,,0.0,,,,,stable
139,57,82,La,IT,IT,False,1,eo,-0.2648965690713609,-6.501689446210399,1800.4,1800.4,5.0,5.0,1800.4,,ephemeral
139,58,81,Ce,beta+,beta+,False,0,eo,0.7351034309286391,7.0752647169672604,,0.0,,,-757.3580000000006,,tracked
139,58,81,Ce,IT,IT,False,1,eo,0.7351034309286391,1.7602716605420632,754.24,754.24,4.0,4.0,754.24,,tracked
139,59,80,Pr,beta+,beta+,False,0,eo,1.735103430928639,4.200741090235126,,0.0,,,1107.0909999999926,,tracked
139,60,79,Nd,beta+,beta+,False,0,eo,2.735103430928639,3.250907699700856,,0.0,,,1789.7240000000088,,tracked
139,60,79,Nd,beta+,beta+_iso,False,1,eo,2.735103430928639,4.296665190261531,231.16,,,,2020.8840000000123,,tracked
139,60,79,Nd,IT,IT_platypus,True,2,eo,2.735103430928639,-6.55783391421528,2616.9,2385.74,6.0,6.0,2385.74,,ephemeral
139,61,78,Pm,beta+,beta+,False,0,eo,3.735103430928639,2.3961993470957363,,0.0,,,3493.9039999999877,,tracked
139,61,78,Pm,IT,IT,False,1,eo,3.735103430928639,-0.744727494896694,188.7,188.7,3.0,3.0,188.7,,tracked
139,62,77,Sm,beta+,beta+,False,0,eo,4.735103430928639,2.188084373714938,,0.0,,,4098.801,,tracked
139,62,77,Sm,IT,IT,False,1,eo,4.735103430928639,1.0293837776852095,457.38,457.38,5.0,5.0,457.38,,tracked
139,63,76,Eu,beta+,beta+,False,0,eo,5.735103430928639,1.252853030979893,,0.0,,,5960.180000000008,,tracked
139,63,76,Eu,IT,IT,False,1,eo,5.735103430928639,-5.0,148.3,148.3,2.0,2.0,148.3,,tracked
139,64,75,Gd,beta+,beta+,False,0,eo,6.735103430928639,0.7558748556724915,,0.0,,,6744.053,,tracked
139,64,75,Gd,beta+,beta+_iso,False,1,eo,6.735103430928639,0.6812412373755872,250.0,,,,6994.053,,tracked
139,65,74,Tb,beta+,beta+,False,0,eo,7.735103430928639,0.2041199826559248,,0.0,,,8480.002,,tracked
139,66,73,Dy,beta+,beta+,False,0,eo,8.735103430928639,-0.2218487496163564,,0.0,,,9408.002,,suspect
140,51,89,Sb,beta-,beta-,False,0,oo,-6.632918261514519,-0.769551078621726,,0.0,,,11977.449,,tracked
140,51,89,Sb,IT,IT,False,1,oo,-6.632918261514519,-4.3872161432802645,330.0,330.0,3.0,3.0,330.0,,tracked
140,52,88,Te,beta-,beta-,False,0,ee,-5.632918261514519,-0.4546928835341759,,0.0,,,7238.773999999998,,tracked
140,53,87,I,beta-,beta-,False,0,oo,-4.632918261514519,-0.2306226739238615,,0.0,,,9380.237999999998,,tracked
140,54,86,Xe,beta-,beta-,False,0,ee,-3.632918261514519,1.1335389083702174,,0.0,,,4063.277000000002,,tracked
140,55,85,Cs,beta-,beta-,False,0,oo,-2.6329182615145186,1.8041394323353503,,0.0,,,6218.167000000001,,tracked
140,55,85,Cs,IT,IT,False,1,oo,-2.6329182615145186,-6.326979092871103,13.931,13.931,1.0,1.0,13.931,,ephemeral
140,56,84,Ba,beta-,beta-,False,0,ee,-1.6329182615145186,6.042139723671872,,0.0,,,1044.153999999995,,tracked
140,57,83,La,beta-,beta-,False,0,oo,-0.6329182615145186,5.161488988809137,,0.0,,,3762.168000000005,,tracked
140,58,82,Ce,stable,stable,False,0,ee,0.3670817384854814,,,0.0,,,,,stable
140,58,82,Ce,IT,IT,False,1,ee,0.3670817384854814,-5.136677139879544,2107.854,2107.854,6.0,6.0,2107.854,,tracked
140,59,81,Pr,beta+,beta+,False,0,oo,1.3670817384854814,2.308350948586726,,0.0,,,2366.002,,tracked
140,59,81,Pr,IT,IT,False,1,oo,1.3670817384854814,-6.455931955649724,127.8,127.8,4.0,4.0,127.8,,ephemeral
140,59,81,Pr,IT,IT_platypus,True,2,oo,1.3670817384854814,-5.515700160653214,763.7,635.9000000000001,2.0,2.0,635.9000000000001,,suspect
140,60,80,Nd,beta+,beta+,False,0,ee,2.367081738485481,5.464143643350232,,0.0,,,-593.0170000000003,,tracked
140,60,80,Nd,IT,IT,False,1,ee,2.367081738485481,-3.2218487496163566,2221.65,2221.65,7.0,7.0,2221.65,,tracked
140,60,80,Nd,IT,IT_platypus,True,2,ee,2.367081738485481,-5.913640169325252,7435.1,5213.450000000001,13.0,13.0,5213.450000000001,,suspect
140,61,79,Pm,beta+,beta+,False,0,oo,3.367081738485481,0.9637878273455552,,0.0,,,5023.2019999999975,,tracked
140,61,79,Pm,beta+,beta+_iso,False,1,oo,3.367081738485481,2.552668216112193,429.0,,,,5452.2019999999975,,tracked
140,62,78,Sm,beta+,beta+,False,0,ee,4.367081738485481,2.948999454026953,,0.0,,,1734.102999999995,,tracked
140,63,77,Eu,beta+,beta+,False,0,oo,5.367081738485481,0.1789769472931694,,0.0,,,7448.002,,tracked
140,63,77,Eu,IT,IT,False,1,oo,5.367081738485481,-0.9030899869919436,210.0,210.0,4.0,4.0,210.0,,tracked
140,63,77,Eu,IT,IT_platypus,True,2,oo,5.367081738485481,-6.523168371487739,669.0,459.0,3.0,3.0,459.0,,ephemeral
140,64,76,Gd,beta+,beta+,False,0,ee,6.367081738485481,1.1986570869544226,,0.0,,,4181.669000000009,,tracked
140,65,75,Tb,beta+,beta+,False,0,oo,7.367081738485481,0.359835482339888,,0.0,,,10278.002,,tracked
140,66,74,Dy,IT,IT,False,0,ee,8.367081738485481,-5.154901959985743,,0.0,,,0.0,,suspect
140,67,73,Ho,proton,proton,False,0,oo,9.36708173848548,-2.221848749616356,,0.0,,,,,suspect
141,51,90,Sb,beta-,beta-,False,0,eo,-7.0006489668016485,-0.9871627752948278,,0.0,,,11130.0,,tracked
141,52,89,Te,beta-,beta-,False,0,eo,-6.0006489668016485,-0.7144426909922262,,0.0,,,9256.665999999996,,tracked
141,53,88,I,beta-,beta-,False,0,eo,-5.0006489668016485,-0.3767507096020995,,0.0,,,8270.642999999996,,tracked
141,54,87,Xe,beta-,beta-,False,0,eo,-4.0006489668016485,0.2380461031287954,,0.0,,,6280.042000000001,,tracked
141,55,86,Cs,beta-,beta-,False,0,eo,-3.0006489668016485,1.3951515915045425,,0.0,,,5255.141000000003,,tracked
141,56,85,Ba,beta-,beta-,False,0,eo,-2.0006489668016485,3.0398897977361816,,0.0,,,3197.351999999999,,tracked
141,57,84,La,beta-,beta-,False,0,eo,-1.0006489668016485,4.149588567787744,,0.0,,,2501.214000000007,,tracked
141,58,83,Ce,beta-,beta-,False,0,eo,-0.0006489668016484,6.448463912854392,,0.0,,,583.4749999999913,,tracked
141,59,82,Pr,stable,stable,False,0,eo,0.9993510331983516,,,0.0,,,,,stable
141,60,81,Nd,beta+,beta+,False,0,eo,1.9993510331983515,3.952501847863024,,0.0,,,801.0149999999917,,tracked
141,60,81,Nd,IT,IT,False,1,eo,1.9993510331983515,1.792391689498254,756.51,756.51,4.0,4.0,756.51,,tracked
141,61,80,Pm,beta+,beta+,False,0,eo,2.9993510331983515,3.0982975364946976,,0.0,,,2646.590000000004,,tracked
141,61,80,Pm,IT,IT,False,1,eo,2.9993510331983515,-6.200659450546418,628.62,628.62,3.0,3.0,628.62,,ephemeral
141,62,79,Sm,beta+,beta+,False,0,eo,3.999351033198352,2.7867514221455614,,0.0,,,3566.974999999998,,tracked
141,62,79,Sm,beta+,beta+_iso,False,1,eo,3.999351033198352,3.1322596895310446,175.9,,,,3742.874999999992,,tracked
141,63,78,Eu,beta+,beta+,False,0,eo,4.999351033198352,1.60959440922522,,0.0,,,4986.314000000006,,tracked
141,63,78,Eu,IT,IT,False,1,eo,4.999351033198352,0.4313637641589873,96.45,96.45,3.0,3.0,96.45,,tracked
141,64,77,Gd,beta+,beta+,False,0,eo,5.999351033198352,1.146128035678238,,0.0,,,5679.417999999998,,tracked
141,64,77,Gd,beta+,beta+_iso,False,1,eo,5.999351033198352,1.3891660843645324,377.76,,,,6057.178,,tracked
141,65,76,Tb,beta+,beta+,False,0,eo,6.999351033198352,0.5440680443502757,,0.0,,,7661.389999999999,,tracked
141,65,76,Tb,beta+,beta+_iso,False,1,eo,6.999351033198352,0.8976270912904415,0.0,,,,7661.389999999999,,tracked
141,66,75,Dy,beta+,beta+,False,0,eo,7.999351033198351,-0.0457574905606751,,0.0,,,8136.845000000001,,tracked
141,67,74,Ho,proton,proton,False,0,eo,8.999351033198352,-2.387216143280275,,0.0,,,,,suspect
141,67,74,Ho,proton,proton_iso,False,1,eo,8.999351033198352,-5.136677139879544,66.0,,,,,,suspect
142,51,91,Sb,beta-,beta-,False,0,oo,-7.36809143338057,-1.0969100130080565,,0.0,,,12940.0,,tracked
142,52,90,Te,beta-,beta-,False,0,ee,-6.36809143338057,-0.8326826652518239,,0.0,,,8252.968999999997,,tracked
142,53,89,I,beta-,beta-,False,0,oo,-5.36809143338057,-0.6289321377282637,,0.0,,,10426.679000000004,,tracked
142,54,88,Xe,beta-,beta-,False,0,ee,-4.36809143338057,0.0899051114393979,,0.0,,,5284.907999999996,,tracked
142,55,87,Cs,beta-,beta-,False,0,oo,-3.3680914333805703,0.2271150825891252,,0.0,,,7327.701000000001,,tracked
142,56,86,Ba,beta-,beta-,False,0,ee,-2.3680914333805703,2.803457115648414,,0.0,,,2181.6929999999998,,tracked
142,57,85,La,beta-,beta-,False,0,oo,-1.3680914333805705,3.737669627356642,,0.0,,,4508.945999999996,,tracked
142,57,85,La,IT,IT,False,1,oo,-1.3680914333805705,-6.060480747381382,145.82,145.82,2.0,2.0,145.82,,ephemeral
142,58,84,Ce,stable,stable,False,0,ee,-0.3680914333805702,,,0.0,,,,,stable
142,59,83,Pr,beta-,beta-,False,0,oo,0.6319085666194297,4.8377903887073685,,0.0,,,2163.687999999994,,tracked
142,59,83,Pr,IT,IT,False,1,oo,0.6319085666194297,2.942504106168081,3.694,3.694,3.0,3.0,3.694,,tracked
142,60,82,Nd,stable,stable,False,0,ee,1.6319085666194295,,,0.0,,,,,stable
142,60,82,Nd,IT,IT,False,1,ee,1.6319085666194295,-4.782516055786094,,,6.0,6.0,,,tracked
142,61,81,Pm,beta+,beta+,False,0,oo,2.6319085666194297,1.6074550232146685,,0.0,,,3786.521,,tracked
142,61,81,Pm,IT,IT,False,1,oo,2.6319085666194297,-2.6989700043360187,883.17,883.17,7.0,7.0,883.17,,tracked
142,61,81,Pm,IT,IT_platypus,True,2,oo,2.6319085666194297,-4.173925197299174,2828.7,1945.53,5.0,5.0,1945.53,,suspect
142,62,80,Sm,beta+,beta+,False,0,ee,3.6319085666194297,3.6384293501358784,,0.0,,,1137.6079999999995,,tracked
142,62,80,Sm,IT,IT,False,1,ee,3.6319085666194297,-6.769551078621726,2372.1,2372.1,7.0,7.0,2372.1,,ephemeral
142,62,80,Sm,IT,IT_platypus,True,2,ee,3.6319085666194297,-6.318758762624412,3662.2,1290.1,3.0,3.0,1290.1,,ephemeral
142,63,79,Eu,beta+,beta+,False,0,oo,4.63190856661943,0.3729120029701065,,0.0,,,6651.002,,tracked
142,63,79,Eu,beta+,beta+_iso,False,1,oo,4.63190856661943,1.865577707419929,450.0,,,,7101.002,,tracked
142,64,78,Gd,beta+,beta+,False,0,ee,5.63190856661943,1.846337112129805,,0.0,,,3327.409999999996,,tracked
142,65,77,Tb,beta+,beta+,False,0,oo,6.63190856661943,-0.2240256688706309,,0.0,,,9378.002,,tracked
142,65,77,Tb,IT,IT,False,1,oo,6.63190856661943,-0.518557371497695,279.7,279.7,4.0,4.0,279.7,,tracked
142,65,77,Tb,IT,IT_platypus,True,2,oo,6.63190856661943,-4.585026652029182,652.1,372.4,3.0,3.0,372.4,,suspect
142,66,76,Dy,beta+,beta+,False,0,ee,7.63190856661943,0.3617278360175928,,0.0,,,5417.523999999998,,tracked
142,67,75,Ho,beta+,beta+,False,0,oo,8.63190856661943,-0.3979400086720376,,0.0,,,11848.002,,suspect
143,52,91,Te,beta-,beta-,False,0,eo,-6.735248364588671,-0.9208187539523752,,0.0,,,10260.0,,tracked
143,53,90,I,beta-,beta-,False,0,eo,-5.735248364588671,-0.7399286120149252,,0.0,,,9412.881999999998,,tracked
143,54,89,Xe,beta-,beta-,False,0,eo,-4.735248364588671,-0.2915790998652872,,0.0,,,7472.637000000002,,tracked
143,55,88,Cs,beta-,beta-,False,0,eo,-3.735248364588671,0.2557547866430442,,0.0,,,6261.6860000000015,,tracked
143,56,87,Ba,beta-,beta-,False,0,eo,-2.7352483645886707,1.1613680022349748,,0.0,,,4234.262000000002,,tracked
143,57,86,La,beta-,beta-,False,0,eo,-1.7352483645886707,2.9304395947667,,0.0,,,3434.910999999993,,tracked
143,58,85,Ce,beta-,beta-,False,0,eo,-0.7352483645886707,5.075329394710599,,0.0,,,1461.822,,tracked
143,59,84,Pr,beta-,beta-,False,0,eo,0.2647516354113293,6.06909359013863,,0.0,,,934.1100000000006,,tracked
143,60,83,Nd,stable,stable,False,0,eo,1.2647516354113293,,,0.0,,,,,stable
143,61,82,Pm,beta+,beta+,False,0,eo,2.2647516354113293,7.359759616415701,,0.0,,,19.64799999999332,,tracked
143,62,81,Sm,beta+,beta+,False,0,eo,3.2647516354113293,2.720159303405957,,0.0,,,2421.531000000009,,tracked
143,62,81,Sm,IT,IT,False,1,eo,3.2647516354113293,1.8195439355418688,753.99,753.99,4.0,4.0,753.99,,tracked
143,62,81,Sm,IT,IT_platypus,True,2,eo,3.2647516354113293,-1.5228787452803376,2793.8,2039.81,6.0,6.0,2039.81,,tracked
143,63,80,Eu,beta+,beta+,False,0,eo,4.264751635411329,2.191451014464896,,0.0,,,4253.825999999994,,tracked
143,63,80,Eu,IT,IT,False,1,eo,4.264751635411329,-4.301029995663981,389.51,389.51,3.0,3.0,389.51,,tracked
143,64,79,Gd,beta+,beta+,False,0,eo,5.264751635411329,1.591064607026499,,0.0,,,4988.002,,tracked
143,64,79,Gd,beta+,beta+_iso,False,1,eo,5.264751635411329,2.041392685158225,152.6,,,,5140.602000000006,,tracked
143,65,78,Tb,beta+,beta+,False,0,eo,6.264751635411329,1.0791812460476249,,0.0,,,6790.120999999999,,tracked
143,65,78,Tb,beta+,beta+_iso,False,1,eo,6.264751635411329,1.230448921378274,0.0,,,,6790.120999999999,,tracked
143,66,77,Dy,beta+,beta+,False,0,eo,7.264751635411329,0.7481880270062004,,0.0,,,7228.245000000003,,tracked
143,66,77,Dy,beta+,beta+_iso,False,1,eo,7.264751635411329,0.4771212547196624,310.7,,,,7538.945,,tracked
143,66,77,Dy,IT,IT_platypus,True,2,eo,7.264751635411329,-5.920818753952375,406.3,95.60000000000002,2.0,2.0,95.60000000000002,,suspect
144,52,92,Te,beta-,beta-,False,0,ee,-7.102122419703335,-1.031517051446065,,0.0,,,9110.0,,tracked
144,53,91,I,beta-,beta-,False,0,oo,-6.102122419703335,-1.0268721464003014,,0.0,,,11542.301,,tracked
144,54,90,Xe,beta-,beta-,False,0,ee,-5.102122419703335,-0.4111682744057927,,0.0,,,6399.0610000000015,,tracked
144,55,89,Cs,beta-,beta-,False,0,oo,-4.102122419703335,-0.0026136156026866,,0.0,,,8495.768000000004,,tracked
144,55,89,Cs,IT,IT,False,1,oo,-4.102122419703335,-5.958607314841775,92.2,92.2,3.0,3.0,92.2,,tracked
144,56,88,Ba,beta-,beta-,False,0,ee,-3.102122419703335,1.069298012115529,,0.0,,,3082.529999999999,,tracked
144,57,87,La,beta-,beta-,False,0,oo,-2.102122419703335,1.6434526764861874,,0.0,,,5582.281999999992,,tracked
144,58,86,Ce,beta-,beta-,False,0,ee,-1.1021224197033348,7.391184849941816,,0.0,,,318.6460000000079,,tracked
144,59,85,Pr,beta-,beta-,False,0,oo,-0.1021224197033348,3.0156949885265183,,0.0,,,2997.4400000000023,,tracked
144,59,85,Pr,IT,IT,False,1,oo,-0.1021224197033348,2.635483746814912,59.03,59.03,3.0,3.0,59.03,,tracked
144,60,84,Nd,stable,stable,False,0,ee,0.8978775802966652,0.359835482339888,,0.0,,,,,stable
144,61,83,Pm,beta+,beta+,False,0,oo,1.8978775802966648,7.496420367515006,,0.0,,,1309.9140000000111,,tracked
144,61,83,Pm,IT,IT,False,1,oo,1.8978775802966648,-6.107905397309519,840.9,840.9,4.0,4.0,840.9,,ephemeral
144,62,82,Sm,stable,stable,False,0,ee,2.897877580296665,,,0.0,,,,,stable
144,62,82,Sm,IT,IT,False,1,ee,2.897877580296665,-6.055517327849832,2323.6,2323.6,6.0,6.0,2323.6,,ephemeral
144,63,81,Eu,beta+,beta+,False,0,oo,3.897877580296665,1.0086001717619175,,0.0,,,5324.453000000001,,tracked
144,63,81,Eu,IT,IT,False,1,oo,3.897877580296665,-6.0,1127.6,1127.6,7.0,7.0,1127.6,,tracked
144,64,80,Gd,beta+,beta+,False,0,ee,4.897877580296665,2.42845877351558,,0.0,,,2837.6660000000043,,tracked
144,64,80,Gd,IT,IT,False,1,ee,4.897877580296665,-6.838631997765025,3433.1,3433.1,10.0,10.0,3433.1,,ephemeral
144,65,79,Tb,IT,IT,False,0,oo,5.897877580296665,0.6283889300503115,,0.0,,,0.0,,tracked
144,65,79,Tb,IT,IT,False,1,oo,5.897877580296665,-5.552841968657781,396.9,396.9,5.0,5.0,396.9,,tracked
144,65,79,Tb,IT,IT_platypus,True,2,oo,5.897877580296665,-6.173925197299173,476.2,79.30000000000001,2.0,2.0,79.30000000000001,,ephemeral
144,66,78,Dy,beta+,beta+,False,0,ee,6.897877580296665,0.9590413923210936,,0.0,,,4776.099000000002,,tracked
144,67,77,Ho,beta+,beta+,False,0,oo,7.897877580296665,-0.1549019599857431,,0.0,,,10938.572,,tracked
144,67,77,Ho,IT,IT,False,1,oo,7.897877580296665,-6.284832642151542,265.3,265.3,3.0,3.0,265.3,,ephemeral
144,69,75,Tm,proton,proton,False,0,oo,9.897877580296663,-5.638272163982407,,0.0,,,,,suspect
145,53,92,I,beta-,beta-,False,0,eo,-6.468716214960622,-1.0472075569559078,,0.0,,,10363.337,,tracked
145,54,91,Xe,beta-,beta-,False,0,eo,-5.468716214960622,-0.7258421507363202,,0.0,,,8561.087,,tracked
145,55,90,Cs,beta-,beta-,False,0,eo,-4.468716214960622,-0.2350770153501115,,0.0,,,7461.759000000005,,tracked
145,55,90,Cs,IT,IT,False,1,eo,-4.468716214960622,-6.301029995663981,762.9,762.9,5.0,,762.9,,ephemeral
145,56,89,Ba,beta-,beta-,False,0,eo,-3.4687162149606223,0.6344772701607315,,0.0,,,5319.141999999993,,tracked
145,57,88,La,beta-,beta-,False,0,eo,-2.4687162149606223,1.3944516808262162,,0.0,,,4231.733999999997,,tracked
145,58,87,Ce,beta-,beta-,False,0,eo,-1.4687162149606223,2.256717745977487,,0.0,,,2558.9310000000114,,tracked
145,59,86,Pr,beta-,beta-,False,0,eo,-0.4687162149606223,4.333294085623693,,0.0,,,1806.013999999996,,tracked
145,60,85,Nd,stable,stable,False,0,eo,0.5312837850393777,,,0.0,,,,,stable
145,61,84,Pm,beta+,beta+,False,0,eo,1.5312837850393777,8.747068315604306,,0.0,,,-857.4999999999932,,tracked
145,62,83,Sm,beta+,beta+,False,0,eo,2.5312837850393777,7.4679926595211485,,0.0,,,-405.8990000000126,,tracked
145,62,83,Sm,IT,IT,False,1,eo,2.5312837850393777,-5.453457336521869,8815.0,8815.0,21.0,21.0,8815.0,,tracked
145,63,82,Eu,beta+,beta+,False,0,eo,3.5312837850393777,5.709568435843156,,0.0,,,1637.8850000000016,,tracked
145,63,82,Eu,IT,IT,False,1,eo,3.5312837850393777,-6.309803919971486,716.0,716.0,3.0,3.0,716.0,,ephemeral
145,64,81,Gd,beta+,beta+,False,0,eo,4.531283785039378,3.1398790864012365,,0.0,,,4042.900000000001,,tracked
145,64,81,Gd,IT,IT,False,1,eo,4.531283785039378,1.9294189257142929,749.1,749.1,5.0,5.0,749.1,,tracked
145,65,80,Tb,beta+,beta+,False,0,eo,5.531283785039378,1.4899584794248346,,0.0,,,5504.935000000005,,tracked
145,66,79,Dy,beta+,beta+,False,0,eo,6.531283785039378,0.9777236052888476,,0.0,,,7135.087999999996,,tracked
145,66,79,Dy,beta+,beta+_iso,False,1,eo,6.531283785039378,1.14921911265538,118.2,,,,7253.287999999993,,tracked
145,67,78,Ho,beta+,beta+,False,0,eo,7.531283785039378,0.380211241711606,,0.0,,,8100.4960000000065,,tracked
145,68,77,Er,beta+,beta+,False,0,eo,8.531283785039378,-0.0457574905606751,,0.0,,,8858.114999999998,,suspect
145,68,77,Er,beta+,beta+_iso,False,1,eo,8.531283785039378,0.0,205.0,,,,9063.114999999998,,suspect
145,69,76,Tm,proton,proton,False,0,eo,9.531283785039378,-5.498940737782249,,0.0,,,,,suspect
146,54,92,Xe,beta-,beta-,False,0,ee,-5.835032324543647,-0.835647144215563,,0.0,,,7355.43,,tracked
146,55,91,Cs,beta-,beta-,False,0,oo,-4.835032324543647,-0.4926839599235864,,0.0,,,9555.889000000005,,tracked
146,55,91,Cs,IT,IT,False,1,oo,-4.835032324543647,-5.903089986991944,46.7,46.7,3.0,3.0,46.7,,tracked
146,56,90,Ba,beta-,beta-,False,0,ee,-3.835032324543647,0.3324384599156053,,0.0,,,4354.904999999999,,tracked
146,57,89,La,beta-,beta-,False,0,oo,-2.835032324543647,0.99563519459755,,0.0,,,6404.694000000003,,tracked
146,57,89,La,beta-,beta-_iso,False,1,oo,-2.835032324543647,0.7839035792727349,141.5,,,,6546.194000000003,,tracked
146,58,88,Ce,beta-,beta-,False,0,ee,-1.835032324543647,2.908163200055548,,0.0,,,1047.6180000000022,,tracked
146,59,87,Pr,beta-,beta-,False,0,oo,-0.8350323245436471,3.159988050381987,,0.0,,,4252.429999999993,,tracked
146,60,86,Nd,stable,stable,False,0,ee,0.1649676754563529,,,0.0,,,,,stable
146,61,85,Pm,beta+,beta+,False,0,oo,1.164967675456353,8.241820180547197,,0.0,,,449.5579999999968,,tracked
146,62,84,Sm,alpha,alpha,False,0,ee,2.164967675456353,1.8325089127062364,,0.0,,,2528.7789999999923,21162.452025294933,tracked
146,63,83,Eu,beta+,beta+,False,0,oo,3.164967675456353,5.600214667868541,,0.0,,,2856.7589999999977,,tracked
146,63,83,Eu,IT,IT,False,1,oo,3.164967675456353,-3.628932137728264,666.33,666.33,5.0,5.0,666.33,,tracked
146,64,82,Gd,beta+,beta+,False,0,ee,4.164967675456353,6.620191041297585,,0.0,,,9.781999999998789,,tracked
146,65,81,Tb,beta+,beta+,False,0,oo,5.164967675456353,0.9030899869919436,,0.0,,,7300.181000000004,,tracked
146,65,81,Tb,beta+,beta+_iso,False,1,oo,5.164967675456353,1.3820170425748683,150.0,,,,7450.181000000004,,tracked
146,65,81,Tb,IT,IT_platypus,True,2,oo,5.164967675456353,-2.9281179926938745,930.0,780.0,5.0,5.0,780.0,,tracked
146,66,80,Dy,beta+,beta+,False,0,ee,6.164967675456353,1.5211380837040362,,0.0,,,4186.718000000001,,tracked
146,66,80,Dy,IT,IT,False,1,ee,6.164967675456353,-0.8239087409443188,2934.5,2934.5,10.0,10.0,2934.5,,tracked
146,67,79,Ho,beta+,beta+,False,0,oo,7.164967675456353,0.5211380837040362,,0.0,,,10294.703,,tracked
146,68,78,Er,beta+,beta+,False,0,ee,8.164967675456353,0.2304489213782739,,0.0,,,5894.209999999999,,suspect
146,69,77,Tm,proton,proton,False,0,oo,9.164967675456351,-0.8096683018297085,,0.0,,,,,suspect
