snid,n_obs,chi2_dof,stretch,residual,ln_A,t0,A_plasma,beta,neg_logL,pass_n_obs,pass_chi2,pass_stretch,is_flashlight,is_candidate
1327645,129,5.308157352586085,0.3,8.272613815222797,-30.0,56951.304,0.1,1.5,334.4139132129234,True,True,True,True,True
1770458,115,4.158458269158176,4.196517760352063,46.11635314153102,5.716320257859174,57748.72446021321,0.1,1.5,232.87366307285785,True,True,True,True,True
1342892,87,5.083698976414927,1.4098450294285347,45.27253760493979,1.8886408275778592,57601.017777751746,0.1,1.5,213.51535700942694,True,True,True,True,True
1249896,75,6.687246962593787,7.07213078675738,48.75548226077369,4.763501230383781,56502.358,0.1,1.5,240.74089065337634,True,True,True,True,True
1295877,72,8.25114114373964,3.0273781064631815,48.4706406897731,5.244806837465553,56918.81296332068,0.1,1.5,284.66436945901756,True,True,True,True,True
1292097,55,9.575404697338975,0.3,11.069486570903713,-30.0,56906.145,0.1,1.5,248.96052213081336,True,True,True,True,True
1304501,98,3.8850700135768945,1.3809370784323909,45.5223884539607,3.4854327878408924,56927.47811782998,0.1,1.5,184.5408256449025,True,True,True,True,True
1880318,116,4.231876574881842,2.391602076042115,43.87553041991018,2.8001565512686284,57989.663050560834,0.1,1.5,239.1010264808241,True,True,True,True,True
1777333,82,10.91990868488424,3.738086721739184,41.22238580295589,1.849039418352227,57936.386,0.1,1.5,431.33639305292746,True,False,True,True,False
1397042,34,8.65557054471922,6.530370152728139,46.147665398332514,3.801926495147555,57573.399,0.1,1.5,134.1613434431479,True,True,True,True,True
1249395,102,4.611306539134357,2.0133495887422734,46.35846882670539,4.120352210458428,56497.66308747899,0.1,1.5,228.25967368715067,True,True,True,True,True
1265868,93,5.028501305695881,0.3,10.207225277580498,-30.0,56575.224,0.1,1.5,226.28255875631467,True,True,True,True,True
