snid,n_obs,chi2_dof,stretch,residual,ln_A,t0,A_plasma,beta,neg_logL,pass_n_obs,pass_chi2,pass_stretch,is_flashlight,is_candidate
1281140,116,4.513241247405164,1.018750015279501,43.92133416107099,2.0053796488396713,57286.871881014595,0.1,1.5,254.99813047839177,True,True,True,True,True
1246689,64,17.111874237251108,6.657374890944997,53.62384600605262,7.513399169876195,56486.207,0.1,1.5,521.9121642361588,True,False,True,True,False
1281901,76,6.306618488456192,5.836735822711972,52.27100858599308,6.669116017574154,57198.388,0.1,1.5,230.19157482865103,True,True,True,True,True
1612038,117,4.563317172607442,7.327027574420484,51.50015456011185,6.145999122681047,57839.3502709628,0.1,1.5,260.10907883862416,True,True,True,True,True
1410121,124,3.4271101970599007,10.0,42.65468951565987,1.4014167206481396,57498.749147088296,0.1,1.5,207.34016692212398,True,True,False,True,False
1257602,98,7.097098777578411,2.5094815143655906,46.45032751159904,4.329382010144705,56567.91124959896,0.1,1.5,337.11219193497453,True,True,True,True,True
1293341,107,5.791501160466179,5.090529335407564,46.133296953898835,3.6786351950684306,56865.292,0.1,1.5,301.15806034424133,True,True,True,True,True
1776364,109,9.752391455653761,4.522847315700513,37.13609878756676,-0.4060252944314655,57936.385,0.1,1.5,516.8767471496493,True,True,True,True,True
1279432,71,4.098275295882507,8.565829393082376,48.340360468263135,4.38487035449959,57219.24971254946,0.1,1.5,139.34136006000523,True,True,True,True,True
1785037,104,10.350942269386021,2.858723812134962,50.985856109189314,6.195728468346466,58030.15653348482,0.1,1.5,522.722584603994,True,False,True,True,False
1249334,103,3.96839069576738,1.519588826100809,46.023475794585096,4.382659975967542,56484.283,0.1,1.5,198.419534788369,True,True,True,True,True
1274387,105,3.518024862781941,2.5095084270274515,48.402513772295094,4.44254596075551,56470.222,0.1,1.5,179.419268001879,True,True,True,True,True
1274424,96,3.66459523640382,1.000135406081857,42.33133410912117,0.00045135360619141807,56596.08977788283,0.1,1.5,170.40367849277763,True,True,True,True,True
1260695,97,3.991280071026785,4.4124509550956414,41.44073624658995,1.43438695504393,56546.453500065894,0.1,1.5,187.5901633382589,True,True,True,True,True
1265349,82,4.523586789622488,4.031170286646267,46.69723837776404,3.7035057784614764,56596.327656336995,0.1,1.5,178.6816781900883,True,True,True,True,True
1770568,105,3.729431106277052,9.391115419591676,51.843412838206014,6.594883059317681,57732.07,0.1,1.5,190.20098642012965,True,True,False,True,False
1314922,123,4.734561419935415,1.0014171623745196,40.1978899884549,0.004723874581728182,57279.35886569885,0.1,1.5,284.07368519612487,True,True,True,True,True
1382034,109,6.094538565285491,5.027820345190913,52.0464367999741,6.754543557237568,57575.251,0.1,1.5,323.01054396013103,True,True,True,True,True
1247233,102,13.682432158801484,4.529796284511741,46.26234794631252,5.066164406665479,56470.236,0.1,1.5,677.2803918606735,True,False,True,True,False
1257646,98,5.266648725001756,1.6185119550558762,47.00763515697178,3.889896836454369,56566.458802055735,0.1,1.5,250.16581443758344,True,True,True,True,True
1249308,104,6.087109079784372,2.7518801595246503,43.45755408234276,3.2238318222094975,56484.639393921236,0.1,1.5,307.3990085291108,True,True,True,True,True
1305292,104,4.735897068327443,0.3,12.604417163618002,-30.0,56865.19,0.1,1.5,239.16280195053588,True,True,True,True,True
1247350,95,11.327062904077493,2.2843523575830984,49.23073469151785,4.281174525276995,57281.73852369731,0.1,1.5,521.0448935875647,True,False,True,True,False
1900191,75,3.316624139878619,0.36438607769630654,45.894721921819624,3.2960097839162543,58108.02358803693,0.1,1.5,119.39846903563028,True,True,True,True,True
1367309,126,2.9004003519188424,1.246166078412839,46.14425542147074,3.8309609446100836,57594.84400863974,0.1,1.5,178.3746216430088,True,True,True,True,True
1324044,119,3.7842055027895887,2.3532687300974753,45.076515360537094,3.40000034968115,56983.90520006334,0.1,1.5,219.48391916179614,True,True,True,True,True
1368419,101,7.938177528647984,3.5270001423546686,41.768495835591295,2.243276490158756,57564.281,0.1,1.5,388.9706989037512,True,True,True,True,True
1322720,27,3.2777721620511495,0.3,7.784276830785053,-30.0,56881.161,0.1,1.5,39.33326594461379,True,True,True,True,True
1258366,36,5.32750885674564,2.009658458001039,44.01744273677432,3.7490961018503413,56591.293565849286,0.1,1.5,87.90389613630306,True,True,True,True,True
1331963,103,3.2496316887046772,4.894086622188893,47.084807029574534,3.61818158853886,57198.388,0.1,1.5,162.48158443523386,True,True,True,True,True
1329558,77,2.8743239943330936,2.9194638169192078,42.23968888345053,2.2391425653164134,57016.103664347225,0.1,1.5,106.34998779032446,True,True,True,True,True
1304777,110,6.505169643170186,1.3410303179033696,44.956337266204805,3.462234614988745,56951.634147579105,0.1,1.5,348.02657590960496,True,True,True,True,True
1336244,118,4.019720274373397,1.0000717969709279,41.923262104888146,0.00023932323642839037,57353.033728699724,0.1,1.5,231.13391577647036,True,True,True,True,True
1479130,97,4.420094970575815,1.6546412103851122,47.194480892979115,4.009901624541357,57640.541860462065,0.1,1.5,207.7444636170633,True,True,True,True,True
1901241,71,4.774175359254198,2.3371586774542807,46.63351565704194,3.964210765592398,58017.562819420615,0.1,1.5,162.32196221464272,True,True,True,True,True
1402033,123,3.390922752594379,1.26440149458956,44.56442784126528,1.6660724251568553,57630.51765641032,0.1,1.5,203.45536515566275,True,True,True,True,True
1256332,81,7.843671695531253,2.555558133542987,46.16587734493353,4.241250193367371,56547.91402090664,0.1,1.5,305.90319612571886,True,True,True,True,True
1674090,111,9.563146175140496,2.8811709998272135,40.446976173802774,2.211794640388135,57718.33856008841,0.1,1.5,516.4098934575868,True,True,True,True,True
1896254,82,3.9527668858105414,2.5124168075153452,46.379287067529475,4.149872999590158,58017.25970324888,0.1,1.5,156.13429198951638,True,True,True,True,True
1553022,108,4.163524560853302,2.530008160694017,44.4839751272952,3.30440801254921,57658.59863655547,0.1,1.5,218.58503944479838,True,True,True,True,True
1291006,88,3.9617552938347442,3.2624938033940603,50.56836361843592,7.686638967597119,56673.11663628231,0.1,1.5,168.37459998797664,True,True,True,True,True
1898053,75,4.644076916297326,2.378775250069117,46.74167423362299,3.7065834127338917,58014.77123564625,0.1,1.5,167.18676898670373,True,True,True,True,True
1335253,124,3.328889102994687,10.0,51.34718294904232,5.8124281843770405,57096.63426962513,0.1,1.5,201.3977907311786,True,True,False,True,False
1257112,72,9.515556174429628,4.620675460880408,45.37548762476919,4.025111214575844,56511.912549369204,0.1,1.5,328.28668801782214,True,True,True,True,True
1644209,41,3.0896160834313435,0.34227663157021326,43.757077728138064,2.4780009625727644,57750.529289159014,0.1,1.5,58.702705585195524,True,True,True,True,True
1887044,58,3.205070650770413,10.0,6.597601346216315,-30.0,58217.031,0.1,1.5,88.13944289618637,True,True,False,True,False
1282632,69,7.830533024245782,9.87259208253034,76.71462946445314,29.208256097961822,56938.4918526278,0.1,1.5,258.4075898001108,True,True,False,True,False
1280217,103,5.9721506092599155,2.857441527500341,45.13684521409305,3.8654502251097895,57198.388,0.1,1.5,298.6075304629958,True,True,True,True,True
1948204,47,16.7909269879204,1.7652409445768862,43.5845293402541,4.186662654619859,58104.84089887741,0.1,1.5,369.4003937342488,True,False,True,True,False
1293046,83,5.062634157176452,1.291430216886807,46.112639454885155,3.7139719608941917,56879.70082475977,0.1,1.5,202.5053662870581,True,True,True,True,True
1342712,93,3.946747647512697,2.4458792422974187,45.867319675227364,3.851101677146346,57334.70219770564,0.1,1.5,177.60364413807136,True,True,True,True,True
1255582,29,3.5797542457478455,5.558658124014529,47.660656161784196,4.395360217799308,56486.192,0.1,1.5,46.53680519472199,True,True,True,True,True
1250940,60,5.005394979693083,1.2859915438156055,46.875205493910464,3.3753382248611814,56517.246693905676,0.1,1.5,142.65375692125286,True,True,True,True,True
1492046,83,3.1062915780226765,0.3,44.43969988902905,1.9756389941785777,57697.35700023306,0.1,1.5,124.25166312090707,True,True,True,True,True
1250556,72,5.024204086617618,3.3415769317406845,41.69376155294698,1.7207462180899782,56486.192,0.1,1.5,173.3350409883078,True,True,True,True,True
1253847,59,5.1157206086737785,0.7519806472855803,46.69412098218249,3.101578519021544,56594.75404165538,0.1,1.5,143.2401770428658,True,True,True,True,True
1252920,43,11.413521062667304,2.273107179237731,47.45183804444765,4.580558352489227,56559.61997394754,0.1,1.5,228.27042125334606,True,False,True,True,False
1626022,119,3.4961748222909073,0.3,44.356533803131335,1.697796744667702,57715.763907888155,0.1,1.5,202.77813969287263,True,True,True,True,True
1251126,104,4.5786036425276295,1.891463994611879,46.600516882617455,4.197074876239249,56516.528883533356,0.1,1.5,231.21948394764527,True,True,True,True,True
1296864,108,4.841340325519219,0.34474109470802017,45.5417417303033,2.8712772332281133,56983.523919319756,0.1,1.5,254.170367089759,True,True,True,True,True
1948330,23,5.866885436535651,1.411995160615378,44.892852856082705,4.193487639076608,58104.50324983745,0.1,1.5,58.66885436535651,True,True,True,True,True
1252159,103,4.428554168750809,0.8856754156117856,46.36091191252339,3.2799216028292335,56531.65969386888,0.1,1.5,221.42770843754045,True,True,True,True,True
1341469,96,3.856998721005353,0.3,9.604113547990188,-30.0,57215.209,0.1,1.5,179.3504405267489,True,True,True,True,True
1309293,114,5.059342365917887,2.6102404268832204,44.85822825672934,3.7515244920671478,56933.57402056399,0.1,1.5,280.7935013084427,True,True,True,True,True
1334311,113,5.1238160906330865,3.0607922385054454,46.69105992082617,3.724161292398449,57253.88107827632,0.1,1.5,281.80988498481975,True,True,True,True,True
1297280,103,15.0962547667294,0.9998767550886893,44.54610542248085,0.005281924770454083,56944.22771644134,0.1,1.5,754.81273833647,True,False,True,True,False
1302714,71,9.1928264706108,7.27608445637712,50.09047655646804,5.494356529911826,56853.397,0.1,1.5,312.55610000076723,True,True,True,True,True
1267162,89,12.969492752358464,3.5408964168875112,41.69947765100545,1.752548220329679,56596.076,0.1,1.5,557.6881883514139,True,False,True,True,False
1340179,91,4.188882757426797,0.3,14.251515371428038,-28.943295276428398,57218.226,0.1,1.5,184.3108413267791,True,True,True,True,True
1249948,80,4.969012501370827,4.326933502889057,42.97717272716016,2.107892182952547,56470.222,0.1,1.5,191.30698130277685,True,True,True,True,True
1250547,94,6.331592443790278,5.131520512354053,49.61157065510982,5.4497283098304266,56486.192,0.1,1.5,288.08745619245764,True,True,True,True,True
1249450,71,3.382079241018469,0.42076051793190306,41.07646804613761,1.5139216646711553,56660.04583666357,0.1,1.5,114.99069419462793,True,True,True,True,True
1246552,82,6.683787333408628,0.5041603047498963,63.61516679060776,20.836065071040053,56486.32201818625,0.1,1.5,264.0095996696408,True,True,True,True,True
1905127,77,4.144409723794864,1.9575297688083664,46.34566357493441,3.745077389503315,58030.98065092934,0.1,1.5,153.34315978040996,True,True,True,True,True
1500086,110,3.741058222154587,1.5469767244101296,46.76534491054759,4.206347997992225,57654.49410505843,0.1,1.5,200.1466148852704,True,True,True,True,True
1935142,59,4.749572488333803,1.659054912012151,46.98262837201658,3.8442986046818675,58080.737798250615,0.1,1.5,132.9880296733465,True,True,True,True,True
1260210,80,7.871157643890677,3.7705706064999505,45.64029618521275,3.8218419501434084,56560.892164029814,0.1,1.5,303.0395692897911,True,True,True,True,True
1335818,104,6.0506068548473735,2.0023004487149954,46.12827091237127,3.681150267401769,57308.19223664868,0.1,1.5,305.55564616979234,True,True,True,True,True
1296367,66,6.17250499899665,1.6048839494338576,49.47696348686619,5.291497174613802,56934.2365183253,0.1,1.5,194.43390746839447,True,True,True,True,True
1356088,106,3.26489096537211,4.501232470232241,41.4648301487569,1.2901645781682127,57315.746851670534,0.1,1.5,168.14188471666367,True,True,True,True,True
1247065,155,7.382895349140965,5.256624231126524,46.09160468960585,4.157829084487361,56470.222,0.1,1.5,561.1000465347133,True,True,True,True,True
1431249,52,5.08590954810436,4.2330249646966065,42.99361648897018,1.86178384133283,57564.353,0.1,1.5,124.60478392855681,True,True,True,True,True
1876378,97,6.172308747772638,2.453480017824163,45.06041717537765,3.909375750904914,57991.7043524143,0.1,1.5,290.098511145314,True,True,True,True,True
1266015,91,3.4347725179012287,2.770087648577647,44.97774001413097,3.7045663413444956,56625.18019700681,0.1,1.5,151.12999078765407,True,True,True,True,True
1447033,79,3.490435821144933,3.432032329257253,45.77720983414062,3.244228749355557,57583.766025747194,0.1,1.5,132.63656120350745,True,True,True,True,True
1292571,110,17.658810020703708,1.00006797823445,42.657283530761156,0.00022659411483161307,57023.07655466737,0.1,1.5,944.7463361076483,True,False,True,True,False
1304208,107,3.1435023433928424,1.0266801275257411,42.35682605980631,2.185791713684857,57255.189309671754,0.1,1.5,163.4621218564278,True,True,True,True,True
1951106,74,4.947435544311435,6.460256848662644,41.488963690926404,1.322816023502579,57997.155,0.1,1.5,175.63396182305593,True,True,True,True,True
1300852,88,2.95293961360062,4.365631434262217,50.49977695617953,5.197716863525351,56840.386,0.1,1.5,125.49993357802634,True,True,True,True,True
1729017,107,4.016407433298891,1.0000394059457884,42.095413499900744,0.00013135315262857716,57770.05067256786,0.1,1.5,208.85318653154232,True,True,True,True,True
1946352,51,4.983860928473691,2.36669472964947,46.9341112502414,3.960974944519336,58083.582230201515,0.1,1.5,119.61266228336858,True,True,True,True,True
1690035,99,3.2481440885383783,2.1436146685338597,43.92421808640406,3.0042174809015165,57727.84613518635,0.1,1.5,155.91091624984216,True,True,True,True,True
1467039,63,3.144661630621558,0.3,9.240757792015721,-30.0,57564.221,0.1,1.5,94.33984891864674,True,True,True,True,True
1340756,96,4.1790787988901545,2.534976911994688,61.18202498571548,16.270085827473117,57644.68453724,0.1,1.5,194.32716414839217,True,True,True,True,True
1547086,113,7.5600141822144336,2.262138024808961,43.56409576669486,2.946314632921954,57668.109181840846,0.1,1.5,415.80078002179386,True,True,True,True,True
1783040,99,4.035088130320024,0.3,7.169562129152226,-30.0,57931.217,0.1,1.5,193.68423025536117,True,True,True,True,True
1252129,108,6.938666224054338,3.396441890098935,40.77221570109304,2.289246355454381,56523.65567371464,0.1,1.5,364.27997676285275,True,True,True,True,True
1275946,105,8.254413340841074,2.8916175681719496,44.500972131056415,4.149930233661607,57201.51931550287,0.1,1.5,420.9750803828948,True,True,True,True,True
1701132,100,5.271121592021949,10.0,43.8714701516265,0.9479437263361277,57812.98071876309,0.1,1.5,255.64939721306453,True,True,False,True,False
1252926,75,6.605852678064299,1.2707978740521524,46.31972487816048,3.06574448563547,56571.71700775942,0.1,1.5,237.8106964103148,True,True,True,True,True
1637063,113,5.139080168327484,2.758242190130457,42.737113320344136,2.0264081961960088,57682.791261234044,0.1,1.5,282.64940925801164,True,True,True,True,True
1283244,109,11.432361036229949,5.100579573021639,49.97186091443329,6.080583517972052,57226.34,0.1,1.5,605.9151349201873,True,False,True,True,False
1299125,21,3.8176117052744933,4.116656085779573,45.92984801725179,3.007558006722384,56853.237,0.1,1.5,34.35850534747044,True,True,True,True,True
1876323,82,4.512191559332462,2.8208496644461842,46.643881801522504,3.866327114867417,57981.50124027869,0.1,1.5,178.23156659363224,True,True,True,True,True
1250896,83,5.235264098093213,1.3266239129762096,47.622842224352674,4.36479361617814,56525.40272808292,0.1,1.5,209.4105639237285,True,True,True,True,True
1280649,104,4.646397902962339,9.732082497297327,46.899828142320835,3.8450370135027896,56514.57035144356,0.1,1.5,234.6430940995981,True,True,False,True,False
1282825,111,4.402236198772847,1.353103923354211,41.90569508351803,1.1295562442337683,57278.840538002536,0.1,1.5,237.72075473373377,True,True,True,True,True
1261500,91,4.799995130141192,0.3,46.1835872812709,3.550940565666508,56654.41000101566,0.1,1.5,211.19978572621244,True,True,True,True,True
1295079,108,5.255076398140041,3.57795233873244,43.13687256874234,1.1916807144087365,56932.870382805726,0.1,1.5,275.89151090235214,True,True,True,True,True
1292010,71,14.013471929125243,6.0617469542212365,50.98479061795436,6.464464286271891,56860.7005211204,0.1,1.5,476.4580455902583,True,False,True,True,False
1250253,108,9.99025814773652,3.1904544771627195,45.012708483680164,3.6800539921943596,57272.31264953797,0.1,1.5,524.4885527561673,True,True,True,True,True
1904152,70,7.297508703974629,1.7470433118319288,45.38194852329141,3.6834978413468065,58044.63816121651,0.1,1.5,244.46654158315008,True,True,True,True,True
1898138,97,3.312780067787265,2.0919767895045362,45.76175668537212,2.343988534453146,57968.44944114619,0.1,1.5,155.70066318600146,True,True,True,True,True
1335654,77,3.4300893517845354,2.843439605103995,48.36683154046267,4.552149524782543,57269.60419932792,0.1,1.5,126.91330601602782,True,True,True,True,True
1283373,118,5.5401772347298,2.358778277526198,43.60920403840335,3.5558509110709338,57221.1040204694,0.1,1.5,318.5601909969635,True,True,True,True,True
1284639,111,3.656716416674163,3.38079498071751,46.77917223341864,3.912687497200551,57202.289,0.1,1.5,197.4626865004048,True,True,True,True,True
1305254,104,3.6405814300251724,2.8582197545185655,47.286749667539716,4.225738126401218,56938.360019113024,0.1,1.5,183.8493622162712,True,True,True,True,True
1876533,100,8.47349794757084,1.7872029669371519,44.94404736623873,3.067170126017672,58020.66405864868,0.1,1.5,410.9646504571857,True,True,True,True,True
1336940,116,3.8977143511395917,5.936331763766238,43.24630918647269,2.271681440394026,57236.255,0.1,1.5,220.22086083938694,True,True,True,True,True
1484035,104,3.2172866141954293,1.0000546259653786,39.85323969551949,-4.173607648638722e-05,57626.225489026045,0.1,1.5,162.4729740168692,True,True,True,True,True
1924188,47,7.468385516425198,1.5209730693285954,47.486237271252854,3.903447314584973,58072.496858770064,0.1,1.5,164.30448136135436,True,True,True,True,True
1943145,31,6.260804625956146,6.445593323405769,41.777974100842144,1.3461330250954227,58021.084,0.1,1.5,87.65126476338604,True,True,True,True,True
1250201,80,5.705398315629625,3.5582254244419556,48.9126051151655,5.309683777864521,56484.233,0.1,1.5,219.65783515174058,True,True,True,True,True
1292081,73,9.461001419085479,0.9928191661033985,43.798915181108434,0.9532134912831332,57250.3879591013,0.1,1.5,331.1350496679918,True,True,True,True,True
1312220,94,5.216782410698802,6.195335190980887,50.13148434929107,5.463155822517635,56865.28,0.1,1.5,237.3635996867955,True,True,True,True,True
1251536,96,4.03977273526038,2.0723022601902366,45.80914429592933,3.7167403895405826,56505.95001716526,0.1,1.5,187.84943218960768,True,True,True,True,True
1797044,101,8.834577231983245,1.466088533314041,44.651615973561356,2.894246908443094,57998.48705399157,0.1,1.5,432.89428436717895,True,True,True,True,True
1249035,102,10.479841566633162,5.855382003641101,47.71662341223591,5.3711567271268805,56508.052,0.1,1.5,518.7521575483415,True,False,True,True,False
1250444,90,7.569369001973347,6.696558065025557,51.81108709145312,6.693376996506721,56509.167,0.1,1.5,329.2675515858406,True,True,True,True,True
1948232,72,2.9912320449888443,0.3,6.474862969730239,-30.0,57990.362,0.1,1.5,103.19750555211513,True,True,True,True,True
1912268,58,7.180516824694189,2.6380089841312078,42.92906961370582,2.2243944824350876,58037.29591501877,0.1,1.5,197.4642126790902,True,True,True,True,True
1311730,102,8.001299272475425,4.100704681311057,43.05023955172246,3.169801289482045,56912.00333130227,0.1,1.5,396.0643139875335,True,True,True,True,True
1876655,84,6.191331092752184,4.625345901103154,41.353887546769975,1.7954154102168687,57961.37501337348,0.1,1.5,250.74890925646343,True,True,True,True,True
1262708,99,6.455285260874715,10.0,45.5673464517736,3.1991099128968656,56696.81550862563,0.1,1.5,309.8536925219863,True,True,False,True,False
1862259,111,4.4585666815194065,10.0,9.460015733010671,-30.0,58186.048,0.1,1.5,240.76260080204793,True,True,False,True,False
1790035,124,5.563229426532242,6.4798217886142115,42.22435207210553,2.21056862519017,57939.364,0.1,1.5,336.57538030520067,True,True,True,True,True
1246437,71,17.810096670488505,0.3,11.384057741669501,-30.0,57199.293,0.1,1.5,605.5432867966092,True,False,True,True,False
1324685,106,6.6159593293987005,0.8965841042100062,46.10202154821618,3.9344659743926087,57035.39180021352,0.1,1.5,340.72190546403306,True,True,True,True,True
1248814,40,17.728972198371537,0.3,11.418875614728599,-30.0,57199.403,0.1,1.5,327.98598566987346,True,False,True,True,False
1307200,7,6.718064604697272,0.3,6.00566381830113,-30.0,56970.068,0.1,1.5,13.436129209394544,False,True,True,True,False
1921033,56,7.722049681977789,2.5508227526788985,44.151527327495536,3.7858552175403517,58050.702812761905,0.1,1.5,204.63431657241142,True,True,True,True,True
1290868,102,3.384608603002973,1.894247860387948,46.13932724601529,3.766982455895473,56845.09045092935,0.1,1.5,167.53812584864716,True,True,True,True,True
1386047,98,5.94860346764691,2.455519477567217,45.68622696156646,3.7426352099673394,57592.8965284682,0.1,1.5,282.5586647132282,True,True,True,True,True
1309246,31,3.505102453749213,6.11258879970493,47.56922402184647,4.069390262630634,56899.33,0.1,1.5,49.07143435248898,True,True,True,True,True
1376197,18,4.452119474012553,10.0,8.881437339654653,-30.0,57751.048,0.1,1.5,33.39089605509415,False,True,False,True,False
1777161,115,3.787105860079182,10.0,47.137547141251574,4.035119079870697,57765.99846488825,0.1,1.5,212.07792816443418,True,True,False,True,False
1311465,104,3.215542801233543,0.3,9.334439385911672,-30.0,56865.265,0.1,1.5,162.38491146229393,True,True,True,True,True
1309117,108,3.865613955065482,2.885467200612597,46.079976617355655,3.198760634476926,57216.63666361531,0.1,1.5,202.94473264093781,True,True,True,True,True
1338718,78,3.593654709005041,2.2925833072761335,47.04639282774155,4.198619722919254,57310.52263349447,0.1,1.5,134.76205158768903,True,True,True,True,True
1367556,120,5.077173736955618,2.425240856651392,45.95879232435763,4.165797256718626,57584.80186517924,0.1,1.5,297.01466361190364,True,True,True,True,True
1551101,19,3.4716730567915755,2.029219202219342,47.33101745451022,4.39795560960269,57605.99350339656,0.1,1.5,27.773384454332604,False,True,True,True,False
1341271,104,4.390945151387456,1.5980947487866217,46.378910206371586,3.3470801470212592,57329.970738146934,0.1,1.5,221.74273014506653,True,True,True,True,True
1776286,104,3.1499866215476082,0.3,7.488759938774173,-30.0,57936.321,0.1,1.5,159.07432438815422,True,True,True,True,True
1276047,109,3.2412870914727137,3.2004745683567615,47.6427483368739,6.565659764683673,57032.600470190184,0.1,1.5,171.78821584805382,True,True,True,True,True
1311449,104,3.452731497407778,2.793843182899706,43.775281724171336,2.2597590379128576,56922.54644916136,0.1,1.5,174.3629406190928,True,True,True,True,True
1619020,120,3.8099045515384513,7.682559984465024,41.97742844600693,0.669282089225657,57594.090241589634,0.1,1.5,222.8794162649994,True,True,True,True,True
1320474,130,4.767171458734923,10.0,10.073218559496823,-30.0,57379.218,0.1,1.5,302.71538762966765,True,True,False,True,False
1264509,62,11.712614190630628,6.179873465314387,52.05169946036975,6.539634436587562,56773.988378794245,0.1,1.5,345.52211862360355,True,False,True,True,False
1290568,101,6.819459620061517,2.036922590474806,44.390513389777716,2.7317284368214274,56881.519470189436,0.1,1.5,334.1535213830143,True,True,True,True,True
1300521,105,4.472213140745973,7.615102515349211,46.44151894996838,3.507800603399083,56844.269,0.1,1.5,228.08287017804463,True,True,True,True,True
1295711,102,4.056710886038223,4.629898215857009,44.446311877970395,2.8478036599276564,56827.179,0.1,1.5,200.80718885889206,True,True,True,True,True
1319998,103,5.395331692050672,0.7619536007437311,42.82525292098227,2.035913695125295,57006.47493909936,0.1,1.5,269.7665846025336,True,True,True,True,True
1273257,108,15.954838640331808,10.0,73.60339342248446,27.644226739390945,57398.23938549665,0.1,1.5,837.6290286174199,True,False,False,True,False
1277914,75,8.993345131575868,6.196998953878889,51.00212455413063,6.195308975835182,57199.388,0.1,1.5,323.76042473673124,True,True,True,True,True
1325370,5,7.168278258659966,0.92683915714009,40.98641008784449,3.133314051509231,57018.236869331406,0.1,1.5,7.168278258659966,False,True,True,True,False
1641264,112,5.676422135341888,0.3,47.24218373239105,3.538589785975539,58023.738878217955,0.1,1.5,309.3650063761329,True,True,True,True,True
1340595,89,3.255095063811925,5.9440579324371745,50.935398875370154,5.124958384652643,57228.236,0.1,1.5,139.96908774391278,True,True,True,True,True
1252240,98,10.047128618623931,10.0,11.396474061493663,-30.0,56983.169,0.1,1.5,477.23860938463673,True,False,False,True,False
1277923,99,26.893576746924925,10.0,66.24685705209225,24.40957855956063,57420.37534515254,0.1,1.5,1290.8916838523965,True,False,False,True,False
1280304,77,13.602307018115047,6.700947388711041,47.70044555507599,5.315225634840296,57198.388,0.1,1.5,503.28535967025675,True,False,True,True,False
1305120,73,4.739197632135109,1.387124817109272,45.773707286553474,3.452950788128014,56950.119643786464,0.1,1.5,165.8719171247288,True,True,True,True,True
1899141,98,3.3807985898650523,9.770950408028817,41.99692331274669,1.2375953321875315,57935.214,0.1,1.5,160.58793301858998,True,True,False,True,False
1370257,120,5.130956739749161,1.8636958874580836,48.10833139670005,2.90635509277827,57626.910914587,0.1,1.5,300.1609692753259,True,True,True,True,True
1248608,207,5.129121806887956,0.3,7.234500943790806,-30.0,56486.218,0.1,1.5,523.1704243025715,True,True,True,True,True
1255192,174,4.353505634598362,1.1270046914502314,45.808422889040216,3.568503869923866,56553.64395713302,0.1,1.5,372.2247317581599,True,True,True,True,True
1264049,91,3.920621847730845,2.8549292494290466,46.384005306160844,4.1844807322158815,56612.31305680756,0.1,1.5,172.50736130015719,True,True,True,True,True
1610062,113,3.3893710309964025,2.213299031540414,46.423729544419615,3.495240479423174,57677.062579740144,0.1,1.5,186.41540670480214,True,True,True,True,True
1248408,112,6.4312316423238025,1.5290725489807537,41.62654219040859,0.727876633825403,56570.63786691845,0.1,1.5,350.50212450664725,True,True,True,True,True
1915102,71,3.5548814324689224,0.3101605446079147,50.86067116822688,6.1049125045303825,58072.81576074926,0.1,1.5,120.86596870394337,True,True,True,True,True
1643253,108,4.234137131717055,0.3,10.002909500016045,-30.0,57651.026,0.1,1.5,222.29219941514535,True,True,True,True,True
1249860,77,3.7416060329593352,3.3005153570720323,46.2100614438714,4.030993236744813,56486.218,0.1,1.5,138.4394232194954,True,True,True,True,True
1298277,95,3.9295922943106016,4.63247475485653,42.89539240996775,2.120101953914471,56840.328,0.1,1.5,180.76124553828768,True,True,True,True,True
1250023,75,9.823956585390322,3.891105075083216,48.958162908101215,5.556020907253512,56484.233,0.1,1.5,353.6624370740516,True,True,True,True,True
1279514,41,22.20222585680744,0.9999357641183084,45.093358446751864,0.0027529663582051,57595.33808765436,0.1,1.5,421.8422912793414,True,False,True,True,False
1906545,28,9.143809887199838,1.0761434540201076,45.4848389758971,3.3408654389172696,58084.16423013342,0.1,1.5,114.29762358999797,True,True,True,True,True
1920365,71,11.58951022885146,2.0852288584082257,43.848117364011465,2.6453888203689147,58090.30113697319,0.1,1.5,394.0433477809496,True,False,True,True,False
1263893,73,4.378197091262678,1.0930611821611471,45.55732132474871,3.9615936837308894,56642.10208886952,0.1,1.5,153.23689819419374,True,True,True,True,True
1304705,129,12.473582147240572,5.618869370535064,41.91932614381756,2.498235015375812,56926.40547808683,0.1,1.5,785.835675276156,True,False,True,True,False
1291783,98,4.599941425819634,1.9745087591383517,45.303867257321116,3.8124643518525403,56859.57657817844,0.1,1.5,218.49721772643264,True,True,True,True,True
1291882,80,6.949252370730291,6.518288603131037,52.318841018796945,6.661625642788152,56870.291,0.1,1.5,267.5462162731162,True,True,True,True,True
1273120,91,4.941827830864394,3.1476256448430187,39.68973070881283,1.0298314983160743,57198.403,0.1,1.5,217.44042455803336,True,True,True,True,True
1413048,117,4.752618284803847,1.760886151376806,45.84114583696127,3.4533550869894114,57619.930171422835,0.1,1.5,270.8992422338193,True,True,True,True,True
1385196,30,4.3988478066021335,0.3163420758277578,48.4193152637183,4.914135500589751,57697.14724556022,0.1,1.5,59.38444538912881,True,True,True,True,True
1290105,50,4.417911558735799,3.2613020304502833,47.0391841661973,4.026267300134158,56835.288,0.1,1.5,103.82092163029128,True,True,True,True,True
1370473,112,3.3753533398790228,0.3,45.58321128870782,3.478295275408641,57668.631292622464,0.1,1.5,183.95675702340674,True,True,True,True,True
