Z,N,A,element,is_estimated,mass_excess_keV,mass_excess_unc_keV,mass_excess_MeV,mass_excess_unc_MeV,E_exp_MeV,E_exp_unc_MeV,BE_per_A_MeV
21,15,36,Sc,True,16150.0,300.0,16.15,0.3,33549.93768712,0.3,7.166
11,26,37,Na,True,53134.0,687.0,53.134,0.687,34518.41578954,0.687,6.403
12,25,37,Mg,False,28211.478,698.947,28.211478,0.698947,34493.49326754,0.698947,7.0551115
13,24,37,Al,False,9809.564,180.244,9.809564,0.180244,34475.09135354,0.180244,7.5313159999999995
14,23,37,Si,False,-6571.512,113.809,-6.571511999999999,0.113809,34458.71027754,0.113809,7.9529033
15,22,37,P  p,False,-18996.012,37.948,-18.996012,0.037948,34446.28577754,0.037948,8.2675561
16,21,37,S,False,-26896.426,0.198,-26.896425999999998,0.00019800000000000002,34438.38536354,0.00019800000000000002,8.459936299999999
17,20,37,Cl,False,-31761.552,0.052,-31.761552,5.2e-05,34433.52023754,5.2e-05,8.5702816
18,19,37,Ar,False,-30947.679,0.207,-30.947679,0.000207,34434.33411054,0.000207,8.527140600000001
19,18,37,K,False,-24800.201,0.094,-24.800201,9.4e-05,34440.48158854,9.4e-05,8.339848
20,17,37,Ca,False,-13136.07,0.634,-13.13607,0.000634,34452.14571954,0.000634,8.0034567
21,16,37,Sc,True,3780.0,300.0,3.78,0.3,34469.06178954,0.3,7.525
22,15,37,Ti,True,25170.0,400.0,25.17,0.4,34490.45178954,0.4,6.926
11,27,38,Na,True,61905.0,715.0,61.905,0.715,35458.68089196,0.715,6.216
12,26,38,Mg,True,34074.0,503.0,34.074,0.503,35430.84989196,0.503,6.928
13,25,38,Al,True,16470.0,150.0,16.47,0.15,35413.24589196,0.15,7.37
14,24,38,Si,False,-4170.299,104.793,-4.170299,0.10479300000000001,35392.605592960004,0.10479300000000001,7.8928297
15,23,38,P,False,-14621.565,72.581,-14.621565,0.072581,35382.15432696,0.072581,8.147274900000001
16,22,38,S,False,-26861.216,7.172,-26.861216,0.0071719999999999996,35369.914675960004,0.0071719999999999996,8.4487829
17,21,38,Cl,False,-29798.116,0.098,-29.798116,9.800000000000001e-05,35366.977775960004,9.800000000000001e-05,8.5054817
18,20,38,Ar,False,-34714.827,0.195,-34.714827,0.000195,35362.06106496,0.000195,8.6142807
19,19,38,K,False,-28800.76,0.195,-28.800759999999997,0.000195,35367.97513196,0.000195,8.4380593
20,18,38,Ca,False,-22058.503,0.194,-22.058503,0.000194,35374.71738896,0.000194,8.240043400000001
21,17,38,Sc,True,-4249.0,200.0,-4.249,0.2,35392.52689196,0.2,7.751
22,16,38,Ti,True,11370.0,300.0,11.37,0.3,35408.145891960005,0.3,7.319
11,28,39,Na,True,69977.0,743.0,69.977,0.743,36398.246994379995,0.743,6.056
12,27,39,Mg,True,42775.0,513.0,42.775,0.513,36371.04499438,0.513,6.734
13,26,39,Al,True,21490.0,300.0,21.49,0.3,36349.759994379994,0.3,7.26
14,25,39,Si,False,2320.352,135.532,2.3203519999999997,0.135532,36330.59034638,0.135532,7.7309792999999996
15,24,39,P,False,-12774.636,112.645,-12.774636000000001,0.112645,36315.495358379994,0.112645,8.0979701
16,23,39,S  2,False,-23162.672,50.0,-23.162671999999997,0.05,36305.10732238,0.05,8.3442698
17,22,39,Cl,False,-29800.218,1.732,-29.800218,0.001732,36298.46977638,0.001732,8.4944032
18,21,39,Ar,False,-33242.195,5.0,-33.242195,0.005,36295.02779938,0.005,8.5625988
19,20,39,K,False,-33807.19535,0.00456,-33.80719535,4.5599999999999995e-06,36294.46279903,4.5599999999999995e-06,8.5570258
20,19,39,Ca,False,-27282.707,0.596,-27.282707,0.000596,36300.98728738,0.000596,8.3696711
21,18,39,Sc 2,False,-14172.726,24.0,-14.172726,0.024,36314.09726838,0.024,8.013457500000001
22,17,39,Ti,True,2500.0,200.0,2.5,0.2,36330.769994379996,0.2,7.566
23,16,39,V,True,22570.0,400.0,22.57,0.4,36350.839994379996,0.4,7.031
12,28,40,Mg,True,49550.0,500.0,49.55,0.5,37309.3140968,0.5,6.598
13,27,40,Al,True,28820.0,300.0,28.82,0.3,37288.5840968,0.3,7.097
14,26,40,Si,False,5666.876,121.991,5.666876,0.121991,37265.4309728,0.121991,7.6558247
15,25,40,P,False,-8139.189,83.607,-8.139189,0.083607,37251.6249078,0.083607,7.9814177
16,24,40,S,False,-22837.85,3.982,-22.83785,0.003982,37236.926246799994,0.003982,8.329325500000001
17,23,40,Cl,False,-27557.818,32.066,-27.557818,0.032066000000000004,37232.2062788,0.032066000000000004,8.427766
18,22,40,Ar,False,-35039.89997,0.00218,-35.03989997,2.18e-06,37224.72419683,2.18e-06,8.595259400000002
19,21,40,K,False,-33535.497,0.056,-33.53549700000001,5.6e-05,37226.2285998,5.6e-05,8.538090700000001
20,20,40,Ca,False,-34846.402,0.02,-34.846402000000005,2e-05,37224.917694799995,2e-05,8.5513046
21,19,40,Sc,False,-20523.353,2.828,-20.523353,0.002828,37239.2407438,0.002828,8.1736697
22,18,40,Ti,False,-8993.439,68.244,-8.993439,0.068244,37250.7706578,0.068244,7.8658632
23,17,40,V,True,12470.0,300.0,12.47,0.3,37272.2340968,0.3,7.31
12,29,41,Mg,True,58100.0,500.0,58.1,0.5,38249.35819922,0.5,6.425
13,28,41,Al,True,34590.0,400.0,34.59,0.4,38225.848199219996,0.4,6.98
14,27,41,Si,True,13200.0,300.0,13.2,0.3,38204.45819922,0.3,7.482
15,26,41,P,False,-4979.767,120.163,-4.979767,0.12016299999999999,38186.27843222,0.12016299999999999,7.9065513
16,25,41,S,False,-19008.58,4.099,-19.008580000000002,0.004099,38172.24961922,0.004099,8.2296358
17,24,41,Cl,False,-27307.192,68.723,-27.307192,0.06872299999999999,38163.95100722,0.06872299999999999,8.4129593
18,23,41,Ar,False,-33067.51,0.347,-33.06751,0.000347,38158.19068922,0.000347,8.534373299999999
19,22,41,K,False,-35559.5488,0.00376,-35.559548799999995,3.76e-06,38155.698650419996,3.76e-06,8.5760731
20,21,41,Ca,False,-35137.908,0.138,-35.137908,0.00013800000000000002,38156.12029122,0.00013800000000000002,8.5467075
21,20,41,Sc,False,-28642.36,0.077,-28.64236,7.7e-05,38162.61583922,7.7e-05,8.3691979
22,19,41,Ti,False,-15697.539,27.945,-15.697539,0.027945,38175.56066022,0.027945,8.0343889
23,18,41,V,True,310.0,200.0,0.31,0.2,38191.56819922,0.2,7.625
24,17,41,Cr,True,20410.0,400.0,20.41,0.4,38211.66819922,0.4,7.116
13,29,42,Al,True,41990.0,500.0,41.99,0.5,39164.74230164,0.5,6.829
14,28,42,Si,True,16840.0,300.0,16.84,0.3,39139.59230164,0.3,7.41
15,27,42,P,False,1091.842,95.009,1.0918420000000002,0.095009,39123.84414364,0.095009,7.7659122
16,26,42,S,False,-17637.748,2.794,-17.637748,0.002794,39105.11455364,0.002794,8.1932275
17,25,42,Cl,False,-24831.77,59.616,-24.83177,0.059616,39097.920531640004,0.059616,8.3458864
18,24,42,Ar,False,-34422.678,5.775,-34.422678,0.005775000000000001,39088.32962364,0.005775000000000001,8.555614100000001
19,23,42,K,False,-35022.031,0.106,-35.022031000000005,0.000106,39087.73027064,0.000106,8.5512571
20,22,42,Ca,False,-38547.293,0.148,-38.547292999999996,0.000148,39084.20500864,0.000148,8.6165646
21,21,42,Sc,False,-32121.003,0.154,-32.121003,0.000154,39090.63129864,0.000154,8.4449303
22,20,42,Ti,False,-25104.353,0.269,-25.104353,0.00026900000000000003,39097.64794864,0.00026900000000000003,8.25924
23,19,42,V,True,-7620.0,196.0,-7.62,0.196,39115.13230164,0.196,7.824
24,18,42,Cr,True,7060.0,300.0,7.06,0.3,39129.81230164,0.3,7.456
13,30,43,Al,True,48270.0,600.0,48.27,0.6,40102.51640406,0.6,6.712
14,29,43,Si,True,24330.0,400.0,24.33,0.4,40078.576404060004,0.4,7.251
15,28,43,P,True,5040.0,300.0,5.04,0.3,40059.28640406,0.3,7.681
16,27,43,S,False,-12195.461,4.97,-12.195461,0.00497,40042.05094306,0.00497,8.0638276
17,26,43,Cl,False,-24159.51,61.859,-24.159509999999997,0.061859000000000004,40030.086894060005,0.061859000000000004,8.3238672
18,25,43,Ar,False,-32009.811,5.31,-32.009811,0.00531,40022.23659306,0.00531,8.4882382
19,24,43,K,False,-36575.394,0.41,-36.575394,0.00041,40017.67101006,0.00041,8.5762204
20,23,43,Ca,False,-38408.873,0.227,-38.408873,0.00022700000000000002,40015.83753106,0.00022700000000000002,8.600665300000001
21,22,43,Sc,False,-36188.15,1.863,-36.18815,0.001863,40018.05825406,0.001863,8.5308265
22,21,43,Ti,False,-29315.591,5.719,-29.315591,0.005719,40024.930813060004,0.005719,8.3528054
23,20,43,V,False,-17916.358,42.849,-17.916358,0.042849,40036.33004606,0.042849,8.0695129
24,19,43,Cr,True,-1970.0,200.0,-1.97,0.2,40052.27640406,0.2,7.68
25,18,43,Mn,True,17370.0,400.0,17.37,0.4,40071.616404060005,0.4,7.213
14,30,44,Si,True,29310.0,500.0,29.31,0.5,41015.050506479995,0.5,7.156
15,29,44,P,True,11110.0,400.0,11.11,0.4,40996.85050648,0.4,7.552
16,28,44,S,False,-9204.236,5.216,-9.204236000000002,0.005216,40976.53627048,0.005216,7.9960154
17,27,44,Cl,False,-20478.973,85.566,-20.478973000000003,0.085566,40965.26153348,0.085566,8.234478800000002
18,26,44,Ar,False,-32673.26,1.584,-32.67326,0.0015840000000000001,40953.06724647999,0.0015840000000000001,8.4938411
19,25,44,K,False,-35781.498,0.419,-35.781498,0.000419,40949.95900848,0.000419,8.546702300000002
20,24,44,Ca,False,-41468.73,0.325,-41.46873,0.000325,40944.271776479996,0.000325,8.6581769
21,23,44,Sc,False,-37816.035,1.756,-37.81603500000001,0.001756,40947.92447147999,0.001756,8.557380499999999
22,22,44,Ti,False,-37548.586,0.7,-37.548586,0.0007,40948.19192048,0.0007,8.5335215
23,21,44,V,False,-23808.079,7.265,-23.808079000000003,0.007265,40961.932427479995,0.007265,8.2034567
24,20,44,Cr,False,-13421.899,51.232,-13.421899,0.051232,40972.318607479996,0.051232,7.9496265
25,19,44,Mn,True,7460.0,300.0,7.46,0.3,40993.200506479996,0.3,7.457
14,31,45,Si,True,37090.0,600.0,37.09,0.6,41954.324608899995,0.6,7.004
15,30,45,P,True,15960.0,500.0,15.96,0.5,41933.1946089,0.5,7.456
16,29,45,S,True,-3340.0,300.0,-3.34,0.3,41913.8946089,0.3,7.867
17,28,45,Cl,False,-18262.544,136.163,-18.262544000000002,0.136163,41898.9720649,0.136163,8.1815991
18,27,45,Ar,False,-29770.801,0.512,-29.770801,0.000512,41887.4638079,0.000512,8.4199526
19,26,45,K,False,-36615.643,0.522,-36.615643,0.000522,41880.6189659,0.000522,8.5546747
20,25,45,Ca,False,-40812.23,0.365,-40.81223000000001,0.000365,41876.422378899995,0.000365,8.6305467
21,24,45,Sc,False,-41072.321,0.663,-41.072321,0.0006630000000000001,41876.1622879,0.0006630000000000001,8.618941000000001
22,23,45,Ti,False,-39010.266,0.836,-39.010266,0.0008359999999999999,41878.2243429,0.0008359999999999999,8.555732099999998
23,22,45,V,False,-31886.441,0.863,-31.886440999999998,0.0008629999999999999,41885.348167899996,0.0008629999999999999,8.3800394
24,21,45,Cr,False,-19514.801,35.397,-19.514801,0.035397,41897.7198079,0.035397,8.0877286
25,20,45,Mn,True,-4980.0,300.0,-4.98,0.3,41912.254608899995,0.3,7.747
26,19,45,Fe,True,14408.0,283.0,14.408,0.283,41931.6426089,0.283,7.299
15,31,46,P,True,22840.0,500.0,22.84,0.5,42871.56871132,0.5,7.32
16,30,46,S,True,640.0,400.0,0.64,0.4,42849.36871132,0.4,7.785
17,29,46,Cl,False,-13734.949,97.249,-13.734949,0.097249,42834.99376232,0.097249,8.0807757
18,28,46,Ar,False,-29771.255,2.329,-29.771255,0.0023290000000000003,42818.95745632,0.0023290000000000003,8.4123835
19,27,46,K,False,-35413.929,0.727,-35.413928999999996,0.000727,42813.31478232,0.000727,8.5180428
20,26,46,Ca,False,-43139.61,2.234,-43.13961,0.002234,42805.58910132,0.002234,8.6689848
21,25,46,Sc,False,-41761.643,0.671,-41.761643,0.000671,42806.96706832,0.000671,8.6220215
22,24,46,Ti,False,-44128.269,0.09,-44.128269,8.999999999999999e-05,42804.60044232,8.999999999999999e-05,8.6564623
23,23,46,V,False,-37075.897,0.134,-37.075897,0.000134,42811.65281432,0.000134,8.4861423
24,22,46,Cr,False,-29471.57,11.453,-29.47157,0.011453,42819.25714132,0.011453,8.3038233
25,21,46,Mn,False,-12417.748,86.629,-12.417748,0.08662900000000001,42836.31096332,0.08662900000000001,7.9160805
26,20,46,Fe,True,1210.0,300.0,1.21,0.3,42849.93871132,0.3,7.603
15,32,47,P,True,28810.0,600.0,28.81,0.6,43809.03281374,0.6,7.209
16,31,47,S,True,7200.0,400.0,7.2,0.4,43787.42281374,0.4,7.652
17,30,47,Cl,True,-9580.0,200.0,-9.58,0.2,43770.64281374,0.2,7.992
18,29,47,Ar,False,-25367.274,1.211,-25.367274000000002,0.001211,43754.855539740005,0.001211,8.311425
19,28,47,K,False,-35711.982,1.397,-35.711982000000006,0.001397,43744.51083174,0.001397,8.5148795
20,27,47,Ca,False,-42344.665,2.221,-42.344665,0.002221,43737.878148740005,0.002221,8.6393548
21,26,47,Sc,False,-44336.842,1.931,-44.336842,0.001931,43735.885971740005,0.001931,8.6650958
22,25,47,Ti,False,-44937.612,0.08,-44.937612,8e-05,43735.28520174,8e-05,8.6612325
23,24,47,V,False,-42007.07,0.11,-42.00707,0.00011,43738.21574374,0.00011,8.5822348
24,23,47,Cr,False,-34563.093,5.197,-34.563093,0.005197,43745.659720740005,0.005197,8.407206700000001
25,22,47,Mn,False,-22566.376,31.671,-22.566376,0.031671,43757.65643774,0.031671,8.1353117
26,21,47,Fe,True,-7130.0,500.0,-7.13,0.5,43773.092813740004,0.5,7.79
27,20,47,Co,True,10620.0,600.0,10.62,0.6,43790.842813740004,0.6,7.396
16,32,48,S,True,12390.0,500.0,12.39,0.5,44724.10691616,0.5,7.552
17,31,48,Cl,True,-4280.0,500.0,-4.28,0.5,44707.436916160004,0.5,7.883
18,30,48,Ar,False,-22354.927,16.767,-22.354927,0.016767,44689.36198916,0.016767,8.2436656
19,29,48,K,False,-32284.482,0.773,-32.284482,0.000773,44679.43243416,0.000773,8.4342324
20,28,48,Ca,False,-44224.868,0.018,-44.224868,1.7999999999999997e-05,44667.492048160006,1.7999999999999997e-05,8.6666916
21,27,48,Sc,False,-44504.083,4.95,-44.504083,0.00495,44667.21283316,0.00495,8.6562097
22,26,48,Ti,False,-48492.952,0.074,-48.492951999999995,7.4e-05,44663.22396416,7.4e-05,8.7230122
23,25,48,V,False,-44478.005,0.972,-44.478004999999996,0.000972,44667.238911160006,0.000972,8.6230686
24,24,48,Cr,False,-42821.313,7.311,-42.821313,0.007311,44668.89560316,0.007311,8.5722553
25,23,48,Mn,False,-29296.644,6.699,-29.296644,0.006699,44682.42027216,0.006699,8.2741924
26,22,48,Fe,False,-18008.575,92.218,-18.008575,0.09221800000000001,44693.70834116,0.09221800000000001,8.0227254
27,21,48,Co,True,1730.0,500.0,1.73,0.5,44713.44691616001,0.5,7.595
28,20,48,Ni,True,18178.0,424.0,18.178,0.424,44729.89491616,0.424,7.236
16,33,49,S,True,20391.0,583.0,20.391,0.583,45663.60201858,0.583,7.4
17,32,49,Cl,True,740.0,400.0,0.74,0.4,45643.951018579995,0.4,7.785
18,31,49,Ar,True,-17060.0,400.0,-17.06,0.4,45626.15101858,0.4,8.132
19,30,49,K,False,-29611.496,0.801,-29.611496,0.0008010000000000001,45613.59952258,0.0008010000000000001,8.3722753
20,29,49,Ca,False,-41300.003,0.178,-41.300003,0.000178,45601.91101558,0.000178,8.594850000000001
21,28,49,Sc,False,-46562.447,2.268,-46.562447,0.0022679999999999996,45596.64857158,0.0022679999999999996,8.6862805
22,27,49,Ti,False,-48564.012,0.078,-48.564012000000005,7.8e-05,45594.647006579995,7.8e-05,8.7111625
23,26,49,V,False,-47962.157,0.824,-47.962157,0.000824,45595.248861579996,0.000824,8.6829135
24,25,49,Cr,False,-45332.352,2.202,-45.332352,0.002202,45597.87866658,0.002202,8.613277700000001
25,24,49,Mn,False,-37619.925,2.214,-37.619925,0.002214,45605.59109358,0.002214,8.439915000000001
26,23,49,Fe,False,-24750.73,24.219,-24.75073,0.024219,45618.46028858,0.024219,8.1613121
27,22,49,Co,True,-9780.0,500.0,-9.78,0.5,45633.43101858,0.5,7.84
28,21,49,Ni,True,8530.0,600.0,8.53,0.6,45651.741018579996,0.6,7.45
17,33,50,Cl,True,7700.0,400.0,7.7,0.4,46582.405120999996,0.4,7.651
18,32,50,Ar,True,-13230.0,500.0,-13.23,0.5,46561.475120999996,0.5,8.054
19,31,50,K,False,-25727.853,7.731,-25.727853,0.007731,46548.977268,0.007731,8.2885833
20,30,50,Ca,False,-39589.23,1.584,-39.58923,0.0015840000000000001,46535.115891,0.0015840000000000001,8.5501639
21,29,50,Sc,False,-44537.12,2.515,-44.53712,0.0025150000000000003,46530.168001,0.0025150000000000003,8.6334747
22,28,50,Ti,False,-51431.867,0.082,-51.431867,8.2e-05,46523.273254,8.2e-05,8.7557227
23,27,50,V,False,-49223.24,0.093,-49.22324,9.3e-05,46525.481881,9.3e-05,8.6959032
24,26,50,Cr,False,-50261.364,0.094,-50.261364,9.4e-05,46524.443757,9.4e-05,8.7010188
25,25,50,Mn,False,-42626.886,0.115,-42.626886,0.000115,46532.078235,0.000115,8.532682300000001
26,24,50,Fe,False,-34476.46,8.383,-34.476459999999996,0.008383,46540.228661,0.008383,8.3540268
27,23,50,Co,False,-17589.403,125.752,-17.589402999999997,0.125752,46557.115718,0.125752,8.0006387
28,22,50,Ni,True,-3460.0,500.0,-3.46,0.5,46571.245121,0.5,7.702
17,34,51,Cl,True,14290.0,700.0,14.29,0.7,47520.48922342,0.7,7.53
18,33,51,Ar,True,-6490.0,400.0,-6.49,0.4,47499.70922342,0.4,7.922
19,32,51,K,False,-22515.457,13.041,-22.515456999999998,0.013041,47483.68376642,0.013041,8.221335
20,31,51,Ca,False,-36332.31,0.522,-36.33231,0.000522,47469.86691342,0.000522,8.4769135
21,30,51,Sc,False,-43250.353,2.515,-43.250353000000004,0.0025150000000000003,47462.94887042,0.0025150000000000003,8.5972213
22,29,51,Ti,False,-49732.965,0.484,-49.73296499999999,0.000484,47456.46625842,0.000484,8.7089912
23,28,51,V,False,-52203.105,0.097,-52.203105,9.7e-05,47453.99611842,9.7e-05,8.7420852
24,27,51,Cr,False,-51450.715,0.167,-51.450714999999995,0.00016700000000000002,47454.74850842,0.00016700000000000002,8.7119923
25,26,51,Mn,False,-48243.225,0.304,-48.243224999999995,0.000304,47457.95599842,0.000304,8.633760200000001
26,25,51,Fe,False,-40189.185,1.398,-40.189184999999995,0.001398,47466.01003842,0.001398,8.4604977
27,24,51,Co,False,-27342.146,48.438,-27.342146,0.048438,47478.85707742,0.048438,8.1932549
28,23,51,Ni,True,-11650.0,500.0,-11.65,0.5,47494.54922342,0.5,7.87
17,35,52,Cl,True,22360.0,700.0,22.36,0.7,48460.05332584,0.7,7.386
18,34,52,Ar,True,-1380.0,600.0,-1.38,0.6,48436.313325840005,0.6,7.827
19,33,52,K,False,-17137.628,33.534,-17.137628,0.033534,48420.555697840005,0.033534,8.1150303
20,32,52,Ca,False,-34266.272,0.671,-34.266272,0.000671,48403.42705384,0.000671,8.429382100000002
21,31,52,Sc,False,-40523.56,3.074,-40.523559999999996,0.003074,48397.16976584,0.003074,8.5346695
22,30,52,Ti,False,-49477.698,2.747,-49.477698,0.002747,48388.21562784,0.002747,8.691819299999999
23,29,52,V,False,-51443.032,0.159,-51.443032,0.00015900000000000002,48386.25029384,0.00015900000000000002,8.714569
24,28,52,Cr,False,-55419.508,0.112,-55.419508,0.000112,48382.27381784,0.000112,8.7759946
25,27,52,Mn,False,-50711.387,0.129,-50.711387,0.000129,48386.98193884,0.000129,8.6704087
26,26,52,Fe,False,-48332.095,0.179,-48.332095,0.000179,48389.361230840004,0.000179,8.6096079
27,25,52,Co,False,-34343.979,5.282,-34.343979,0.005282,48403.349346840005,0.005282,8.325560600000001
28,24,52,Ni,False,-22559.856,82.903,-22.559856,0.082903,48415.13346984,0.082903,8.0838977
29,23,52,Cu,True,-1880.0,600.0,-1.88,0.6,48435.813325840005,0.6,7.671
18,35,53,Ar,True,6791.0,699.0,6.791,0.699,49375.978428259994,0.699,7.677
19,34,53,K,False,-12295.722,111.779,-12.295722,0.11177899999999999,49356.891706259994,0.11177899999999999,8.0228488
20,33,53,Ca,False,-29387.707,43.78,-29.387707,0.04378,49339.799721259995,0.04378,8.330577799999999
21,32,53,Sc,False,-38769.555,17.698,-38.769555,0.017698000000000002,49330.41787326,0.017698000000000002,8.4928325
22,31,53,Ti,False,-46881.433,2.888,-46.881432999999994,0.002888,49322.305995259994,0.002888,8.631125599999999
23,30,53,V,False,-51851.675,3.103,-51.851675,0.0031030000000000003,49317.33575326,0.0031030000000000003,8.7101425
24,29,53,Cr,False,-55287.618,0.116,-55.287618,0.000116,49313.899810259994,0.000116,8.7602103
25,28,53,Mn,False,-54690.35,0.346,-54.690349999999995,0.00034599999999999995,49314.49707826,0.00034599999999999995,8.7341798
26,27,53,Fe,False,-50947.483,1.669,-50.947483,0.0016690000000000001,49318.23994525999,0.0016690000000000001,8.648798500000002
27,26,53,Co,False,-42659.376,1.727,-42.659375999999995,0.001727,49326.52805225999,0.001727,8.477657800000001
28,25,53,Ni,False,-29630.827,25.15,-29.630827,0.02515,49339.556601259996,0.02515,8.2170749
29,24,53,Cu,True,-13140.0,500.0,-13.14,0.5,49356.04742826,0.5,7.891
18,36,54,Ar,True,12560.0,800.0,12.56,0.8,50313.241530679996,0.8,7.578
19,35,54,K,True,-5150.0,400.0,-5.15,0.4,50295.53153068,0.4,7.891
20,34,54,Ca,False,-25160.587,48.438,-25.160587,0.048438,50275.52094368,0.048438,8.2474967
21,33,54,Sc,False,-34437.934,13.973,-34.437934,0.013973000000000001,50266.24359668,0.013973000000000001,8.4048115
22,32,54,Ti,False,-45743.812,15.835,-45.743812,0.015835000000000002,50254.93771868,0.015835000000000002,8.5996917
23,31,54,V,False,-49898.267,11.18,-49.898267,0.011179999999999999,50250.78326368,0.011179999999999999,8.6621382
24,30,54,Cr,False,-56935.379,0.132,-56.935379,0.000132,50243.746151679996,0.000132,8.777967199999999
25,29,54,Mn,False,-55558.247,1.007,-55.558247,0.0010069999999999999,50245.12328368,0.0010069999999999999,8.7379768
26,28,54,Fe,False,-56254.615,0.343,-56.254615,0.00034300000000000004,50244.42691568,0.00034300000000000004,8.7363846
27,27,54,Co,False,-48010.068,0.355,-48.010068,0.00035499999999999996,50252.671462679995,0.00035499999999999996,8.5692199
28,26,54,Ni,False,-39278.312,4.657,-39.278312,0.004657,50261.403218679996,0.004657,8.3930328
29,25,54,Cu,True,-21240.0,400.0,-21.24,0.4,50279.44153068,0.4,8.045
30,24,54,Zn,True,-5702.0,217.0,-5.702,0.217,50294.97953068,0.217,7.742
19,36,55,K,True,470.0,500.0,0.47,0.5,51232.6456331,0.5,7.792
20,35,55,Ca,False,-18650.375,160.217,-18.650375,0.16021700000000003,51213.5252581,0.16021700000000003,8.125926
21,34,55,Sc,False,-30842.108,62.411,-30.842108,0.062411,51201.3335251,0.062411,8.333369399999999
22,33,55,Ti,False,-41832.469,28.876,-41.832468999999996,0.028876000000000002,51190.3431641,0.028876000000000002,8.5189696
