z,residual_mag,err_mag
2.026086800000000132e-01,-7.544065672976785208e-02,1.499999999999999944e-01
1.967160689999999934e-01,-4.952017089514271220e-02,1.499999999999999944e-01
1.266879890000000008e-01,-3.936838612301585272e-02,1.499999999999999944e-01
2.145682590000000112e-01,2.370764120231427796e-02,1.499999999999999944e-01
3.204469890000000154e-01,-3.348938568532133786e-02,1.499999999999999944e-01
2.183474450000000011e-01,1.531636210884812499e-03,1.499999999999999944e-01
1.897065669999999926e-01,5.060280043121423432e-02,1.499999999999999944e-01
9.293681800000000437e-02,-1.035597205337523974e-01,1.499999999999999944e-01
3.796622940000000113e-01,-1.166714187565744965e-01,1.499999999999999944e-01
2.109383950000000008e-01,-1.540098122546211812e-01,1.499999999999999944e-01
3.666028989999999821e-01,3.959131424358233176e-01,1.499999999999999944e-01
4.209268210000000066e-01,3.295632635204697181e-01,1.499999999999999944e-01
2.580282709999999757e-01,2.920407318953266440e-02,1.499999999999999944e-01
1.835684049999999901e-01,-1.012856152640324581e-01,1.499999999999999944e-01
2.125487650000000006e-01,-6.826575667780332424e-02,1.499999999999999944e-01
3.600342120000000201e-01,-2.624215578333277676e-01,1.499999999999999944e-01
3.939744780000000168e-01,1.404715252667898540e-01,1.499999999999999944e-01
1.147126210000000007e-01,-5.847890343421369153e-02,1.499999999999999944e-01
1.437059069999999938e-01,-5.843497363459704275e-02,1.499999999999999944e-01
2.524860600000000121e-01,-4.529200938721089642e-02,1.499999999999999944e-01
3.872971069999999738e-01,2.938299625296210138e-01,1.499999999999999944e-01
3.485838580000000242e-01,-3.988206855341047685e-02,1.499999999999999944e-01
2.554906200000000016e-01,-1.059596167188701088e-01,1.499999999999999944e-01
2.165828220000000082e-01,1.600961435593148963e-01,1.499999999999999944e-01
4.299999999999999933e-01,-5.379392092455859142e-01,1.499999999999999944e-01
6.199999999999999956e-01,4.505551101046378903e-01,1.499999999999999944e-01
5.699999999999999512e-01,-7.431230927400633846e-02,1.499999999999999944e-01
2.999999999999999889e-01,-1.412265473667417837e-02,1.499999999999999944e-01
3.800000000000000044e-01,5.112610822390308840e-01,1.499999999999999944e-01
4.299999999999999933e-01,5.417441307544166307e-01,1.499999999999999944e-01
2.399999999999999911e-01,2.990885893879848823e-01,1.499999999999999944e-01
4.400000000000000022e-01,1.357030919899600008e-01,1.499999999999999944e-01
5.000000000000000000e-01,1.301018911553413204e-01,1.499999999999999944e-01
9.699999999999999734e-01,-1.120060833583046644e+00,1.499999999999999944e-01
4.789999999999999813e-01,2.263227662426814391e-01,1.499999999999999944e-01
8.299999999999999600e-01,1.115000941679511470e-02,1.499999999999999944e-01
4.159999999999999809e-01,6.487505251330674128e-01,1.499999999999999944e-01
5.809999999999999609e-01,-5.485139746181246778e-01,1.499999999999999944e-01
4.500000000000000111e-01,-1.376913532889147973e-01,1.499999999999999944e-01
5.789999999999999591e-01,5.831838651706036103e-01,1.499999999999999944e-01
3.200000000000000067e-01,1.117106091694779479e-01,1.499999999999999944e-01
6.570000000000000284e-01,4.946407613792302982e-02,1.499999999999999944e-01
4.299999999999999933e-01,-9.066054924558386574e-02,1.499999999999999944e-01
4.719999999999999751e-01,-1.194863562683465830e-01,1.499999999999999944e-01
3.739999999999999991e-01,1.672238278923664723e+00,1.499999999999999944e-01
1.799999999999999933e-01,4.232502218777298708e-01,1.499999999999999944e-01
5.500000000000000444e-01,1.870497356663292976e+00,1.499999999999999944e-01
5.919999999999999707e-01,1.492738732528479773e+00,1.499999999999999944e-01
1.719999999999999862e-01,-3.581342815770014454e-01,1.499999999999999944e-01
5.260000000000000231e-01,-4.042734663789246952e-01,1.499999999999999944e-01
7.630000000000000115e-01,1.160505362359820936e+00,1.499999999999999944e-01
5.799999999999999600e-01,6.975631809492810476e-01,1.499999999999999944e-01
4.299999999999999933e-01,-5.486127924558559243e-02,1.499999999999999944e-01
4.500000000000000111e-01,3.012899767110823745e-01,1.499999999999999944e-01
6.560000000000000275e-01,2.229826554701688224e-01,1.499999999999999944e-01
4.949999999999999956e-01,-8.878733644868930242e-02,1.499999999999999944e-01
4.899999999999999911e-01,-3.948197558139483476e-01,1.499999999999999944e-01
5.699999999999999512e-01,1.080440407259928293e-01,1.499999999999999944e-01
3.880000000000000115e-01,6.045213209317239489e-01,1.499999999999999944e-01
4.500000000000000111e-01,4.327645267110824534e-01,1.499999999999999944e-01
4.799999999999999822e-01,2.929890978357008180e-02,1.499999999999999944e-01
6.149999999999999911e-01,-2.140991706717159104e-01,1.499999999999999944e-01
4.000000000000000222e-01,6.347031697476808176e-01,1.499999999999999944e-01
6.550000000000000266e-01,-6.028775412705229542e-01,1.499999999999999944e-01
4.979999999999999982e-01,7.608733264516089889e-01,1.499999999999999944e-01
4.650000000000000244e-01,-2.261962470338616527e-01,1.499999999999999944e-01
4.530000000000000138e-01,8.349918371289675179e-01,1.499999999999999944e-01
4.249999999999999889e-01,-6.256907158709594796e-01,1.499999999999999944e-01
5.140000000000000124e-01,4.839276445131659443e-01,1.499999999999999944e-01
4.229999999999999871e-01,-2.506179802484211905e-01,1.499999999999999944e-01
8.589999999999999858e-01,4.717339987024473658e-01,1.499999999999999944e-01
9.360000000000000542e-01,-5.398702411477813712e-01,1.499999999999999944e-01
5.280000000000000249e-01,8.443232869686312370e-02,1.499999999999999944e-01
9.779999999999999805e-01,-4.629333334342007333e-01,1.499999999999999944e-01
8.850000000000000089e-01,4.848998412610470155e-01,1.499999999999999944e-01
8.149999999999999467e-01,5.907981461585336547e-01,1.499999999999999944e-01
6.979999999999999538e-01,6.872333987559855473e-01,1.499999999999999944e-01
5.679999999999999494e-01,1.547399853634274791e-01,1.499999999999999944e-01
7.109999999999999654e-01,4.374350812167691060e-01,1.499999999999999944e-01
3.396000000000000130e-01,-1.932518768604154502e-01,1.499999999999999944e-01
3.965000000000000191e-01,-1.684930195411737941e-01,1.499999999999999944e-01
8.120000000000000551e-01,1.795966676400482243e-01,1.499999999999999944e-01
7.990000000000000435e-01,-5.304875674634246252e-02,1.499999999999999944e-01
8.820000000000000062e-01,-3.154730477519009924e-01,1.499999999999999944e-01
8.329999999999999627e-01,1.474097167899799388e-01,1.499999999999999944e-01
8.739999999999999991e-01,-3.712045000361925418e-01,1.499999999999999944e-01
7.720000000000000195e-01,1.676042675181932395e-01,1.499999999999999944e-01
1.779999999999999916e-01,-2.854224960215319129e-01,1.499999999999999944e-01
2.600000000000000089e-01,1.897255500925965066e-01,1.499999999999999944e-01
1.859999999999999987e-01,-1.306539066145973038e-01,1.499999999999999944e-01
2.690000000000000169e-01,6.120112389796616981e-02,1.499999999999999944e-01
2.149999999999999967e-01,1.951773570110191258e-01,1.499999999999999944e-01
5.430000000000000382e-01,3.820841425351062526e-02,1.499999999999999944e-01
7.500000000000000000e-01,-2.431898185047742800e-02,1.499999999999999944e-01
6.400000000000000133e-01,-9.434266230048393709e-02,1.499999999999999944e-01
4.299999999999999933e-01,3.273268307544157096e-01,1.499999999999999944e-01
6.400000000000000133e-01,3.057907576995191334e-01,1.499999999999999944e-01
4.969999999999999973e-01,1.067473168945625162e-01,1.499999999999999944e-01
4.400000000000000022e-01,9.681735198996221925e-02,1.499999999999999944e-01
3.549999999999999822e-01,-4.301177545658418921e-02,1.499999999999999944e-01
7.800000000000000266e-01,2.316060022193866530e-01,1.499999999999999944e-01
5.400000000000000355e-01,-1.984733268052707444e-03,1.499999999999999944e-01
8.599999999999999867e-01,2.974417267495965689e-01,1.499999999999999944e-01
4.680000000000000271e-01,4.815000033630312259e-01,1.499999999999999944e-01
8.399999999999999689e-01,3.105219396274065957e-01,1.499999999999999944e-01
