A,Q,Stable
203,81,0
203,81,0
203,82,0
203,82,0
203,82,0
203,82,0
203,83,0
203,83,0
203,83,0
203,84,0
203,84,0
203,84,0
203,85,0
203,85,0
203,85,0
203,86,0
203,86,0
203,87,0
203,87,0
203,87,0
203,88,0
203,88,0
204,77,0
204,78,0
204,78,0
204,78,0
204,78,0
204,79,0
204,79,0
204,80,1
204,80,0
204,81,0
204,81,0
204,81,0
204,81,0
204,81,0
204,82,1
204,82,0
204,82,0
204,82,0
204,83,0
204,83,0
204,83,0
204,84,0
204,84,0
204,85,0
204,85,0
204,86,0
204,87,0
204,87,0
204,87,0
204,88,0
205,77,0
205,78,0
205,79,0
205,79,0
205,79,0
205,80,0
205,80,0
205,80,0
205,81,1
205,81,0
205,81,0
205,82,0
205,82,0
205,82,0
205,82,0
205,83,0
205,83,0
205,83,0
205,83,0
205,84,0
205,84,0
205,84,0
205,84,0
205,84,0
205,85,0
205,85,0
205,86,0
205,86,0
205,87,0
205,87,0
205,87,0
205,88,0
205,88,0
205,89,0
206,78,0
206,79,0
206,80,0
206,80,0
206,80,0
206,81,0
206,81,0
206,82,1
206,82,0
206,82,0
206,83,0
206,83,0
206,83,0
206,83,0
206,83,0
206,84,0
206,84,0
206,84,0
206,85,0
206,85,0
206,86,0
206,87,0
206,87,0
206,87,0
206,88,0
206,89,0
206,89,0
207,78,0
207,79,0
207,80,0
207,81,0
207,81,0
207,82,1
207,82,0
207,83,0
207,83,0
207,84,0
207,84,0
207,84,0
207,84,0
207,85,0
207,85,0
207,86,0
207,86,0
207,87,0
207,88,0
207,88,0
207,89,0
208,78,0
208,79,0
208,80,0
208,80,0
208,81,0
208,81,0
208,82,1
208,82,0
208,83,0
208,83,0
208,84,0
208,84,0
208,85,0
208,85,0
208,86,0
208,86,0
208,87,0
208,87,0
208,88,0
208,88,0
208,89,0
208,89,0
208,90,0
209,79,0
209,80,0
209,81,0
209,81,0
209,82,0
209,83,0
209,84,0
209,84,0
209,85,0
209,85,0
209,86,0
209,86,0
209,86,0
209,87,0
209,87,0
209,88,0
209,88,0
209,89,0
209,90,0
209,90,0
210,79,0
210,80,0
210,80,0
210,80,0
210,81,0
210,81,0
210,82,0
210,82,0
210,82,0
210,83,0
210,83,0
210,84,0
210,84,0
210,84,0
210,85,0
210,85,0
210,85,0
210,86,0
210,86,0
210,86,0
210,86,0
210,87,0
210,87,0
210,88,0
210,88,0
210,89,0
210,90,0
211,80,0
211,81,0
211,81,0
211,82,0
211,82,0
211,83,0
211,83,0
211,84,0
211,84,0
211,84,0
211,84,0
211,85,0
211,85,0
211,86,0
211,86,0
211,86,0
211,87,0
211,87,0
211,87,0
211,88,0
211,88,0
211,89,0
211,90,0
211,91,0
212,80,0
212,81,0
212,82,0
212,82,0
212,83,0
212,83,0
212,83,0
212,84,0
212,84,0
212,85,0
212,85,0
212,85,0
212,86,0
212,86,0
212,86,0
212,86,0
212,86,0
212,87,0
212,87,0
212,87,0
212,87,0
212,87,0
212,88,0
212,88,0
212,88,0
212,89,0
212,90,0
212,91,0
213,80,0
213,81,0
213,81,0
213,81,0
213,82,0
213,82,0
213,83,0
213,83,0
213,84,0
213,85,0
213,85,0
213,85,0
213,86,0
213,86,0
213,86,0
213,86,0
213,87,0
213,87,0
213,87,0
213,87,0
213,88,0
213,88,0
213,89,0
213,90,0
213,90,0
213,90,0
213,91,0
214,80,0
214,81,0
214,82,0
214,82,0
214,83,0
214,83,0
214,84,0
214,85,0
214,85,0
214,85,0
214,86,0
214,86,0
214,87,0
214,87,0
214,87,0
214,87,0
214,88,0
214,88,0
214,88,0
214,88,0
214,88,0
214,88,0
214,88,0
214,89,0
214,90,0
214,90,0
214,91,0
215,80,0
215,81,0
215,82,0
215,83,0
215,83,0
215,84,0
215,85,0
215,86,0
215,87,0
215,88,0
215,88,0
215,88,0
215,88,0
215,89,0
215,89,0
215,89,0
215,90,0
215,90,0
215,91,0
215,92,0
216,80,0
216,81,0
216,82,0
216,82,0
216,83,0
216,83,0
216,84,0
216,85,0
216,85,0
216,86,0
216,87,0
216,87,0
216,88,0
216,89,0
216,89,0
216,89,0
216,90,0
216,90,0
216,90,0
216,90,0
216,91,0
216,92,0
216,92,0
217,81,0
217,82,0
217,83,0
217,83,0
217,84,0
217,85,0
217,86,0
217,87,0
217,88,0
217,89,0
217,89,0
217,90,0
217,90,0
217,90,0
217,91,0
217,91,0
217,92,0
218,81,0
218,82,0
218,83,0
218,84,0
218,85,0
218,86,0
218,87,0
218,87,0
218,88,0
218,89,0
218,89,0
218,89,0
218,90,0
218,91,0
218,91,0
218,92,0
218,92,0
219,82,0
219,83,0
219,84,0
219,85,0
219,86,0
219,87,0
219,88,0
219,88,0
219,89,0
219,90,0
219,91,0
219,92,0
219,93,0
220,82,0
220,83,0
220,84,0
220,85,0
220,86,0
220,87,0
220,88,0
220,89,0
220,90,0
220,91,0
220,91,0
220,91,0
220,92,0
220,93,0
221,83,0
221,84,0
221,85,0
221,86,0
221,87,0
221,88,0
221,89,0
221,90,0
221,91,0
221,92,0
221,93,0
221,94,0
222,83,0
222,84,0
222,85,0
222,86,0
222,87,0
222,88,0
222,89,0
222,89,0
222,90,0
222,91,0
222,92,0
222,93,0
222,94,0
223,83,0
223,84,0
223,85,0
223,86,0
223,87,0
223,88,0
223,89,0
223,90,0
223,91,0
223,92,0
223,93,0
223,94,0
223,95,0
224,83,0
224,84,0
224,85,0
224,86,0
224,87,0
224,88,0
224,89,0
224,90,0
224,91,0
224,92,0
224,93,0
224,94,0
224,95,0
225,84,0
225,85,0
225,86,0
225,87,0
225,88,0
225,89,0
225,90,0
225,91,0
225,92,0
225,93,0
225,94,0
225,95,0
226,84,0
226,85,0
226,86,0
226,87,0
226,88,0
226,89,0
226,90,0
226,91,0
226,92,0
226,93,0
226,94,0
226,95,0
227,84,0
227,85,0
227,86,0
227,87,0
227,88,0
227,89,0
227,90,0
227,91,0
227,92,0
227,93,0
227,94,0
227,95,0
228,85,0
228,86,0
228,87,0
228,87,0
228,88,0
228,89,0
228,89,0
228,90,0
228,91,0
228,92,0
228,93,0
228,94,0
228,95,0
229,85,0
229,86,0
229,87,0
229,88,0
229,89,0
229,90,0
229,90,0
229,91,0
229,91,0
229,92,0
229,93,0
229,93,0
229,94,0
229,95,0
229,95,0
230,86,0
230,87,0
230,88,0
230,89,0
230,90,0
230,91,0
230,92,0
230,93,0
230,94,0
230,95,0
231,86,0
231,87,0
231,88,0
231,88,0
231,89,0
231,90,0
231,91,0
231,92,0
231,93,0
231,94,0
231,95,0
231,96,0
232,87,0
232,88,0
232,89,0
232,90,0
232,91,0
232,92,0
232,93,0
232,94,0
232,95,0
232,96,0
233,87,0
233,88,0
233,89,0
233,90,0
233,90,0
233,91,0
233,92,0
233,93,0
233,93,0
233,94,0
233,95,0
233,96,0
233,97,0
234,88,0
234,89,0
234,89,0
234,89,0
234,90,0
234,91,0
234,91,0
234,92,0
234,92,0
234,93,0
234,94,0
234,95,0
234,96,0
234,97,0
235,88,0
235,89,0
235,90,0
235,91,0
235,92,0
235,92,0
235,92,0
235,93,0
235,94,0
235,95,0
235,96,0
235,97,0
236,89,0
236,90,0
236,91,0
236,92,0
236,92,0
236,92,0
236,93,0
236,93,0
236,93,0
236,94,0
236,94,0
236,95,0
236,95,0
236,96,0
236,97,0
237,89,0
237,90,0
237,91,0
237,92,0
237,92,0
237,93,0
237,93,0
237,94,0
237,94,0
237,94,0
237,95,0
237,96,0
237,96,0
237,97,0
237,98,0
238,90,0
238,91,0
238,92,0
238,92,0
238,93,0
238,93,0
238,94,0
238,95,0
238,95,0
238,96,0
238,97,0
238,98,0
239,90,0
239,91,0
239,92,0
239,92,0
239,92,0
239,93,0
239,94,0
239,94,0
239,94,0
239,95,0
239,95,0
239,96,0
239,96,0
239,97,0
239,97,0
239,98,0
239,99,0
240,91,0
240,92,0
240,93,0
240,93,0
240,94,0
240,94,0
240,95,0
240,95,0
240,96,0
240,97,0
240,97,0
240,98,0
240,99,0
241,91,0
241,92,0
241,93,0
241,94,0
241,94,0
241,94,0
241,95,0
241,95,0
241,96,0
241,97,0
241,97,0
241,98,0
241,98,0
241,99,0
241,99,0
241,100,0
242,92,0
242,93,0
242,93,0
242,94,0
242,95,0
242,95,0
242,95,0
242,96,0
242,96,0
242,97,0
242,97,0
242,97,0
242,98,0
242,99,0
242,100,0
243,92,0
243,93,0
243,93,0
243,94,0
243,94,0
243,95,0
243,95,0
243,96,0
243,96,0
243,96,0
243,97,0
243,97,0
243,98,0
243,99,0
243,99,0
243,100,0
244,93,0
244,94,0
244,94,0
244,95,0
244,95,0
244,95,0
244,95,0
244,96,0
244,96,0
244,96,0
244,97,0
244,97,0
244,97,0
244,98,0
244,99,0
244,100,0
244,101,0
244,101,0
245,93,0
245,94,0
245,94,0
245,94,0
245,95,0
245,95,0
245,96,0
245,96,0
245,97,0
245,97,0
245,98,0
245,98,0
245,99,0
245,99,0
245,99,0
245,99,0
245,100,0
245,101,0
245,101,0
246,94,0
246,95,0
246,95,0
246,95,0
246,96,0
246,96,0
246,97,0
246,98,0
246,99,0
246,99,0
246,99,0
246,100,0
246,101,0
246,101,0
247,94,0
247,95,0
247,96,0
247,96,0
247,96,0
247,97,0
247,98,0
247,99,0
247,99,0
247,100,0
247,100,0
247,101,0
247,101,0
248,95,0
248,96,0
248,96,0
248,97,0
248,97,0
248,97,0
248,98,0
248,99,0
248,100,0
248,100,0
248,101,0
248,102,0
249,95,0
249,96,0
249,96,0
249,97,0
249,97,0
249,98,0
249,98,0
249,99,0
249,100,0
249,101,0
249,101,0
249,102,0
250,96,0
250,97,0
250,97,0
250,97,0
250,97,0
250,98,0
250,99,0
250,99,0
250,100,0
250,100,0
250,101,0
250,101,0
250,102,0
250,102,0
251,96,0
251,97,0
251,97,0
251,98,0
251,98,0
251,99,0
251,99,0
251,100,0
251,100,0
251,101,0
251,101,0
251,102,0
251,102,0
251,102,0
251,103,0
252,96,0
252,97,0
252,98,0
252,99,0
252,100,0
252,101,0
252,101,0
252,102,0
252,102,0
252,103,0
252,103,0
253,97,0
253,98,0
253,99,0
253,99,0
253,100,0
253,100,0
253,100,0
253,101,0
253,101,0
253,102,0
253,102,0
253,102,0
253,102,0
253,103,0
253,103,0
253,104,0
253,104,0
254,97,0
254,98,0
254,99,0
254,99,0
254,100,0
254,101,0
254,101,0
254,102,0
254,102,0
254,102,0
254,103,0
254,103,0
254,104,0
254,104,0
254,104,0
255,98,0
255,99,0
255,100,0
255,100,0
255,101,0
255,101,0
255,102,0
255,102,0
255,102,0
255,103,0
255,103,0
255,103,0
255,103,0
255,104,0
255,104,0
255,104,0
255,104,0
255,105,0
255,105,0
256,98,0
256,99,0
256,99,0
256,100,0
256,101,0
256,101,0
256,101,0
256,102,0
256,103,0
256,103,0
256,104,0
256,104,0
256,104,0
256,104,0
256,105,0
257,99,0
257,100,0
257,101,0
257,102,0
257,102,0
257,103,0
257,103,0
257,103,0
257,104,0
257,104,0
257,104,0
257,105,0
257,105,0
258,99,0
258,100,0
258,101,0
258,101,0
258,102,0
258,103,0
258,103,0
258,104,0
258,104,0
258,104,0
258,105,0
258,105,0
258,106,0
259,100,0
259,101,0
259,102,0
259,102,0
259,103,0
259,103,0
259,104,0
259,104,0
259,104,0
259,105,0
259,106,0
259,106,0
260,100,0
260,101,0
260,102,0
260,103,0
260,104,0
260,105,0
260,105,0
260,106,0
260,107,0
261,101,0
261,102,0
261,103,0
261,104,0
261,104,0
261,104,0
261,105,0
261,105,0
261,106,0
261,106,0
261,107,0
262,101,0
262,102,0
262,103,0
262,104,0
262,104,0
262,105,0
262,105,0
262,106,0
262,106,0
262,107,0
262,107,0
263,102,0
263,103,0
263,104,0
263,104,0
263,105,0
263,105,0
263,106,0
263,106,0
263,106,0
263,107,0
263,108,0
263,108,0
264,102,0
264,103,0
264,104,0
264,105,0
264,106,0
264,107,0
264,107,0
264,108,0
265,103,0
265,104,0
265,105,0
265,106,0
265,106,0
265,107,0
265,108,0
265,108,0
265,109,0
266,103,0
266,104,0
266,105,0
266,106,0
266,107,0
266,108,0
266,108,0
266,109,0
266,109,0
267,104,0
267,104,0
267,105,0
267,106,0
267,106,0
267,107,0
267,108,0
267,108,0
267,109,0
267,110,0
268,104,0
268,105,0
268,105,0
268,106,0
268,107,0
268,108,0
268,109,0
268,110,0
269,105,0
269,106,0
269,107,0
269,108,0
269,109,0
269,110,0
270,105,0
270,106,0
270,107,0
270,107,0
270,108,0
270,109,0
270,110,0
270,110,0
271,106,0
271,107,0
271,108,0
271,109,0
271,110,0
271,110,0
272,106,0
272,107,0
272,108,0
272,109,0
272,110,0
272,111,0
273,106,0
273,107,0
273,108,0
273,108,0
273,109,0
273,110,0
273,110,0
273,111,0
274,107,0
274,108,0
274,109,0
274,110,0
274,111,0
275,107,0
275,108,0
275,108,0
275,109,0
275,110,0
275,111,0
276,107,0
276,108,0
276,109,0
276,109,0
276,110,0
276,111,0
276,112,0
277,107,0
277,108,0
277,108,0
277,108,0
277,109,0
277,110,0
277,111,0
277,112,0
278,107,0
278,108,0
278,109,0
278,109,0
278,110,0
278,111,0
278,112,0
278,113,0
279,108,0
279,109,0
279,110,0
279,110,0
279,111,0
279,111,0
279,112,0
279,113,0
280,108,0
280,109,0
280,110,0
280,111,0
280,112,0
280,113,0
281,109,0
281,110,0
281,110,0
281,110,0
281,111,0
281,112,0
281,113,0
282,109,0
282,110,0
282,111,0
282,112,0
282,113,0
283,110,0
283,111,0
283,112,0
283,113,0
284,110,0
284,111,0
284,112,0
284,113,0
284,114,0
285,111,0
285,112,0
285,112,0
285,113,0
285,114,0
286,111,0
286,112,0
286,113,0
286,114,0
287,112,0
287,113,0
287,114,0
287,115,0
288,112,0
288,113,0
288,114,0
288,115,0
289,113,0
289,114,0
289,114,0
289,115,0
289,116,0
290,113,0
290,114,0
290,115,0
290,116,0
291,114,0
291,115,0
291,116,0
291,117,0
292,115,0
292,116,0
292,117,0
293,116,0
293,116,0
293,117,0
293,118,0
294,117,0
294,118,0
295,118,0
