source,snid,ra,dec,z_helio,band,mjd,mag,mag_err,flux_nu_jy,flux_nu_jy_err,zp,zpsys,wavelength_eff_nm
osc,SN2011fe,,,,b,55956.5001,14.713,0.011,0.004729620000462316,4.7917551037800495e-05,,AB,438.0
osc,SN2011fe,,,,ic,55956.5001,15.029,0.016,0.0035352998019397524,5.209810318855218e-05,,AB,550.0
osc,SN2011fe,,,,rc,55956.5001,14.871,0.01,0.0040890860410224585,3.7661874248113414e-05,,AB,550.0
osc,SN2011fe,,,,v,55956.5001,14.597,0.007,0.005262913703565951,3.393125859072613e-05,,AB,545.0
osc,SN2011fe,,,,b,55957.24,14.777,0.559,0.004458884767917289,0.0022956926133093493,,AB,438.0
osc,SN2011fe,,,,i,55957.24,14.981,0.21,0.0036951004489751567,0.0007146957897177674,,AB,763.0
osc,SN2011fe,,,,r,55957.24,14.939,0.348,0.003840840291995688,0.0012310655348480876,,AB,623.0
osc,SN2011fe,,,,v,55957.24,14.512,0.055,0.005691493561787389,0.00028831326110935105,,AB,545.0
osc,SN2011fe,,,,b,55957.2971,14.62,0.011,0.005152597861253095,5.2202898112263276e-05,,AB,438.0
osc,SN2011fe,,,,ic,55957.2971,15.009,0.016,0.003601025932445257,5.3066679241813975e-05,,AB,550.0
osc,SN2011fe,,,,rc,55957.2971,14.872,0.01,0.004085321587458696,3.762720234947666e-05,,AB,550.0
osc,SN2011fe,,,,v,55957.2971,14.627,0.007,0.005119484694121519,3.30065375933871e-05,,AB,545.0
osc,SN2011fe,,,,b,55958.4763,14.676,0.011,0.004893575001294253,4.957864053748525e-05,,AB,438.0
osc,SN2011fe,,,,ic,55958.4763,15.009,0.016,0.003601025932445257,5.3066679241813975e-05,,AB,550.0
osc,SN2011fe,,,,rc,55958.4763,14.91,0.01,0.003944811439353562,3.6333056059711593e-05,,AB,550.0
osc,SN2011fe,,,,v,55958.4763,14.649,0.007,0.005016793775368565,3.234446477300914e-05,,AB,545.0
osc,SN2011fe,,,,b,55959.2779,14.658,0.011,0.004975379918158134,5.040743677874457e-05,,AB,438.0
osc,SN2011fe,,,,ic,55959.2779,15.054,0.016,0.003454826553693233,5.091220557704981e-05,,AB,550.0
osc,SN2011fe,,,,rc,55959.2779,14.916,0.01,0.003923071730079935,3.613282593771368e-05,,AB,550.0
osc,SN2011fe,,,,v,55959.2779,14.659,0.007,0.004970799533574361,3.2047928937556224e-05,,AB,545.0
osc,SN2011fe,,,,1,55960.0,16.8565,,0.0006567895722128473,,,AB,550.0
osc,SN2011fe,,,,2,55960.0,18.4063,,0.0001575818696490274,,,AB,550.0
osc,SN2011fe,,,,i1,55961.0,14.06,0.05,0.008630307080734916,0.00039744032864122365,,AB,550.0
osc,SN2011fe,,,,i2,55961.0,15.2,0.03,0.003020134252873798,8.344939331409502e-05,,AB,550.0
osc,SN2011fe,,,,b,55961.16,14.829,1.216,0.004250365217582148,0.004760312939671448,,AB,438.0
osc,SN2011fe,,,,i,55961.16,15.082,0.176,0.0033668692323101314,0.0005457762044681841,,AB,763.0
osc,SN2011fe,,,,r,55961.16,15.05,0.346,0.0034675780798438306,0.001105040073609079,,AB,623.0
osc,SN2011fe,,,,v,55961.16,14.626,0.108,0.005124202085883425,0.0005097129697343882,,AB,545.0
osc,SN2011fe,,,,b,55963.2727,14.754,0.011,0.004554348384949714,4.6141808677741576e-05,,AB,438.0
osc,SN2011fe,,,,ic,55963.2727,15.119,0.016,0.0032540651887145193,4.795367676905542e-05,,AB,550.0
osc,SN2011fe,,,,rc,55963.2727,15.026,0.01,0.003545081704261568,3.2651409142714455e-05,,AB,550.0
osc,SN2011fe,,,,v,55963.2727,14.745,0.007,0.004592257677667754,2.9607379400998638e-05,,AB,545.0
osc,SN2011fe,,,,b,55966.4,14.716,0.033,0.00471656961552811,0.00014335599810554465,,AB,438.0
osc,SN2011fe,,,,i,55966.4,15.034,0.053,0.0035190565748126116,0.00017178205686400357,,AB,763.0
osc,SN2011fe,,,,r,55966.4,14.951,0.032,0.003798623484760907,0.00011195716876681678,,AB,623.0
osc,SN2011fe,,,,v,55966.4,14.623,0.024,0.005138380358474024,0.00011358295694933463,,AB,545.0
osc,SN2011fe,,,,b,55966.95,14.79,0.03,0.004405814916038329,0.00012173716497792805,,AB,438.0
osc,SN2011fe,,,,i,55966.95,15.15,0.04,0.003162468795130525,0.00011650965607562222,,AB,763.0
osc,SN2011fe,,,,r,55966.95,15.12,0.02,0.003251069463710575,5.988691266742495e-05,,AB,623.0
osc,SN2011fe,,,,u,55966.95,16.24,0.15,0.0011588473951870877,0.0001601006842327661,,AB,355.1
osc,SN2011fe,,,,v,55966.95,14.74,0.03,0.004613454576012206,0.00012747446080717048,,AB,545.0
osc,SN2011fe,,,,b,55967.57,14.804,0.021,0.004349368941785673,8.412425355001063e-05,,AB,438.0
osc,SN2011fe,,,,i,55967.57,15.547,0.029,0.0021939475908631136,5.860031180336663e-05,,AB,763.0
osc,SN2011fe,,,,r,55967.57,15.172,0.02,0.003099033343028792,5.7086303826796806e-05,,AB,623.0
osc,SN2011fe,,,,v,55967.57,14.78,0.021,0.004446581419531393,8.600450956773725e-05,,AB,545.0
osc,SN2011fe,,,,b,55971.2467,14.869,0.011,0.004096625357707487,4.1504445313050114e-05,,AB,438.0
osc,SN2011fe,,,,ic,55971.2467,15.177,0.016,0.003084794578203874,4.545921286861502e-05,,AB,550.0
osc,SN2011fe,,,,rc,55971.2467,15.132,0.01,0.0032153351549598624,2.9614331187161125e-05,,AB,550.0
osc,SN2011fe,,,,v,55971.2467,14.895,0.007,0.003999689232944876,2.5786949452285456e-05,,AB,545.0
osc,SN2011fe,,,,b,55972.9831,14.844,0.011,0.004192048020541716,4.247120803734404e-05,,AB,438.0
osc,SN2011fe,,,,ic,55972.9831,15.212,0.016,0.00298693828118957,4.4017149183746325e-05,,AB,550.0
osc,SN2011fe,,,,rc,55972.9831,15.179,0.01,0.00307911740706847,2.835971936437736e-05,,AB,550.0
osc,SN2011fe,,,,v,55972.9831,14.755,0.007,0.004550155606212271,2.9335937315069452e-05,,AB,545.0
osc,SN2011fe,,,,b,55973.17,14.792,0.044,0.004397706575390302,0.00017821924742785866,,AB,438.0
osc,SN2011fe,,,,i,55973.17,15.174,0.056,0.0030933299672620527,0.00015954748253537774,,AB,763.0
osc,SN2011fe,,,,r,55973.17,15.165,0.06,0.0031190780965860932,0.00017236662549800116,,AB,623.0
osc,SN2011fe,,,,v,55973.17,14.754,0.039,0.004554348384949714,0.00016359368531199288,,AB,545.0
osc,SN2011fe,,,,b,55973.91,14.89,0.03,0.004018150959622903,0.00011102561401232899,,AB,438.0
osc,SN2011fe,,,,i,55973.91,15.16,0.04,0.0031334751069418687,0.00011544148912819636,,AB,763.0
osc,SN2011fe,,,,r,55973.91,15.32,0.04,0.0027041217972526457,9.962352863990738e-05,,AB,623.0
osc,SN2011fe,,,,u,55973.91,15.7,0.14,0.0019055758881669233,0.0002457140354850747,,AB,355.1
osc,SN2011fe,,,,v,55973.91,14.86,0.02,0.004130724674824878,7.609076047611554e-05,,AB,545.0
osc,SN2011fe,,,,b,55973.9804,14.873,0.011,0.004081560599488587,4.135181860715075e-05,,AB,438.0
osc,SN2011fe,,,,ic,55973.9804,15.268,0.016,0.0028367838703568732,4.180439201235002e-05,,AB,550.0
osc,SN2011fe,,,,rc,55973.9804,15.227,0.01,0.0029459559515838197,2.713325703493597e-05,,AB,550.0
osc,SN2011fe,,,,v,55973.9804,14.887,0.007,0.004029268873916841,2.5977656445288307e-05,,AB,545.0
osc,SN2011fe,,,,b,55974.15,15.093,0.03,0.003332930433174188,9.209227117695688e-05,,AB,438.0
osc,SN2011fe,,,,i,55974.15,15.378,0.058,0.0025634582515119044,0.00013693987354949835,,AB,763.0
osc,SN2011fe,,,,r,55974.15,15.394,0.242,0.0025259587200614437,0.0005630115377713182,,AB,623.0
osc,SN2011fe,,,,v,55974.15,14.864,0.031,0.004115534521207819,0.00011750696863412035,,AB,545.0
osc,SN2011fe,,,,b,55976.4711,14.917,0.011,0.003919460110953549,3.97095178658923e-05,,AB,438.0
osc,SN2011fe,,,,ic,55976.4711,15.35,0.016,0.0026304269710322853,3.87634043629339e-05,,AB,550.0
osc,SN2011fe,,,,rc,55976.4711,15.313,0.01,0.0027216122366945984,2.5066975060492664e-05,,AB,550.0
osc,SN2011fe,,,,v,55976.4711,14.951,0.007,0.003798623484760907,2.449063066774117e-05,,AB,545.0
osc,SN2011fe,,,,b,55977.9281,14.947,0.011,0.003812643941634624,3.862732326156856e-05,,AB,438.0
osc,SN2011fe,,,,ic,55977.9281,15.339,0.016,0.002657212268355947,3.915812709143871e-05,,AB,550.0
osc,SN2011fe,,,,rc,55977.9281,15.348,0.01,0.002635276862121028,2.427179687452802e-05,,AB,550.0
osc,SN2011fe,,,,v,55977.9281,15.003,0.007,0.0036209810243335596,2.3345327400205343e-05,,AB,545.0
osc,SN2011fe,,,,b,55978.17,14.884,0.046,0.004040417550623512,0.00017118265607628477,,AB,438.0
osc,SN2011fe,,,,i,55978.17,15.242,0.054,0.002905535920620291,0.00014450926387634669,,AB,763.0
osc,SN2011fe,,,,r,55978.17,15.34,0.048,0.002654766012128288,0.00011736623318234587,,AB,623.0
osc,SN2011fe,,,,v,55978.17,14.894,0.026,0.00400337477986317,9.586835533372507e-05,,AB,545.0
osc,SN2011fe,,,,b,55978.2251,14.925,0.011,0.0038906865973177434,3.9418002626180483e-05,,AB,438.0
osc,SN2011fe,,,,ic,55978.2251,15.34,0.016,0.002654766012128288,3.912207772744862e-05,,AB,550.0
osc,SN2011fe,,,,rc,55978.2251,15.335,0.01,0.0026670198552784822,2.4564160645933483e-05,,AB,550.0
osc,SN2011fe,,,,v,55978.2251,14.984,0.007,0.003684904601692498,2.3757457933894465e-05,,AB,545.0
osc,SN2011fe,,,,b,55979.4503,15.031,0.011,0.0035287935333757504,3.5751528499301075e-05,,AB,438.0
osc,SN2011fe,,,,ic,55979.4503,15.381,0.016,0.00255638493125748,3.7672280541875735e-05,,AB,550.0
osc,SN2011fe,,,,rc,55979.4503,15.365,0.01,0.002594336159980184,2.3894719072743154e-05,,AB,550.0
osc,SN2011fe,,,,v,55979.4503,15.02,0.007,0.0035647267811055637,2.2982642890956902e-05,,AB,545.0
osc,SN2011fe,,,,b,55980.4166,15.016,0.011,0.0035778839414036426,3.624888180293076e-05,,AB,438.0
osc,SN2011fe,,,,ic,55980.4166,15.409,0.016,0.00249130126714787,3.671317222330793e-05,,AB,550.0
osc,SN2011fe,,,,rc,55980.4166,15.372,0.01,0.002577663660170545,2.374115967464467e-05,,AB,550.0
osc,SN2011fe,,,,v,55980.4166,15.031,0.007,0.0035287935333757504,2.2750972681373414e-05,,AB,545.0
osc,SN2011fe,,,,b,55980.91,15.0,0.03,0.0036309999999999997,0.00010032823767193657,,AB,438.0
osc,SN2011fe,,,,i,55980.91,15.32,0.03,0.0027041217972526457,7.471764647993052e-05,,AB,763.0
osc,SN2011fe,,,,r,55980.91,15.48,0.03,0.0023335991015780975,6.447972605181632e-05,,AB,623.0
osc,SN2011fe,,,,u,55980.91,16.19,0.19,0.0012134621903348184,0.00021235159622864114,,AB,355.1
osc,SN2011fe,,,,v,55980.91,14.97,0.02,0.003732727178497222,6.875937565937145e-05,,AB,545.0
osc,SN2011fe,,,,1,55981.0,17.1898,,0.0004831769954624932,,,AB,550.0
osc,SN2011fe,,,,2,55981.0,18.6933,,0.00012097795777244014,,,AB,550.0
osc,SN2011fe,,,,i1,55981.0,14.38,0.03,0.006427265627650546,0.00017759191227529402,,AB,550.0
osc,SN2011fe,,,,i2,55981.0,15.49,0.03,0.002312204536416639,6.388857237007394e-05,,AB,550.0
osc,SN2011fe,,,,b,55981.4421,15.001,0.011,0.0036276572650335813,3.675315398021465e-05,,AB,438.0
osc,SN2011fe,,,,ic,55981.4421,15.415,0.016,0.0024775717984284002,3.651084729525558e-05,,AB,550.0
osc,SN2011fe,,,,rc,55981.4421,15.411,0.01,0.0024867163447859788,2.290350394403535e-05,,AB,550.0
osc,SN2011fe,,,,v,55981.4421,15.062,0.007,0.003429464004735483,2.2110571543938042e-05,,AB,545.0
osc,SN2011fe,,,,b,55982.5305,15.019,0.011,0.0035680115282540293,3.614886068898998e-05,,AB,438.0
osc,SN2011fe,,,,ic,55982.5305,15.509,0.016,0.0022720937597399704,3.348281101479713e-05,,AB,550.0
osc,SN2011fe,,,,rc,55982.5305,15.449,0.01,0.002401188467868292,2.211576308633097e-05,,AB,550.0
osc,SN2011fe,,,,v,55982.5305,15.061,0.007,0.003432624112873372,2.2130945514031588e-05,,AB,545.0
osc,SN2011fe,,,,b,55982.57,15.08,0.024,0.0033730769503979483,7.456124835367808e-05,,AB,438.0
osc,SN2011fe,,,,i,55982.57,16.033,0.051,0.0014022525837892796,6.586764027932982e-05,,AB,763.0
osc,SN2011fe,,,,r,55982.57,15.57,0.03,0.0021479602936911426,5.935033623115605e-05,,AB,623.0
osc,SN2011fe,,,,v,55982.57,15.087,0.022,0.0033513998733556835,6.790857382364819e-05,,AB,545.0
osc,SN2011fe,,,,b,55983.4508,15.047,0.011,0.00347717260137541,3.522853750985513e-05,,AB,438.0
osc,SN2011fe,,,,ic,55983.4508,15.428,0.016,0.0024480836247693393,3.607629350909895e-05,,AB,550.0
osc,SN2011fe,,,,rc,55983.4508,15.439,0.01,0.002423406391210128,2.232039772266775e-05,,AB,550.0
osc,SN2011fe,,,,v,55983.4508,15.073,0.007,0.003394894236214705,2.1887692009678285e-05,,AB,545.0
osc,SN2011fe,,,,b,55984.2964,15.108,0.011,0.0032872009132756436,3.330386321057361e-05,,AB,438.0
osc,SN2011fe,,,,ic,55984.2964,15.397,0.016,0.0025189888718238477,3.712119184434869e-05,,AB,550.0
osc,SN2011fe,,,,rc,55984.2964,15.494,0.01,0.002303701732461616,2.1217877071482702e-05,,AB,550.0
osc,SN2011fe,,,,v,55984.2964,15.076,0.007,0.0033855267444100373,2.1827297558111407e-05,,AB,545.0
osc,SN2011fe,,,,b,55984.9177,15.032,0.011,0.003525544890706159,3.571861528409383e-05,,AB,438.0
osc,SN2011fe,,,,ic,55984.9177,15.448,0.016,0.0024034010629582062,3.541782694434311e-05,,AB,550.0
osc,SN2011fe,,,,rc,55984.9177,15.457,0.01,0.002383560879586619,2.19534069983197e-05,,AB,550.0
osc,SN2011fe,,,,v,55984.9177,15.061,0.007,0.003432624112873372,2.2130945514031588e-05,,AB,545.0
osc,SN2011fe,,,,b,55985.9378,15.067,0.011,0.003413707048925757,3.4585544235902636e-05,,AB,438.0
osc,SN2011fe,,,,ic,55985.9378,15.447,0.016,0.0024056156968622782,3.545046299563242e-05,,AB,550.0
osc,SN2011fe,,,,rc,55985.9378,15.526,0.01,0.0022367953380862003,2.0601646406223448e-05,,AB,550.0
osc,SN2011fe,,,,v,55985.9378,15.107,0.007,0.0032902299319043852,2.121289630243239e-05,,AB,545.0
osc,SN2011fe,,,,b,55986.1371,15.044,0.011,0.0034867936702092568,3.532601216042727e-05,,AB,438.0
osc,SN2011fe,,,,ic,55986.1371,15.475,0.016,0.002344370505624832,3.454792050372258e-05,,AB,550.0
osc,SN2011fe,,,,rc,55986.1371,15.519,0.01,0.0022512630789418776,2.0734899223917785e-05,,AB,550.0
osc,SN2011fe,,,,v,55986.1371,15.021,0.007,0.0035614450579282133,2.29614848397279e-05,,AB,545.0
osc,SN2011fe,,,,b,55987.11,15.1,0.02,0.003311511357701308,6.1000293500188046e-05,,AB,438.0
osc,SN2011fe,,,,b,55987.11,15.17,0.04,0.0031047472344842815,0.00011438311519420797,,AB,438.0
osc,SN2011fe,,,,i,55987.11,15.43,0.03,0.0024435782389683543,6.75185619193581e-05,,AB,763.0
osc,SN2011fe,,,,i,55987.11,15.59,0.04,0.002108755600019881,7.768942734997589e-05,,AB,763.0
osc,SN2011fe,,,,r,55987.11,15.61,0.03,0.002070266472651395,5.720357662142961e-05,,AB,623.0
osc,SN2011fe,,,,r,55987.11,15.64,0.04,0.0020138459637501728,7.419282713147801e-05,,AB,623.0
osc,SN2011fe,,,,u,55987.11,16.45,0.15,0.0009550503078572131,0.0001319450761158836,,AB,355.1
osc,SN2011fe,,,,v,55987.11,15.1,0.03,0.003311511357701308,9.150044025028206e-05,,AB,545.0
osc,SN2011fe,,,,v,55987.11,15.19,0.02,0.0030480792110519285,5.6147694029065795e-05,,AB,545.0
osc,SN2011fe,,,,b,55987.4295,15.097,0.011,0.00332067405463039,3.3642992138289744e-05,,AB,438.0
osc,SN2011fe,,,,ic,55987.4295,15.492,0.016,0.0023079492187543077,3.4011196585541916e-05,,AB,550.0
osc,SN2011fe,,,,rc,55987.4295,15.56,0.01,0.0021678351255859105,1.9966499376971972e-05,,AB,550.0
osc,SN2011fe,,,,v,55987.4295,15.185,0.007,0.0030621485054420786,1.97424010032618e-05,,AB,545.0
osc,SN2011fe,,,,b,55987.9416,15.055,0.011,0.003451646005765956,3.496991801234418e-05,,AB,438.0
osc,SN2011fe,,,,ic,55987.9416,15.534,0.016,0.002220374591519329,3.272064918588897e-05,,AB,550.0
osc,SN2011fe,,,,rc,55987.9416,15.529,0.01,0.0022306233749732583,2.0544800525189975e-05,,AB,550.0
osc,SN2011fe,,,,v,55987.9416,15.15,0.007,0.003162468795130525,2.0389189813233888e-05,,AB,545.0
osc,SN2011fe,,,,b,55988.1716,15.091,0.011,0.0033390755760674368,3.38294248416669e-05,,AB,438.0
osc,SN2011fe,,,,ic,55988.1716,15.482,0.016,0.0023293044099462167,3.432589831287969e-05,,AB,550.0
osc,SN2011fe,,,,rc,55988.1716,15.542,0.01,0.0022040743928243315,2.0300275363068836e-05,,AB,550.0
osc,SN2011fe,,,,v,55988.1716,15.227,0.007,0.0029459559515838197,1.899327992445518e-05,,AB,545.0
osc,SN2011fe,,,,b,55988.58,15.166,0.038,0.003116206642051124,0.00010906503060227444,,AB,438.0
osc,SN2011fe,,,,i,55988.58,16.118,0.133,0.0012966604036301046,0.00015883769273515396,,AB,763.0
osc,SN2011fe,,,,r,55988.58,15.735,0.059,0.0018451269359373932,0.00010026605794596083,,AB,623.0
osc,SN2011fe,,,,v,55988.58,15.186,0.039,0.0030593294608589035,0.00010989211601364709,,AB,545.0
osc,SN2011fe,,,,b,55991.4039,15.148,0.011,0.0031682996466982877,3.209922996115343e-05,,AB,438.0
osc,SN2011fe,,,,ic,55991.4039,15.522,0.016,0.002245051195161471,3.308429705591852e-05,,AB,550.0
osc,SN2011fe,,,,rc,55991.4039,15.638,0.01,0.002017559023911603,1.8582405330777903e-05,,AB,550.0
osc,SN2011fe,,,,v,55991.4039,15.265,0.007,0.00284463303288411,1.8340026926360705e-05,,AB,545.0
osc,SN2011fe,,,,b,55994.1171,15.139,0.011,0.0031946718054734168,3.236641617568244e-05,,AB,438.0
osc,SN2011fe,,,,ic,55994.1171,15.569,0.016,0.0021499395495732814,3.1682680049188944e-05,,AB,550.0
osc,SN2011fe,,,,rc,55994.1171,15.697,0.01,0.0019108484699136335,1.7599564807174458e-05,,AB,550.0
osc,SN2011fe,,,,v,55994.1171,15.271,0.007,0.0028289563659316366,1.8238955719389432e-05,,AB,545.0
osc,SN2011fe,,,,b,55996.0112,15.209,0.011,0.002995202909409179,3.034552210667107e-05,,AB,438.0
osc,SN2011fe,,,,ic,55996.0112,15.65,0.016,0.0019953829129770316,2.9405049281510077e-05,,AB,550.0
osc,SN2011fe,,,,rc,55996.0112,15.778,0.01,0.0017734798110536395,1.6334352702632034e-05,,AB,550.0
osc,SN2011fe,,,,v,55996.0112,15.348,0.007,0.002635276862121028,1.6990257812169615e-05,,AB,545.0
osc,SN2011fe,,,,b,55996.0924,15.211,0.011,0.002989690620317995,3.0289675042036684e-05,,AB,438.0
osc,SN2011fe,,,,ic,55996.0924,15.601,0.016,0.0020874988692716006,3.0762520179370974e-05,,AB,550.0
osc,SN2011fe,,,,rc,55996.0924,15.685,0.01,0.0019320850893977258,1.779516130097309e-05,,AB,550.0
osc,SN2011fe,,,,v,55996.0924,15.299,0.007,0.0027569332352795337,1.7774605435816606e-05,,AB,545.0
osc,SN2011fe,,,,b,55997.9772,15.241,0.011,0.002908213250866365,2.9464197306247645e-05,,AB,438.0
osc,SN2011fe,,,,ic,55997.9772,15.656,0.016,0.001984386431881654,2.924299914745819e-05,,AB,550.0
osc,SN2011fe,,,,rc,55997.9772,15.741,0.01,0.0018349585099487512,1.6900592445082248e-05,,AB,550.0
osc,SN2011fe,,,,v,55997.9772,15.303,0.007,0.002746795004665641,1.7709241847510127e-05,,AB,545.0
osc,SN2011fe,,,,b,55998.146,15.267,0.011,0.0028393978484542635,2.8767002699292678e-05,,AB,438.0
osc,SN2011fe,,,,ic,55998.146,15.649,0.016,0.001997221575162379,2.9432144808799885e-05,,AB,550.0
osc,SN2011fe,,,,rc,55998.146,15.748,0.01,0.001823166150161402,1.6791980797651956e-05,,AB,550.0
osc,SN2011fe,,,,v,55998.146,15.341,0.007,0.0026523220079486126,1.7100151928503035e-05,,AB,545.0
osc,SN2011fe,,,,b,55998.9536,15.259,0.011,0.0028603965721156034,2.897974863082049e-05,,AB,438.0
osc,SN2011fe,,,,ic,55998.9536,15.649,0.016,0.001997221575162379,2.9432144808799885e-05,,AB,550.0
osc,SN2011fe,,,,rc,55998.9536,15.808,0.01,0.001725147562626926,1.588919624367909e-05,,AB,550.0
osc,SN2011fe,,,,v,55998.9536,15.356,0.007,0.0026159307857278953,1.686552904825951e-05,,AB,545.0
osc,SN2011fe,,,,b,56000.0221,15.26,0.011,0.0028577632623829024,2.8953069583983177e-05,,AB,438.0
osc,SN2011fe,,,,ic,56000.0221,15.7,0.016,0.0019055758881669233,2.8081604055437104e-05,,AB,550.0
osc,SN2011fe,,,,rc,56000.0221,15.785,0.01,0.0017620825440886614,1.6229379994574303e-05,,AB,550.0
osc,SN2011fe,,,,v,56000.0221,15.365,0.007,0.002594336159980184,1.6726303350920208e-05,,AB,545.0
osc,SN2011fe,,,,b,56000.4059,15.382,0.011,0.0025540314976861935,2.5875849355881738e-05,,AB,438.0
osc,SN2011fe,,,,ic,56000.4059,15.627,0.016,0.0020381035662686525,3.0034604093876492e-05,,AB,550.0
osc,SN2011fe,,,,rc,56000.4059,15.782,0.01,0.0017669580908017844,1.6274285439301634e-05,,AB,550.0
osc,SN2011fe,,,,v,56000.4059,15.36,0.007,0.0026063110716063134,1.68035084593209e-05,,AB,545.0
osc,SN2011fe,,,,b,56001.0933,15.283,0.011,0.0027978617365024953,2.8346184797607957e-05,,AB,438.0
osc,SN2011fe,,,,ic,56001.0933,15.737,0.016,0.0018417312150502154,2.71407541828892e-05,,AB,550.0
osc,SN2011fe,,,,rc,56001.0933,15.798,0.01,0.001741110156489381,1.6036217166371918e-05,,AB,550.0
osc,SN2011fe,,,,v,56001.0933,15.358,0.007,0.00261111649862629,1.6834490192261573e-05,,AB,545.0
osc,SN2011fe,,,,b,56001.3645,15.405,0.011,0.002500496488026067,2.533346612901626e-05,,AB,438.0
osc,SN2011fe,,,,ic,56001.3645,15.695,0.016,0.001914371626826267,2.8211222850437913e-05,,AB,550.0
osc,SN2011fe,,,,rc,56001.3645,15.853,0.01,0.001655107661042443,1.5244104910466289e-05,,AB,550.0
osc,SN2011fe,,,,v,56001.3645,15.421,0.007,0.002463917992300928,1.5885466350409422e-05,,AB,545.0
osc,SN2011fe,,,,b,56002.0688,15.319,0.011,0.0027066135327791074,2.7421715081521747e-05,,AB,438.0
osc,SN2011fe,,,,ic,56002.0688,15.684,0.016,0.0019338654252769427,2.849849408063539e-05,,AB,550.0
osc,SN2011fe,,,,rc,56002.0688,15.82,0.01,0.001706185508345536,1.57145492695956e-05,,AB,550.0
osc,SN2011fe,,,,v,56002.0688,15.298,0.007,0.0027594736343449252,1.779098399386764e-05,,AB,545.0
osc,SN2011fe,,,,b,56003.0702,15.356,0.011,0.0026159307857278953,2.6502974218693518e-05,,AB,438.0
osc,SN2011fe,,,,ic,56003.0702,15.809,0.016,0.0017235593745024906,2.5399309584765293e-05,,AB,550.0
osc,SN2011fe,,,,rc,56003.0702,15.973,0.01,0.0014819250828886036,1.3649034419173059e-05,,AB,550.0
osc,SN2011fe,,,,v,56003.0702,15.495,0.007,0.0023015809215738998,1.483884057693957e-05,,AB,545.0
osc,SN2011fe,,,,b,56003.2429,15.371,0.011,0.0025800388697945556,2.6139339780110262e-05,,AB,438.0
osc,SN2011fe,,,,ic,56003.2429,15.785,0.016,0.0017620825440886614,2.5967007991318884e-05,,AB,550.0
osc,SN2011fe,,,,rc,56003.2429,15.897,0.01,0.0015893745293411323,1.4638680393781278e-05,,AB,550.0
osc,SN2011fe,,,,v,56003.2429,15.5,0.007,0.0022910061178075805,1.4770662297501309e-05,,AB,545.0
osc,SN2011fe,,,,b,56003.9444,15.42,0.011,0.0024661883900329966,2.4985877942981842e-05,,AB,438.0
osc,SN2011fe,,,,ic,56003.9444,15.712,0.016,0.0018846306460256032,2.7772943560565077e-05,,AB,550.0
osc,SN2011fe,,,,rc,56003.9444,15.872,0.01,0.0016263958179843017,1.4979659063194044e-05,,AB,550.0
osc,SN2011fe,,,,v,56003.9444,15.452,0.007,0.0023945628967225767,1.543831752464413e-05,,AB,545.0
osc,SN2011fe,,,,b,56007.1146,15.355,0.011,0.0026183412569131064,2.6527395604773416e-05,,AB,438.0
osc,SN2011fe,,,,ic,56007.1146,15.807,0.016,0.0017267372142005179,2.544613996119155e-05,,AB,550.0
osc,SN2011fe,,,,rc,56007.1146,15.932,0.01,0.0015389561620666626,1.4174310070184106e-05,,AB,550.0
osc,SN2011fe,,,,v,56007.1146,15.507,0.007,0.0022762829683359563,1.4675738644914511e-05,,AB,545.0
osc,SN2011fe,,,,b,56007.9561,15.443,0.011,0.002414494658219697,2.4462149391373886e-05,,AB,438.0
osc,SN2011fe,,,,ic,56007.9561,15.849,0.016,0.0016612165490846734,2.448059175780724e-05,,AB,550.0
osc,SN2011fe,,,,rc,56007.9561,16.005,0.01,0.0014388855423815002,1.325262560164918e-05,,AB,550.0
osc,SN2011fe,,,,v,56007.9561,15.56,0.007,0.0021678351255859105,1.3976549563880382e-05,,AB,545.0
osc,SN2011fe,,,,b,56008.2058,15.444,0.011,0.002412271850254872,2.443962929164255e-05,,AB,438.0
osc,SN2011fe,,,,ic,56008.2058,15.845,0.016,0.0016673479846106662,2.4570947930868393e-05,,AB,550.0
osc,SN2011fe,,,,rc,56008.2058,15.976,0.01,0.0014778360244074862,1.3611372798761053e-05,,AB,550.0
osc,SN2011fe,,,,v,56008.2058,15.508,0.007,0.002274187399437107,1.4662228012932582e-05,,AB,545.0
osc,SN2011fe,,,,b,56009.0779,15.361,0.011,0.0026039116755301795,2.638120411321534e-05,,AB,438.0
osc,SN2011fe,,,,ic,56009.0779,15.631,0.016,0.0020306087297215056,2.9924156100866015e-05,,AB,550.0
osc,SN2011fe,,,,rc,56009.0779,15.909,0.01,0.0015719048318197598,1.447777853341397e-05,,AB,550.0
osc,SN2011fe,,,,v,56009.0779,15.436,0.007,0.002430111770084043,1.56675095810937e-05,,AB,545.0
osc,SN2011fe,,,,b,56009.2159,15.466,0.011,0.0023638844778169814,2.394939870479814e-05,,AB,438.0
osc,SN2011fe,,,,ic,56009.2159,15.768,0.016,0.0017898896177046169,2.6376788171721363e-05,,AB,550.0
osc,SN2011fe,,,,rc,56009.2159,16.012,0.01,0.0014296385452877856,1.3167457610997396e-05,,AB,550.0
osc,SN2011fe,,,,v,56009.2159,15.533,0.007,0.0022224205741586374,1.4328474956378654e-05,,AB,545.0
osc,SN2011fe,,,,b,56010.2001,15.529,0.011,0.0022306233749732583,2.259928057770897e-05,,AB,438.0
