source,snid,ra,dec,z_helio,band,mjd,mag,mag_err,flux_nu_jy,flux_nu_jy_err,zp,zpsys,wavelength_eff_nm
osc,SN2011fe,,,,g,54975.239,21.61,,8.241879277190155e-06,,,AB,468.6
osc,SN2011fe,,,,g,54975.3,21.5854,,8.430750732002111e-06,,,AB,468.6
osc,SN2011fe,,,,g,54975.354,21.75,,7.244797465651983e-06,,,AB,468.6
osc,SN2011fe,,,,g,54975.397,21.46,,9.462943540045959e-06,,,AB,468.6
osc,SN2011fe,,,,g,54975.432,21.389,,1.0102439282018368e-05,,,AB,468.6
osc,SN2011fe,,,,g,54975.459,21.5,,9.120659632811291e-06,,,AB,468.6
osc,SN2011fe,,,,g,54975.481,20.562,,2.1638455014183082e-05,,,AB,468.6
osc,SN2011fe,,,,g,55245.519,21.567,,8.574844417345208e-06,,,AB,468.6
osc,SN2011fe,,,,g,55562.564,21.371,,1.027131974371957e-05,,,AB,468.6
osc,SN2011fe,,,,g,55563.572,21.524,,8.921261075149353e-06,,,AB,468.6
osc,SN2011fe,,,,g,55566.396,20.438,,2.4256394591903433e-05,,,AB,468.6
osc,SN2011fe,,,,g,55569.449,21.6347,,8.056496985160081e-06,,,AB,468.6
osc,SN2011fe,,,,g,55596.444,20.154,,3.150839265062851e-05,,,AB,468.6
osc,SN2011fe,,,,g,55598.299,19.5044,,5.7314729742897254e-05,,,AB,468.6
osc,SN2011fe,,,,g,55598.362,21.05,,1.3804676980399579e-05,,,AB,468.6
osc,SN2011fe,,,,g,55624.439,21.49,,9.2050520573379e-06,,,AB,468.6
osc,SN2011fe,,,,g,55629.216,20.451,,2.396769386624839e-05,,,AB,468.6
osc,SN2011fe,,,,g,55629.26,20.691,,1.921437440256276e-05,,,AB,468.6
osc,SN2011fe,,,,g,55630.278,21.338,,1.0588300272430558e-05,,,AB,468.6
osc,SN2011fe,,,,g,55630.322,21.0863,,1.3350767993818601e-05,,,AB,468.6
osc,SN2011fe,,,,g,55631.187,21.036,,1.3983833646994484e-05,,,AB,468.6
osc,SN2011fe,,,,g,55632.216,20.491,,2.310075897762441e-05,,,AB,468.6
osc,SN2011fe,,,,g,55632.261,20.5,,2.291006117807576e-05,,,AB,468.6
osc,SN2011fe,,,,g,55649.259,21.65,,7.943762456560822e-06,,,AB,468.6
osc,SN2011fe,,,,g,55649.303,20.804,,1.7315149631075552e-05,,,AB,468.6
osc,SN2011fe,,,,g,55650.236,21.2502,,1.1480115273903284e-05,,,AB,468.6
osc,SN2011fe,,,,g,55650.28,21.389,,1.0102439282018368e-05,,,AB,468.6
osc,SN2011fe,,,,g,55653.297,21.7,,7.586234251131023e-06,,,AB,468.6
osc,SN2011fe,,,,g,55653.341,21.6944,,7.625463540165789e-06,,,AB,468.6
osc,SN2011fe,,,,g,55654.286,21.5891,,8.402069099746351e-06,,,AB,468.6
osc,SN2011fe,,,,g,55654.333,21.144,,1.2659782631642834e-05,,,AB,468.6
osc,SN2011fe,,,,g,55655.309,21.205,,1.196812864916351e-05,,,AB,468.6
osc,SN2011fe,,,,g,55655.352,21.682,,7.71305181539835e-06,,,AB,468.6
osc,SN2011fe,,,,g,55656.28,21.658,,7.88544576219653e-06,,,AB,468.6
osc,SN2011fe,,,,g,55656.324,21.552,,8.694132385666914e-06,,,AB,468.6
osc,SN2011fe,,,,g,55657.273,19.439,,6.0873216321143105e-05,,,AB,468.6
osc,SN2011fe,,,,g,55657.319,21.136,,1.2753407861808876e-05,,,AB,468.6
osc,SN2011fe,,,,g,55662.447,21.2,,1.2023371021032871e-05,,,AB,468.6
osc,SN2011fe,,,,g,55662.494,20.8782,,1.6171348963652145e-05,,,AB,468.6
osc,SN2011fe,,,,g,55685.312,21.56,,8.630307080734917e-06,,,AB,468.6
osc,SN2011fe,,,,g,55685.356,21.758,,7.191612008276373e-06,,,AB,468.6
osc,SN2011fe,,,,g,55686.32,21.53,,8.87209633683181e-06,,,AB,468.6
osc,SN2011fe,,,,g,55687.314,21.496,,9.154323357461713e-06,,,AB,468.6
osc,SN2011fe,,,,g,55687.358,21.596,,8.34884212897405e-06,,,AB,468.6
osc,SN2011fe,,,,g,55688.34,21.549,,8.718188380500205e-06,,,AB,468.6
osc,SN2011fe,,,,g,55688.384,21.418,,9.836175046220871e-06,,,AB,468.6
osc,SN2011fe,,,,g,55689.364,21.192,,1.2112289678798944e-05,,,AB,468.6
osc,SN2011fe,,,,g,55689.408,21.0957,,1.3235679703389312e-05,,,AB,468.6
osc,SN2011fe,,,,g,55712.237,21.8342,,6.704188996593449e-06,,,AB,468.6
osc,SN2011fe,,,,g,55712.28,21.69,,7.65642881240777e-06,,,AB,468.6
osc,SN2011fe,,,,g,55713.197,21.5966,,8.344229662899726e-06,,,AB,468.6
osc,SN2011fe,,,,g,55713.24,20.9297,,1.5422197088757138e-05,,,AB,468.6
osc,SN2011fe,,,,g,55714.297,21.0404,,1.3927278139658734e-05,,,AB,468.6
osc,SN2011fe,,,,g,55714.351,20.39,,2.535281859204206e-05,,,AB,468.6
osc,SN2011fe,,,,g,55715.274,21.58,,8.472786224142326e-06,,,AB,468.6
osc,SN2011fe,,,,g,55715.317,21.335,,1.0617597283949134e-05,,,AB,468.6
osc,SN2011fe,,,,g,55716.221,21.707,,7.537481321168058e-06,,,AB,468.6
osc,SN2011fe,,,,g,55716.265,21.2,,1.2023371021032871e-05,,,AB,468.6
osc,SN2011fe,,,,g,55717.267,21.493,,9.179652665277683e-06,,,AB,468.6
osc,SN2011fe,,,,g,55717.311,21.82,,6.792446851668225e-06,,,AB,468.6
osc,SN2011fe,,,,g,55719.301,21.2,,1.2023371021032871e-05,,,AB,468.6
osc,SN2011fe,,,,g,55719.345,20.97,,1.4860254554796699e-05,,,AB,468.6
osc,SN2011fe,,,,g,55720.26,21.34,,1.0568813855699855e-05,,,AB,468.6
osc,SN2011fe,,,,g,55720.304,21.463,,9.436832551045551e-06,,,AB,468.6
osc,SN2011fe,,,,g,55736.194,21.604,,8.287551666501984e-06,,,AB,468.6
osc,SN2011fe,,,,g,55736.239,21.674,,7.770093572947513e-06,,,AB,468.6
osc,SN2011fe,,,,g,55737.217,21.85,,6.6073338176128465e-06,,,AB,468.6
osc,SN2011fe,,,,g,55737.26,21.496,,9.154323357461713e-06,,,AB,468.6
osc,SN2011fe,,,,g,55738.19,21.666,,7.827557181948239e-06,,,AB,468.6
osc,SN2011fe,,,,g,55739.197,21.646,,7.973082335033644e-06,,,AB,468.6
osc,SN2011fe,,,,g,55739.242,21.443,,9.612276367003744e-06,,,AB,468.6
osc,SN2011fe,,,,g,55740.201,21.627,,8.113836440622064e-06,,,AB,468.6
osc,SN2011fe,,,,g,55740.287,21.68,,7.727272875963217e-06,,,AB,468.6
osc,SN2011fe,,,,g,55741.198,21.571,,8.543311644237471e-06,,,AB,468.6
osc,SN2011fe,,,,g,55741.242,21.496,,9.154323357461713e-06,,,AB,468.6
osc,SN2011fe,,,,g,55743.185,21.421,,9.809034203907753e-06,,,AB,468.6
osc,SN2011fe,,,,g,55743.28,21.596,,8.34884212897405e-06,,,AB,468.6
osc,SN2011fe,,,,g,55744.187,21.806,,6.880599014713819e-06,,,AB,468.6
osc,SN2011fe,,,,g,55744.232,21.38,,1.0186529539402682e-05,,,AB,468.6
osc,SN2011fe,,,,g,55745.189,21.329,,1.067643471900485e-05,,,AB,468.6
osc,SN2011fe,,,,g,55745.237,21.578,,8.488408056969398e-06,,,AB,468.6
osc,SN2011fe,,,,g,55746.225,20.104,,3.2993337447670224e-05,,,AB,468.6
osc,SN2011fe,,,,g,55746.269,21.44,,9.638872795533171e-06,,,AB,468.6
osc,SN2011fe,,,,g,55747.252,21.62,,8.166317273789693e-06,,,AB,468.6
osc,SN2011fe,,,,g,55748.242,21.4,,1.0000604421820871e-05,,,AB,468.6
osc,SN2011fe,,,,g,55748.287,21.266,,1.1314262458575952e-05,,,AB,468.6
osc,SN2011fe,,,,g,55752.279,21.22,,1.1803919768065134e-05,,,AB,468.6
osc,SN2011fe,,,,g,55752.355,21.408,,9.927188053353868e-06,,,AB,468.6
osc,SN2011fe,,,,g,55776.195,21.48,,9.290225355354389e-06,,,AB,468.6
osc,SN2011fe,,,,g,55776.255,21.396,,1.0037515961901024e-05,,,AB,468.6
osc,SN2011fe,,,,g,55777.199,21.41,,9.908918329375995e-06,,,AB,468.6
osc,SN2011fe,,,,g,55777.242,21.32,,1.0765302775362875e-05,,,AB,468.6
osc,SN2011fe,,,,g,55778.192,21.3679,,1.0300688379294916e-05,,,AB,468.6
osc,SN2011fe,,,,g,55778.236,21.6425,,7.9988259873471e-06,,,AB,468.6
osc,SN2011fe,,,,g,55795.211,20.63,,2.032479851028742e-05,,,AB,468.6
osc,SN2011fe,,,,g,55796.177,21.56,,8.630307080734917e-06,,,AB,468.6
osc,SN2011fe,,,,g,55796.22,21.5891,,8.402069099746351e-06,,,AB,468.6
osc,SN2011fe,,,,g',55796.666,17.349,0.011,0.0004172787309444963,4.22760705618359e-06,,AB,550.0
osc,SN2011fe,,,,g',55796.709,17.155,0.011,0.0004989146411270431,5.054691027476656e-06,,AB,550.0
osc,SN2011fe,,,,g,55797.166,17.3318,,0.00042394180924935004,,,AB,468.6
osc,SN2011fe,,,,g,55797.209,17.156,,0.000498455335311524,,,AB,468.6
osc,SN2011fe,,,,g',55797.656,14.886,0.01,0.004032981677241399,3.7145133961336684e-05,,AB,550.0
osc,SN2011fe,,,,g',55797.699,14.839,0.009,0.004211397635041488,3.490956509442087e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55797.9237,17.497,0.142,0.00036410466974006063,4.762009673851348e-05,,AB,550.0
osc,SN2011fe,,,,u,55797.9252,15.849,0.072,0.0016612165490846734,0.00011016266291013257,,AB,355.1
osc,SN2011fe,,,,b,55797.9261,15.585,0.052,0.002118489173617963,0.00010146243308951355,,AB,438.0
osc,SN2011fe,,,,uvw2,55797.9285,19.405,,6.280963200310027e-05,,,AB,550.0
osc,SN2011fe,,,,v,55797.9309,15.32,0.063,0.0027041217972526457,0.0001569070576078541,,AB,545.0
osc,SN2011fe,,,,uvm2,55797.9407,19.694,,4.813115116273805e-05,,,AB,550.0
osc,SN2011fe,,,,uvw1,55797.9906,17.232,0.124,0.00046475733092565065,5.307910778163556e-05,,AB,550.0
osc,SN2011fe,,,,u,55797.9921,15.711,0.069,0.001886367254613183,0.00011988118292261,,AB,355.1
osc,SN2011fe,,,,b,55797.993,15.427,0.048,0.00245033943179172,0.00010832860892964702,,AB,438.0
osc,SN2011fe,,,,uvw2,55797.9954,19.403,,6.29254382497264e-05,,,AB,550.0
osc,SN2011fe,,,,v,55797.9978,15.068,0.059,0.003410564356026403,0.0001853335056192443,,AB,545.0
osc,SN2011fe,,,,uvm2,55798.0082,19.711,,4.738340311706846e-05,,,AB,550.0
osc,SN2011fe,,,,g,55798.156,14.8403,,0.004206358159900987,,,AB,468.6
osc,SN2011fe,,,,b,55798.17,15.206,0.016,0.0030034904052186726,4.426107029764584e-05,,AB,438.0
osc,SN2011fe,,,,i,55798.17,14.854,0.014,0.00415361509327722,5.355869229656513e-05,,AB,763.0
osc,SN2011fe,,,,r,55798.17,14.679,0.015,0.0048800722172513255,6.742068924106381e-05,,AB,623.0
osc,SN2011fe,,,,v,55798.17,14.832,0.023,0.0042386372347431485,8.979037078422753e-05,,AB,545.0
osc,SN2011fe,,,,g,55798.199,14.80008,,0.004365100517753946,,,AB,468.6
osc,SN2011fe,,,,g',55798.642,13.787,0.011,0.011097527986008802,0.00011243321104253966,,AB,550.0
osc,SN2011fe,,,,g,55798.649745,15.049,0.099,0.00347077330851331,0.00031647333490123717,,AB,468.6
osc,SN2011fe,,,,r,55798.653565,14.847,0.088,0.004180480951659767,0.00033883214185347445,,AB,623.0
osc,SN2011fe,,,,g',55798.664,13.751,0.013,0.011471659527963215,0.00013735525554915432,,AB,550.0
osc,SN2011fe,,,,g',55798.681,13.713,0.011,0.011880268305357636,0.00012036344628301898,,AB,550.0
osc,SN2011fe,,,,g',55798.702,13.726,0.013,0.011738868804795473,0.00014055467045638142,,AB,550.0
osc,SN2011fe,,,,g',55798.721,13.701,0.013,0.012012302185250377,0.00014382860931034608,,AB,550.0
osc,SN2011fe,,,,g',55798.739,13.689,0.012,0.012145803451652558,0.0001342403806570119,,AB,550.0
osc,SN2011fe,,,,b,55798.85,14.33,0.03,0.006730173324619177,0.00018596156124641155,,AB,438.0
osc,SN2011fe,,,,i,55798.85,13.72,0.03,0.011803919768065111,0.0003261543563621336,,AB,763.0
osc,SN2011fe,,,,r,55798.85,13.91,0.02,0.009908918329375994,0.00018252902106333306,,AB,623.0
osc,SN2011fe,,,,v,55798.85,14.03,0.02,0.00887209633683181,0.00016343005415036808,,AB,545.0
osc,SN2011fe,,,,b,55798.88,14.36,0.03,0.006546757417061098,0.00018089359243167704,,AB,438.0
osc,SN2011fe,,,,i,55798.88,13.94,0.04,0.009638872795533172,0.00035510919699616845,,AB,763.0
osc,SN2011fe,,,,r,55798.88,13.91,0.05,0.009908918329375994,0.0004563225526583326,,AB,623.0
osc,SN2011fe,,,,u,55798.88,14.08,0.07,0.00847278622414231,0.0005462607151633911,,AB,355.1
osc,SN2011fe,,,,v,55798.88,13.98,0.04,0.00929022535535439,0.0003422645506207093,,AB,545.0
osc,SN2011fe,,,,b,55798.8915,14.288,0.011,0.006995620615531933,7.087525168048891e-05,,AB,438.0
osc,SN2011fe,,,,rc,55798.8915,13.845,0.01,0.010520254566943497,9.689512536138651e-05,,AB,550.0
osc,SN2011fe,,,,v,55798.8915,14.033,0.007,0.00884761566558175,5.7042686232305586e-05,,AB,545.0
osc,SN2011fe,,,,uvw1,55799.0019,16.14,0.089,0.0012706509014799641,0.00010415783293964073,,AB,550.0
osc,SN2011fe,,,,u,55799.0028,14.267,0.04,0.007132244929189751,0.0002627616136565551,,AB,355.1
osc,SN2011fe,,,,b,55799.0032,14.112,0.033,0.008226711149151888,0.0002500436724245468,,AB,438.0
osc,SN2011fe,,,,uvw2,55799.0045,17.579,0.152,0.00033761851002155107,4.7265637176304654e-05,,AB,550.0
osc,SN2011fe,,,,v,55799.0058,13.817,0.04,0.010795089539177247,0.00039770579600712793,,AB,545.0
osc,SN2011fe,,,,uvm2,55799.0079,18.861,0.332,0.00010366359095165373,3.169859496728858e-05,,AB,550.0
osc,SN2011fe,,,,b,55799.06,14.072,0.038,0.008535446585971941,0.0002987345994777699,,AB,438.0
osc,SN2011fe,,,,i,55799.06,13.696,0.022,0.012067748452898194,0.000244525755704079,,AB,763.0
osc,SN2011fe,,,,r,55799.06,13.728,0.011,0.011717264913368896,0.00011871199788881574,,AB,623.0
osc,SN2011fe,,,,v,55799.06,13.776,0.016,0.011210532676858002,0.0001652045147280376,,AB,545.0
osc,SN2011fe,,,,uvw1,55799.1297,15.961,0.074,0.0014983947713985801,0.00010212537133566072,,AB,550.0
osc,SN2011fe,,,,u,55799.1311,14.149,0.038,0.00795108230256293,0.0002782822624623627,,AB,355.1
osc,SN2011fe,,,,b,55799.1318,14.051,0.032,0.008702143666282764,0.00025647905642336316,,AB,438.0
osc,SN2011fe,,,,uvw2,55799.1339,17.625,0.133,0.00032361321563636244,3.96418186029123e-05,,AB,550.0
osc,SN2011fe,,,,v,55799.136,13.704,0.037,0.011979156780873659,0.0004082288118881178,,AB,545.0
osc,SN2011fe,,,,uvm2,55799.1391,18.698,0.255,0.00012045539300408697,2.8290596814798897e-05,,AB,550.0
osc,SN2011fe,,,,g,55799.142,13.745874,,0.011525947814449851,,,AB,468.6
osc,SN2011fe,,,,b,55799.16,14.012,0.017,0.009020409401013074,0.0001412377694924372,,AB,438.0
osc,SN2011fe,,,,i,55799.16,13.733,0.015,0.011663428971310353,0.0001611362260952046,,AB,763.0
osc,SN2011fe,,,,r,55799.16,13.624,0.017,0.012895145563228448,0.00020190675563197134,,AB,623.0
osc,SN2011fe,,,,v,55799.16,13.714,0.022,0.011869331211368421,0.0002405052769777318,,AB,545.0
osc,SN2011fe,,,,g,55799.164,13.705032,,0.011967775916638466,,,AB,468.6
osc,SN2011fe,,,,g,55799.181,13.72109,,0.01179207543953329,,,AB,468.6
osc,SN2011fe,,,,g,55799.202,13.682501,,0.012218723830158344,,,AB,468.6
osc,SN2011fe,,,,uvw1,55799.2073,15.856,0.072,0.0016505407419068578,0.00010945470262158904,,AB,550.0
osc,SN2011fe,,,,u,55799.2087,14.129,0.037,0.008098903959100099,0.0002759965497820524,,AB,355.1
osc,SN2011fe,,,,b,55799.2094,13.98,0.031,0.00929022535535439,0.0002652550267310497,,AB,438.0
osc,SN2011fe,,,,uvw2,55799.2115,17.457,0.124,0.000377768941187345,4.314431857567661e-05,,AB,550.0
osc,SN2011fe,,,,v,55799.2135,13.638,0.036,0.012729936840593153,0.00042208938437623945,,AB,545.0
osc,SN2011fe,,,,uvm2,55799.2167,18.881,0.287,0.00010177151718285111,2.690195399534002e-05,,AB,550.0
osc,SN2011fe,,,,g,55799.221,13.663456,,0.01243494443294741,,,AB,468.6
osc,SN2011fe,,,,g,55799.239,13.669702,,0.01236361432065776,,,AB,468.6
osc,SN2011fe,,,,uvw1,55799.3974,15.768,0.071,0.0017898896177046169,0.00011704699751201353,,AB,550.0
osc,SN2011fe,,,,u,55799.3988,13.921,0.035,0.009809034203907751,0.0003162059030842139,,AB,355.1
osc,SN2011fe,,,,b,55799.3995,13.816,0.031,0.010805036764240664,0.0003085060056241554,,AB,438.0
osc,SN2011fe,,,,uvw2,55799.4016,17.271,0.115,0.00044835936861345834,4.748973752978431e-05,,AB,550.0
osc,SN2011fe,,,,v,55799.4037,13.543,0.035,0.013893966548268417,0.00044788856359241126,,AB,545.0
osc,SN2011fe,,,,uvm2,55799.405,18.25,0.278,0.00018198108453006226,4.6595794887974165e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55799.5356,15.554,0.066,0.0021798481879579394,0.00013250914888416574,,AB,550.0
osc,SN2011fe,,,,u,55799.5373,13.816,0.034,0.010805036764240664,0.00033836142552326725,,AB,355.1
osc,SN2011fe,,,,b,55799.5382,13.72,0.03,0.011803919768065111,0.0003261543563621336,,AB,438.0
osc,SN2011fe,,,,uvw2,55799.5407,17.278,0.11,0.00044547798739418145,4.51330428133566e-05,,AB,550.0
osc,SN2011fe,,,,v,55799.5432,13.394,0.034,0.015937722062765555,0.0004990922728368855,,AB,545.0
osc,SN2011fe,,,,uvm2,55799.5472,18.656,0.227,0.00012520631934825763,2.617747696677946e-05,,AB,550.0
osc,SN2011fe,,,,g,55799.645799,13.85,0.05,0.010471918387852707,0.0004822496634983978,,AB,468.6
osc,SN2011fe,,,,g,55799.652986,13.837,0.05,0.010598056949803814,0.0004880585589464043,,AB,468.6
osc,SN2011fe,,,,g,55799.656574,13.834,0.054,0.010627380957297382,0.0005285616977485818,,AB,468.6
osc,SN2011fe,,,,r,55799.672824,13.717,0.005,0.011836580305121235,5.450946672519815e-05,,AB,623.0
osc,SN2011fe,,,,g,55799.67713,13.822,0.055,0.010745490608091835,0.0005443329428041953,,AB,468.6
osc,SN2011fe,,,,g,55799.688819,13.813,0.053,0.010834933468942608,0.0005289051533303938,,AB,468.6
osc,SN2011fe,,,,g',55799.703,12.964,0.013,0.02368242926992732,0.0002835602047346667,,AB,550.0
osc,SN2011fe,,,,g',55799.721,12.959,0.012,0.02379174239672027,0.00026295605461940417,,AB,550.0
osc,SN2011fe,,,,b,55799.79,13.51,0.05,0.014322744638353362,0.000659586765900657,,AB,438.0
osc,SN2011fe,,,,i,55799.79,13.22,0.03,0.018707952084763568,0.0005169198190898817,,AB,763.0
osc,SN2011fe,,,,r,55799.79,13.18,0.03,0.01941003188970403,0.0005363190010052586,,AB,623.0
osc,SN2011fe,,,,u,55799.79,13.17,0.06,0.019589630703524253,0.001082562999244642,,AB,355.1
osc,SN2011fe,,,,v,55799.79,13.24,0.03,0.01836649347733306,0.0005074849690977538,,AB,545.0
osc,SN2011fe,,,,b,55799.81,13.5,0.04,0.014455271362797473,0.0005325518776825791,,AB,438.0
osc,SN2011fe,,,,i,55799.81,12.97,0.03,0.023551916282136504,0.0006507634961122953,,AB,763.0
osc,SN2011fe,,,,r,55799.81,13.16,0.01,0.0197708913247083,0.00018209663855791455,,AB,623.0
osc,SN2011fe,,,,u,55799.81,13.54,0.1,0.01393241008382463,0.0012832223907397811,,AB,355.1
osc,SN2011fe,,,,v,55799.81,13.23,0.02,0.01853643654910697,0.0003414537798016297,,AB,545.0
osc,SN2011fe,,,,uvw1,55800.065,15.303,0.064,0.002746795004665641,0.00016191306832009258,,AB,550.0
osc,SN2011fe,,,,u,55800.0665,13.422,0.032,0.015531959481112785,0.0004577748270873323,,AB,355.1
osc,SN2011fe,,,,b,55800.0673,13.311,0.03,0.017203873832132722,0.00047536060113142993,,AB,438.0
osc,SN2011fe,,,,uvw2,55800.0696,16.962,0.101,0.0005959725389595465,5.544001035529944e-05,,AB,550.0
osc,SN2011fe,,,,v,55800.0719,13.021,0.032,0.022471199162624925,0.0006622956571335736,,AB,545.0
osc,SN2011fe,,,,uvm2,55800.0754,18.025,0.154,0.00022388564517590419,3.1755770145631306e-05,,AB,550.0
osc,SN2011fe,,,,b,55800.08,13.321,0.046,0.017046147768781873,0.0007222037857148238,,AB,438.0
osc,SN2011fe,,,,i,55800.08,12.942,0.026,0.024167195144094086,0.0005787290420939991,,AB,763.0
osc,SN2011fe,,,,r,55800.08,12.955,0.024,0.023879556074375297,0.000527853214504051,,AB,623.0
osc,SN2011fe,,,,v,55800.08,13.025,0.013,0.022388564517590373,0.00026806818954104296,,AB,545.0
osc,SN2011fe,,,,b,55800.17,13.185,0.016,0.019320850893977257,0.00028472258081556947,,AB,438.0
osc,SN2011fe,,,,i,55800.17,12.964,0.012,0.02368242926992732,0.0002617478812935385,,AB,763.0
osc,SN2011fe,,,,r,55800.17,12.9,0.014,0.025120382554066574,0.0003239141830360878,,AB,623.0
osc,SN2011fe,,,,v,55800.17,12.977,0.016,0.023400559905970682,0.00034484339460609444,,AB,545.0
osc,SN2011fe,,,,g,55800.203,12.914626,,0.024784253864918327,,,AB,468.6
osc,SN2011fe,,,,uvw1,55800.2044,15.061,0.067,0.003432624112873372,0.00021182476420573092,,AB,550.0
osc,SN2011fe,,,,u,55800.2053,13.302,0.032,0.017347074710471706,0.0005112718801329429,,AB,355.1
osc,SN2011fe,,,,b,55800.2058,13.199,0.03,0.01907331796922124,0.0005270152515583716,,AB,438.0
osc,SN2011fe,,,,uvw2,55800.2071,16.681,0.105,0.000772015907116081,7.466055740975009e-05,,AB,550.0
osc,SN2011fe,,,,v,55800.2084,12.951,0.032,0.02396769386624839,0.0007064019790063153,,AB,545.0
osc,SN2011fe,,,,uvm2,55800.2102,18.037,0.196,0.00022142479379795886,3.997219526640731e-05,,AB,550.0
osc,SN2011fe,,,,g,55800.221,12.933667,,0.02435339141410168,,,AB,468.6
osc,SN2011fe,,,,g,55800.239,12.891053,,0.02532824210997293,,,AB,468.6
osc,SN2011fe,,,,uvw1,55800.3383,15.033,0.064,0.0035222992387695454,0.0002076260792385288,,AB,550.0
osc,SN2011fe,,,,u,55800.3395,13.217,0.031,0.018759715547605943,0.0005356284329722035,,AB,355.1
osc,SN2011fe,,,,b,55800.3401,13.071,0.029,0.021459828599317922,0.0005731917445995623,,AB,438.0
osc,SN2011fe,,,,uvw2,55800.3419,16.628,0.096,0.0008106366761530389,7.167590117161841e-05,,AB,550.0
osc,SN2011fe,,,,v,55800.3436,12.893,0.031,0.025282862857382418,0.0007218776947329079,,AB,545.0
osc,SN2011fe,,,,uvm2,55800.346,17.979,0.174,0.00023357494158841478,3.7432702030451346e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55800.6089,14.727,0.053,0.004669025532955499,0.00022791756612902854,,AB,550.0
osc,SN2011fe,,,,u,55800.611,13.003,0.03,0.022846845715266767,0.0006312816763908977,,AB,355.1
osc,SN2011fe,,,,b,55800.612,12.947,0.029,0.024056156968622785,0.0006425396417958377,,AB,438.0
osc,SN2011fe,,,,uvw2,55800.6152,16.433,0.083,0.0009701217665165263,7.416175887660413e-05,,AB,550.0
osc,SN2011fe,,,,v,55800.6183,12.715,0.03,0.02978696457461568,0.0008230442471406217,,AB,545.0
osc,SN2011fe,,,,uvm2,55800.623,17.801,0.126,0.00027518594511461743,3.193540837312875e-05,,AB,550.0
osc,SN2011fe,,,,g,55800.649757,13.094,0.049,0.02101000950647982,0.0009481957599883591,,AB,468.6
osc,SN2011fe,,,,g,55800.657928,13.159,0.044,0.019789109376999348,0.0008019635052898902,,AB,468.6
osc,SN2011fe,,,,uvw1,55800.734,14.638,0.054,0.005067879136933273,0.00025205521580203867,,AB,550.0
osc,SN2011fe,,,,u,55800.7353,12.941,0.03,0.02418946420711361,0.0006683795962897541,,AB,355.1
osc,SN2011fe,,,,b,55800.736,12.922,0.029,0.02461649684719746,0.000657506312712265,,AB,438.0
osc,SN2011fe,,,,uvw2,55800.738,16.288,0.086,0.001108731149059719,8.782140486912955e-05,,AB,550.0
osc,SN2011fe,,,,v,55800.74,12.655,0.03,0.03147938570878083,0.0008698075712357826,,AB,545.0
osc,SN2011fe,,,,uvm2,55800.7431,17.669,0.132,0.00031076081296528075,3.778120977420591e-05,,AB,550.0
osc,SN2011fe,,,,b,55800.79,12.83,0.04,0.026793302595987622,0.0009871017463935964,,AB,438.0
osc,SN2011fe,,,,i,55800.79,12.55,0.03,0.0346757807984383,0.0009581272314529584,,AB,763.0
osc,SN2011fe,,,,r,55800.79,12.62,0.04,0.03251069463710575,0.001197738253348499,,AB,623.0
osc,SN2011fe,,,,u,55800.79,12.51,0.06,0.03597710791905635,0.0019881684572029728,,AB,355.1
osc,SN2011fe,,,,v,55800.79,12.66,0.04,0.03133475106941869,0.0011544148912819635,,AB,545.0
osc,SN2011fe,,,,b,55800.8,12.83,0.02,0.026793302595987622,0.0004935508731967982,,AB,438.0
osc,SN2011fe,,,,i,55800.8,12.42,0.03,0.03908645190689931,0.0010799985779862606,,AB,763.0
osc,SN2011fe,,,,r,55800.8,12.57,0.01,0.034042876471478675,0.00031354647954345816,,AB,623.0
osc,SN2011fe,,,,v,55800.8,12.68,0.01,0.03076282740744505,0.0002833361112269266,,AB,545.0
osc,SN2011fe,,,,uvw1,55800.8075,14.562,0.058,0.005435334154895697,0.000290355410091698,,AB,550.0
osc,SN2011fe,,,,u,55800.8082,12.93,0.03,0.024435782389683542,0.000675185619193581,,AB,355.1
osc,SN2011fe,,,,b,55800.8086,12.861,0.029,0.026039116755301798,0.0006955044720756773,,AB,438.0
osc,SN2011fe,,,,uvw2,55800.8097,16.141,0.094,0.0012694811275338117,0.00010990812083563323,,AB,550.0
osc,SN2011fe,,,,v,55800.8107,12.624,0.031,0.03239114117261446,0.000924833649233184,,AB,545.0
osc,SN2011fe,,,,uvm2,55800.8124,17.644,0.161,0.0003179993621828424,4.715500605678249e-05,,AB,550.0
osc,SN2011fe,,,,b,55800.8359,12.768,0.011,0.02836783870356873,0.00028740519508490636,,AB,438.0
osc,SN2011fe,,,,ic,55800.8359,12.438,0.016,0.038443794662358255,0.0005665286944490892,,AB,550.0
osc,SN2011fe,,,,rc,55800.8359,12.53,0.01,0.035320451695341565,0.0003253133822060391,,AB,550.0
osc,SN2011fe,,,,v,55800.8359,12.704,0.007,0.03009028137880249,0.00019399921337111544,,AB,545.0
osc,SN2011fe,,,,uvw1,55800.9344,14.582,0.061,0.0053361281261951055,0.0002998000934954677,,AB,550.0
osc,SN2011fe,,,,u,55800.935,12.778,0.03,0.028107760795061363,0.0007766461320498092,,AB,355.1
osc,SN2011fe,,,,uvw2,55800.9362,16.134,0.097,0.0012776922158088974,0.00011414940792277665,,AB,550.0
