alpha_N,alpha_mean,alpha_std,alpha_mad,alpha_skew,alpha_frac_gt3sigma,mu_N,mu_mean,mu_std,mu_mad,mu_skew,mu_frac_gt3sigma,trend_alpha_slope,trend_alpha_slope_err,trend_mu_slope,trend_mu_slope_err
300,-0.04300568001696809,2.0315995085887932,2.117014040065409,0.10551080373632896,0.0033333333333333335,300,0.046692823804665474,2.205781140043677,2.298518789280292,-0.10551080373632915,0.0033333333333333335,-0.5116539641263652,0.33587495001906886,0.555521233160012,0.36467159350703027
