snid,n_obs,chi2_dof,stretch,residual,ln_A,t0,A_plasma,beta,neg_logL,pass_n_obs,pass_chi2,pass_stretch,is_flashlight,is_candidate,z
1292063,91,4.437515395580578,3.5827671662685354,1.1065410975294498,4.03526881976002,56868.535570606735,0.1,1.5,195.25067740554545,True,True,True,False,False,0.9934300184249878
1267800,70,3.863204364744682,7.232110703278482,0.9655035906211624,4.839215503017286,56552.105,0.1,1.5,129.41734621894685,True,True,True,False,False,1.52197003364563
1929195,60,4.167362682546709,2.9142782249693635,1.0414119335760503,3.668521595035642,58039.65078080589,0.1,1.5,118.7698364525812,True,True,True,False,False,0.8849999904632568
1303883,105,5.630325632398818,2.843128705769777,1.3728307213956112,3.883649554904828,57227.2770444214,0.1,1.5,287.1466072523397,True,True,True,False,False,0.2599300146102905
1621062,107,3.3449047809368264,2.5330290624750305,0.8289080843325141,1.055990445803502,57681.91603103804,0.1,1.5,173.93504860871496,True,True,True,False,False,0.2735700011253357
1324790,133,3.728926254210722,2.5535255291259555,0.931042789326721,3.8109504668655054,56989.2640061369,0.1,1.5,242.38020652369696,True,True,True,False,False,0.3577499985694885
1574018,82,5.2010802138570345,5.150527044361319,1.2805876904554745,2.095019403696554,57628.68588528242,0.1,1.5,205.44266844735284,True,True,True,False,False,0.1786600053310394
1283435,118,3.1191667070535893,2.947108470852288,0.7661162778972366,2.359756741013449,57199.423,0.1,1.5,179.3520856555814,True,True,True,False,False,0.4624800086021423
1343401,107,3.7272234906318498,2.776870465270105,0.9306018467389514,4.223474401477361,57338.93334501871,0.1,1.5,193.81562151285613,True,True,True,False,False,0.3839699923992157
1770458,115,4.158458269158176,4.196517760352063,1.0392298225453098,5.716320257859174,57748.72446021321,0.1,1.5,232.87366307285785,True,True,True,False,False,0.224030002951622
1342892,87,5.083698976414927,1.4098450294285347,1.254705962296398,1.8886408275778592,57601.01777775175,0.1,1.5,213.5153570094269,True,True,True,False,False,1.0296399593353271
1249896,75,6.687246962593787,7.07213078675738,1.5859711836356158,4.763501230383781,56502.358,0.1,1.5,240.7408906533764,True,True,True,False,False,1.2162619829177856
1295877,72,8.25114114373964,3.027378106463181,1.8724799640275367,5.244806837465553,56918.81296332068,0.1,1.5,284.6643694590176,True,True,True,False,False,0.8385869860649109
1304501,98,3.885070013576896,1.3809370784323909,0.9710580949269088,3.4854327878408924,56927.47811782998,0.1,1.5,184.5408256449025,True,True,True,False,False,0.5199099779129028
1880318,116,4.231876574881842,2.391602076042115,1.0571525404990858,2.8001565512686284,57989.663050560834,0.1,1.5,239.1010264808241,True,True,True,False,False,0.3430500030517578
1777333,82,10.91990868488424,3.738086721739184,2.304528511737225,1.849039418352227,57936.386,0.1,1.5,431.33639305292746,True,False,True,True,False,0.162650004029274
1397042,34,8.65557054471922,6.530370152728139,1.942035102564077,3.801926495147555,57573.399,0.1,1.5,134.1613434431479,True,True,True,False,False,0.591916024684906
1249395,102,4.611306539134357,2.013349588742273,1.1473952917742825,4.120352210458428,56497.66308747899,0.1,1.5,228.25967368715067,True,True,True,False,False,0.5562599897384644
1304172,107,3.679843496074545,2.8295850731067307,0.9182918172359869,2.241111552027768,57221.71334962535,0.1,1.5,191.3518617958764,True,True,True,False,False,0.3161300122737884
1307830,99,6.068776689197361,2.026720289006793,1.4634887231723552,3.8132931458119472,57243.80466272598,0.1,1.5,291.3012810814733,True,True,True,False,False,0.3600000143051147
1302927,104,7.562564195819041,6.740238331256078,1.7500116719423289,4.579033425248248,56893.117,0.1,1.5,381.9094918888616,True,True,True,False,False,0.7633600234985352
1290338,78,12.092266826703348,3.571688065360916,2.477393683019417,5.744229221078413,56893.14381274799,0.1,1.5,453.4600060013755,True,False,True,True,False,1.2059799432754517
1337838,89,5.763500670435389,2.5738943156567045,1.4007291955644203,4.105127472593793,57311.526331943045,0.1,1.5,247.8305288287217,True,True,True,False,False,0.3129999935626983
1250432,78,5.222711162426012,2.866665704003463,1.2853251765177776,2.747875146414096,56495.19086967671,0.1,1.5,195.85166859097544,True,True,True,False,False,0.330949991941452
1773052,99,5.022092929714936,2.2269917579680105,1.2410026616929608,4.229831307811196,57931.217,0.1,1.5,241.0604606263169,True,True,True,False,False,0.5131099820137024
1335313,98,4.125454500386335,3.2666977366261456,1.0311214883374982,2.631015144123488,57273.40486892293,0.1,1.5,195.95908876835088,True,True,True,False,False,0.2924399971961975
1864049,104,3.989778049478193,2.1746726167019186,0.997442877650871,-0.257183257246389,57974.271769340325,0.1,1.5,201.4837914986487,True,True,True,False,False,0.0989099964499473
1348507,104,3.3869274164363583,2.84409432152988,0.8403606756384354,3.823962490879474,57351.468303845366,0.1,1.5,171.0398345300361,True,True,True,False,False,0.5395299792289734
1301350,104,3.991464983736587,9.513096483849813,0.9978651064915736,3.265340167511006,56853.383,0.1,1.5,201.56898167869764,True,True,False,False,False,0.6341699957847595
1265062,91,7.509277361918242,1.277092065087281,1.7403060708465108,0.923640216957601,56665.78648538864,0.1,1.5,330.40820392440264,True,True,True,False,False,1.2751100063323977
1291143,110,3.4296559348804,2.454796578653781,0.8519330265645138,6.509216856001096,56763.11273759574,0.1,1.5,183.48659251610133,True,True,True,False,False,0.4793699979782104
1246626,83,8.200492274789388,2.520882537419555,1.8636501662719536,3.638950394440272,56502.661120815785,0.1,1.5,328.01969099157554,True,True,True,False,False,0.3939200043678283
1530036,222,7.763088024662912,4.194708195150031,1.786231868431433,2.9305370333765737,57628.385338090586,0.1,1.5,850.0581387005889,True,True,True,False,False,0.2329999953508377
1367331,125,4.868705182907404,2.507499039573568,1.206514260753237,3.8164515006719375,57583.89842091692,0.1,1.5,296.9910161573517,True,True,True,False,False,0.4479300081729889
1319826,83,3.136179034905346,7.705425346885996,0.7709260388015491,1.833553374743751,56862.357,0.1,1.5,125.44716139621384,True,True,True,False,False,0.3147299885749817
1302946,79,8.363551994240112,7.455060969748778,1.8919806351772328,5.254543385428882,56881.147,0.1,1.5,317.81497578112425,True,True,True,False,False,0.8687999844551086
1256313,44,7.194324622286848,6.884849278279346,1.6822238203190367,3.422152182196534,56541.197,0.1,1.5,147.48365475688038,True,True,True,False,False,0.5253660082817078
1305276,45,5.035931773658026,1.9055632783088827,1.244088183128735,3.147982086687662,56923.52668566143,0.1,1.5,105.75456724681855,True,True,True,False,False,0.2538999915122986
1279526,59,18.2016960191868,5.882678720958816,3.26634457342428,6.485320327476202,57247.258,0.1,1.5,509.6474885372304,True,False,True,True,False,1.9490699768066408
1298737,80,7.36440874027592,6.1338658113445295,1.7137444132187394,5.9173282651555255,56853.223,0.1,1.5,283.5297365006229,True,True,True,False,False,1.4783999919891355
1318689,117,4.449085186926268,2.4385633640470017,1.109285468334305,3.9929100968207214,56961.3004475593,0.1,1.5,253.5978556547973,True,True,True,False,False,0.4939199984073639
1292003,74,3.6480948573306926,2.896959778048959,0.909998653751016,8.829271269909661,56677.83744146839,0.1,1.5,129.5073674352396,True,True,True,False,False,0.4188799858093261
1331187,98,5.720308503195528,5.101121677361876,1.3917166435837518,2.5141522373209853,57218.36974655615,0.1,1.5,271.7146539017876,True,True,True,False,False,0.2708300054073334
1265845,91,5.382455387939005,5.429913980743921,1.3200119370251104,5.498128692214436,56566.2662975139,0.1,1.5,236.82803706931625,True,True,True,False,False,1.063099980354309
1292862,63,7.632581663559374,4.488562812053621,1.762712736344366,5.555371936311097,56853.236,0.1,1.5,228.9774499067812,True,True,True,False,False,1.5042599439620972
1346925,78,3.5459595892962352,5.384545854610661,0.8830718492124072,3.7811959430142537,57289.295,0.1,1.5,132.97348459860882,True,True,True,False,False,0.7565600275993347
1443081,104,3.049640241862651,2.4056614601622544,0.7463219181647611,3.544359286341212,57613.18524442627,0.1,1.5,154.00683221406388,True,True,True,False,False,0.6858400106430054
1294713,88,5.613377965010728,8.678391522103897,1.3692568381268266,5.330498956604743,56853.237,0.1,1.5,238.568563512956,True,True,True,False,False,2.0460000038146973
