snid,z,alpha,mu_obs,mu_qfd,mu_lcdm,residual_qfd,residual_lcdm,residual_ln_A,chi2_per_obs
1328066,0.448898,22.8835,17.3014,42.4597,41.9814,-25.1583,-24.6800,23.171680,-11.98
1293058,0.389080,19.3895,20.7843,42.2598,41.6136,-21.4754,-20.8293,19.779610,-11.81
1340324,0.363302,20.4405,19.4945,42.1547,41.4387,-22.6602,-21.9443,20.870860,-11.09
1334257,0.680045,23.1190,17.9476,42.8393,43.0701,-24.8917,-25.1225,22.926066,-12.24
1936293,0.831679,20.6294,21.0878,42.8714,43.6063,-21.7836,-22.5186,20.063424,-12.13
1278486,1.168429,27.8283,14.0098,42.5922,44.5184,-28.5824,-30.5086,26.325366,-11.11
1325180,0.756236,20.9878,20.4921,42.8715,43.3525,-22.3793,-22.8604,20.612142,-12.26
1334658,0.073537,19.5945,16.9441,38.9631,37.6085,-22.0189,-20.6644,20.280195,-3.74
1338223,0.599522,25.8234,14.7377,42.7625,42.7369,-28.0248,-27.9992,25.811789,-10.89
1290860,0.900087,24.8107,16.7196,42.8480,43.8179,-26.1283,-27.0983,24.065092,-11.43
1316431,0.198141,22.6790,15.7475,41.0524,39.9336,-25.3048,-24.1861,23.306600,-6.09
1289178,0.376731,21.4151,18.5151,42.2110,41.5312,-23.6959,-23.0161,21.824771,-9.66
1340419,0.193741,20.5565,18.0033,41.0075,39.8793,-23.0042,-21.8760,21.187674,-11.39
1297465,0.277836,22.0448,17.1702,41.6987,40.7638,-24.5285,-23.5936,22.591596,-11.64
1645184,0.454549,21.9192,18.3755,42.4759,42.0137,-24.1003,-23.6382,22.197235,-12.31
1370302,0.147144,16.1039,22.2402,40.4442,39.2203,-18.2040,-16.9802,16.766516,-12.20
1250464,0.395545,21.3747,18.6648,42.2842,41.6558,-23.6194,-22.9910,21.754255,-12.31
1302557,0.475463,25.0682,15.0542,42.5318,42.1303,-27.4776,-27.0761,25.307772,-9.35
1267581,0.430658,20.9935,19.2633,42.4046,41.8743,-23.1414,-22.6110,21.313980,-11.64
1305966,1.342239,27.3440,14.8368,42.3226,44.8909,-27.4858,-30.0541,25.315376,-11.81
1347478,0.488752,21.2194,19.2928,42.5644,42.2020,-23.2716,-22.9092,21.433970,-11.40
1712034,0.195215,18.5035,20.2487,41.0227,39.8976,-20.7739,-19.6489,19.133513,-10.92
1317502,0.765649,21.7805,19.6583,42.8731,43.3855,-23.2148,-23.7272,21.381599,-11.82
1257941,0.371018,20.8568,19.0880,42.1875,41.4922,-23.0995,-22.4042,21.275385,-10.17
1371022,0.290819,22.3175,16.9733,41.7807,40.8777,-24.8074,-23.9044,22.848493,-10.51
1255732,0.421840,20.0503,20.2425,42.3762,41.8210,-22.1338,-21.5785,20.385939,-12.33
1333891,0.586459,21.7253,19.1393,42.7452,42.6789,-23.6059,-23.5396,21.741881,-12.22
1266251,0.521304,24.8814,15.4569,42.6357,42.3700,-27.1788,-26.9132,25.032595,-11.58
1291143,0.478194,21.8658,18.5436,42.5387,42.1452,-23.9951,-23.6016,22.100272,-11.88
1257403,0.228085,21.2796,17.5725,41.3288,40.2766,-23.7563,-22.7040,21.880349,-12.15
1323777,0.532900,20.9168,19.8092,42.6582,42.4276,-22.8491,-22.6184,21.044753,-11.85
1259006,0.527901,22.4744,18.0976,42.6487,42.4029,-24.5511,-24.3053,22.612395,-12.14
1278747,0.323210,24.1230,15.2423,41.9639,41.1427,-26.7216,-25.9004,24.611505,-11.66
1248291,1.084833,26.8588,14.9014,42.6958,44.3189,-27.7945,-29.4176,25.599650,-10.45
1249209,0.483117,21.5988,18.8558,42.5509,42.1718,-23.6951,-23.3160,21.823992,-12.30
1326121,0.642928,21.1049,20.0125,42.8099,42.9214,-22.7974,-22.9089,20.997174,-10.81
1770225,0.580739,20.7669,20.1586,42.7372,42.6531,-22.5786,-22.4945,20.795661,-12.33
1247406,0.068587,16.9327,19.6828,38.8120,37.4496,-19.1292,-17.7668,17.618644,-12.07
1336579,0.383490,19.6967,20.4194,42.2380,41.5766,-21.8186,-21.1572,20.095716,-12.46
1431096,0.476796,21.9157,18.4831,42.5352,42.1376,-24.0521,-23.6545,22.152785,-12.34
1246549,0.293169,17.9011,21.7858,41.7950,40.8978,-20.0092,-19.1120,18.429129,-12.36
1329663,0.507650,21.8537,18.6865,42.6072,42.3008,-23.9207,-23.6143,22.031812,-12.46
1294419,1.222385,27.2066,14.7829,42.5158,44.6397,-27.7329,-29.8568,25.542956,-8.64
1500086,0.641295,25.2331,15.5249,42.8084,42.9147,-27.2835,-27.3898,25.129019,-11.64
1314422,1.193443,24.2638,17.9260,42.5577,44.5753,-24.6317,-26.6493,22.686654,-11.17
1672051,0.613828,22.0076,18.9318,42.7798,42.7991,-23.8480,-23.8673,21.964778,-11.94
1302965,0.424110,22.9342,17.1230,42.3837,41.8348,-25.2607,-24.7119,23.265966,-11.40
1264375,0.495720,20.5427,20.0583,42.5807,42.2388,-22.5224,-22.1805,20.743878,-12.28
1290221,0.673555,21.4207,19.7707,42.8348,43.0447,-23.0641,-23.2740,21.242858,-11.67
1255375,1.060996,30.0000,11.4425,42.7218,44.2592,-31.2792,-32.8167,28.809218,-10.39
1345787,0.854827,21.7659,19.9134,42.8658,43.6798,-22.9523,-23.7663,21.139885,-12.02
1341271,0.825840,20.8787,20.8018,42.8724,43.5875,-22.0706,-22.7857,20.327746,-12.11
1247845,0.981644,26.9040,14.6352,42.7953,44.0505,-28.1601,-29.4153,25.936453,-6.40
1537036,0.488541,20.0552,20.5559,42.5639,42.2008,-22.0081,-21.6450,20.270167,-9.72
1640083,0.580592,20.4216,20.5329,42.7370,42.6524,-22.2041,-22.1195,20.450698,-11.57
1320474,0.788418,23.0862,18.3043,42.8750,43.4636,-24.5707,-25.1593,22.630439,-11.79
1368117,0.204819,18.3477,20.5222,41.1183,40.0141,-20.5961,-19.4919,18.969671,-11.95
1260986,0.209794,20.0732,18.7009,41.1657,40.0724,-22.4648,-21.3716,20.690859,-11.89
1304972,0.137715,16.2475,21.9405,40.3056,39.0636,-18.3651,-17.1231,16.914908,-12.26
1904321,0.611766,20.9576,20.0646,42.7774,42.7902,-22.7128,-22.7256,20.919247,-11.90
1880318,0.342578,20.3140,19.5042,42.0606,41.2897,-22.5564,-21.7855,20.775198,-12.01
1313434,0.690707,22.0872,19.1016,42.8460,43.1114,-23.7443,-24.0098,21.869323,-12.13
1330599,0.819325,20.2570,21.4596,42.8733,43.5663,-21.4138,-22.1068,19.722805,-10.80
1283325,1.097688,24.5425,17.4418,42.6811,44.3506,-25.2394,-26.9088,23.246334,-12.28
1879595,0.615202,20.1926,20.9073,42.7813,42.8050,-21.8741,-21.8977,20.146775,-12.24
1300962,0.315664,19.2041,20.5316,41.9237,41.0832,-21.3921,-20.5516,19.702846,-12.53
1306318,0.061631,24.6222,11.1019,38.5798,37.2068,-27.4780,-26.1049,25.308169,-3.58
1250075,0.344958,19.0255,20.9182,42.0718,41.3072,-21.1536,-20.3890,19.483196,-12.04
1370183,0.248124,18.6517,20.6086,41.4896,40.4836,-20.8810,-19.8750,19.232067,-11.64
1302353,0.571934,23.9047,16.7186,42.7243,42.6129,-26.0057,-25.8943,23.952110,-12.21
1284587,0.148171,21.8388,16.0287,40.4587,39.2368,-24.4300,-23.2082,22.500877,-9.14
1337228,0.577407,21.2825,19.5863,42.7324,42.6380,-23.1461,-23.0517,21.318377,-11.71
1790035,0.214909,21.3005,17.4206,41.2130,40.1311,-23.7925,-22.7106,21.913675,-11.46
1334705,0.326309,21.0514,18.5979,41.9799,41.1667,-23.3821,-22.5688,21.535667,-11.55
1314031,0.859115,22.1628,19.4934,42.8644,43.6932,-23.3711,-24.1998,21.525550,-12.26
1346599,0.569199,22.0893,18.6792,42.7201,42.6003,-24.0409,-23.9211,22.142498,-11.65
1252199,0.604977,21.7398,19.1911,42.7693,42.7608,-23.5782,-23.5697,21.716303,-12.51
1258330,0.524729,25.0878,15.2470,42.6425,42.3872,-27.3955,-27.1401,25.232149,-11.29
1702083,0.388841,22.7082,17.1798,42.2588,41.6120,-25.0791,-24.4322,23.098666,-11.03
1318847,0.659918,21.9746,19.1249,42.8245,42.9905,-23.6997,-23.8656,21.828230,-11.91
1495047,0.410970,22.1660,17.8887,42.3396,41.7539,-24.4509,-23.8652,22.520101,-12.30
1257762,0.600170,21.1350,19.8304,42.7633,42.7397,-22.9329,-22.9093,21.121970,-11.45
1935354,0.727086,21.0569,20.3317,42.8633,43.2478,-22.5316,-22.9161,20.752333,-11.75
1387144,0.489452,22.4234,17.9888,42.5661,42.2057,-24.5773,-24.2169,22.636567,-12.14
1249546,0.947657,24.4747,17.1962,42.8203,43.9560,-25.6240,-26.7597,23.600615,-11.88
1252920,0.729812,22.9971,18.2333,42.8643,43.2578,-24.6309,-25.0244,22.685928,-11.45
1633048,0.305155,22.8634,16.4851,41.8653,40.9982,-25.3803,-24.5131,23.376092,-7.47
1291972,0.414363,20.5401,19.6718,42.3512,41.7750,-22.6794,-22.1032,20.888470,-11.03
1291256,1.079034,25.1726,16.7204,42.7023,44.3045,-25.9819,-27.5841,23.930178,-12.51
1250007,1.271975,27.1842,14.8936,42.4396,44.7465,-27.5460,-29.8530,25.370844,-11.85
1368458,0.359384,20.9262,18.9436,42.1376,41.4112,-23.1940,-22.4676,21.362501,-11.79
1246619,0.295387,19.2144,20.3763,41.8083,40.9167,-21.4320,-20.5404,19.739620,-12.28
1250252,0.351756,21.8214,17.9250,42.1034,41.3567,-24.1784,-23.4317,22.269114,-12.28
1262762,0.293570,22.4243,16.8778,41.7974,40.9012,-24.9196,-24.0235,22.951814,-8.19
1246470,0.945547,21.9307,19.9535,42.8217,43.9500,-22.8682,-23.9965,21.062379,-11.18
1292659,1.072142,24.7050,17.2142,42.7098,44.2873,-25.4956,-27.0731,23.482324,-12.47
1901901,0.240637,18.3959,20.8198,41.4315,40.4081,-20.6117,-19.5883,18.984086,-12.53
1259412,0.304767,22.6126,16.7546,41.8631,40.9950,-25.1085,-24.2404,23.125797,-10.25
1282751,1.480697,25.8766,16.6432,42.0647,45.1543,-25.4215,-28.5111,23.414063,-12.52
1262680,0.565448,23.0569,17.6143,42.7143,42.5830,-25.1000,-24.9687,23.117970,-10.56
1702027,0.645261,24.5898,16.2367,42.8120,42.9310,-26.5753,-26.6943,24.476764,-11.39
1249956,0.446277,24.9063,15.0924,42.4521,41.9662,-27.3597,-26.8738,25.199225,-11.67
1330559,0.681308,26.0617,14.7566,42.8401,43.0750,-28.0835,-28.3184,25.865824,-10.16
1861201,1.069426,24.0659,17.9026,42.7128,44.2805,-24.8102,-26.3779,22.851005,-12.24
1262231,0.883136,21.0548,20.7563,42.8557,43.7670,-22.0994,-23.0107,20.354296,-12.27
1253558,0.457536,20.0009,20.4724,42.4842,42.0307,-22.0118,-21.5582,20.273572,-11.64
1302027,0.748992,21.6125,19.7930,42.8699,43.3268,-23.0769,-23.5339,21.254638,-11.65
1574018,0.177777,19.8268,18.6087,40.8339,39.6719,-22.2252,-21.0632,20.470134,-11.83
1274627,0.779446,24.2732,16.9907,42.8746,43.4331,-25.8839,-26.4424,23.839947,-10.76
1277997,1.375398,27.0568,15.2017,42.2640,44.9564,-27.0623,-29.7547,24.925309,-12.34
1246473,0.804974,20.0068,21.6929,42.8747,43.5191,-21.1818,-21.8263,19.509191,-11.25
1938249,0.311147,19.6100,20.0596,41.8990,41.0470,-21.8394,-20.9874,20.114803,-11.75
1252034,0.195755,18.7196,20.0201,41.0282,39.9043,-21.0081,-19.8842,19.349185,-11.44
1247507,1.477417,26.1789,16.3102,42.0712,45.1484,-25.7610,-28.8382,23.726762,-12.54
1294374,1.418613,25.7239,16.7160,42.1846,45.0395,-25.4685,-28.3234,23.457385,-12.15
1901870,0.185061,21.3788,17.0109,40.9153,39.7686,-23.9043,-22.7576,22.016716,-11.44
1253119,0.319155,23.2236,16.1914,41.9425,41.1109,-25.7511,-24.9195,23.717603,-10.00
1261324,0.215147,20.8342,17.9293,41.2152,40.1338,-23.2859,-22.2046,21.447146,-11.80
1252513,0.477673,21.0094,19.4710,42.5374,42.1424,-23.0663,-22.6713,21.244883,-12.19
1246858,0.557202,20.5364,20.3190,42.7011,42.5444,-22.3821,-22.2254,20.614685,-12.15
1308073,0.494226,19.7708,20.8899,42.5773,42.2309,-21.6874,-21.3411,19.974836,-11.76
1935040,0.476841,21.9527,18.4431,42.5353,42.1378,-24.0922,-23.6948,22.189735,-11.75
1252751,0.560593,25.1873,15.2826,42.7066,42.5603,-27.4240,-27.2777,25.258459,-11.55
1252713,0.270219,22.9805,16.0939,41.6481,40.6947,-25.5542,-24.6008,23.536264,-9.32
1246682,0.762734,21.0542,20.4386,42.8726,43.3753,-22.4340,-22.9367,20.662462,-12.21
1368227,0.743004,22.3816,18.9406,42.8684,43.3055,-23.9278,-24.3649,22.038320,-12.11
1327304,0.284199,19.9863,19.4543,41.7396,40.8202,-22.2853,-21.3660,20.525507,-11.31
1512101,0.568718,22.6406,18.0788,42.7194,42.5981,-24.6406,-24.5193,22.694808,-12.33
1282945,1.225710,21.7515,20.7116,42.5109,44.6470,-21.7993,-23.9354,20.077889,-11.93
1277135,0.929654,27.0129,14.3988,42.8318,43.9045,-28.4330,-29.5058,26.187799,-4.81
1311780,0.488297,17.8063,22.9966,42.5634,42.1995,-19.5668,-19.2030,18.021671,-12.17
1944105,0.322322,19.6374,20.1065,41.9592,41.1357,-21.8528,-21.0293,20.127145,-12.37
1281879,0.505472,25.2578,14.9813,42.6025,42.2896,-27.6213,-27.3083,25.440118,-11.60
1281281,0.762491,23.4455,17.8416,42.8726,43.3744,-25.0310,-25.5329,23.054404,-12.00
1265426,0.420292,21.8915,18.2355,42.3711,41.8115,-24.1357,-23.5761,22.229767,-11.99
1250615,0.382081,19.7087,20.3984,42.2325,41.5672,-21.8341,-21.1688,20.109944,-12.54
1259241,0.105426,22.7835,14.2639,39.7391,38.4378,-25.4751,-24.1739,23.463468,-5.62
1324230,0.961469,21.1161,20.8742,42.8106,43.9948,-21.9365,-23.1206,20.204218,-11.63
1296657,0.146236,23.0059,14.7330,40.4313,39.2057,-25.6983,-24.4727,23.669001,-8.06
1257072,0.226522,20.5141,18.3887,41.3155,40.2597,-22.9268,-21.8710,21.116354,-12.17
1430074,0.383885,19.2900,20.8633,42.2396,41.5792,-21.3763,-20.7160,19.688341,-10.07
1366764,0.595206,19.8278,21.2317,42.7570,42.7179,-21.5253,-21.4862,19.825511,-12.08
1652162,0.204424,20.1074,18.6074,41.1144,40.0094,-22.5070,-21.4019,20.729710,-12.14
1324582,0.381852,22.0149,17.8932,42.2316,41.5657,-24.3384,-23.6725,22.416460,-11.86
1876308,0.421472,21.9769,18.1487,42.3750,41.8188,-24.2263,-23.6700,22.313233,-11.93
1260547,0.963967,23.2118,18.6045,42.8088,44.0017,-24.2043,-25.3972,22.292976,-10.68
1310963,0.459186,21.5537,18.7944,42.4888,42.0400,-23.6944,-23.2456,21.823322,-12.13
1366406,0.177008,22.4516,15.7495,40.8251,39.6615,-25.0756,-23.9120,23.095448,-6.64
1703072,0.494174,25.8445,14.2951,42.5771,42.2307,-28.2820,-27.9355,26.048681,-11.14
1273385,0.301266,19.1469,20.4923,41.8430,40.9660,-21.3506,-20.4737,19.664638,-11.66
1318460,0.366045,22.5114,17.2623,42.1665,41.4579,-24.9042,-24.1956,22.937646,-11.89
1334742,0.528094,24.9594,15.4003,42.6490,42.4039,-27.2487,-27.0035,25.097005,-11.56
1643329,0.601799,20.2472,20.8002,42.7654,42.7469,-21.9651,-21.9467,20.230650,-12.14
1339176,0.925373,20.5319,21.4254,42.8344,43.8922,-21.4089,-22.4667,19.718356,-10.79
1249227,1.490857,27.7210,14.6555,42.0445,45.1727,-27.3890,-30.5172,25.226226,-10.97
1388125,0.196152,19.6180,19.0491,41.0322,39.9092,-21.9831,-20.8601,20.247198,-11.44
1330476,0.390504,19.8942,20.2443,42.2652,41.6229,-22.0209,-21.3786,20.282013,-10.78
1876602,0.729882,23.3906,17.8063,42.8643,43.2580,-25.0580,-25.4517,23.079272,-11.13
1247472,0.127474,18.1538,19.7030,40.1429,38.8816,-20.4400,-19.1786,18.825904,-12.35
1278034,0.083339,17.2647,19.7454,39.2337,37.8949,-19.4883,-18.1495,17.949395,-12.09
1500109,0.145973,21.1655,16.7272,40.4275,39.2014,-23.7003,-22.4741,21.828752,-12.03
1304615,0.500297,18.6633,22.1188,42.5911,42.2627,-20.4723,-20.1440,18.855694,-12.17
1314162,0.581412,21.5975,19.2593,42.7382,42.6561,-23.4789,-23.3969,21.624872,-12.45
1255523,0.555359,21.2496,19.5375,42.6980,42.5357,-23.1605,-22.9982,21.331649,-11.79
1770894,0.669605,20.2549,21.0237,42.8320,43.0291,-21.8083,-22.0054,20.086160,-11.44
1293271,0.343828,22.6589,16.9661,42.0665,41.2989,-25.1004,-24.3328,23.118294,-11.04
1250454,0.787336,23.0834,18.3043,42.8750,43.4600,-24.5706,-25.1556,22.630379,-11.81
1931066,0.745593,27.4626,13.4314,42.8690,43.3147,-29.4376,-29.8833,27.113049,-11.40
1253492,1.125888,25.0941,16.8980,42.6473,44.4187,-25.7493,-27.5207,23.716009,-11.99
1263580,0.582755,22.1861,18.6253,42.7401,42.6622,-24.1148,-24.0369,22.210553,-11.90
1250547,1.278221,27.9135,14.1124,42.4296,44.7597,-28.3173,-30.6473,26.081166,-11.53
1317724,0.467747,22.0229,18.3251,42.5118,42.0879,-24.1867,-23.7628,22.276806,-12.34
1247514,0.715125,25.5697,15.3960,42.8585,43.2037,-27.4625,-27.8077,25.293873,-11.14
1913027,0.090348,20.6449,16.2507,39.4078,38.0806,-23.1571,-21.8299,21.328441,-5.09
1250505,0.236139,21.0353,17.9131,41.3955,40.3617,-23.4824,-22.4486,21.628074,-10.88
1290868,0.598836,21.2778,19.6705,42.7616,42.7339,-23.0911,-23.0634,21.267733,-11.22
1574104,0.273038,22.1135,17.0577,41.6671,40.7205,-24.6093,-23.6628,22.666035,-9.93
1262433,0.312505,21.8163,17.6736,41.9065,41.0579,-24.2329,-23.3844,22.319334,-11.50
1255312,0.355609,22.3111,17.4170,42.1208,41.3843,-24.7038,-23.9673,22.753063,-12.02
1267535,1.470061,28.2470,14.0540,42.0857,45.1350,-28.0318,-31.0810,25.818214,-12.02
1923032,0.298411,22.1593,17.2010,41.8263,40.9422,-24.6253,-23.7412,22.680732,-12.24
1388177,0.215205,17.2255,21.8480,41.2157,40.1345,-19.3678,-18.2865,17.838367,-11.89
1265356,0.199871,16.4331,22.5478,41.0697,39.9547,-18.5219,-17.4069,17.059288,-11.44
1923155,0.392008,21.1187,18.9232,42.2709,41.6328,-23.3477,-22.7096,21.504028,-12.51
1913354,0.338787,19.6549,20.1956,42.0423,41.2615,-21.8467,-21.0659,20.121540,-12.45
1876462,0.839536,20.5068,21.2413,42.8697,43.6315,-21.6284,-22.3902,19.920531,-11.78
1279630,0.802659,21.2259,20.3630,42.8748,43.5114,-22.5118,-23.1484,20.734150,-12.00
1246812,0.965642,25.6136,16.0005,42.8076,44.0064,-26.8071,-28.0059,24.690266,-10.82
1280039,0.425691,21.8678,18.2888,42.3888,41.8444,-24.1000,-23.5556,22.196877,-11.75
1530120,0.404670,22.1010,17.9257,42.3174,41.7142,-24.3918,-23.7886,22.465635,-11.91
1254150,0.704175,21.9142,19.3314,42.8533,43.1627,-23.5219,-23.8313,21.664476,-12.52
1654105,0.562711,22.6763,18.0170,42.7100,42.5702,-24.6930,-24.5532,22.743093,-12.41
1263670,0.194182,18.1872,20.5807,41.0120,39.8848,-20.4314,-19.3041,18.817998,-12.29
1303197,0.525616,22.8234,17.7093,42.6442,42.3916,-24.9350,-24.6823,22.965948,-12.03
1296103,0.176843,19.3222,19.1452,40.8232,39.6592,-21.6780,-20.5141,19.966184,-11.77
1302842,0.705208,22.0003,19.2411,42.8539,43.1666,-23.6127,-23.9255,21.748129,-11.66
1316626,0.616014,23.1844,17.6619,42.7823,42.8085,-25.1204,-25.1466,23.136752,-12.41
1291874,0.488725,21.2574,19.2515,42.5644,42.2018,-23.3129,-22.9503,21.471968,-10.74
1533035,0.581174,22.4805,18.2998,42.7378,42.6551,-24.4381,-24.3553,22.508299,-10.76
1334614,0.439409,20.8077,19.5088,42.4317,41.9262,-22.9229,-22.4174,21.112786,-11.65
1279429,0.765687,21.7201,19.7240,42.8731,43.3856,-23.1491,-23.6616,21.321063,-12.48
1264948,0.503941,22.5402,17.9253,42.5992,42.2816,-24.6739,-24.3564,22.725488,-12.11
1371094,0.846003,22.6446,18.9369,42.8682,43.6520,-23.9313,-24.7151,22.041531,-12.60
1332392,0.511966,21.0192,19.6110,42.6164,42.3228,-23.0054,-22.7118,21.188787,-11.99
1891082,0.548708,22.1186,18.5678,42.6868,42.5041,-24.1189,-23.9363,22.214370,-12.27
1267466,0.349981,22.4290,17.2543,42.0953,41.3439,-24.8409,-24.0895,22.879317,-10.69
1302187,0.219422,23.0166,15.6025,41.2537,40.1818,-25.6512,-24.5794,23.625605,-10.59
1934339,0.319214,18.6652,21.1410,41.9428,41.1113,-20.8018,-19.9703,19.159123,-10.72
1344274,0.159136,23.2561,14.6449,40.6068,39.4067,-25.9618,-24.7617,23.911735,1.22
1255724,0.321634,20.9152,18.7145,41.9556,41.1304,-23.2411,-22.4159,21.405885,-11.85
1256325,0.074875,21.3672,15.0586,39.0021,37.6496,-23.9435,-22.5911,22.052801,-8.67
1313057,0.337540,21.4665,18.2207,42.0363,41.2522,-23.8156,-23.0315,21.934953,-11.89
1773174,0.324582,17.6961,22.2294,41.9710,41.1534,-19.7416,-18.9240,18.182702,-12.22
1281615,1.443304,24.7286,17.8341,42.1377,45.0857,-24.3036,-27.2516,22.384416,-12.18
1255845,0.430702,21.9642,18.2097,42.4048,41.8745,-24.1951,-23.6649,22.284514,-11.64
1291981,0.448449,20.2732,20.1333,42.4584,41.9788,-22.3251,-21.8455,20.562196,-10.80
1251637,1.296611,24.0718,18.3145,42.3998,44.7981,-24.0852,-26.4835,22.183307,-12.24
1249371,0.450847,24.8647,15.1597,42.4653,41.9926,-27.3056,-26.8328,25.149393,-11.76
1289812,0.708746,20.7893,20.5668,42.8556,43.1799,-22.2888,-22.6131,20.528707,-12.16
1310227,1.489113,26.0354,16.4832,42.0480,45.1695,-25.5649,-28.6864,23.546099,-11.39
1382078,0.495001,19.3314,21.3703,42.5791,42.2350,-21.2087,-20.8647,19.533940,-12.30
1780047,0.102744,22.0692,14.9835,39.6839,38.3780,-24.7005,-23.3945,22.749971,-7.83
1291771,0.284449,17.5380,22.1144,41.7411,40.8224,-19.6267,-18.7080,18.076889,-11.48
1314947,0.890087,22.7420,18.9414,42.8526,43.7880,-23.9113,-24.8466,22.023101,-12.35
1249010,1.310518,27.3453,14.7835,42.3767,44.8267,-27.5932,-30.0432,25.414266,-11.68
1776220,0.250623,21.2646,17.7934,41.5084,40.5083,-23.7150,-22.7149,21.842360,-11.87
1294017,0.359157,20.3022,19.6196,42.1366,41.4096,-22.5170,-21.7900,20.738922,-11.21
1262616,0.871276,29.9976,11.0174,42.8603,43.7308,-31.8429,-32.7134,29.328441,-10.01
1910067,0.530037,25.1639,15.1863,42.6528,42.4135,-27.4665,-27.2272,25.297611,-10.74
1254868,0.683459,20.4675,20.8373,42.8415,43.0834,-22.0042,-22.2461,20.266633,-12.17
1281558,0.148191,26.9168,10.5157,40.4590,39.2372,-29.9433,-28.7215,27.578775,-4.69
1337267,0.453176,21.9983,18.2831,42.4720,42.0059,-24.1889,-23.7228,22.278799,-11.76
1294401,0.401185,21.3125,18.7630,42.3049,41.6920,-23.5419,-22.9291,21.682901,-11.85
1646094,0.592373,21.0283,19.9178,42.7532,42.7053,-22.8354,-22.7875,21.032199,-11.56
1277001,0.471968,24.6330,15.5107,42.5228,42.1112,-27.0121,-26.6005,24.879108,-10.31
1346897,0.297496,20.1051,19.4246,41.8209,40.9345,-22.3962,-21.5099,20.627695,-11.43
1339075,0.888116,22.4087,19.2985,42.8535,43.7820,-23.5550,-24.4836,21.695003,-11.46
1297374,0.428324,20.6112,19.6666,42.3972,41.8603,-22.7307,-22.1937,20.935730,-12.52
1408068,0.427135,22.4546,17.6591,42.3934,41.8531,-24.7344,-24.1940,22.781180,-12.41
1247920,0.805425,24.7641,16.5290,42.8747,43.5206,-26.3457,-26.9917,24.265291,-10.21
1293147,0.434517,19.5674,20.8311,42.4167,41.8973,-21.5856,-21.0662,19.881079,-12.21
1856065,0.788921,20.4190,21.2016,42.8750,43.4653,-21.6734,-22.2637,19.961905,-11.91
1777154,0.745506,22.2984,19.0382,42.8690,43.3144,-23.8309,-24.2763,21.949034,-10.74
1256765,0.352675,19.9758,19.9345,42.1076,41.3633,-22.1731,-21.4288,20.422180,-12.17
1300179,0.317220,21.9922,17.5151,41.9321,41.0956,-24.4170,-23.5805,22.488908,-11.88
1860143,0.060524,16.3600,20.0331,38.5405,37.1657,-18.5074,-17.1326,17.045919,-11.43
1719040,0.430693,22.9823,17.1041,42.4048,41.8745,-25.3006,-24.7704,23.302723,-11.43
1373042,0.237202,21.8302,17.0598,41.4041,40.3727,-24.3443,-23.3129,22.421912,-10.66
1896111,0.492430,23.4774,16.8575,42.5731,42.2215,-25.7156,-25.3639,23.684914,-12.24
1258366,0.226897,21.7563,17.0436,41.3187,40.2638,-24.2751,-23.2202,22.358214,-7.05
1706094,0.548919,23.0582,17.5485,42.6871,42.5051,-25.1387,-24.9567,23.153564,-11.62
1291957,0.371429,22.5703,17.2301,42.1892,41.4951,-24.9591,-24.2650,22.988192,-11.96
1295861,0.059272,18.4143,17.7573,38.4950,37.1184,-20.7378,-19.3611,19.100190,-9.90
1310432,0.294709,21.9851,17.3630,41.8043,40.9109,-24.4412,-23.5479,22.511211,-11.53
1302399,0.764951,21.4777,19.9852,42.8730,43.3830,-22.8878,-23.3979,21.080441,-11.99
1685017,0.223496,19.5757,19.3784,41.2895,40.2268,-21.9111,-20.8484,20.180850,-11.29
1701028,0.439590,21.0972,19.1953,42.4322,41.9272,-23.2369,-22.7319,21.401966,-11.56
1815028,0.935299,22.5973,19.2061,42.8283,43.9208,-23.6222,-24.7146,21.756827,-11.41
1282736,0.377972,22.1637,17.7094,42.2160,41.5396,-24.5066,-23.8302,22.571446,-12.27
1336925,0.649969,22.0141,19.0491,42.8162,42.9503,-23.7671,-23.9012,21.890352,-11.47
1876323,0.719082,22.5039,18.7367,42.8602,43.2184,-24.1235,-24.4817,22.218595,-11.98
1327289,0.285280,21.4142,17.9123,41.7464,40.8297,-23.8341,-22.9174,21.952006,-11.28
1368419,0.170812,21.1665,17.0675,40.7524,39.5760,-23.6849,-22.5085,21.814592,-11.81
1257229,0.100900,21.4871,15.5762,39.6451,38.3360,-24.0689,-22.7597,22.168271,-7.75
1307261,0.703507,21.9402,19.3012,42.8530,43.1602,-23.5518,-23.8590,21.692026,-12.32
1305499,0.645683,18.9711,22.3385,42.8124,42.9328,-20.4739,-20.5942,18.857130,-11.65
1314965,0.677604,21.3351,19.8767,42.8376,43.0606,-22.9610,-23.1839,21.147839,-12.53
1256840,0.710691,21.5906,19.7028,42.8565,43.1872,-23.1537,-23.4844,21.325354,-11.82
1901798,0.475770,24.0683,16.1412,42.5326,42.1320,-26.3913,-25.9908,24.307315,-11.52
1292386,1.226512,26.4331,15.6301,42.5097,44.6488,-26.8796,-29.0187,24.757028,-11.25
1258194,0.741990,23.8297,17.3653,42.8681,43.3018,-25.5028,-25.9366,23.488968,-12.39
1373059,0.063465,20.1903,15.9774,38.6435,37.2733,-22.6661,-21.2958,20.876247,-8.72
1402076,0.896108,25.0225,16.4801,42.8499,43.8060,-26.3698,-27.3260,24.287490,-12.25
