A,Z,N,element,binding_energy,sigma
238,92,146,U,1801.6900355999999,0.355096
238,93,145,Np,1800.760836,0.270606
238,94,144,Pu,1801.2699418,0.270844
238,95,143,Am,1798.2293014,14.020818
238,96,142,Cm,1796.4231908000002,2.911692
239,92,147,U,1806.4964135999999,0.358978
239,93,146,Np,1806.975752,0.31309
239,94,145,Pu,1806.9161692999999,0.265768
239,95,144,Am,1805.3316949,0.47369799999999995
239,96,143,Cm,1802.7927501,35.866729999999976
240,92,148,U,1812.42492,0.61272
240,93,147,Np,1812.041832,4.08768
240,94,146,Pu,1813.4503920000002,0.2652
240,95,145,Am,1811.283264,3.31968
240,96,144,Cm,1810.2868079999998,0.4572
240,98,142,Cf,1802.4576,4.3281599999999765
241,93,148,Np,1818.1142666,24.101446
241,94,147,Pu,1818.6919195,0.266305
241,95,146,Am,1817.9303595,0.268233
241,96,145,Cm,1816.3805607999998,0.387287
242,93,149,Np,1823.0838164,48.400968
242,94,148,Pu,1825.0014728,0.30129
242,95,147,Am,1823.4679914,0.270556
242,96,146,Cm,1823.349968,0.27612200000000003
242,98,144,Cf,1817.2019822,3.1198639999999758
243,94,149,Pu,1830.0351141,0.617706
243,95,148,Am,1829.8323306,0.337284
243,96,147,Cm,1829.0430423,0.36352799999999996
243,97,146,Bk,1826.7530103,1.099332
244,94,150,Pu,1836.0549575999999,0.572424
244,95,149,Am,1835.1995180000001,0.36380399999999996
244,96,148,Cm,1835.8444588,0.269864
244,97,147,Bk,1832.8001196000002,3.5133559999999755
244,98,146,Cf,1831.2535012,0.638548
245,94,151,Pu,1840.754139,3.3368999999999756
245,95,150,Am,1841.2495534999996,0.4620699999999755
245,96,149,Cm,1841.3630865,0.281505
245,97,148,Bk,1839.7714929999997,0.43904
245,98,147,Cf,1837.4177779999995,0.59486
246,94,152,Pu,1846.6088645999998,3.68631
246,96,150,Cm,1847.8220136,0.3751499999999754
246,97,149,Bk,1845.689661,14.764673999999975
246,98,148,Cf,1844.784012,0.372444
246,99,147,Es,1840.2730854,22.121549999999974
246,100,146,Fm,1837.1183568000001,3.36282
247,96,151,Cm,1852.9771546000002,0.937859
247,97,150,Bk,1852.2383776000001,1.281683
247,98,149,Cf,1850.8361585999999,3.538769
247,99,148,Es,1847.5848234999999,4.801927
248,96,152,Cm,1859.1888167999998,0.584784
248,97,151,Bk,1857.66818,12.414384
248,98,150,Cf,1857.778912,1.270008
248,100,148,Fm,1851.5543848,2.107256
249,96,153,Cm,1863.902199,0.590379
249,97,152,Bk,1864.0242090000002,0.310752
249,98,151,Cf,1863.3654546,0.2943179999999751
249,100,149,Fm,1858.0043600999998,1.5467879999999998
249,101,148,Md,1853.5602081,40.941824999999994
250,96,154,Cm,1869.734625,2.568499999999975
250,97,153,Bk,1868.98985,0.7245
250,98,152,Cf,1869.989175,0.3845
250,100,150,Fm,1865.522625,1.9719999999999998
250,101,149,Md,1860.413325,22.73
251,96,155,Cm,1874.1475483,5.697198
251,97,154,Bk,1874.7851887000002,2.6942340000000002
251,98,153,Cf,1875.0958514,0.979151
251,99,152,Es,1873.9369342,1.327288
251,100,151,Fm,1871.7073263,3.5872919999999997
251,101,150,Md,1867.9170255,4.748669
252,98,154,Cf,1881.2675448,0.594216
252,99,153,Es,1879.2251856,12.614111999999974
252,100,152,Fm,1878.9208452,1.315692
252,101,151,Md,1874.4879888000003,23.004072
252,102,150,No,1871.3013984,2.341584
253,98,155,Cf,1886.0719141000002,1.0770209999999747
253,99,154,Es,1885.5806386999996,0.315997
253,100,153,Fm,1884.4632136,0.391897
253,102,151,No,1877.8853907,1.7487359999999998
253,103,150,Lr,1872.938254,41.62710199999997
254,98,156,Cf,1892.1033786,2.911348
254,99,155,Es,1890.6682786,0.745744
254,100,154,Fm,1890.9775743999999,0.468122
254,102,152,No,1885.5920886,2.453132
254,103,151,Lr,1879.8871724,23.193248
255,99,156,Es,1896.644508,2.758335
255,100,155,Fm,1896.15093,1.00317
255,101,154,Md,1894.3269915,1.4195849999999999
255,102,153,No,1891.5747765,3.581985
255,103,152,Lr,1887.6570585,4.512989999999999
256,100,156,Fm,1902.5379328,0.77312
256,102,154,No,1898.6349824,1.932288
256,103,153,Lr,1893.929088,21.223168
256,104,152,Rf,1890.6713344,4.569088
257,100,157,Fm,1907.5039093999999,1.11795
257,101,156,Md,1906.3192165,0.40323299999997425
257,102,155,No,1904.2822858999998,1.592629
257,104,153,Rf,1897.0982620999998,2.779969
257,105,152,Db,1892.0280119,42.31093799999997
258,101,157,Md,1911.692667,0.896292
258,104,154,Rf,1904.6916306,4.154832
258,105,153,Db,1898.7459174,23.699105999999997
259,102,157,No,1916.5925926,1.6477579999999998
259,105,154,Db,1906.3339134,14.681415
260,106,154,Sg,1909.0664319999998,5.339359999999999
261,104,157,Rf,1923.9316938,17.138043
261,106,155,Sg,1915.680231,4.826934
261,107,154,Bh,1909.8234693,46.928582999999996
262,106,156,Sg,1923.3874832000001,5.807754
262,107,155,Bh,1916.7220722,24.385388000000003
264,108,156,Hs,1926.7713168,7.6245840000000005
265,108,157,Hs,1933.5055610000002,6.34887
266,108,158,Hs,1941.3374525999996,7.210196000000001
266,109,157,Mt,1934.0221067999996,25.661818
269,110,159,Ds,1950.2917218999999,8.447407
270,110,160,Ds,1958.5161179999996,10.604249999999999
