A,Z,N,element,binding_energy,sigma
81,35,46,Br,704.3716665,0.079218
81,36,45,Kr,703.3084686,0.086994
81,37,44,Rb,700.2866259,0.39722399999999186
81,38,43,Sr,695.5757145,0.25336800000000004
81,39,42,Y,688.9781511,0.437805
81,40,41,Zr,680.0073039,7.469658
82,30,52,Zn,680.691635,0.252068
82,31,51,Ga,690.5260507999999,0.19893200000000003
82,32,50,Ge,702.2280494,0.18367999999999998
82,33,49,As,706.1360546000001,0.305778
82,34,48,Se,712.8421786,0.038212
82,35,47,Br,711.9646146000001,0.079622
82,36,46,Kr,714.2753828,0.00045181999999999997
82,37,45,Rb,709.0890549999999,0.24673799999999999
82,38,44,Sr,708.128958,0.491344
82,39,43,Y,699.4006484,0.45091799999999177
82,40,42,Zr,694.1682612,0.129888
83,31,52,Ga,694.9237747999999,0.21679600000000002
83,32,51,Ge,705.8607346,0.20144099999999998
83,33,50,As,713.771282,0.232317
83,34,49,Se,718.660148,0.251988
83,35,48,Br,721.5509716,0.3149849999999917
83,36,47,Kr,721.7455484999999,0.0007469999999999998
83,37,46,Rb,720.0432019,0.19330699999999998
83,38,45,Sr,716.9878308000001,0.567222
83,39,44,Y,711.6135393,1.5463730000000002
83,40,43,Zr,704.5371751,0.53369
83,41,42,Nb,695.4560786999999,13.45264
84,31,53,Ga,697.8321,2.5038720000000003
84,32,52,Ge,711.1040495999999,0.2663639999999916
84,33,51,As,718.026834,0.2663639999999916
84,34,50,Se,727.338654,0.164724
84,35,49,Br,728.3916696000001,2.16132
84,36,48,Kr,732.2655732,0.00032088
84,37,47,Rb,728.8028496,0.1842959999999916
84,38,46,Sr,728.9111088,0.10441199999999999
84,39,45,Y,721.3736208,0.361116
84,40,44,Zr,718.1185284,0.46191599999999156
84,41,43,Nb,707.1083292000001,0.033684
85,31,54,Ga,701.5533395000001,3.1671
85,32,53,Ge,714.1503564999999,0.316965
85,33,52,As,723.4337334999999,0.26163
85,34,51,Se,731.8758825,0.222105
85,35,50,Br +,737.255371,0.26163
85,36,49,Kr,739.3778805,0.17
85,37,48,Rb,739.2825359999999,0.00042500000000000003
85,38,47,Sr,737.4361405000001,0.23910499999999998
85,39,46,Y,733.392631,1.612025
85,40,45,Zr,727.943349,0.54655
85,41,44,Nb,720.2654944999999,0.34841500000000003
85,42,43,Mo,710.7132200000001,1.345975
86,32,54,Ge,718.4981799999998,37.650972
86,33,53,As,727.278049,0.2967
86,34,52,Se,738.0367263999999,0.21672
86,35,51,Br,742.3834674,0.264708
86,36,50,Kr,749.234537,0.00031992
86,37,49,Rb,747.9335204,0.0172
86,38,48,Sr,748.9272675999999,0.00045064
86,39,47,Y,742.9049198,1.216212
86,40,46,Zr,740.8084977999999,0.3066759999999914
86,41,45,Nb,731.1911865999998,0.4729139999999914
86,42,44,Mo,725.3857050000001,0.252152
87,33,54,As,732.0051327,0.259695
87,34,53,Se,742.031004,0.194967
87,35,52,Br 2,748.7142135,0.2758769999999913
87,36,51,Kr,754.7497079999999,0.021402
87,37,50,Rb,757.8556341,0.000522
87,38,49,Sr,757.3555581,0.00044631
87,39,48,Y,754.7115237,0.09813599999999129
87,40,47,Zr,750.2579415,0.3607019999999913
87,41,46,Nb,744.0029373,0.591774
87,42,45,Mo,736.2309141000001,0.248559
87,43,44,Tc,726.2538063000001,0.36470400000000003
88,34,54,Se,747.5603959999999,0.295416
88,35,53,Br,753.6098152000001,0.2790479999999912
88,36,52,Kr,761.8027911999999,0.229504
88,37,51,Rb,763.9381552000001,0.013992
88,38,50,Sr,768.4684303999999,0.00049368
88,39,49,Y,764.0634848,0.132
88,40,48,Zr,762.6109832000001,0.475464
88,41,47,Nb,754.3713144,5.087104
88,42,46,Mo,750.1039656,0.336072
88,43,45,Tc,738.3053744,0.36071200000000003
89,34,55,Se,750.7399111,0.33188100000000004
89,35,54,Br,759.2394377999999,0.290496
89,36,53,Kr,766.7186062000001,0.19063799999999997
89,37,52,Rb,771.1128655000001,0.4830029999999911
89,38,51,Sr,774.8271470000001,0.008188
89,39,50,Y,775.5469790000001,0.030171
89,40,49,Zr,771.9313985000001,0.24742
89,41,48,Nb,766.8968376,2.1030699999999913
89,42,47,Mo,760.5036739,0.348168
89,43,46,Tc,752.1012462000001,0.339891
89,44,45,Ru,742.2934640000001,2.155491
90,34,56,Se,755.619048,29.677410000000002
90,35,55,Br,763.036785,0.30213
90,36,54,Kr,773.2133909999999,0.16767
90,37,53,Rb,776.837358,0.58068
90,38,52,Sr,782.640387,0.13041
90,39,51,Y,782.404002,0.03186
90,40,50,Zr,783.8972910000001,0.01062
90,41,49,Nb,777.0039300000001,0.29853
90,42,48,Mo,773.732565,0.31167
90,43,47,Tc,763.5024000000001,0.09224999999999099
90,44,46,Ru,756.8791560000001,0.3357
91,34,57,Se,758.4702762000001,39.416195
91,35,56,Br -,768.2151021999999,0.322413
91,36,55,Kr,777.2994229,0.20347600000000002
91,37,54,Rb,783.2881510999999,0.7098909999999999
91,38,53,Sr,788.4127068999999,0.496223
91,39,52,Y,790.3297311000001,0.167713
91,40,51,Zr,791.0916558999999,0.008645
91,41,50,Nb,789.0517453000001,0.266266
91,42,49,Mo,783.8402026,0.567658
91,43,48,Tc,776.8356778,0.215033
91,44,47,Ru,768.3065117,0.20211099999999999
92,35,57,Br,771.4119316,0.617228
92,36,56,Kr,783.1661,0.248492
92,37,55,Rb,788.38687,0.563316
92,38,54,Sr,795.699444,0.314916
92,39,53,Y,796.8662248,0.839684
92,40,52,Zr,799.7264035999999,0.008648
92,41,51,Nb,796.9383252,0.164128
92,42,50,Mo,796.5112704000001,0.014444
92,43,49,Tc,787.846048,0.2853839999999908
92,44,48,Ru,782.4392079999999,0.250056
92,45,47,Rh,770.3547412,0.402776
92,46,46,Pd,761.352394,31.742576
93,35,58,Br,776.1406697999998,40.065888
93,36,57,Kr,786.6040905,0.233895
93,37,56,Rb,794.3056437,0.72819
93,38,55,Sr,800.9892375,0.702522
93,39,54,Y,804.3482022000001,0.9753839999999907
93,40,53,Zr,806.4607251,0.042408
93,41,52,Nb,805.7691957000001,0.13857
93,42,51,Mo,804.5810835,0.0168329999999907
93,43,50,Tc,800.5977726,0.094116
93,44,49,Ru,793.4260311,0.192045
93,45,48,Rh,784.4387715,0.244497
93,46,47,Pd,773.6264241,34.410837
94,36,58,Kr,791.8871892,1.138246
94,37,57,Rb,798.3198536,0.190726
94,38,56,Sr,807.8204336,0.156322
94,39,55,Y,810.5438392000001,0.59972
94,40,54,Zr,814.6793504000001,0.015416000000000001
94,41,53,Nb,812.9967316000001,0.140154
94,42,52,Mo,814.2594054000001,0.0132539999999906
94,43,51,Tc,809.2213062000001,0.382674
94,44,50,Ru,806.864228,0.295442
94,45,49,Rh,796.4059102,0.317626
94,46,48,Pd,788.8182208,0.402978
95,36,59,Kr,794.7696485000001,1.7698500000000001
95,37,58,Rb,803.7186865000001,1.9232749999999998
95,38,57,Sr,812.1633124999998,0.5519499999999905
95,39,56,Y,817.471618,0.644005
95,40,55,Zr,821.1412779999999,0.082555
95,41,54,Nb,821.4852634999999,0.04826
95,42,53,Mo,821.6285140000001,0.011685000000000001
95,43,52,Tc,819.1556545000001,0.48260000000000003
95,44,51,Ru,815.8097070000001,0.90269
95,45,50,Rh,809.9102164999999,0.36917
95,46,49,Pd,800.7531665,0.287945
96,36,60,Kr,799.7637216,1.8505919999999998
96,37,59,Rb,807.2540448,0.321888
96,38,58,Sr,818.0355936000001,0.8127359999999999
96,39,57,Y,822.6649824,0.5831999999999999
96,40,56,Zr,828.9915168,0.010944
96,41,55,Nb,828.3731328,0.014112
96,42,54,Mo,830.7828480000001,0.011519999999990399
96,43,53,Tc,827.0272608,0.49401599999999035
96,44,52,Ru,826.503648,0.01632
96,45,51,Rh,819.328656,0.960096
96,46,50,Pd,815.0419871999999,0.402624
96,47,49,Ag,802.5878688,8.648064
97,36,61,Kr,802.1768564999999,12.649673
97,37,60,Rb,812.4901584,0.1854639999999903
97,38,59,Sr,821.7693433000002,0.328345
97,39,58,Y,828.5217752,0.650676
97,40,57,Zr,834.5606654,0.011737
97,41,56,Nb,836.4444248,0.41166799999999026
97,42,55,Mo,837.6039822,0.016005
97,43,54,Tc,836.5013637999999,0.399446
97,44,53,Ru,834.6151503,0.268011
97,45,52,Rh,830.3098053,3.439911
97,46,51,Pd,824.7357391,0.469868
97,47,50,Ag,817.0515737000001,1.1655520000000001
97,48,49,Cd,806.0992260999999,40.756684
98,37,61,Rb,816.4114812000001,1.576134
98,38,60,Sr,827.6823729999999,0.31614800000000004
98,39,59,Y  p,832.7663875999999,0.7760619999999903
98,40,58,Zr,840.9770431999999,0.82761
98,41,57,Nb,842.4375568,0.49009800000000003
98,42,56,Mo,846.2465717999999,0.017052
98,43,55,Tc,843.7804606,0.3312399999999902
98,44,54,Ru,844.7907720000001,0.633374
98,45,53,Rh,838.9587724,1.166788
98,46,52,Pd,836.3221902,0.46471599999999996
98,47,51,Ag,827.2852868000001,3.2248859999999997
98,48,50,Cd,821.0729394,5.0761059999999905
99,37,62,Rb,821.2347990000001,0.399069
99,38,61,Sr,831.8498265,0.46896299999999996
99,39,60,Y,839.1926861999999,0.654885
99,40,59,Zr,845.383275,1.039401
99,41,58,Nb,849.3196040999999,1.18839599999999
99,42,57,Mo,852.1720217999999,0.022671
99,43,56,Tc,852.7474395,0.089892
99,44,55,Ru,852.2626068000001,0.033957
99,45,54,Rh,849.4393941000002,1.925649
99,46,53,Pd,845.2553868,0.5055930000000001
99,47,52,Ag,839.0026655999999,0.620235
99,48,51,Cd,831.4389666000001,0.15681599999999998
100,37,63,Rb,824.4508500000001,1.3124
100,38,62,Sr,837.22012,0.6918
100,39,61,Y,843.94151,1.1179
100,40,60,Zr,852.2106599999998,0.8142999999999999
100,41,59,Nb,854.84683,0.7976000000000001
100,42,58,Mo,860.4662599999999,0.0301
100,43,57,Tc,859.5118399999999,0.1351
100,44,56,Ru,861.9359299999999,0.0342
100,45,55,Rh,857.51732,1.8124999999999998
100,46,54,Pd,856.3565199999999,1.7637
100,47,53,Ag,848.49947,0.5
100,48,52,Cd,843.77375,0.16770000000000002
100,49,51,In,832.97495,0.22360000000000002
100,50,50,Sn,825.1626,24.001
101,37,64,Rb,828.8237053,2.06979299999999
101,38,63,Sr,840.7988510999999,0.85648
101,39,62,Y,849.7463805000001,0.71508
101,40,61,Zr,857.0702339,0.8415320000000001
101,41,60,Nb,862.0183855,0.378649
101,42,59,Mo,865.8645059,0.031108
101,43,58,Tc,867.9067965999999,2.424404
101,44,57,Ru,868.737966,0.0417129999999899
101,45,56,Rh,867.4099372,0.5899409999999999
101,46,55,Pd,864.6473043999999,0.463388
101,47,54,Ag,859.7671965000001,0.488638
101,48,53,Cd,853.4869357000001,0.15049
101,49,52,In,845.4130260000001,1.177862
101,50,51,Sn,836.391403,30.300505
102,37,65,Rb,831.5799186,8.456106
102,38,64,Sr,845.7045726,6.840936
102,39,63,Y,853.9355544,0.416262
102,40,62,Zr,863.5619879999999,0.8933159999999898
102,41,61,Nb,867.496485,0.256122
102,42,60,Mo,873.9767388,0.84711
102,43,59,Tc,874.2064428000001,0.9349320000000001
102,44,58,Ru,877.9576050000001,0.042432
102,45,57,Rh,874.8521436000001,0.65382
102,46,56,Pd,875.1894473999998,0.042738
102,47,55,Ag,868.7508300000001,0.8334419999999999
102,48,54,Cd,865.3814844,0.16952399999998982
102,49,53,In,855.6343338,0.46644599999999997
102,50,52,Sn,849.0919926,10.21071
103,39,64,Y,859.2912607999999,1.1542179999999898
103,40,63,Zr,867.8608711,0.9499690000000001
103,41,62,Nb,874.298196,0.405305
103,42,61,Mo,879.4415216,0.9499690000000001
103,43,60,Tc,882.3087634999999,1.01043
103,44,59,Ru,884.1896568,0.045423
103,45,58,Rh,884.1718480999999,0.23700300000000002
103,46,57,Pd,882.8147819,0.090434
103,47,56,Ag,879.378156,0.42219700000000004
103,48,55,Cd,874.4447340999999,0.18653299999999998
103,49,54,In,867.6431497,0.92494
104,40,64,Zr,873.8408536,0.968864
104,41,63,Nb,879.1518528000001,0.185536
104,42,62,Mo,886.9022552,0.9267439999999896
104,43,61,Tc,888.275128,2.588144
104,44,60,Ru,893.0895792,0.25979199999999997
104,45,59,Rh,891.1708104,0.239512
104,46,58,Pd,892.8242439999999,0.13894399999999998
104,47,57,Ag,887.76324,0.4385679999999896
104,48,56,Cd,885.8328127999999,0.173992
104,49,55,In,877.264752,0.6006
104,50,54,Sn,871.9267856,0.59748
104,52,52,Te,848.3618624000001,33.031335999999996
105,40,65,Zr,877.6527900000001,1.27155
105,41,64,Nb,885.3277124999998,0.4229399999999895
105,42,63,Mo,891.9606149999998,0.950775
105,43,62,Tc,896.133777,3.7026149999999896
105,44,61,Ru,898.9996679999999,0.262395
105,45,60,Rh,900.1340564999999,0.26271
105,46,59,Pd,899.9183445,0.11948999999999999
105,47,58,Ag,897.7889340000002,0.47711999999998944
105,48,57,Cd,894.269586,0.14616
105,49,56,In,888.7939725,1.07583
105,50,55,Sn,881.709045,0.41695499999999996
105,51,54,Sb,871.6041915000001,2.291835
105,52,53,Te,859.617864,31.502100000000002
106,41,65,Nb,889.6861642000001,0.150096
106,42,64,Mo,898.8291412000001,0.9677799999999999
106,43,63,Tc,901.6950420000001,1.2985
106,44,62,Ru,907.4597036,0.571446
106,45,61,Rh,906.7167602,0.57134
106,46,60,Pd,909.4793003999999,0.11723599999999999
106,47,59,Ag,905.7318081999999,0.319696
106,48,58,Cd,905.1392151999999,0.11702399999999999
106,49,57,In,897.8328578,1.295956
106,50,56,Sn,893.7960598000001,0.539646
106,51,55,Sb,882.1333144,0.7899120000000001
106,52,54,Te,873.0974292000001,10.657345999999988
107,41,66,Nb,895.2786086000001,0.8584609999999893
107,42,65,Mo,903.3174329999999,0.986861
107,43,64,Tc,908.7400753,0.928011
107,44,63,Ru,913.0703332,0.928011
107,45,62,Rh,915.2891279999999,1.2894569999999999
107,46,61,Pd,916.0157221999999,0.128507
107,47,60,Ag,915.2674284000001,0.254874
107,48,59,Cd,913.0687068,0.17762
107,49,58,In,908.8626973000001,1.032978
107,50,57,Sn,903.0259222,0.56817
107,51,56,Sb,894.3845808,0.44383599999999995
108,41,67,Nb,899.1713232000001,0.8898119999999999
108,42,66,Mo,909.5930748000001,0.9960840000000001
108,43,65,Tc,913.9842576,0.9470520000000001
108,44,64,Ru,920.9404836,0.93744
108,45,63,Rh,921.5278955999999,1.5116759999999891
108,46,62,Pd,925.2386028000001,0.119664
108,47,61,Ag,922.5388296000001,0.25790399999999997
108,48,60,Cd,923.4021167999999,0.121284
108,49,59,In,917.4871727999999,0.933228
108,50,58,Sn,914.6549484000001,0.581256
108,51,57,Sb,904.2479928,0.593568
108,52,56,Te,896.8019868000001,0.584388
108,54,54,Xe,872.0879688,40.985676
109,41,68,Nb,904.3872463,46.958943999999995
109,42,67,Mo,913.5743767000001,1.218511
109,43,66,Tc,920.4155764,1.053921
109,44,65,Ru,926.0888519999999,0.975986
109,45,64,Rh,929.5673036,0.44036000000000003
109,46,63,Pd,931.3921925,0.12142599999999999
109,47,62,Ag,931.7227894999999,0.140283
109,48,61,Cd,930.7253414,0.16742400000000002
109,49,60,In,927.9281943,0.43262099999998904
109,50,59,Sn,923.2864947,0.8664409999999999
109,51,58,Sb,916.1249548999999,0.573885
109,52,57,Te,906.8070244999999,0.47763799999999995
109,53,56,I,895.9817876000001,0.7334609999999999
109,54,55,Xe,883.6964739,32.711771999999996
110,41,69,Nb,908.0786770000001,92.21795
110,42,68,Mo,919.5222299999999,2.6640900000000003
110,43,67,Tc,925.238633,1.04467
110,44,66,Ru,933.4943529999999,0.98164
110,45,65,Rh,935.468061,1.9585500000000002
110,46,64,Pd,940.1879300000002,0.06732
110,47,63,Ag,938.5319789999999,0.14146
110,48,62,Cd,940.6403049999999,0.041800000000000004
110,49,61,In,935.9799569999999,1.2708300000000001
110,50,60,Sn,934.569625,1.5154699999999999
110,51,59,Sb,925.3950309999999,0.655819999999989
110,52,58,Te,919.3927600000001,0.7232500000000001
110,53,57,I,906.8484369999999,6.813399999999989
110,54,56,Xe,897.5208880000001,11.10868
111,42,69,Mo,922.9975451999999,1.396157999999989
111,43,68,Tc,931.3000565999998,1.174602
111,44,67,Ru,938.2783602,1.074702
111,45,66,Rh,943.0145637,0.760683
111,46,65,Pd,945.9142278,0.081141
111,47,64,Ag,947.3614458000001,0.161949
111,48,63,Cd,947.6158910999999,0.039627
111,49,62,In,945.9733464,0.380064
111,50,61,Sn,942.737541,0.5922959999999999
111,51,60,Sb,936.8533533,0.9822389999999999
111,52,59,Te,928.8217484999999,0.7133969999999888
111,53,58,I,919.4057073000001,0.5276939999999889
112,43,69,Tc,935.6056304,0.61768
112,44,68,Ru,945.1952272000001,1.0752
112,45,67,Rh,948.5130592,4.93752
112,46,66,Pd,954.320696,0.733152
112,47,65,Ag,953.8010383999999,0.271264
112,48,64,Cd,957.0098272000001,0.028
112,49,63,In,953.6427488,0.476112
112,50,62,Sn,953.5253167999999,0.032928
112,51,61,Sb,945.686896,1.9968480000000002
112,52,60,Te,940.8731024,0.938896
112,53,59,I,929.5865712000001,1.147552
112,54,58,Xe,921.7672352000001,0.9276959999999888
113,43,70,Tc,941.2295676000001,0.37888900000000003
113,44,69,Ru,949.5034840999999,4.3258659999999995
113,45,68,Rh,955.6202645000001,0.8059159999999886
113,46,67,Pd,959.6614834999999,0.785011
113,47,66,Ag,962.315458,1.880659
113,48,65,Cd,963.5495761999999,0.027684999999999998
113,49,64,In,963.0910561000001,0.021244
113,50,63,Sn,961.2697221,0.177975
113,51,62,Sb,956.5762106,1.942809
113,52,61,Te,949.7239357999999,3.157785
113,53,60,I,941.7140664000001,0.9052429999999887
113,54,59,Xe,932.0158301,0.7729199999999999
113,55,58,Cs,920.7943989999999,0.969201
114,43,71,Tc,945.0896285999999,49.37853
114,44,70,Ru,955.9282014,0.405384
114,45,69,Rh,960.6349194000002,8.157954
114,46,68,Pd,967.6326384000001,0.792072
114,47,67,Ag,968.2907603999998,0.5202960000000001
114,48,66,Cd,972.5925389999999,0.031464
114,49,65,In,970.3650588000002,0.034314
114,50,64,Sn,971.5726493999999,0.003306
114,51,63,Sb,964.7271774,2.2540079999999887
114,52,62,Te,961.3378890000001,2.784792
114,53,61,I,951.3048060000001,2.283078
114,54,60,Xe,944.9694156,1.274292
114,55,59,Cs,931.7871054,9.697752000000001
114,56,58,Ba,922.2242609999998,11.705064
115,44,71,Ru,959.88361,2.8940900000000003
115,45,70,Rh,967.225187,0.841685
115,46,69,Pd,972.639433,1.557905
115,47,68,Ag,976.4138595000001,2.10082
115,48,67,Cd,978.7333980000002,0.074865
115,49,66,In,979.4029280000002,0.00138
115,50,65,Sn,979.1180730000001,0.001725
115,51,64,Sb,975.3052939999999,1.8428749999999885
115,52,63,Te,969.582296,3.2136750000000003
115,53,62,I,963.0749865,3.32074
115,54,61,Xe,954.6115960000001,1.392535
116,44,72,Ru,965.918544,0.43221600000000004
116,45,71,Rh,971.8030268000001,8.564511999999999
116,46,70,Pd,980.1159580000001,0.82766
116,47,69,Ag,982.0452468000002,0.37816
116,48,68,Cd,987.4327276,0.01856
116,49,67,In,986.1876532000001,0.02552
116,50,66,Sn,988.6815256,0.011136
116,51,65,Sb,983.1952127999999,0.597864
116,52,64,Te,980.8546460000001,2.807896
116,53,63,I,972.2291527999998,8.704292
116,54,62,Xe,967.0730339999999,1.5099719999999883
117,44,73,Ru,969.4108124999999,50.677965
117,45,72,Rh,978.0353621999999,1.040715
117,46,71,Pd,984.7801431,0.848835
117,47,70,Ag,989.7558254999998,1.5879239999999883
117,48,69,Cd,993.209958,0.1185209999999883
117,49,68,In,994.9522400999999,0.571077
117,50,67,Sn,995.6246039999999,0.056511
117,51,66,Sb,993.0840777000001,0.987129
117,52,65,Te,988.7576751,1.574235
117,53,64,I,983.3183919,2.990286
117,54,63,Xe,976.2828192,1.214226
117,55,62,Cs,967.8082284000001,7.301969999999988
117,56,61,Ba,957.9906881999999,29.289662999999997
118,45,73,Rh,982.0967602000001,2.859848
118,46,72,Pd,991.8159246,0.294292
118,47,71,Ag,995.19902,0.29677
118,48,70,Cd,1001.5645299999999,2.3601180000000004
118,49,69,In,1001.3087059999999,0.914736
118,50,68,Sn,1004.9510238000001,0.058882
118,51,67,Sb,1000.5120408,0.355888
118,52,66,Te,999.424246,2.160108
118,53,65,I,991.9221954000002,2.33168
118,54,64,Xe,988.2478642,1.224604
118,55,63,Cs,977.7958254,1.5048540000000001
119,45,74,Rh,988.1040407,1.108485
119,46,73,Pd,995.9061686,0.981512
119,47,72,Ag,1002.3622994000001,1.749656999999988
119,48,71,Cd,1006.9111338999999,4.485705
119,49,70,In,1009.8505053,0.8698899999999999
119,50,69,Sn,1011.4344785999999,0.08627499999999999
119,51,68,Sb,1010.0626942,0.832762
119,52,67,Te,1006.9873415000001,0.866082
119,53,66,I,1002.8001955999999,2.583014
119,54,65,Xe,997.034598,1.234982
119,55,64,Cs,989.7628293,1.65886
119,56,63,Ba,981.2655153000001,23.832011
120,46,74,Pd,1002.8498040000001,0.27552
120,47,73,Ag,1007.439372,0.53652
120,48,72,Cd,1014.96288,0.44712
120,49,71,In,1015.9508999999999,4.80132
120,50,70,Sn,1020.5385599999998,0.1104
120,51,69,Sb,1017.0755999999999,0.86388
120,52,68,Te,1017.2382839999998,0.21012
120,53,67,I,1010.8409399999998,1.81224
120,54,66,Xe,1008.4838639999999,1.41804
120,55,65,Cs,999.4177320000001,1.1964
120,56,64,Ba,993.6353880000001,36.01992
121,45,76,Rh,997.6740037000001,74.952724
121,46,75,Pd,1006.8238663999998,0.405713
121,47,74,Ag,1014.2620026,1.465189
121,48,73,Cd,1020.1506612000001,0.234982
121,49,72,In,1024.1290807,3.3176989999999997
121,50,71,Sn,1026.7087644,0.11833799999999998
121,51,70,Sb,1026.3289454,0.303226
121,52,69,Te,1024.4905561,3.126035
121,53,68,I,1021.4107431,0.571483
121,54,67,Xe,1016.8637445999999,1.239403
121,55,66,Cs,1010.7027392,1.7290899999999878
121,56,65,Ba,1003.5629043,17.169658
122,46,76,Pd,1013.329011,2.3864419999999997
122,47,75,Ag,1019.0366102,4.659302
122,48,74,Cd,1027.7605374,0.280478
122,49,73,In,1029.9371638000002,6.10732
122,50,72,Sn,1035.5234096,0.29865600000000003
122,51,71,Sb,1033.1353084000002,0.305366
122,52,70,Te,1034.3320429999999,0.16555399999999998
122,53,69,I,1029.3156958,0.632082
122,54,68,Xe,1027.8090568,1.355542
122,55,67,Cs,1019.816483,4.109813999999988
122,56,66,Ba,1015.4983174,3.40929
123,46,77,Pd,1017.2139114,97.10124300000001
123,47,76,Ag,1025.5703961,4.010046
123,48,75,Cd,1032.6336465000002,0.331608
123,49,74,In,1037.8661525999999,2.439336
123,50,73,Sn,1041.4694499,0.304917
123,51,72,Sb,1042.0953108,0.166788
123,52,71,Te,1041.261051,0.166665
123,53,70,I,1039.2503208,0.453378
123,54,69,Xe,1035.7736397,1.172682
123,55,68,Cs,1030.7866907999999,1.489407
123,56,67,Ba,1024.6156578,1.489407
124,47,77,Ag,1030.3030792,31.186372
124,48,76,Cd,1039.9902196,0.3235159999999876
124,49,75,In,1043.3762132000002,3.7895640000000004
124,50,74,Sn,1049.9575628,0.162936
124,51,73,Sb,1048.5628107999999,0.16839200000000001
124,52,72,Te,1050.685542,0.167648
124,53,71,I,1046.7436068,0.285076
124,54,70,Xe,1046.2641112,0.16839200000000001
124,55,69,Cs,1039.5554136,1.1347239999999998
124,56,68,Ba,1036.1217916,1.549628
124,57,67,La,1026.5082824,7.026955999999999
125,47,78,Ag,1036.6643875,54.143125
125,48,77,Cd,1044.7101875,0.361
125,49,76,In,1050.9920625,0.22125
125,50,75,Sn,1055.6910625,0.16612499999998748
125,51,74,Sb,1057.27015,0.31437499999999996
125,52,73,Te,1057.2545125,0.16899999999999998
125,53,72,I,1056.2863875,0.169125
125,54,71,Xe,1053.867375,0.176875
125,55,70,Cs,1049.9754125,0.967
125,56,69,Ba,1044.7723,1.374
125,57,68,La,1038.080475,3.249625
126,48,78,Cd,1051.6891518,0.2903039999999874
126,49,77,In,1056.4604442000002,0.5281920000000001
126,50,76,Sn,1063.8838601999998,1.3466879999999999
126,51,75,Sb,1063.4795136,4.012722
126,52,74,Te,1066.3682022,0.170604
126,53,73,I,1063.4321754,0.476028
126,54,72,Xe,1063.8857249999999,0.00070812
126,55,71,Cs,1058.3076798,1.305234
126,56,70,Ba,1055.8445562,1.574622
126,57,69,La,1047.3657767999998,11.404007999999987
126,58,68,Ce,1042.4305206,3.52107
127,48,79,Cd,1056.2459317,0.7874
127,49,78,In,1063.6022924,1.270127
127,50,77,Sn,1069.4096213999999,1.171702
127,51,76,Sb,1071.855997,0.645541
127,52,75,Te,1072.655843,0.17335499999999998
127,53,74,I,1072.576214,0.459867
127,54,73,Xe,1071.1315382,0.519176
127,55,72,Cs,1068.2683359,0.708406
127,56,71,Ba,1064.063912,1.4423389999999874
127,57,70,La,1058.3597324,3.302
127,58,69,Ce,1051.6606094,3.667252
128,48,80,Cd,1062.8142976,0.823296
128,49,79,In,1068.9838208,0.169216
128,50,78,Sn,1077.3727872,2.263296
128,51,77,Sb,1077.8588672,2.404864
128,52,76,Te,1081.4404608,0.0903679999999872
128,53,75,I,1079.4023552,0.463488
128,54,74,Xe,1080.7425024000001,0.0006655999999999999
128,55,73,Cs,1076.0313984000002,0.688128
128,56,72,Ba,1074.6864384,0.20608
128,57,71,La,1067.1603711999999,6.969344
128,58,70,Ce,1063.2865152,3.57696
128,59,69,Pr,1053.3010048,3.815424
129,48,81,Cd,1066.7695119,0.68499
129,49,80,In,1075.699911,0.254259
129,50,79,Sn,1082.6732768999998,2.22783
129,51,78,Sb,1085.9297142000003,2.738025
129,52,77,Te,1087.5228642,0.0917189999999871
129,53,76,I,1088.2428131999998,0.406737
129,54,75,Xe,1087.6493616,0.00065145
129,55,74,Cs,1085.6699985,0.587337
129,56,73,Ba,1082.4494619,1.355016
129,57,72,La,1077.9297921,2.753247
129,58,71,Ce,1072.1114019000001,3.604905
129,59,70,Pr,1064.8151232000002,3.845232
130,48,82,Cd,1072.836284,2.90628
130,49,81,In,1080.84288,0.2327
130,50,80,Sn,1090.2862099999998,0.24349
130,51,79,Sb,1091.657333,1.847559999999987
130,52,78,Te,1095.942263,0.00143
130,53,77,I,1094.743143,0.41002
130,54,76,Xe,1096.905082,0.0011699999999999998
130,55,75,Cs,1093.142024,1.0864099999999999
130,56,74,Ba,1092.7166900000002,0.037309999999999996
130,57,73,La,1086.304947,3.37298
130,58,72,Ce,1083.3181319999999,3.6328500000000004
130,59,71,Pr,1074.288345,8.35549
130,60,70,Nd,1068.926768,3.6328500000000004
131,48,83,Cd,1075.0017724,2.520177999999987
131,49,82,In,1087.0320264,0.288855
131,50,81,Sn,1095.4898973,0.474351
131,51,80,Sb,1099.4243774999998,0.27300399999999997
131,52,79,Te,1101.8716408999999,0.007991
131,53,78,I,1103.3209987,0.07925499999999999
131,54,77,Xe,1103.5095076999999,0.00067072
131,55,76,Cs,1102.3691527,0.023187
131,56,75,Ba,1100.2101941,0.054365000000000004
131,57,74,La,1096.5181556,3.6607950000000002
131,58,73,Ce,1091.6749939000001,4.2970619999999995
131,59,72,Pr,1085.4848508999999,6.156344999999987
131,60,71,Nd,1078.1698895000002,3.604727
132,48,84,Cd,1078.3267572,7.928975999999986
132,49,83,In,1089.4905384,7.924356
132,50,82,Sn,1102.8431832,0.260832
132,51,81,Sb,1105.1495664,0.325644
132,52,80,Te,1109.9201388000001,0.460152
132,53,79,I,1109.6530896,0.5365800000000001
132,54,78,Xe,1112.4462228000002,0.00066924
