A,Z,element,N_neutrons,beta,zeta,c2_over_c1,family,BE_per_A
241,98,Cf,143,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.507
241,99,Es,142,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.485
241,100,Fm,141,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.459
242,92,U,150,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.532
242,93,Np,149,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.5334042
242,94,Pu,148,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.5413284
242,95,Am,147,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.5349917
242,96,Cm,146,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.534504
242,97,Bk,145,0.09287473722285293,1.1460964400748523,0.13267819603264705,B,7.519
242,98,Cf,144,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.5090991
242,99,Es,143,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.483
242,100,Fm,142,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.465
243,92,U,151,0.20214279664605744,1.3373062047457753,0.2887754237800821,C,7.518
243,93,Np,150,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.526
243,94,Pu,149,0.20182764731945055,1.336721305416443,0.28832521045635795,A,7.5310087
243,95,Am,148,0.1801310043668122,1.2969406118776245,0.25733000623830316,A,7.5301742
243,96,Cm,147,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.5269261
243,97,Bk,146,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.5175021
243,98,Cf,145,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.505
243,99,Es,144,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.486
243,100,Fm,143,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.464
244,93,Np,151,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.514
244,94,Pu,150,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.5248154
244,95,Am,149,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.5213095
244,96,Cm,148,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.5239527
244,97,Bk,147,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.511475900000001
244,98,Cf,146,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.5051373
244,99,Es,145,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.483
244,100,Fm,144,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.468
244,101,Md,143,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.438
245,93,Np,152,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.506
245,94,Pu,151,0.17751211641396317,1.2922029573080285,0.2535887377342331,C,7.5132822
245,95,Am,150,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.515304299999999
245,96,Cm,149,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.5157677
245,97,Bk,148,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.509271399999999
245,98,Cf,147,0.09287473722285293,1.1460964400748523,0.13267819603264705,B,7.499664399999999
245,99,Es,146,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.485
245,100,Fm,145,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.465
245,101,Md,144,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.441
246,94,Pu,152,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.5065401
246,95,Am,151,0.20182764731945055,1.336721305416443,0.28832521045635795,A,7.505
246,96,Cm,150,0.1801310043668122,1.2969406118776245,0.25733000623830316,A,7.5114716
246,97,Bk,149,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.5028035
246,98,Cf,148,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.499122000000001
246,99,Es,147,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.4807849
246,100,Fm,146,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.4679608
246,101,Md,145,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.441
247,94,Pu,153,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.493
247,95,Am,152,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.499
247,96,Cm,151,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.5019318
247,97,Bk,150,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.498940800000001
247,98,Cf,149,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.493263799999999
247,99,Es,148,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.4801005
247,100,Fm,147,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.464
247,101,Md,146,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.444
248,95,Am,153,0.17751211641396317,1.2922029573080285,0.2535887377342331,C,7.487
248,96,Cm,152,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.4967291
248,97,Bk,151,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.4905975
248,98,Cf,150,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.491044
248,99,Es,149,0.09287473722285293,1.1460964400748523,0.13267819603264705,B,7.476
248,100,Fm,148,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.4659451
248,101,Md,147,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.442
248,102,No,146,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.424
249,95,Am,154,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.479
249,96,Cm,153,0.20182764731945055,1.336721305416443,0.28832521045635795,A,7.485551
249,97,Bk,152,0.1801310043668122,1.2969406118776245,0.25733000623830316,A,7.486041
249,98,Cf,151,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.4833954
249,99,Es,150,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.474
249,100,Fm,149,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.461864899999999
249,101,Md,148,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.444016899999999
249,102,No,147,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.422
250,96,Cm,154,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.4789385
250,97,Bk,153,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.4759594
250,98,Cf,152,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.4799567
250,99,Es,151,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.469
250,100,Fm,150,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.4620905
250,101,Md,149,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.4416533
250,102,No,148,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.426
251,96,Cm,155,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.4667233
251,97,Bk,154,0.20182764731945055,1.336721305416443,0.28832521045635795,A,7.469263700000001
251,98,Cf,153,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.4705014
251,99,Es,152,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.4658842
251,100,Fm,151,0.09287473722285293,1.1460964400748523,0.13267819603264705,B,7.4570013
251,101,Md,150,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.4419005
251,102,No,149,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.423
251,103,Lr,148,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.4
252,96,Cm,156,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.46
252,97,Bk,155,0.20182764731945055,1.336721305416443,0.28832521045635795,A,7.459
252,98,Cf,154,0.1801310043668122,1.2969406118776245,0.25733000623830316,A,7.4653474
252,99,Es,153,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.4572428
252,100,Fm,152,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.4560351
252,101,Md,151,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.438444400000001
252,102,No,150,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.4257992
252,103,Lr,149,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.4
253,97,Bk,156,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.451
253,98,Cf,155,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.4548297
253,99,Es,154,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.452887899999999
253,100,Fm,153,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.4484712
253,101,Md,152,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.438
253,102,No,151,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.4224719
253,103,Lr,150,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.402918
253,104,Rf,149,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.38
254,97,Bk,157,0.1892661915215038,1.3135737411572468,0.27038027360214834,C,7.44
254,98,Cf,156,0.20182764731945055,1.336721305416443,0.28832521045635795,A,7.4492259
254,99,Es,155,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.4435759
254,100,Fm,154,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.4447936
254,101,Md,153,0.09287473722285293,1.1460964400748523,0.13267819603264705,B,7.432
254,102,No,152,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.4235909
254,103,Lr,151,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.4011306
254,104,Rf,150,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.384
255,98,Cf,157,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.438
255,99,Es,156,0.1801310043668122,1.2969406118776245,0.25733000623830316,A,7.4378216
255,100,Fm,155,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.435886
255,101,Md,154,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.4287333
255,102,No,153,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.417940300000001
255,103,Lr,152,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.4025767
255,104,Rf,151,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.382
255,105,Db,150,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.359
256,98,Cf,158,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.432
256,99,Es,157,0.19063606135364153,1.316082448558573,0.2723372305052022,A,7.428
256,100,Fm,156,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.4317888
256,101,Md,155,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.421
256,102,No,154,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.4165429
256,103,Lr,153,0.08552426664825014,1.1340172640869979,0.12217752378321449,B,7.3981605
256,104,Rf,152,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.3854349
256,105,Db,151,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.359
257,99,Es,158,0.20182764731945055,1.336721305416443,0.28832521045635795,A,7.422
257,100,Fm,157,0.17025118531221628,1.27913861828286,0.24321597901745184,A,7.4221942
257,101,Md,156,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.4175845
257,102,No,155,0.09287473722285293,1.1460964400748523,0.13267819603264705,B,7.4096587
257,103,Lr,154,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.397
257,104,Rf,153,0.08204289329597189,1.1283285632549327,0.11720413327995985,B,7.381705299999999
257,105,Db,152,0.07868182863772291,1.1228560107490186,0.11240261233960416,B,7.3619767
258,99,Es,159,0.21377533493644793,1.3590399446121892,0.3053933356234971,A,7.412
258,100,Fm,158,0.1801310043668122,1.2969406118776245,0.25733000623830316,A,7.418
258,101,Md,157,0.16094239811912225,1.2625405500423479,0.22991771159874608,A,7.4096615
258,102,No,156,0.15215652670665522,1.247028271992333,0.2173664667237932,A,7.407
258,103,Lr,155,0.08913252605375302,1.1399351769848487,0.12733218007679004,B,7.392
