snid,z,alpha,mu_obs,mu_qfd,mu_lcdm,residual_qfd,residual_lcdm,residual_alpha,chi2_per_obs
1370320,0.330700,22.7099,20.1787,43.4339,41.2005,-23.2552,-21.0218,21.418787,5.13
1246758,0.531274,22.0651,21.9082,43.6221,42.4196,-21.7139,-20.5114,19.999273,0.47
1293013,0.645209,23.4041,20.8763,43.5534,42.9308,-22.6771,-22.0545,20.886350,0.68
1309328,0.520771,20.1121,23.9853,43.6234,42.3674,-19.6381,-18.3821,18.087396,2.07
1278577,1.126074,25.6546,19.6421,42.5513,44.4192,-22.9092,-24.7771,21.100152,8.79
1498017,0.621271,22.9056,21.3355,43.5753,42.8309,-22.2398,-21.4954,20.483645,0.58
1301666,0.300175,18.4791,24.5620,43.3501,40.9569,-18.7882,-16.3950,17.304548,0.42
1315890,0.566987,21.0009,23.2048,43.6108,42.5901,-20.4059,-19.3853,18.794555,0.91
1252822,0.739268,22.4923,22.1617,43.4348,43.2920,-21.2731,-21.1303,19.593208,0.94
1501075,0.383735,22.7500,20.4581,43.5364,41.5782,-23.0783,-21.1201,21.255935,2.25
1246436,0.275316,20.3068,22.3898,43.2654,40.7411,-20.8756,-18.3513,19.227168,0.84
1590136,0.879140,20.3709,24.8413,43.1790,43.7548,-18.3377,-18.9135,16.889624,2.79
1304841,0.741256,21.3898,23.3646,43.4318,43.2992,-20.0672,-19.9346,18.482578,1.36
1347348,0.761209,22.2017,22.5408,43.4005,43.3700,-20.8597,-20.8292,19.212470,2.12
1258146,0.372207,21.1350,22.1453,43.5182,41.5004,-21.3729,-19.3551,19.685130,1.25
1296273,0.396970,23.0584,20.1969,43.5549,41.6650,-23.3579,-21.4680,21.513463,3.88
1652226,0.491930,19.4845,24.5430,43.6220,42.2188,-19.0790,-17.6758,17.572384,1.22
1315795,0.378132,21.9726,21.2703,43.5278,41.5407,-22.2576,-20.2704,20.499978,0.81
1249860,0.542688,21.8380,22.2009,43.6196,42.4752,-21.4187,-20.2743,19.727329,0.96
1662023,0.312678,22.6489,20.1232,43.3869,41.0593,-23.2637,-20.9361,21.426700,20.39
1257775,0.475977,22.6403,21.0450,43.6177,42.1331,-22.5727,-21.0881,20.790257,0.68
1913395,0.522680,18.7340,25.4895,43.6232,42.3769,-18.1338,-16.8875,16.701817,0.61
1345998,0.594616,22.7707,21.3867,43.5953,42.7152,-22.2086,-21.3285,20.454874,1.39
1344639,0.366722,22.3332,20.8121,43.5088,41.4626,-22.6966,-20.6504,20.904366,4.13
1345955,0.690638,20.3789,24.3086,43.5022,43.1111,-19.1936,-18.8025,17.677957,0.83
1334925,0.180818,18.0614,23.9147,42.7453,39.7127,-18.8306,-15.7979,17.343599,0.43
1340521,0.653563,22.0479,22.3767,43.5449,42.9649,-21.1682,-20.5882,19.496587,0.70
1251552,0.354841,22.1265,20.9651,43.4866,41.3789,-22.5215,-20.4138,20.743111,1.84
1285827,1.231453,26.1096,19.3424,42.2294,44.6596,-22.8870,-25.3172,21.079703,1.54
1861472,0.837757,21.6055,23.3962,43.2634,43.6258,-19.8672,-20.2296,18.298377,0.68
1248296,0.186846,21.4519,20.3047,42.7913,39.7917,-22.4866,-19.4870,20.710937,14.57
1247489,0.915382,23.3659,21.6773,43.0996,43.8631,-21.4223,-22.1857,19.730679,0.85
1655035,0.555700,22.9185,21.0792,43.6154,42.5373,-22.5362,-21.4581,20.756632,1.17
1310310,0.097460,18.8240,21.7447,41.7553,38.2556,-20.0106,-16.5110,18.430485,1.21
1780045,0.242834,22.9455,19.2522,43.1275,40.4305,-23.8753,-21.1782,21.989933,26.10
1250432,0.329855,20.6164,22.4461,43.4318,41.1940,-20.9857,-18.7479,19.328547,0.74
1253324,0.169448,20.4986,21.1276,42.6519,39.5568,-21.5243,-18.4292,19.824616,3.15
1251618,0.821716,20.7272,24.3078,43.2942,43.5741,-18.9865,-19.2663,17.487168,0.58
1290585,0.638558,25.2049,18.8986,43.5598,42.9034,-24.6612,-24.0048,22.713777,6.58
1338649,0.613271,21.7252,22.5889,43.5818,42.7967,-20.9929,-20.2077,19.335140,1.40
1573025,0.237174,19.0940,23.3828,43.0998,40.3724,-19.7170,-16.9896,18.160016,0.82
1265231,0.683972,21.2730,23.3168,43.5104,43.0854,-20.1936,-19.7686,18.599001,0.76
1258249,0.621043,21.3125,23.0643,43.5755,42.8299,-20.5112,-19.7656,18.891479,1.38
1293789,0.428567,22.9528,20.4779,43.5891,41.8617,-23.1112,-21.3838,21.286223,1.65
1370402,0.647664,21.9839,22.4265,43.5509,42.9409,-21.1244,-20.5143,19.456276,1.31
1298763,0.609604,21.7028,22.6002,43.5846,42.7809,-20.9844,-20.1807,19.327386,1.78
1252481,0.237039,18.5009,24.0255,43.0991,40.3710,-19.0736,-16.3455,17.567447,2.66
1330595,0.502999,21.0092,22.9359,43.6234,42.2768,-20.6875,-19.3409,19.053914,1.77
1266573,0.265210,19.5319,23.1499,43.2261,40.6483,-20.0762,-17.4984,18.490868,3.95
1294014,0.362707,22.5164,20.5893,43.5016,41.4346,-22.9122,-20.8452,21.102936,10.99
1777284,0.229102,20.9678,21.2731,43.0581,40.2875,-21.7850,-19.0144,20.064770,1.77
1295427,0.992984,22.1460,23.1785,42.9140,44.0813,-19.7355,-20.9028,18.177080,0.51
1253029,0.345822,20.7811,22.3700,43.4682,41.3136,-21.0982,-18.9436,19.432177,0.83
1259585,0.564011,22.0438,22.0611,43.6121,42.5763,-21.5510,-20.5152,19.849186,0.91
1258121,0.467159,20.9372,22.8535,43.6143,42.0846,-20.7608,-19.2311,19.121391,1.59
1660018,0.434353,22.8622,20.6053,43.5940,41.8963,-22.9887,-21.2910,21.173360,1.79
1320126,0.526855,21.4745,22.5312,43.6228,42.3977,-21.0915,-19.8665,19.426015,0.76
1262535,0.177393,19.1162,22.7280,42.7181,39.6667,-19.9902,-16.9387,18.411626,1.05
1920170,0.345251,18.1229,25.2524,43.4670,41.3094,-18.2146,-16.0570,16.776238,1.21
1773197,0.681575,21.0586,23.5419,43.5134,43.0761,-19.9714,-19.5342,18.394363,0.96
1654156,0.206170,17.9233,24.3496,42.9245,40.0300,-18.5749,-15.6805,17.108119,2.30
1901899,0.988464,21.3345,24.0497,42.9254,44.0691,-18.8757,-20.0194,17.385190,0.74
1299682,0.558478,25.3027,18.5014,43.6144,42.5504,-25.1130,-24.0490,23.129920,9.04
1336359,0.428213,20.4796,23.1614,43.5888,41.8596,-20.4275,-18.6982,18.814383,0.84
1838105,0.543313,22.5462,21.4345,43.6194,42.4782,-22.1850,-21.0438,20.433107,0.94
1811099,0.490075,22.4480,21.3172,43.6216,42.2090,-22.3044,-20.8918,20.543088,1.10
1430136,0.412347,22.1630,21.2516,43.5732,41.7625,-22.3216,-20.5108,20.558932,1.09
1347766,0.628889,22.2076,22.1197,43.5687,42.8631,-21.4490,-20.7434,19.755276,2.18
1253968,0.580901,18.9113,25.5263,43.6037,42.6538,-18.0774,-17.1275,16.649858,1.18
1317164,0.154585,21.5267,19.8119,42.5149,39.3376,-22.7030,-19.5256,20.910201,29.10
1249334,0.417085,21.2991,22.2144,43.5782,41.7918,-21.3638,-19.5774,19.676780,1.03
1333864,0.424580,21.9332,21.5646,43.5855,41.8377,-22.0210,-20.2731,20.282064,0.54
1249929,1.378746,25.7932,19.9313,41.7349,44.9630,-21.8037,-25.0317,20.081906,1.39
1904076,0.524509,30.0000,13.2651,43.6231,42.3861,-30.3579,-29.1209,27.960663,3.18
1895190,0.456626,18.9898,24.9184,43.6091,42.0255,-18.6907,-17.1071,17.214778,0.74
1297064,0.650447,21.5603,22.8957,43.5481,42.9522,-20.6524,-20.0565,19.021537,0.91
1259007,0.430612,21.3051,22.2772,43.5909,41.8740,-21.3137,-19.5968,19.630682,2.43
1331616,0.902879,23.5773,21.4179,43.1276,43.8262,-21.7096,-22.4083,19.995311,1.12
1346380,0.214968,17.6557,24.7310,42.9786,40.1318,-18.2476,-15.4008,16.806697,0.99
1251142,0.895769,21.5311,23.6223,43.1432,43.8050,-19.5209,-20.1827,17.979385,0.76
1313177,0.634982,21.3397,23.0830,43.5632,42.8886,-20.4802,-19.8056,18.862943,0.77
1777335,0.234495,20.4235,21.9146,43.0862,40.3445,-21.1716,-18.4299,19.499804,0.33
1470063,0.535469,21.9371,22.0643,43.6213,42.4401,-21.5570,-20.3759,19.854769,0.91
1913214,0.316149,21.9969,20.8551,43.3965,41.0871,-22.5414,-20.2319,20.761370,3.24
1319821,0.308803,22.3350,20.4369,43.3759,41.0280,-22.9390,-20.5911,21.127586,4.62
1889146,0.180463,16.8389,25.2378,42.7425,39.7080,-17.5047,-14.4701,16.122429,0.58
1314953,1.158908,22.1505,23.5091,42.4541,44.4964,-18.9450,-20.9873,17.448944,0.40
1305293,0.739959,21.7669,22.9514,43.4338,43.2945,-20.4824,-20.3431,18.864950,2.70
1262681,0.754943,25.0047,19.4795,43.4105,43.3479,-23.9310,-23.8684,22.041292,5.05
1289794,0.433156,20.4899,23.1751,43.5930,41.8892,-20.4179,-18.7141,18.805613,1.49
1326336,0.742231,22.3089,22.3696,43.4303,43.3027,-21.0608,-20.9331,19.397673,0.91
1815029,0.225328,19.3397,23.0047,43.0377,40.2468,-20.0330,-17.2421,18.451102,1.01
1302439,0.605517,20.8110,23.5538,43.5877,42.7631,-20.0339,-19.2093,18.451917,2.74
1299458,0.562526,22.7034,21.3392,43.6127,42.5694,-22.2735,-21.2301,20.514649,2.57
1249898,0.893792,21.2501,23.9226,43.1475,43.7991,-19.2249,-19.8765,17.706742,0.30
1258289,0.505088,21.9358,21.9388,43.6236,42.2876,-21.6847,-20.3487,19.972386,1.38
1432026,0.150114,20.8477,20.4854,42.4700,39.2678,-21.9846,-18.7823,20.248520,19.75
1277854,0.165996,21.6886,19.7908,42.6217,39.5075,-22.8308,-19.7167,21.027970,12.41
1282018,0.423760,23.1219,20.2698,43.5848,41.8327,-23.3149,-21.5629,21.473851,1.78
1300687,0.366801,22.5836,20.5408,43.5089,41.4631,-22.9681,-20.9223,21.154390,8.52
1781043,0.134576,21.4920,19.5486,42.2982,39.0092,-22.7496,-19.4606,20.953177,3.42
1311258,0.122630,20.7710,20.1296,42.1470,38.7906,-22.0174,-18.6610,20.278742,30.57
1290100,1.196502,24.8351,20.6637,42.3393,44.5822,-21.6756,-23.9185,19.963948,0.85
1332008,0.611559,21.7665,22.5380,43.5831,42.7893,-21.0452,-20.2513,19.383318,1.28
1279521,0.742861,23.1662,21.4406,43.4293,43.3050,-21.9888,-21.8644,20.252405,2.24
1370898,0.650694,23.0842,21.2420,43.5478,42.9532,-22.3058,-21.7112,20.544409,1.69
1290240,1.349725,25.5092,20.1934,41.8362,44.9059,-21.6427,-24.7124,19.933695,0.71
1290943,0.243631,18.9192,23.6309,43.1313,40.4385,-19.5004,-16.8076,17.960534,0.90
1293319,0.296862,22.5796,20.0857,43.3398,40.9291,-23.2540,-20.8434,21.417746,10.01
1252188,0.389509,20.9289,22.4677,43.5448,41.6164,-21.0771,-19.1487,19.412683,1.50
1286429,0.659852,24.3763,19.8695,43.5382,42.9902,-23.6687,-23.1207,21.799652,1.99
1503024,0.276940,21.5572,21.0450,43.2715,40.7558,-22.2265,-19.7108,20.471345,3.92
1344689,0.501074,21.1260,22.8007,43.6233,42.2668,-20.8226,-19.4661,19.178302,1.45
1289669,0.295318,19.8585,23.0288,43.3348,40.9161,-20.3060,-17.8873,18.702545,1.79
1246520,1.233868,24.3940,21.2094,42.2217,44.6648,-21.0123,-23.4554,19.353013,0.65
1310271,0.128548,20.8074,20.1924,42.2242,38.9013,-22.0318,-18.7088,20.292026,2.91
1292668,0.627540,23.3169,20.9106,43.5699,42.8574,-22.6593,-21.9468,20.869973,1.41
1297623,0.668448,22.2940,22.1584,43.5287,43.0245,-21.3703,-20.8661,19.682737,2.72
1290128,0.345541,20.5336,22.6369,43.4676,41.3115,-20.8307,-18.6746,19.185826,0.61
1901059,0.251257,22.1278,20.2141,43.1666,40.5145,-22.9525,-20.3004,21.140029,26.78
1299551,0.331486,18.1839,25.0978,43.4358,41.2065,-18.3379,-16.1086,16.889842,0.96
1881037,0.765840,21.6871,23.1126,43.3929,43.3861,-20.2803,-20.2735,18.678844,0.37
1258452,0.873441,23.8392,21.0615,43.1910,43.7374,-22.1295,-22.6759,20.381988,0.78
1330530,0.336326,21.6885,21.3243,43.4472,41.2431,-22.1229,-19.9188,20.375919,0.85
1259743,0.562871,22.4959,21.5659,43.6126,42.5710,-22.0466,-21.0050,20.305714,1.76
1935142,0.850559,22.7533,22.1829,43.2380,43.6664,-21.0551,-21.4835,19.392468,1.25
1299255,1.186871,22.2065,23.5001,42.3690,44.5605,-18.8689,-21.0603,17.378916,2.70
1317956,0.869174,21.1581,23.9618,43.1999,43.7243,-19.2381,-19.7625,17.718933,1.06
1297645,0.831075,22.7058,22.1842,43.2764,43.6044,-21.0922,-21.4202,19.426645,2.73
1273360,0.487104,22.9785,20.7280,43.6209,42.1932,-22.8929,-21.4651,21.085147,4.09
1303469,0.728548,25.6426,18.7096,43.4507,43.2532,-24.7411,-24.5436,22.787392,3.40
1274142,0.644802,24.2010,20.0097,43.5538,42.9291,-23.5440,-22.9194,21.684845,1.60
1277716,0.693131,21.6591,22.9264,43.4990,43.1207,-20.5726,-20.1943,18.948066,0.62
1948195,0.527626,19.3131,24.8812,43.6227,42.4015,-18.7415,-17.5204,17.261527,0.72
1315832,0.629096,22.0027,22.3429,43.5685,42.8639,-21.2256,-20.5210,19.549499,2.33
1740021,0.430970,22.0500,21.4702,43.5912,41.8761,-22.1210,-20.4059,20.374184,1.41
1299339,0.204160,20.0326,22.0382,42.9116,40.0062,-20.8734,-17.9681,19.225112,1.19
1339891,0.722071,21.4176,23.2775,43.4600,43.2294,-20.1826,-19.9519,18.588820,2.88
1292634,0.626742,22.5082,21.7860,43.5706,42.8540,-21.7846,-21.0680,20.064368,0.69
1948282,0.325084,19.9830,23.1022,43.4200,41.1573,-20.3178,-18.0551,18.713385,1.93
1255501,0.789555,22.4135,22.3902,43.3528,43.4675,-20.9625,-21.0772,19.307183,0.99
1284471,0.740128,30.0000,14.0129,43.4335,43.2951,-29.4206,-29.2822,27.097362,2.84
1291715,0.782557,23.5195,21.1701,43.3649,43.4437,-22.1948,-22.2737,20.442188,0.74
1289555,0.561734,22.6991,21.3409,43.6131,42.5657,-22.2722,-21.2248,20.513422,1.06
1342278,1.272641,26.9745,18.4748,42.0961,44.7479,-23.6213,-26.2731,21.756006,1.71
1639047,0.194052,20.1455,21.8053,42.8434,39.8831,-21.0381,-18.0778,19.376836,0.81
1254084,0.868491,27.1770,17.4253,43.2014,43.7222,-25.7761,-26.2969,23.740636,2.05
1261014,0.473826,20.9949,22.8217,43.6170,42.1214,-20.7953,-19.2997,19.153186,2.00
1277793,0.570699,20.9083,23.3196,43.6090,42.6072,-20.2894,-19.2876,18.687246,2.09
1259635,0.521410,19.1200,25.0651,43.6234,42.3706,-18.5583,-17.3055,17.092820,0.45
1366179,0.534644,21.5355,22.4969,43.6215,42.4361,-21.1246,-19.9392,19.456446,0.88
1292297,1.286708,27.2637,18.1846,42.0496,44.7775,-23.8650,-26.5928,21.980476,1.88
1252941,0.556123,18.7710,25.5840,43.6153,42.5393,-18.0313,-16.9553,16.607439,1.15
1315499,0.356110,20.5153,22.7222,43.4891,41.3879,-20.7670,-18.6658,19.127082,2.12
1298888,1.178591,25.1706,20.2666,42.3944,44.5417,-22.1278,-24.2750,20.380467,0.70
1260105,0.694102,22.5630,21.9481,43.4978,43.1244,-21.5497,-21.1763,19.848013,1.08
1248764,0.749396,23.9934,20.5615,43.4193,43.3283,-22.8578,-22.7668,21.052781,1.01
1311062,0.117241,19.6985,21.1965,42.0722,38.6854,-20.8757,-17.4889,19.227249,0.87
1773283,0.464733,21.0422,22.7282,43.6132,42.0711,-20.8850,-19.3429,19.235818,1.45
1301933,0.329592,22.2278,20.6948,43.4312,41.1920,-22.7364,-20.4972,20.940954,3.71
1812121,0.494842,20.2822,23.6897,43.6225,42.2342,-19.9328,-18.5445,18.358749,0.34
1770502,1.329142,27.1061,18.4262,41.9068,44.8646,-23.4806,-26.4384,21.626472,1.74
1330346,0.612947,22.1730,22.1016,43.5821,42.7953,-21.4805,-20.6937,19.784272,0.75
1576128,0.326758,22.0696,20.8479,43.4242,41.1702,-22.5763,-20.3223,20.793534,3.70
1326264,0.345580,19.6337,23.6142,43.4677,41.3118,-19.8535,-17.6976,18.285760,1.50
1450026,0.358311,21.8360,21.3016,43.4934,41.4036,-22.1918,-20.1020,20.439366,1.07
1367393,0.338883,19.2965,23.9378,43.4530,41.2622,-19.5152,-17.3245,17.974195,0.42
1309694,0.453530,21.2170,22.4855,43.6073,42.0079,-21.1219,-19.5225,19.453972,0.77
1315947,0.737806,21.8390,22.8668,43.4370,43.2868,-20.5702,-20.4200,18.945900,0.41
1312305,0.864580,22.0942,22.9340,43.2095,43.7101,-20.2755,-20.7761,18.674387,0.92
1291511,0.372282,22.8129,20.3241,43.5183,41.5009,-23.1942,-21.1768,21.362669,2.01
1263982,0.617322,22.0477,22.2531,43.5786,42.8141,-21.3255,-20.5610,19.641503,1.13
1637040,0.188201,17.1764,24.9625,42.8014,39.8092,-17.8388,-14.8466,16.430169,2.10
1254344,0.598574,22.0371,22.1975,43.5926,42.7327,-21.3951,-20.5352,19.705611,0.63
1889211,0.463513,24.8542,18.5837,43.6126,42.0643,-25.0290,-23.4806,23.052524,2.94
1279585,0.263231,16.7901,26.1106,43.2181,40.6297,-17.1075,-14.5191,15.756567,1.39
1246430,0.359691,18.6088,24.8139,43.4960,41.4133,-18.6821,-16.5995,17.206839,0.61
1815030,0.312965,19.0366,24.0472,43.3877,41.0616,-19.3405,-17.0144,17.813242,2.17
1375021,0.163027,18.8786,22.8025,42.5949,39.4643,-19.7924,-16.6618,18.229448,0.74
1309448,0.946196,23.3944,21.7182,43.0284,43.9518,-21.3102,-22.2336,19.627436,0.47
1924070,0.640957,20.9520,23.5243,43.5575,42.9133,-20.0332,-19.3890,18.451267,0.95
1250524,0.234528,22.1025,20.0920,43.0864,40.3449,-22.9945,-20.2529,21.178682,8.59
1250785,0.355632,16.9774,26.5605,43.4882,41.3845,-16.9277,-14.8240,15.590979,1.61
1257895,0.311718,21.2245,21.6631,43.3842,41.0516,-21.7211,-19.3885,20.005895,1.02
1290948,0.536804,22.0156,21.9844,43.6210,42.4467,-21.6366,-20.4622,19.928032,0.97
1948295,0.783241,21.6303,23.2232,43.3637,43.4461,-20.1405,-20.2229,18.550127,1.09
1368482,0.508471,21.6145,22.3022,43.6237,42.3050,-21.3215,-20.0028,19.637859,1.22
1446041,0.540529,30.0000,13.3305,43.6201,42.4648,-30.2897,-29.1343,27.897819,4.28
1304779,0.559925,22.3064,21.7602,43.6138,42.5572,-21.8536,-20.7970,20.127885,0.84
1318052,0.480682,20.9531,22.8982,43.6192,42.1587,-20.7211,-19.2605,19.084800,0.36
1322697,0.330750,21.9476,21.0066,43.4340,41.2008,-22.4273,-20.1942,20.656349,2.14
1770442,0.345781,21.8088,21.2538,43.4681,41.3133,-22.2143,-20.0594,20.460116,1.37
1260159,0.430344,23.9578,19.3957,43.5907,41.8724,-24.1949,-22.4767,22.284360,2.86
1331899,0.317825,22.1921,20.6546,43.4010,41.1004,-22.7464,-20.4457,20.950218,4.61
1321338,0.310480,22.3573,20.4245,43.3807,41.0416,-22.9563,-20.6171,21.143492,6.70
1247128,1.215243,22.8193,22.8861,42.2807,44.6240,-19.3947,-21.7379,17.863145,1.40
1508029,0.852786,21.2911,23.7762,43.2335,43.6734,-19.4574,-19.8972,17.920890,0.79
1302110,0.453512,24.1587,19.2915,43.6073,42.0078,-24.3158,-22.7163,22.395722,1.76
1286363,0.845533,22.5526,22.3880,43.2481,43.6505,-20.8601,-21.2625,19.212820,1.35
1248360,0.561120,22.7745,21.2567,43.6133,42.5628,-22.3567,-21.3061,20.591238,0.86
1776381,0.401860,22.9060,20.3889,43.5611,41.6964,-23.1721,-21.3074,21.342327,1.47
1331719,0.586269,22.2009,21.9746,43.6006,42.6780,-21.6259,-20.7034,19.918215,1.40
1654034,0.410113,20.4531,23.0963,43.5707,41.7485,-20.4744,-18.6522,18.857635,2.09
1324104,0.137448,20.6735,20.4832,42.3320,39.0590,-21.8488,-18.5758,20.123444,6.69
1889022,0.511273,21.8009,22.1117,43.6238,42.3193,-21.5120,-20.2076,19.813319,0.69
1302627,0.125241,19.5128,21.5415,42.1816,38.8400,-20.6402,-17.2986,19.010302,7.23
1319926,0.563413,21.4204,22.7357,43.6124,42.5735,-20.8767,-19.8378,19.228121,1.09
1296802,0.743924,21.2996,23.4704,43.4277,43.3088,-19.9573,-19.8383,18.381352,0.64
1275098,0.720548,26.1768,18.1057,43.4622,43.2238,-25.3565,-25.1181,23.354238,1.16
1250988,0.690514,21.0049,23.6286,43.5024,43.1107,-19.8738,-19.4821,18.304419,1.33
1260134,0.768628,22.0895,22.6837,43.3883,43.3958,-20.7046,-20.7121,19.069655,2.28
1294971,0.588224,21.0718,23.2078,43.5994,42.6868,-20.3916,-19.4790,18.781359,1.04
1334253,0.620762,21.8156,22.5171,43.5757,42.8287,-21.0586,-20.3116,19.395674,0.98
1499051,0.061597,19.8478,19.6368,40.9136,37.2055,-21.2769,-17.5688,19.596712,7.83
1253367,0.827005,22.3478,22.5622,43.2842,43.5913,-20.7220,-21.0291,19.085638,1.60
1318661,0.344512,21.4448,21.6411,43.4654,41.3039,-21.8243,-19.6628,20.100894,1.16
1340333,0.524412,19.5608,24.5989,43.6231,42.3856,-19.0241,-17.7866,17.521857,0.49
1343555,0.197406,22.8871,18.8659,42.8667,39.9246,-24.0008,-21.0588,22.105551,4.84
1247519,0.133319,18.2943,23.0002,42.2832,38.9871,-19.2830,-15.9869,17.760278,0.74
1557021,0.257887,18.9033,23.7716,43.1957,40.5789,-19.4240,-16.8073,17.890188,0.91
1341857,0.503140,21.8372,22.0374,43.6234,42.2775,-21.5860,-20.2401,19.881446,1.20
1263852,0.660826,21.5372,22.9551,43.5371,42.9941,-20.5820,-20.0390,18.956720,1.64
1310204,0.781819,23.5294,21.1573,43.3661,43.4412,-22.2089,-22.2839,20.455111,1.22
1340917,0.913313,20.5401,24.7404,43.1043,43.8570,-18.3639,-19.1166,16.913753,2.06
1341483,0.609823,22.4448,21.7953,43.5845,42.7818,-21.7891,-20.9865,20.068534,0.93
1282971,0.612666,20.9390,23.4403,43.5823,42.7941,-20.1419,-19.3537,18.551417,0.71
1644237,0.654082,21.4804,22.9946,43.5443,42.9670,-20.5497,-19.9723,18.926971,0.88
1559101,0.203043,19.7642,22.3177,42.9043,39.9929,-20.5867,-17.6753,18.961009,0.65
1325358,0.779299,22.0278,22.7806,43.3704,43.4326,-20.5898,-20.6520,18.963921,0.69
1331672,0.553807,21.5765,22.5289,43.6161,42.5284,-21.0873,-19.9995,19.422092,0.56
1303218,1.243159,23.3573,22.3512,42.1919,44.6850,-19.8407,-22.3338,18.273969,0.33
1276513,0.162816,20.7357,20.7834,42.5930,39.4613,-21.8095,-18.6778,20.087330,36.76
1262671,0.641493,22.0092,22.3782,43.5570,42.9155,-21.1788,-20.5373,19.506379,1.39
1920457,0.655733,21.9021,22.5423,43.5426,42.9736,-21.0003,-20.4314,19.342024,1.49
1271304,0.721547,22.0978,22.5374,43.4608,43.2275,-20.9234,-20.6901,19.271143,1.35
1644213,0.545090,21.7709,22.2834,43.6189,42.4868,-21.3356,-20.2034,19.650791,0.89
1253690,0.342903,19.0659,24.2138,43.4619,41.2921,-19.2481,-17.0783,17.728160,0.45
1529023,0.364093,20.5341,22.7499,43.5041,41.4443,-20.7542,-18.6944,19.115312,0.50
1770639,0.176229,20.6935,21.0011,42.7087,39.6509,-21.7075,-18.6497,19.993391,27.17
1432027,0.350390,22.3120,20.7363,43.4777,41.3468,-22.7415,-20.6106,20.945669,0.82
1278117,0.427814,20.0886,23.5838,43.5885,41.8572,-20.0047,-18.2734,18.424992,1.64
1292063,0.992014,25.7710,19.2406,42.9165,44.0787,-23.6759,-24.8381,21.806314,2.20
1701088,0.724028,22.3265,22.2965,43.4572,43.2366,-21.1607,-20.9401,19.489765,1.71
1249729,1.413223,24.4564,21.4363,41.6124,45.0293,-20.1761,-23.5929,18.582864,0.84
1253039,0.453467,26.5594,16.6847,43.6073,42.0076,-26.9226,-25.3228,24.796625,2.13
1257129,0.588171,22.5819,21.5680,43.5994,42.6865,-22.0314,-21.1185,20.291666,0.69
1335196,0.528921,21.5421,22.4664,43.6225,42.4080,-21.1561,-19.9415,19.485447,1.02
1834104,0.239279,22.3301,19.8884,43.1102,40.3942,-23.2219,-20.5058,21.388133,17.51
1279014,0.414656,22.7577,20.6181,43.5757,41.7768,-22.9576,-21.1587,21.144730,1.79
1288889,0.354554,20.4667,22.7654,43.4861,41.3768,-20.7207,-18.6114,19.084451,2.08
1380194,0.311965,19.4640,23.5763,43.3849,41.0536,-19.8087,-17.4773,18.244458,2.22
1259231,0.196025,18.4393,23.6798,42.8572,39.9076,-19.1774,-16.2278,17.663032,1.99
1317560,0.872504,21.0214,24.1186,43.1930,43.7345,-19.0743,-19.6159,17.568121,1.37
1420173,0.145157,22.5707,18.5419,42.4179,39.1881,-23.8761,-20.6462,21.990680,4.00
1282097,1.138908,25.5462,19.7844,42.5137,44.4496,-22.7292,-24.6652,20.934391,2.05
1562147,0.380073,20.0055,23.4171,43.5309,41.5537,-20.1138,-18.1367,18.525463,1.25
1281907,0.172996,19.6746,22.0672,42.6820,39.6064,-20.6148,-17.5392,18.986908,2.18
1337325,0.638654,22.1983,22.1633,43.5597,42.9038,-21.3965,-20.7405,19.706862,0.92
1278793,0.353165,20.5361,22.6816,43.4833,41.3668,-20.8017,-18.6853,19.159108,1.08
1251127,0.811609,22.9760,21.8393,43.3131,43.5410,-21.4738,-21.7018,19.778118,0.60
1301347,0.620363,23.4944,20.6930,43.5761,42.8270,-22.8831,-22.1341,21.076112,2.94
1697026,0.260459,21.1607,21.3422,43.2066,40.6035,-21.8643,-19.2613,20.137798,2.48
1773091,0.220455,21.6133,20.4887,43.0105,40.1933,-22.5218,-19.7046,20.743370,6.40
1340706,0.293231,21.7813,20.9258,43.3281,40.8983,-22.4023,-19.9726,20.633298,4.20
1273310,0.780002,21.1017,23.7880,43.3692,43.4350,-19.5812,-19.6470,18.034966,2.03
1301201,0.364801,20.2631,23.0483,43.5054,41.4492,-20.4570,-18.4009,18.841598,0.84
1367129,0.196971,17.6420,24.5559,42.8637,39.9193,-18.3078,-15.3634,16.862092,1.09
1310338,0.438826,22.6239,20.8864,43.5975,41.9227,-22.7111,-21.0364,20.917725,1.20
1265614,0.593001,21.4175,22.8500,43.5964,42.7081,-20.7463,-19.8581,19.108087,1.08
1277803,0.180520,22.0397,19.5918,42.7430,39.7087,-23.1512,-20.1169,21.323015,18.99
1879414,0.388886,23.1361,20.0679,43.5439,41.6123,-23.4761,-21.5445,21.622245,1.09
1409129,0.793639,21.7193,23.1552,43.3456,43.4813,-20.1904,-20.3261,18.596018,0.44
1257936,0.322479,23.3102,19.4723,43.4133,41.1370,-23.9410,-21.6647,22.050494,25.62
1260366,0.360846,19.0689,24.3213,43.4981,41.4215,-19.1768,-17.1002,17.662477,0.44
1346752,1.397404,24.6571,21.1940,41.6689,44.9990,-20.4749,-23.8051,18.858125,0.73
1382058,0.571985,20.8306,23.4089,43.6084,42.6132,-20.1995,-19.2042,18.604413,1.48
1274126,0.750484,24.0829,20.4675,43.4175,43.3321,-22.9501,-22.8647,21.137810,1.63
1344170,0.803466,22.0867,22.7830,43.3280,43.5141,-20.5450,-20.7311,18.922643,1.39
