snid,z,alpha,mu_obs,mu_qfd,mu_lcdm,residual_qfd,residual_lcdm,residual_alpha,chi2_per_obs
1432017,0.345793,20.8901,22.2514,43.4681,41.3133,-21.2168,-19.0620,19.541367,0.80
1294453,0.383479,21.2245,22.1130,43.5360,41.5765,-21.4231,-19.4636,19.731388,2.82
1290043,0.734885,22.5312,22.1067,43.4414,43.2762,-21.3347,-21.1696,19.650003,0.48
1263617,0.138217,17.8130,23.6011,42.3408,39.0722,-18.7398,-15.4711,17.259955,1.12
1291926,0.737531,25.5570,18.8292,43.4374,43.2858,-24.6082,-24.4566,22.665010,1.22
1344078,0.655970,21.5309,22.9460,43.5423,42.9746,-20.5964,-20.0286,18.969949,1.06
1262201,0.232794,21.6392,20.5788,43.0775,40.3267,-22.4987,-19.7479,20.722051,5.57
1309881,0.590118,21.1307,23.1508,43.5982,42.6952,-20.4474,-19.5444,18.832751,0.93
1248677,0.350162,22.8309,20.1715,43.4773,41.3452,-23.3058,-21.1737,21.465418,6.04
1261199,0.931877,25.2804,19.6374,43.0619,43.9109,-23.4245,-24.2735,21.574772,4.47
1264363,1.159835,23.7025,21.8258,42.4513,44.4986,-20.6255,-22.6727,18.996773,0.91
1249245,0.368343,22.8926,20.2145,43.5116,41.4738,-23.2972,-21.2594,21.457468,5.91
1336464,0.387323,21.9080,21.3925,43.5417,41.6020,-22.1492,-20.2095,20.400168,0.98
1344311,0.813267,23.8655,20.8779,43.3100,43.5465,-22.4321,-22.6686,20.660721,1.87
1883183,0.492936,20.4639,23.4840,43.6221,42.2241,-20.1381,-18.7401,18.547891,0.65
1281589,1.328840,27.4004,18.1062,41.9079,44.8640,-23.8017,-26.7578,21.922163,9.14
1273116,0.221273,22.3589,19.6872,43.0151,40.2024,-23.3280,-20.5152,21.485845,5.08
1279397,0.099736,22.2555,18.0691,41.7957,38.3091,-23.7266,-20.2400,21.853015,25.77
1262008,1.280843,21.5101,24.4216,42.0691,44.7652,-17.6474,-20.3436,16.253878,2.00
1582021,0.392211,21.1364,22.2576,43.5485,41.6341,-21.2910,-19.3765,19.609718,0.92
1279605,0.802328,23.9019,20.8091,43.3301,43.5103,-22.5209,-22.7012,20.742560,1.77
1385056,0.720632,19.5528,25.2978,43.4621,43.2241,-18.1642,-17.9263,16.729884,1.41
1391191,0.650694,21.8502,22.5818,43.5478,42.9532,-20.9660,-20.3714,19.310439,0.97
1367409,0.366012,23.4870,19.5553,43.5075,41.4577,-23.9523,-21.9024,22.060842,10.90
1303240,0.949703,23.7326,21.3591,43.0201,43.9618,-21.6610,-22.6026,19.950506,0.60
1293142,0.848221,22.5435,22.4047,43.2427,43.6590,-20.8380,-21.2543,19.192515,1.05
1303082,0.544210,25.0536,18.7157,43.6192,42.4825,-24.9035,-23.7668,22.936929,11.72
1900631,0.377812,21.5014,21.7800,43.5273,41.5385,-21.7473,-19.7585,20.029981,0.59
1248119,0.293022,20.4154,22.4072,43.3274,40.8966,-20.9202,-18.4893,19.268180,0.64
1263828,0.235421,18.5403,23.9678,43.0910,40.3542,-19.1231,-16.3864,17.613059,0.88
1256171,0.318148,23.4402,19.3018,43.4019,41.1029,-24.1001,-21.8012,22.197051,5.21
1638052,0.804298,27.6699,16.7234,43.3265,43.5169,-26.6031,-26.7935,24.502366,2.53
1295877,0.837298,24.4597,20.2960,43.2643,43.6243,-22.9682,-23.3283,21.154530,3.25
1286326,0.260852,17.9480,24.8336,43.2082,40.6072,-18.3746,-15.7736,16.923623,1.69
1625059,0.592793,21.4042,22.8636,43.5965,42.7072,-20.7329,-19.8435,19.095668,1.22
1252548,0.931530,25.8584,19.0090,43.0627,43.9099,-24.0537,-24.9009,22.154265,2.37
1345441,0.714669,20.2902,24.4792,43.4704,43.2020,-18.9912,-18.7228,17.491575,0.76
1882079,0.409381,20.5057,23.0353,43.5699,41.7439,-20.5346,-18.7086,18.913102,1.50
1479039,0.497213,21.2480,22.6514,43.6228,42.2466,-20.9714,-19.5952,19.315331,0.27
1879279,0.185551,19.6896,22.2031,42.7817,39.7749,-20.5786,-17.5719,18.953593,1.39
1655086,0.427810,21.9603,21.5516,43.5885,41.8572,-22.0369,-20.3056,20.296690,0.71
1876296,0.289034,19.2961,23.5927,43.3142,40.8623,-19.7214,-17.2696,18.164112,0.83
1330892,0.341994,24.6544,18.1404,43.4599,41.2854,-25.3195,-23.1449,23.320125,4.14
1278857,0.604555,23.6308,20.4888,43.5884,42.7589,-23.0996,-22.2701,21.275491,1.76
1927151,1.185026,24.2291,21.3007,42.3747,44.5563,-21.0740,-23.2556,19.409902,0.77
1278148,0.386582,19.9852,23.4760,43.5406,41.5971,-20.0646,-18.1211,18.480203,0.99
1699105,0.465897,22.2276,21.4466,43.6137,42.0776,-22.1672,-20.6310,20.416700,0.97
1262659,0.627192,24.4806,19.6460,43.5702,42.8559,-23.9242,-23.2100,22.035029,9.28
1333489,0.681789,21.2178,23.3697,43.5131,43.0769,-20.1434,-19.7072,18.552715,0.52
1252820,1.262430,23.9204,21.7733,42.1295,44.7263,-20.3562,-22.9530,18.748777,2.14
1847148,0.506311,21.4820,22.4367,43.6236,42.2939,-21.1869,-19.8571,19.513867,1.32
1291889,0.377430,19.1349,24.3472,43.5267,41.5359,-19.1795,-17.1887,17.664988,2.03
1773189,0.577435,22.3289,21.8027,43.6056,42.6381,-21.8029,-20.8354,20.081213,0.67
1250107,0.198579,19.1254,22.9630,42.8746,39.9390,-19.9116,-16.9760,18.339284,0.66
1780460,0.226416,19.9047,22.4018,43.0437,40.2586,-20.6419,-17.8568,19.011897,2.73
1649031,0.505087,21.2269,22.7085,43.6236,42.2876,-20.9150,-19.5790,19.263470,1.47
1450127,0.600085,21.0563,23.2679,43.5916,42.7394,-20.3237,-19.4715,18.718812,0.47
1389242,0.663365,26.1995,17.9015,43.5344,43.0043,-25.6329,-25.1028,23.608737,14.69
1265578,0.651348,21.7303,22.7141,43.5472,42.9559,-20.8330,-20.2417,19.187917,0.89
1259205,0.492302,24.5223,19.0748,43.6220,42.2208,-24.5472,-23.1460,22.608806,25.00
1257366,0.211361,21.5620,20.4529,42.9569,40.0906,-22.5039,-19.6376,20.726875,15.93
1913429,0.687903,21.6120,22.9611,43.5056,43.1006,-20.5445,-20.1395,18.922155,0.73
1344713,0.067424,19.0654,20.6825,41.0846,37.4107,-20.4021,-16.7282,18.791002,40.53
1878268,0.286740,21.1428,21.5705,43.3064,40.8424,-21.7359,-19.2720,20.019523,0.70
1321365,0.312704,20.0315,22.9653,43.3870,41.0595,-20.4217,-18.0943,18.809113,0.83
1333576,0.588927,22.8862,21.2404,43.5989,42.6899,-22.3586,-21.4495,20.592989,2.26
1431212,0.693718,22.6861,21.8133,43.4983,43.1230,-21.6850,-21.3097,19.972668,2.77
1293786,0.864053,20.9024,24.2267,43.2105,43.7085,-18.9839,-19.4818,17.484773,1.02
1298079,0.260479,21.7660,20.6852,43.2066,40.6037,-22.5214,-19.9184,20.742978,4.82
1861176,0.137414,20.4717,20.7018,42.3316,39.0584,-21.6298,-18.3567,19.921795,5.17
1946332,0.150603,19.7580,21.6757,42.4750,39.2755,-20.7993,-17.5998,19.156886,1.57
1335259,0.727012,21.7846,22.8939,43.4529,43.2476,-20.5591,-20.3537,18.935591,1.41
1290358,0.182416,19.1789,22.7205,42.7577,39.7339,-20.0372,-17.0134,18.454965,2.26
1922297,0.432253,24.4827,18.8354,43.5923,41.8838,-24.7569,-23.0484,22.801947,4.84
1894061,0.200932,20.9883,20.9660,42.8904,39.9676,-21.9244,-19.0016,20.193141,3.57
1936353,0.691544,21.7668,22.8046,43.5011,43.1146,-20.6964,-20.3100,19.062127,1.70
1259549,0.198357,19.7643,22.2669,42.8731,39.9363,-20.6062,-17.6694,18.979043,1.46
1336011,0.596693,20.8259,23.5058,43.5939,42.7244,-20.0882,-19.2187,18.501885,2.75
1340922,0.299884,18.6757,24.3464,43.3492,40.9545,-19.0028,-16.6081,17.502262,0.94
1372025,0.271398,19.4308,23.3098,43.2505,40.7055,-19.9408,-17.3957,18.366111,0.69
1326096,0.427127,22.5075,20.9540,43.5879,41.8531,-22.6338,-20.8991,20.846545,1.41
1250397,0.643045,22.1749,22.2035,43.5555,42.9219,-21.3519,-20.7184,19.665868,0.75
1848053,0.310156,20.3129,22.6419,43.3798,41.0390,-20.7378,-18.3970,19.100261,0.70
1643253,0.762611,21.4192,23.3944,43.3982,43.3749,-20.0039,-19.9805,18.424228,2.79
1895081,0.416200,20.5334,23.0411,43.5773,41.7864,-20.5362,-18.7453,18.914517,1.26
1248139,0.635522,24.4445,19.7139,43.5627,42.8908,-23.8488,-23.1769,21.965538,2.25
1288110,0.356531,24.5842,18.3070,43.4899,41.3909,-25.1829,-23.0839,23.194328,1.30
1375067,0.233323,18.6239,23.8576,43.0802,40.3322,-19.2227,-16.4747,17.704725,0.97
1392329,0.626545,22.3789,21.9257,43.5708,42.8532,-21.6451,-20.9275,19.935860,0.67
1891167,0.525096,22.9004,20.9759,43.6230,42.3890,-22.6471,-21.4131,20.858760,0.70
1329341,0.588702,19.8373,24.5498,43.5991,42.6889,-19.0492,-18.1391,17.545006,1.65
1370268,0.791232,21.6473,23.2268,43.3498,43.4731,-20.1230,-20.2464,18.533994,1.71
1332795,0.679836,21.6256,22.9207,43.5154,43.0693,-20.5947,-20.1486,18.968418,1.37
1776135,0.344096,21.5736,21.4986,43.4645,41.3009,-21.9659,-19.8023,20.231329,4.17
1249853,1.090056,23.9928,21.3759,42.6546,44.3318,-21.2787,-22.9560,19.598440,1.64
1263936,0.495232,22.1470,21.6667,43.6225,42.2362,-21.9559,-20.5696,20.222086,0.67
1340258,0.323671,18.9411,24.2240,43.4164,41.1463,-19.1924,-16.9223,17.676856,0.96
1298323,0.401856,19.7142,23.8544,43.5611,41.6963,-19.7066,-17.8419,18.150487,2.63
1288373,0.310409,19.8230,23.1756,43.3805,41.0410,-20.2049,-17.8654,18.609426,2.36
1380176,0.310768,17.2017,26.0242,43.3815,41.0439,-17.3573,-15.0197,15.986710,0.61
1255397,0.236491,18.2478,24.2953,43.0964,40.3654,-18.8011,-16.0701,17.316432,0.90
1448074,0.544564,23.0168,20.9285,43.6191,42.4842,-22.6906,-21.5558,20.898801,1.78
1266932,0.667602,29.9932,13.7964,43.5296,43.0212,-29.7333,-29.2248,27.385341,3.20
1303090,0.200865,18.9312,23.1987,42.8900,39.9667,-19.6912,-16.7680,18.136292,1.24
1331701,0.398166,19.7373,23.8093,43.5564,41.6727,-19.7471,-17.8634,18.187785,2.07
1838121,0.258225,20.1966,22.3702,43.1971,40.5821,-20.8269,-18.2119,19.182266,1.09
1311247,0.441831,23.9492,19.4622,43.5997,41.9404,-24.1375,-22.4782,22.231473,3.28
1901979,0.330991,19.9569,23.1696,43.4346,41.2027,-20.2649,-18.0331,18.664705,1.90
1266255,0.293579,22.4753,20.1748,43.3292,40.9013,-23.1544,-20.7265,21.325983,15.38
1255303,0.185460,17.4184,24.6679,42.7810,39.7738,-18.1130,-15.1058,16.682729,2.32
1249948,0.319648,21.2609,21.6781,43.4059,41.1148,-21.7278,-19.4367,20.012070,2.22
1847317,0.817744,22.4582,22.4179,43.3017,43.5612,-20.8838,-21.1433,19.234725,1.45
1955140,0.882697,21.4725,23.6540,43.1714,43.7656,-19.5174,-20.1116,17.976193,1.07
1432137,0.634579,21.7124,22.6769,43.5635,42.8869,-20.8866,-20.2100,19.237286,0.96
1246360,0.660083,23.3091,21.0289,43.5379,42.9912,-22.5090,-21.9622,20.731571,4.21
1338794,0.318833,18.9840,24.1446,43.4037,41.1083,-19.2591,-16.9637,17.738297,0.46
1370153,0.434954,19.8973,23.8274,43.5945,41.8999,-19.7671,-18.0725,18.206149,0.38
1776372,0.478922,21.2589,22.5582,43.6187,42.1491,-21.0605,-19.5910,19.397465,0.55
1253406,0.361306,21.0586,22.1637,43.4990,41.4247,-21.3353,-19.2610,19.650510,1.81
1435050,1.047086,24.0241,21.2545,42.7730,44.2238,-21.5184,-22.9693,19.819223,0.51
1948484,0.344363,22.2130,20.8061,43.4651,41.3028,-22.6590,-20.4967,20.869683,2.51
1331558,0.624347,21.7646,22.5850,43.5727,42.8439,-20.9877,-20.2589,19.330345,1.29
1534078,0.612244,21.3114,23.0346,43.5826,42.7923,-20.5480,-19.7577,18.925433,0.43
1722052,0.509718,21.4407,22.4962,43.6238,42.3114,-21.1276,-19.8152,19.459225,1.04
1954088,0.507607,21.2395,22.7056,43.6237,42.3005,-20.9181,-19.5949,19.266241,3.07
1938163,0.315332,22.7041,20.0816,43.3943,41.0806,-23.3126,-20.9989,21.471741,9.05
1340868,0.350941,19.7384,23.5339,43.4788,41.3508,-19.9449,-17.8169,18.369973,0.66
1250459,1.319841,27.9412,17.5043,41.9385,44.8458,-24.4342,-27.3415,22.504741,2.19
1620051,0.382515,24.1408,18.9412,43.5346,41.5701,-24.5934,-22.6289,22.651368,2.02
1249758,0.621388,22.2185,22.0818,43.5752,42.8314,-21.4934,-20.7496,19.796134,0.45
1277945,0.433686,21.7095,21.8535,43.5935,41.8923,-21.7399,-20.0388,20.023234,0.68
1301397,0.609553,21.5756,22.7381,43.5847,42.7806,-20.8466,-20.0425,19.200403,1.04
1326785,0.359294,19.9105,23.3982,43.4952,41.4105,-20.0970,-18.0123,18.510018,2.71
1811062,0.288916,19.2824,23.6068,43.3138,40.8613,-19.7070,-17.2546,18.150837,2.81
1299452,0.766790,21.4994,23.3192,43.3914,43.3894,-20.0722,-20.0702,18.487143,3.21
1250803,0.963293,20.9137,24.4505,42.9875,43.9999,-18.5370,-19.5494,17.073169,0.67
1277783,0.359337,20.0226,23.2768,43.4953,41.4108,-20.2185,-18.1341,18.621956,1.07
1278035,0.415357,22.4990,20.9026,43.5764,41.7812,-22.6739,-20.8786,20.883394,2.67
1250855,0.231323,26.5564,15.2263,43.0698,40.3111,-27.8435,-25.0848,25.644819,2.80
1532057,0.503974,21.9804,21.8856,43.6235,42.2818,-21.7379,-20.3962,20.021323,0.53
1331536,1.493099,26.2554,19.6024,41.3195,45.1767,-21.7171,-25.5743,20.002158,0.96
1291928,0.420140,22.9839,20.4009,43.5813,41.8106,-23.1803,-21.4097,21.349880,2.51
1278056,0.425634,24.3695,18.9248,43.5865,41.8440,-24.6617,-22.9192,22.714239,4.79
1289973,0.104696,20.8325,19.7195,41.8799,38.4217,-22.1604,-18.7022,20.410500,8.68
1341000,0.542030,21.4664,22.6018,43.6198,42.4720,-21.0180,-19.8702,19.358279,0.57
1950131,0.694170,20.3589,24.3414,43.4977,43.1247,-19.1563,-18.7833,17.643619,1.73
1303314,0.604913,21.5578,22.7409,43.5882,42.7605,-20.8473,-20.0196,19.201062,0.69
1703025,0.363973,22.8979,20.1828,43.5039,41.4434,-23.3211,-21.2607,21.479522,7.32
1289880,0.543112,22.2198,21.7880,43.6195,42.4773,-21.8315,-20.6892,20.107514,1.51
1302136,0.214996,19.0627,23.2036,42.9788,40.1321,-19.7752,-16.9285,18.213604,0.44
1431220,0.307065,19.3773,23.6360,43.3709,41.0138,-19.7348,-17.3778,18.176466,1.48
1642178,0.686732,21.7210,22.8391,43.5071,43.0961,-20.6680,-20.2570,19.035908,0.48
1559051,0.705104,21.7833,22.8288,43.4835,43.1662,-20.6546,-20.3374,19.023619,0.41
1276546,0.353294,22.1465,20.9339,43.4836,41.3678,-22.5497,-20.4339,20.769047,2.41
1263929,0.747215,21.7052,23.0395,43.4226,43.3205,-20.3831,-20.2810,18.773543,1.61
1934160,0.362391,22.2650,20.8605,43.5010,41.4324,-22.6405,-20.5719,20.852691,1.25
1307250,0.911110,20.1335,25.1767,43.1092,43.8505,-17.9326,-18.6738,16.516493,2.03
1261909,0.323741,19.8754,23.2100,43.4166,41.1468,-20.2066,-17.9368,18.610920,0.70
1281640,0.225105,19.9773,22.3103,43.0365,40.2444,-20.7262,-17.9340,19.089503,2.06
1810105,0.649321,22.4056,21.9742,43.5492,42.9476,-21.5750,-20.9734,19.871323,2.31
1504096,0.505821,21.5345,22.3777,43.6236,42.2914,-21.2459,-19.9137,19.568217,1.85
1532056,0.472725,21.6173,22.1408,43.6166,42.1153,-21.4757,-19.9745,19.779889,0.63
1251114,0.626320,21.9048,22.4396,43.5710,42.8523,-21.1314,-20.4127,19.462707,0.54
1289985,0.108468,18.0272,22.8421,41.9407,38.5040,-19.0985,-15.6618,17.590399,0.49
1251409,0.749629,26.1106,18.2635,43.4189,43.3291,-25.1554,-25.0656,23.168980,1.74
1310319,0.277087,20.0070,22.7292,43.2720,40.7571,-20.5428,-18.0279,18.920624,1.25
1277423,0.173515,18.1463,23.7330,42.6864,39.6136,-18.9533,-15.8806,17.456677,1.93
1277975,0.703707,23.4409,21.0248,43.4853,43.1609,-22.4605,-22.1362,20.686920,1.78
1329615,0.403600,22.3267,21.0273,43.5632,41.7074,-22.5359,-20.6801,20.756324,1.15
1333438,0.397469,21.9517,21.4012,43.5555,41.6682,-22.1543,-20.2670,20.404870,0.85
1791061,0.308177,20.2010,22.7495,43.3741,41.0229,-20.6246,-18.2734,18.995965,1.72
1292440,0.150710,19.3390,22.1321,42.4761,39.2772,-20.3440,-17.1451,18.737512,5.16
1322819,0.337589,22.1956,20.7818,43.4501,41.2526,-22.6682,-20.4707,20.878192,2.31
1256778,0.277661,21.7673,20.8225,43.2741,40.7622,-22.4516,-19.9397,20.678707,1.57
1332819,0.341802,22.4751,20.5053,43.4595,41.2839,-22.9542,-20.7786,21.141599,1.89
1294238,0.390034,21.4564,21.8980,43.5455,41.6199,-21.6475,-19.7218,19.938088,1.56
1284567,0.654829,22.2797,22.1292,43.5435,42.9700,-21.4143,-20.8408,19.723341,0.71
1336002,0.394965,23.2073,20.0243,43.5523,41.6520,-23.5280,-21.6278,21.670083,2.48
1253895,0.492763,22.8881,20.8512,43.6221,42.2232,-22.7709,-21.3720,20.972777,1.23
1297873,0.281009,19.5759,23.2278,43.2863,40.7921,-20.0585,-17.5643,18.474578,0.70
1264512,0.360273,22.3530,20.7522,43.4971,41.4175,-22.7449,-20.6653,20.948796,2.12
1248458,0.696323,22.3533,22.1827,43.4950,43.1329,-21.3123,-20.9502,19.629319,0.50
1593036,0.805872,24.1733,20.5239,43.3236,43.5221,-22.7997,-22.9982,20.999277,3.11
1454045,0.317703,19.9683,23.0683,43.4007,41.0994,-20.3324,-18.0311,18.726826,1.07
1921361,0.344589,23.0306,19.9198,43.4656,41.3045,-23.5457,-21.3847,21.686420,5.53
1257408,0.211853,21.3241,20.7163,42.9599,40.0962,-22.2436,-19.3799,20.487070,4.28
1248408,0.342682,19.9527,23.2495,43.4614,41.2905,-20.2119,-18.0409,18.615838,0.65
1319840,0.489697,21.9462,21.8604,43.6215,42.2070,-21.7612,-20.3466,20.042762,0.72
1738018,0.547919,21.2752,22.8328,43.6181,42.5003,-20.7853,-19.6675,19.143963,2.93
1282067,0.180384,19.3107,22.5531,42.7419,39.7069,-20.1888,-17.1538,18.594573,1.50
1921192,0.107204,19.4467,21.2755,41.9206,38.4767,-20.6451,-17.2012,19.014813,0.56
1901241,0.681439,21.6914,22.8545,43.5135,43.0756,-20.6591,-20.2211,19.027695,0.97
1251138,0.463013,22.6145,21.0131,43.6124,42.0615,-22.5993,-21.0484,20.814730,2.87
1292767,0.308925,21.6952,21.1325,43.3763,41.0290,-22.2438,-19.8965,20.487281,1.15
1293057,0.292106,18.1597,24.8495,43.3244,40.8887,-18.4749,-16.0393,17.016023,0.65
1770405,0.371428,20.4925,22.8384,43.5169,41.4951,-20.6785,-18.6567,19.045600,1.27
1296874,1.181435,25.1323,20.3135,42.3857,44.5481,-22.0722,-24.2346,20.329283,0.90
1247501,1.370343,26.8418,18.7795,41.7644,44.9466,-22.9849,-26.1671,21.169912,4.30
1327988,0.514688,22.6720,21.1803,43.6237,42.3367,-22.4434,-21.1564,20.671139,1.46
1274469,0.574603,24.9078,18.9920,43.6071,42.6252,-24.6151,-23.6332,22.671326,3.17
1259293,0.205662,20.3423,21.7179,42.9212,40.0241,-21.2033,-18.3061,19.528981,1.31
1255669,0.293746,22.6480,19.9886,43.3298,40.9027,-23.3412,-20.9142,21.498042,12.92
1900339,0.570780,18.2612,26.1940,43.6090,42.6076,-17.4150,-16.4136,16.039825,1.41
1260133,0.627566,22.7118,21.5677,43.5699,42.8575,-22.0022,-21.2898,20.264757,1.15
1315950,0.359479,22.2943,20.8111,43.4956,41.4118,-22.6845,-20.6008,20.893182,1.29
1449103,0.846093,20.8666,24.2200,43.2469,43.6523,-19.0270,-19.4323,17.524474,0.70
1315816,0.469466,22.4083,21.2669,43.6153,42.0974,-22.3483,-20.8304,20.583584,1.34
1246819,0.174605,21.2793,20.3450,42.6954,39.6286,-22.3504,-19.2836,20.585443,7.37
1338753,0.181535,18.5062,23.4405,42.7509,39.7222,-19.3104,-16.2817,17.785579,2.63
1302359,0.253083,21.9645,20.4072,43.1748,40.5324,-22.7676,-20.1252,20.969714,8.70
1945100,0.664597,19.9673,24.6720,43.5330,43.0092,-18.8610,-18.3372,17.371613,0.55
1265213,0.304321,18.3363,24.7467,43.3627,40.9913,-18.6160,-16.2446,17.145966,0.70
1319638,0.544232,21.1718,22.9304,43.6192,42.4827,-20.6888,-19.5523,19.055102,0.49
1253024,0.382880,21.3154,22.0109,43.5351,41.5725,-21.5243,-19.5617,19.824585,1.74
1925122,0.382740,20.8773,22.4857,43.5349,41.5716,-21.0492,-19.0859,19.387024,0.68
1282825,0.318201,19.4073,23.6807,43.4020,41.1033,-19.7213,-17.4226,18.164000,1.71
1302895,1.468744,26.7374,19.0434,41.4101,45.1326,-22.3667,-26.0892,20.600488,1.97
1661033,0.499076,19.9980,24.0167,43.6230,42.2564,-19.6063,-18.2396,18.058078,2.78
1290740,0.875394,25.0269,19.7768,43.1869,43.7434,-23.4101,-23.9666,21.561466,0.99
1433098,0.440746,20.2962,23.4231,43.5989,41.9340,-20.1758,-18.5109,18.582635,0.44
1297268,0.347160,19.3213,23.9632,43.4710,41.3233,-19.5078,-17.3601,17.967342,1.16
1314062,0.279045,21.5127,21.1097,43.2792,40.7746,-22.1695,-19.6649,20.418838,1.09
1861474,0.689656,22.4538,22.0527,43.5034,43.1074,-21.4507,-21.0547,19.756848,0.45
1264039,0.424600,21.8469,21.6584,43.5855,41.8378,-21.9271,-20.1793,20.195606,0.95
1922130,0.298759,19.3596,23.5957,43.3457,40.9451,-19.7501,-17.3494,18.190469,1.78
1253986,1.037438,19.9710,25.6350,42.7988,44.1989,-17.1638,-18.5639,15.808429,2.01
1296173,0.657632,21.5669,22.9125,43.5406,42.9813,-20.6281,-20.0688,18.999190,0.86
1252242,1.066372,24.3901,20.8968,42.7205,44.2728,-21.8237,-23.3761,20.100415,0.38
1777338,0.336946,21.6117,21.4117,43.4486,41.2477,-22.0369,-19.8361,20.296745,1.02
1291587,0.482469,24.8665,18.6574,43.6198,42.1683,-24.9624,-23.5109,22.991207,3.80
1326151,0.728880,21.7848,22.8992,43.4502,43.2544,-20.5510,-20.3552,18.928213,2.74
1380101,0.684521,24.9676,19.3071,43.5098,43.0875,-24.2026,-23.7804,22.291446,1.40
1265325,0.284343,20.3837,22.3764,43.2981,40.8215,-20.9217,-18.4451,19.269604,0.87
1376061,0.185842,18.5759,23.4157,42.7838,39.7787,-19.3682,-16.3630,17.838731,1.29
1770338,0.183648,19.8855,21.9680,42.7672,39.7501,-20.7992,-17.7821,19.156780,1.35
1344692,0.379346,21.0159,22.3159,43.5297,41.5489,-21.2138,-19.2330,19.538671,0.77
1295440,0.768881,23.1171,21.5687,43.3879,43.3967,-21.8192,-21.8280,20.096234,1.06
1317740,0.269726,19.1945,23.5529,43.2441,40.6902,-19.6911,-17.1372,18.136203,0.69
1367331,0.446837,25.2686,18.0542,43.6032,41.9695,-25.5490,-23.9153,23.531471,3.20
1267184,0.771020,21.5014,23.3289,43.3844,43.4041,-20.0555,-20.0752,18.471757,2.07
1837071,0.129132,22.3765,18.4987,42.2316,38.9119,-23.7329,-20.4133,21.858814,8.96
1559178,0.435497,21.9966,21.5509,43.5949,41.9031,-22.0440,-20.3522,20.303266,1.36
1265463,0.721516,22.0985,22.5365,43.4608,43.2274,-20.9243,-20.6908,19.271988,1.12
1348266,0.195529,18.7595,23.3267,42.8537,39.9015,-19.5271,-16.5748,17.985093,1.82
1974019,0.594908,21.9956,22.2293,43.5951,42.7165,-21.3658,-20.4872,19.678651,1.69
1712059,0.394976,24.2783,18.8615,43.5523,41.6521,-24.6908,-22.7906,22.741043,6.34
1298570,0.490658,21.9110,21.9028,43.6217,42.2121,-21.7189,-20.3093,20.003847,0.83
1897267,0.319203,23.9799,18.7230,43.4047,41.1113,-24.6817,-22.3883,22.732714,2.08
1317366,1.051497,23.7310,21.5819,42.7611,44.2351,-21.1792,-22.6532,19.506720,0.79
1343871,0.637861,21.9207,22.4620,43.5605,42.9005,-21.0984,-20.4385,19.432379,1.00
1261456,0.621621,24.5782,19.5206,43.5750,42.8324,-24.0544,-23.3117,22.154887,2.24
1298864,0.875443,27.2328,17.3820,43.1868,43.7436,-25.8048,-26.3615,23.767079,2.65
1294791,0.697650,23.9994,20.3996,43.4933,43.1380,-23.0936,-22.7383,21.269996,3.30
1537020,0.405966,22.2939,21.0756,43.5660,41.7224,-22.4904,-20.6468,20.714387,1.17
1299717,0.947426,22.0170,23.2165,43.0255,43.9553,-19.8090,-20.7388,18.244765,0.53
1894308,0.315018,21.5663,21.3149,43.3934,41.0781,-22.0786,-19.7632,20.335106,1.08
1389210,0.548654,21.7529,22.3170,43.6179,42.5039,-21.3009,-20.1869,19.618814,0.67
1701106,0.540441,19.4033,24.8354,43.6202,42.4643,-18.7848,-17.6290,17.301435,0.68
1339575,1.217995,21.6552,24.1548,42.2721,44.6300,-18.1172,-20.4752,16.686588,1.04
1257807,0.395524,21.1875,22.2203,43.5530,41.6556,-21.3327,-19.4354,19.648179,3.34
1659122,0.518719,22.3152,21.5847,43.6236,42.3571,-22.0388,-20.7723,20.298513,0.63
1342428,0.368316,24.7393,18.2092,43.5116,41.4736,-25.3023,-23.2644,23.304312,2.20
1256933,0.352836,21.5912,21.5340,43.4827,41.3645,-21.9487,-19.8305,20.215471,1.04
1309222,0.306908,19.3830,23.6287,43.3704,41.0125,-19.7417,-17.3839,18.182796,0.78
1538019,0.290689,22.3171,20.3251,43.3197,40.8766,-22.9946,-20.5515,21.178825,10.86
1257609,0.333888,21.8038,21.1833,43.4415,41.2247,-22.2582,-20.0414,20.500563,0.48
1313459,0.651328,21.2396,23.2469,43.5472,42.9558,-20.3003,-19.7089,18.697267,1.46
1339756,0.275389,21.9792,20.5746,43.2657,40.7418,-22.6911,-20.1672,20.899292,17.97
1273696,1.177071,25.5957,19.8023,42.3991,44.5382,-22.5968,-24.7359,20.812434,1.02
1530098,0.547582,22.2375,21.7866,43.6182,42.4987,-21.8316,-20.7121,20.107638,0.99
1500031,0.366060,22.0498,21.1160,43.5076,41.4580,-22.3916,-20.3420,20.623436,1.02
1595150,0.278321,24.3925,17.9774,43.2766,40.7682,-25.2992,-22.7908,23.301421,1.41
1516017,0.228027,20.3837,21.8971,43.0524,40.2759,-21.1552,-18.3788,19.484705,0.80
1921418,0.292759,19.2851,23.6324,43.3265,40.8943,-19.6941,-17.2619,18.138931,0.49
1256313,0.524145,20.3478,23.7434,43.6231,42.3842,-19.8797,-18.6409,18.309912,1.15
1290363,1.043062,22.2690,23.1517,42.7838,44.2134,-19.6320,-21.0617,18.081769,0.40
1346167,0.334862,19.5737,23.6109,43.4438,41.2321,-19.8328,-17.6211,18.266718,3.30
1439031,0.875639,21.3176,23.8048,43.1864,43.7442,-19.3816,-19.9393,17.851091,1.39
